season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6767933,1,45,Norwich_City,Home,512,18665,Alexander Tettey,alexander-tettey,M,False,,,2.0,16.0,14.0,30.0,,2.0,4.0,,,,1.0,,,,4.0,3.0,,,3.0,,,,,,,,54.0,,1.0,,,,,,6.5,,,2.0,1.0,,,,2.0,,17.0,16.0,33.0,2,1.0,40.0,,1.0,,
2015-16,6767933,1,45,Norwich_City,Home,1131,19236,John Ruddy,john-ruddy,G,False,,1.0,5.0,2.0,19.0,21.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,1.0,6.5,2.0,4.0,,2.0,,,1.0,11.0,,5.0,22.0,27.0,0,,38.0,,,,
2015-16,6767933,1,45,Norwich_City,Home,8969,42744,Sebastien Bassong,sebastien-bassong,D,False,,,2.0,9.0,30.0,39.0,1.0,4.0,6.0,,,,,,,,1.0,6.0,,,,,,,,1.0,,,90.0,,,,,,,,6.6,,,,8.0,,,,5.0,,13.0,32.0,45.0,0,1.0,58.0,,1.0,,
2015-16,6767933,1,45,Norwich_City,Home,9148,20141,Graham Dorrans,graham-dorrans,M,False,,,6.0,35.0,16.0,51.0,1.0,,1.0,,,,,,,1.0,4.0,2.0,,,2.0,,,,,2.0,1.0,,80.0,,,,,,,,6.9,,,1.0,,,,,9.0,,41.0,16.0,57.0,1,,63.0,,2.0,,
2015-16,6767933,1,45,Norwich_City,Home,9198,13164,Steven Whittaker,steven-whittaker,D,False,,,1.0,25.0,9.0,34.0,1.0,,2.0,,,,3.0,,,2.0,6.0,5.0,,,,,,,,,,,90.0,2.0,1.0,,,,,,6.2,,,,3.0,1.0,2.0,,3.0,,32.0,11.0,41.0,2,3.0,74.0,2.0,1.0,1.0,
2015-16,6767933,1,45,Norwich_City,Home,11803,21246,Lewis Grabban,lewis-grabban,F,False,,,2.0,11.0,4.0,15.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,2.0,,54.0,1.0,,,,,,,6.6,,,1.0,,,1.0,,2.0,1.0,13.0,4.0,16.0,2,,25.0,,1.0,,
2015-16,6767933,1,45,Norwich_City,Home,14336,28499,Wesley Hoolahan,wesley-hoolahan,M,False,,,,39.0,11.0,50.0,2.0,,6.0,,,,,,,3.0,6.0,9.0,,,,1.0,,,,1.0,3.0,,90.0,,,,,,,,6.9,,,,,3.0,1.0,,2.0,,50.0,14.0,63.0,0,1.0,82.0,2.0,6.0,2.0,
2015-16,6767933,1,45,Norwich_City,Home,16303,18804,Cameron Jerome,cameron-jerome,F,True,,,,5.0,2.0,7.0,,,,,,,,,,,3.0,1.0,,,3.0,,,,,,1.0,,36.0,,,,,,,,6.6,,,1.0,,,,,,2.0,7.0,2.0,9.0,1,1.0,14.0,2.0,,,
2015-16,6767933,1,45,Norwich_City,Home,16589,38297,Jonathan Howson,jonathan-howson,D,False,,,2.0,26.0,10.0,36.0,2.0,,4.0,,,,1.0,,,2.0,5.0,4.0,,,,,,,,2.0,2.0,,90.0,,,,,,,,6.7,,,1.0,2.0,,5.0,,3.0,1.0,33.0,12.0,40.0,1,4.0,58.0,,,,
2015-16,6767933,1,45,Norwich_City,Home,17944,28221,Gary Hooper,gary-hooper,F,True,,,1.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,6.5,,,,,,,,1.0,,5.0,,5.0,0,,5.0,,,,
