season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243574,18,45,Norwich_City,Home,891803,194799,Jamal Lewis,jamal-lewis,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243574,18,45,Norwich_City,Home,907070,193111,Todd Cantwell,todd-cantwell,M,False,,,1.0,23.0,12.0,35.0,,1.0,,12.0,,,,2.0,,,4.0,5.0,,,1.0,,1.0,,,,,,86.0,1.0,,,,,,,11.0,,,7.2,,,,,1.0,2.0,,,1.0,,26.0,15.0,41.0,,,1,3.0,55.0,2.0,,1.0,2.0
2019-20,8243574,18,45,Norwich_City,Home,943645,232980,Max Aarons,max-aarons,D,False,,,,15.0,7.0,22.0,,1.0,,2.0,,,,,,,1.0,6.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,16.0,,,6.9,,,,,2.0,3.0,1.0,,6.0,,24.0,13.0,36.0,,,0,1.0,58.0,,2.0,2.0,
2019-20,8243586,19,45,Norwich_City,Away,512,18665,Alexander Tettey,alexander-tettey,M,False,,,1.0,26.0,21.0,47.0,1.0,2.0,,4.0,,,,1.0,,1.0,6.0,4.0,,,3.0,,,,,2.0,,,75.0,1.0,,,,,,,5.0,,,6.7,,,,,1.0,2.0,,,1.0,,26.0,23.0,49.0,,,1,,60.0,2.0,,2.0,
2019-20,8243586,19,45,Norwich_City,Away,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243586,19,45,Norwich_City,Away,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,7.0,4.0,11.0,,,,2.0,,,2.0,,,2.0,5.0,,,,2.0,,,,,,,,90.0,,,,,,,,6.0,,,6.2,,,,,,1.0,,,,,9.0,4.0,13.0,,,2,,21.0,1.0,,,
2019-20,8243586,19,45,Norwich_City,Away,15823,37614,Mario Vrančić,mario-vrancic,M,True,,,1.0,10.0,3.0,13.0,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,15.0,,,,,,,,7.0,,,6.5,,,,,,,1.0,,3.0,,15.0,3.0,17.0,,,0,1.0,23.0,,1.0,,
2019-20,8243586,19,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,1.0,8.0,5.0,19.0,24.0,,,,4.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,9.0,,,6.6,,1.0,,,,,,1.0,17.0,,13.0,20.0,33.0,,,0,,38.0,,,,
2019-20,8243586,19,45,Norwich_City,Away,75756,78607,Kenny McLean,kenny-mclean,M,False,2.0,,6.0,33.0,14.0,45.0,7.0,3.0,,9.0,,,,1.0,,2.0,12.0,8.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,21.0,,,7.0,,,2.0,,5.0,1.0,5.0,,8.0,,48.0,16.0,59.0,,,2,,84.0,1.0,5.0,,
2019-20,8243586,19,45,Norwich_City,Away,95791,83428,Grant Hanley,grant-hanley,D,False,,,2.0,5.0,29.0,34.0,5.0,2.0,,2.0,,,,,,,5.0,4.0,,,,,,,,,,,90.0,1.0,1.0,,,,,,7.0,,,7.0,,,,,7.0,,,,4.0,,10.0,30.0,40.0,,,1,,55.0,1.0,2.0,,
2019-20,8243586,19,45,Norwich_City,Away,101789,71738,Marco Stiepermann,marco-stiepermann,M,True,,,,2.0,1.0,3.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,15.0,,,,,,,,2.0,,,6.5,,,,,,,,,,,3.0,1.0,4.0,,,1,,6.0,1.0,,,
2019-20,8243586,19,45,Norwich_City,Away,129916,90440,Tom Trybull,tom-trybull,M,False,,,5.0,26.0,24.0,50.0,,2.0,,2.0,,,,2.0,,,6.0,5.0,,,3.0,,,,,,,,75.0,1.0,,,,,,,4.0,,,6.9,,,,,1.0,2.0,,,5.0,,28.0,25.0,53.0,,,1,2.0,59.0,,,1.0,2.0
2019-20,8243586,19,45,Norwich_City,Away,137017,89470,Onel Hernández,onel-hernandez,F,True,,,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,3.0,2.0,,,1.0,,,,,,,,14.0,1.0,,,,,,,8.0,,,6.4,,,,,,2.0,,,,,3.0,,3.0,,,1,,12.0,3.0,,1.0,
2019-20,8243586,19,45,Norwich_City,Away,142568,192303,Christoph Zimmermann,christoph-zimmermann,D,False,,,1.0,17.0,27.0,44.0,3.0,1.0,,10.0,,,,,,,3.0,4.0,,,,,,,,2.0,,,90.0,,,,,,,,10.0,,,6.9,,,,,5.0,,,,6.0,,23.0,31.0,54.0,,,0,2.0,67.0,,1.0,,1.0
2019-20,8243586,19,45,Norwich_City,Away,168801,,Dennis Srbeny,dennis-srbeny,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243586,19,45,Norwich_City,Away,254713,113564,Sam Byram,sam-byram,D,False,,,1.0,13.0,20.0,33.0,4.0,3.0,,7.0,,2.0,1.0,2.0,,,6.0,3.0,,,,,,,1.0,3.0,1.0,,90.0,,1.0,,,,,,9.0,,,6.5,,,3.0,,6.0,,,,3.0,,17.0,24.0,41.0,,,4,,65.0,1.0,,,
2019-20,8243586,19,45,Norwich_City,Away,257421,,Ibrahim Amadou,ibrahim-amadou,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243586,19,45,Norwich_City,Away,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,3.0,,2.0,30.0,11.0,38.0,1.0,1.0,,6.0,1.0,,,,,2.0,5.0,6.0,,,,,,,,,5.0,,76.0,1.0,,,,,,,21.0,,,7.9,,,1.0,,,5.0,6.0,,3.0,,42.0,14.0,50.0,,,2,,77.0,1.0,2.0,3.0,
2019-20,8243586,19,45,Norwich_City,Away,891803,194799,Jamal Lewis,jamal-lewis,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243586,19,45,Norwich_City,Away,907070,193111,Todd Cantwell,todd-cantwell,M,False,,,1.0,27.0,17.0,44.0,1.0,,,5.0,,,,3.0,,,6.0,4.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,9.0,,,6.6,,,,,1.0,1.0,1.0,,1.0,,30.0,19.0,48.0,,,1,,59.0,3.0,4.0,,
2019-20,8243586,19,45,Norwich_City,Away,943645,232980,Max Aarons,max-aarons,D,False,3.0,,4.0,29.0,11.0,37.0,2.0,,,6.0,1.0,,,,,,4.0,6.0,,,1.0,,,,,,3.0,,90.0,,1.0,,,,,,17.0,,,7.8,,,,,3.0,6.0,10.0,,7.0,,40.0,14.0,44.0,,,0,2.0,78.0,1.0,,4.0,2.0
2019-20,8243602,20,45,Norwich_City,Home,512,18665,Alexander Tettey,alexander-tettey,M,False,,,1.0,18.0,13.0,31.0,,,,6.0,,,,,,,3.0,2.0,,,2.0,,,,,1.0,1.0,,86.0,,,,,,,,9.0,,,6.6,,,,,,1.0,,,4.0,,22.0,16.0,38.0,,,0,2.0,45.0,1.0,,,1.0
2019-20,8243602,20,45,Norwich_City,Home,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243602,20,45,Norwich_City,Home,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,6.0,6.0,12.0,4.0,,,,,,,,,1.0,5.0,,,,,,,,,1.0,,,90.0,,,,,,,,7.0,,,6.4,,,,,,,,,,1.0,9.0,6.0,15.0,,,0,,22.0,3.0,,,
2019-20,8243602,20,45,Norwich_City,Home,15823,37614,Mario Vrančić,mario-vrancic,M,False,,,4.0,12.0,20.0,32.0,,3.0,,9.0,,,,2.0,,,5.0,7.0,,,2.0,,1.0,,,2.0,1.0,,75.0,1.0,,,,,,,17.0,,,7.4,,,,,1.0,1.0,,,8.0,,23.0,22.0,45.0,,,1,3.0,58.0,2.0,1.0,,2.0
2019-20,8243602,20,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,1.0,8.0,5.0,18.0,23.0,,1.0,,9.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,90.0,,,,,1.0,,,20.0,,2.0,6.7,1.0,5.0,,,2.0,,,1.0,27.0,,20.0,22.0,42.0,,,0,,52.0,,,,
2019-20,8243602,20,45,Norwich_City,Home,75756,78607,Kenny McLean,kenny-mclean,M,True,,,,3.0,3.0,6.0,1.0,1.0,,3.0,,,,,,1.0,3.0,5.0,,,1.0,,,,,1.0,,,20.0,,,,,,,,4.0,,,6.7,,,,,,3.0,,,1.0,,5.0,3.0,8.0,,,0,,16.0,1.0,2.0,3.0,
2019-20,8243602,20,45,Norwich_City,Home,95791,83428,Grant Hanley,grant-hanley,D,False,,,2.0,2.0,29.0,31.0,,6.0,,3.0,,,,,,,1.0,6.0,,,1.0,,,,,3.0,,,90.0,,2.0,,,,,,16.0,,,7.0,,,1.0,,6.0,,,,9.0,,10.0,35.0,45.0,,,1,,61.0,1.0,1.0,,
2019-20,8243602,20,45,Norwich_City,Home,101789,71738,Marco Stiepermann,marco-stiepermann,M,False,,,,14.0,5.0,19.0,3.0,1.0,,5.0,,,,3.0,,2.0,10.0,4.0,,,2.0,,,,,,,,70.0,1.0,,,,,,,14.0,,,6.3,,,,,1.0,,,,,,23.0,6.0,29.0,,,1,3.0,38.0,1.0,,,
2019-20,8243602,20,45,Norwich_City,Home,129916,90440,Tom Trybull,tom-trybull,M,True,,,,4.0,1.0,5.0,,,,1.0,,,,1.0,,,1.0,2.0,,,,,,,,1.0,,,15.0,,,,,,,,2.0,,,6.6,,,,,1.0,,,,1.0,,5.0,1.0,6.0,,,0,2.0,12.0,1.0,,,1.0
2019-20,8243602,20,45,Norwich_City,Home,137017,89470,Onel Hernández,onel-hernandez,F,False,,,,6.0,4.0,10.0,5.0,1.0,,7.0,,,,2.0,,3.0,12.0,5.0,,,,,,,,,,,90.0,,,,,,,,17.0,,,5.9,,,1.0,,2.0,3.0,1.0,,3.0,2.0,10.0,10.0,19.0,,,1,2.0,35.0,1.0,1.0,1.0,1.0
2019-20,8243602,20,45,Norwich_City,Home,142568,192303,Christoph Zimmermann,christoph-zimmermann,D,False,,,3.0,7.0,18.0,25.0,1.0,1.0,,3.0,,,,1.0,,,3.0,3.0,,,1.0,,,,,2.0,,,90.0,,3.0,,1.0,,,,9.0,,,6.6,,,,,7.0,,,,7.0,,13.0,21.0,34.0,,,0,2.0,50.0,,,,1.0
2019-20,8243602,20,45,Norwich_City,Home,168801,,Dennis Srbeny,dennis-srbeny,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243602,20,45,Norwich_City,Home,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243602,20,45,Norwich_City,Home,257421,,Ibrahim Amadou,ibrahim-amadou,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243602,20,45,Norwich_City,Home,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,1.0,,,24.0,11.0,34.0,4.0,3.0,,10.0,,,,2.0,,,13.0,10.0,,,2.0,1.0,,,,3.0,2.0,,90.0,,,,,,,,21.0,,,7.1,,,,,1.0,5.0,7.0,,,,33.0,14.0,40.0,,,0,6.0,75.0,4.0,1.0,,5.0
2019-20,8243602,20,45,Norwich_City,Home,891803,194799,Jamal Lewis,jamal-lewis,M,False,,,,9.0,19.0,28.0,,,,6.0,,,,2.0,,,5.0,4.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,18.0,,,6.1,,,1.0,,3.0,5.0,1.0,,4.0,,17.0,22.0,38.0,,,1,2.0,74.0,2.0,,2.0,2.0
2019-20,8243602,20,45,Norwich_City,Home,907070,193111,Todd Cantwell,todd-cantwell,M,True,,,,2.0,1.0,3.0,,,,,,,,1.0,,1.0,2.0,3.0,,,,,,,,,,,12.0,,,,,,,,4.0,,,6.5,,,,,,1.0,,,,,4.0,1.0,5.0,,,0,,12.0,1.0,2.0,1.0,
2019-20,8243602,20,45,Norwich_City,Home,943645,232980,Max Aarons,max-aarons,D,False,,,1.0,10.0,10.0,20.0,1.0,1.0,,6.0,,,,,,,2.0,4.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,13.0,,,6.6,,,,,2.0,2.0,1.0,,5.0,,17.0,14.0,30.0,,,0,,47.0,,2.0,1.0,
2019-20,8243619,21,45,Norwich_City,Home,512,18665,Alexander Tettey,alexander-tettey,M,False,,,1.0,22.0,21.0,43.0,1.0,,15.0,6.0,,,1.0,1.0,,,3.0,1.0,,,1.0,,,,,2.0,,,89.0,,,,,,,,5.0,,,6.6,,,,101.00864099272,3.0,,1.0,,1.0,,26.0,22.0,47.0,40.32,,1,1.0,57.0,,,,1.0
2019-20,8243619,21,45,Norwich_City,Home,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243619,21,45,Norwich_City,Home,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,5.0,3.0,8.0,1.0,,4.0,,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,83.0,,,,,,,,5.0,,,6.5,,,,45.680132376868,,,,,,2.0,6.0,3.0,9.0,5.88,,1,,20.0,3.0,2.0,,
2019-20,8243619,21,45,Norwich_City,Home,15823,37614,Mario Vrančić,mario-vrancic,M,False,,,3.0,23.0,19.0,42.0,,,13.0,6.0,,1.0,,3.0,,1.0,6.0,7.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,,13.0,1.0,,6.7,,,1.0,101.88963845417,,1.0,1.0,,7.0,,31.0,21.0,51.0,78.12,18.050730760831,1,5.0,68.0,,2.0,,4.0
2019-20,8243619,21,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,12.0,6.0,8.0,14.0,,,2.0,5.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,9.0,,,6.6,2.0,2.0,,8.3355907576217,1.0,,,,21.0,,12.0,11.0,23.0,2.625,,0,,28.0,,,,
2019-20,8243619,21,45,Norwich_City,Home,75756,78607,Kenny McLean,kenny-mclean,M,False,,,,18.0,8.0,26.0,5.0,3.0,7.0,2.0,1.0,,,2.0,,,8.0,6.0,,,1.0,,,,1.0,2.0,1.0,,90.0,,,,,,,,11.0,,,7.2,,,2.0,35.479264047171,3.0,1.0,1.0,,,,22.0,10.0,31.0,3.78,,2,,50.0,4.0,2.0,1.0,
2019-20,8243619,21,45,Norwich_City,Home,95791,83428,Grant Hanley,grant-hanley,D,False,,,2.0,9.0,18.0,27.0,,6.0,8.0,2.0,,,,,,,2.0,9.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,10.0,,,7.2,,,1.0,71.338260973021,6.0,,,,5.0,,12.0,25.0,37.0,52.08,,1,3.0,51.0,,,,
2019-20,8243619,21,45,Norwich_City,Home,101789,71738,Marco Stiepermann,marco-stiepermann,M,True,,,,,1.0,1.0,1.0,,1.0,,,,,,,,3.0,,,,1.0,,,,,,,,13.0,,1.0,,,,,,1.0,,,6.1,,,,9.1108520457749,,1.0,,,,,,1.0,1.0,2.205,,0,,6.0,,,,
2019-20,8243619,21,45,Norwich_City,Home,129916,90440,Tom Trybull,tom-trybull,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243619,21,45,Norwich_City,Home,137017,89470,Onel Hernández,onel-hernandez,F,True,,,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,,,12.0,,,,,,,,2.0,,,6.5,,,,8.184796210047,,2.0,,,,,,1.0,1.0,7.245,,0,1.0,5.0,1.0,,1.0,1.0
2019-20,8243619,21,45,Norwich_City,Home,142568,192303,Christoph Zimmermann,christoph-zimmermann,D,False,,,4.0,11.0,23.0,34.0,2.0,1.0,14.0,8.0,,,,,,,3.0,4.0,,,1.0,,,,,3.0,,,90.0,,2.0,,,,,,8.0,,,7.5,,,,111.69666115324,5.0,,,,7.0,,13.0,28.0,41.0,55.65,,0,3.0,57.0,1.0,,,2.0
2019-20,8243619,21,45,Norwich_City,Home,254713,113564,Sam Byram,sam-byram,D,False,,,1.0,16.0,9.0,25.0,2.0,2.0,6.0,4.0,,,,,,,4.0,6.0,,,2.0,,,,,,1.0,,90.0,,1.0,,,,,,11.0,2.0,,7.2,,,,50.061269790067,5.0,,2.0,,3.0,,23.0,12.0,33.0,35.595,24.342237421896,0,4.0,61.0,,,,3.0
2019-20,8243619,21,45,Norwich_City,Home,257421,,Ibrahim Amadou,ibrahim-amadou,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243619,21,45,Norwich_City,Home,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,2.0,,6.0,22.0,12.0,32.0,1.0,2.0,19.0,13.0,1.0,,,3.0,,4.0,10.0,20.0,,,1.0,1.0,,,,3.0,5.0,,90.0,2.0,1.0,,,,,,20.0,1.0,,9.0,,,1.0,142.09388267372,2.0,8.0,4.0,,6.0,,30.0,12.0,38.0,3.885,10.078615976413,3,9.0,88.0,6.0,2.0,7.0,2.0
2019-20,8243619,21,45,Norwich_City,Home,879850,432735,Adam Idah,adam-idah,F,True,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,10.097486617966,,,,,,,,,,6.93,,0,,1.0,1.0,,,
2019-20,8243619,21,45,Norwich_City,Home,891803,194799,Jamal Lewis,jamal-lewis,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243619,21,45,Norwich_City,Home,907070,193111,Todd Cantwell,todd-cantwell,M,False,,,,15.0,3.0,18.0,1.0,,11.0,4.0,,,1.0,,,,4.0,4.0,,,1.0,,1.0,,,,1.0,,78.0,2.0,,,,,,,9.0,4.0,,7.7,,,1.0,97.164960692903,2.0,2.0,1.0,,,,18.0,5.0,22.0,37.065,37.58432522959,4,3.0,44.0,2.0,1.0,,3.0
2019-20,8243619,21,45,Norwich_City,Home,943645,232980,Max Aarons,max-aarons,D,False,2.0,,1.0,13.0,10.0,21.0,2.0,1.0,15.0,6.0,,,,,,2.0,7.0,2.0,,,1.0,,,,,3.0,2.0,,90.0,,,,,,,,19.0,3.0,,6.6,,,2.0,142.8901664435,5.0,2.0,3.0,,4.0,,18.0,13.0,28.0,120.33,79.450423666326,2,1.0,68.0,3.0,,,1.0
2019-20,8243622,22,45,Norwich_City,Away,512,18665,Alexander Tettey,alexander-tettey,M,False,,,1.0,21.0,23.0,44.0,1.0,1.0,,8.0,,,,3.0,,,7.0,3.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,8.0,,,6.1,,,1.0,,2.0,2.0,,,3.0,,22.0,24.0,46.0,,,1,,61.0,3.0,2.0,,
2019-20,8243622,22,45,Norwich_City,Away,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243622,22,45,Norwich_City,Away,15823,37614,Mario Vrančić,mario-vrancic,M,False,,,1.0,13.0,19.0,32.0,1.0,,,8.0,,,1.0,,,2.0,3.0,6.0,,1.0,,,,,,1.0,,,65.0,,,,,,,,16.0,,,6.5,,,,,,3.0,,,2.0,,19.0,23.0,42.0,,,1,2.0,58.0,4.0,1.0,3.0,1.0
2019-20,8243622,22,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,1.0,3.0,1.0,14.0,15.0,,,,8.0,,,,,,,1.0,,,,1.0,,,,,,,,90.0,,,,1.0,1.0,,,19.0,,,5.1,1.0,2.0,,,,,,2.0,21.0,,14.0,20.0,34.0,,,0,,41.0,,,,
2019-20,8243622,22,45,Norwich_City,Away,75756,78607,Kenny McLean,kenny-mclean,M,False,,,,14.0,25.0,39.0,1.0,1.0,,4.0,,,,,,2.0,4.0,5.0,,,,,,,,1.0,,,90.0,,,,,,,,13.0,,,6.5,,,,,1.0,2.0,1.0,,,,20.0,26.0,45.0,,,0,,62.0,3.0,3.0,1.0,
2019-20,8243622,22,45,Norwich_City,Away,95791,83428,Grant Hanley,grant-hanley,D,False,,,2.0,5.0,21.0,26.0,,2.0,,6.0,,,,,,,1.0,6.0,,,1.0,,,,,4.0,,,80.0,,1.0,,,,,,12.0,,,6.6,,,,,3.0,1.0,,,7.0,,10.0,27.0,37.0,,,0,2.0,51.0,1.0,1.0,1.0,2.0
2019-20,8243622,22,45,Norwich_City,Away,101789,71738,Marco Stiepermann,marco-stiepermann,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243622,22,45,Norwich_City,Away,129916,90440,Tom Trybull,tom-trybull,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243622,22,45,Norwich_City,Away,137017,89470,Onel Hernández,onel-hernandez,F,True,,,,3.0,1.0,4.0,1.0,,,,,,1.0,,,1.0,4.0,3.0,,,2.0,,,,,,,,25.0,,,,,,,,1.0,,,6.5,,,,,,2.0,,,,,3.0,1.0,4.0,,,1,1.0,9.0,,,2.0,1.0
2019-20,8243622,22,45,Norwich_City,Away,142568,192303,Christoph Zimmermann,christoph-zimmermann,D,False,,,1.0,6.0,18.0,24.0,,,,5.0,,,,2.0,,1.0,3.0,5.0,,,,,,,,2.0,,,90.0,1.0,2.0,,,,,,8.0,,,6.7,,,,,5.0,2.0,,,4.0,,9.0,22.0,31.0,,,1,3.0,48.0,,,2.0,2.0
2019-20,8243622,22,45,Norwich_City,Away,254713,113564,Sam Byram,sam-byram,D,False,,,1.0,19.0,22.0,41.0,1.0,1.0,,6.0,,,,2.0,,,3.0,5.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,8.0,,,6.2,,,,,3.0,1.0,,,4.0,,25.0,24.0,49.0,,,0,3.0,69.0,,,1.0,2.0
2019-20,8243622,22,45,Norwich_City,Away,257421,,Ibrahim Amadou,ibrahim-amadou,M,True,,,,4.0,10.0,14.0,,,,1.0,,,,,,,1.0,2.0,,,1.0,,,,,,,,25.0,1.0,,,,,,,1.0,,,6.8,,,,,1.0,,,,,,4.0,11.0,15.0,,,1,2.0,19.0,,,,
2019-20,8243622,22,45,Norwich_City,Away,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,1.0,,7.0,29.0,15.0,43.0,1.0,,,5.0,,,,8.0,,5.0,17.0,14.0,,,1.0,,,,,,2.0,,90.0,,,,,,,,27.0,,,6.3,,,1.0,,1.0,7.0,5.0,,9.0,,40.0,19.0,54.0,,,1,5.0,93.0,5.0,4.0,5.0,1.0
2019-20,8243622,22,45,Norwich_City,Away,879850,432735,Adam Idah,adam-idah,F,False,,,,2.0,,2.0,3.0,,,1.0,,,,,,1.0,5.0,3.0,,,,,,,,,,,65.0,,,,,,,,8.0,,,6.4,,,,,1.0,1.0,,,1.0,,4.0,1.0,5.0,,,0,1.0,19.0,3.0,2.0,,1.0
2019-20,8243622,22,45,Norwich_City,Away,891803,194799,Jamal Lewis,jamal-lewis,M,True,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,10.0,,,,,,,,2.0,,,6.3,,,,,,,,,,,,,,,,0,,2.0,1.0,,,
2019-20,8243622,22,45,Norwich_City,Away,907070,193111,Todd Cantwell,todd-cantwell,M,False,,,1.0,20.0,13.0,33.0,,,,10.0,,,1.0,1.0,,1.0,2.0,9.0,,,,,,,,1.0,,,90.0,1.0,,,,,,,9.0,,,7.1,,,,,,3.0,,,2.0,,25.0,14.0,39.0,,,2,2.0,60.0,2.0,4.0,3.0,1.0
2019-20,8243622,22,45,Norwich_City,Away,943645,232980,Max Aarons,max-aarons,D,False,,,,13.0,17.0,30.0,1.0,1.0,,5.0,,,,1.0,,,3.0,3.0,,,,,,,,,,,90.0,,,,,,,,13.0,,,6.1,,,,,3.0,2.0,2.0,,3.0,,18.0,23.0,39.0,,,0,1.0,60.0,,,1.0,
2019-20,8243622,22,45,Norwich_City,Away,2022918,87396,Mo Leitner,mo-leitner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243632,23,45,Norwich_City,Home,512,18665,Alexander Tettey,alexander-tettey,M,False,,,,19.0,21.0,40.0,1.0,2.0,,4.0,,,,,,,1.0,3.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,,10.0,,,6.9,,,2.0,,,,,,2.0,,24.0,24.0,48.0,,,2,1.0,56.0,2.0,,,1.0
2019-20,8243632,23,45,Norwich_City,Home,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243632,23,45,Norwich_City,Home,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,1.0,13.0,6.0,19.0,1.0,,,4.0,,1.0,1.0,1.0,,1.0,4.0,2.0,,,,,1.0,,,,1.0,,85.0,2.0,,,,,,,8.0,,,6.7,,,,,,2.0,,,1.0,,15.0,6.0,21.0,,,3,,35.0,4.0,1.0,1.0,
2019-20,8243632,23,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,3.0,1.0,21.0,22.0,,1.0,,7.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,16.0,,2.0,7.6,3.0,3.0,,,2.0,,,,18.0,,11.0,27.0,38.0,,,0,,47.0,,,,
2019-20,8243632,23,45,Norwich_City,Home,56601,76306,Lukas Rupp,lukas-rupp,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
