season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,totalShots
2013-14,3964801,1,45,Norwich_City,Home,512,18665,Alexander Tettey,alexander-tettey,M,True,0.0,0.0,17.0,0.0,0.0
2013-14,3964801,1,45,Norwich_City,Home,1131,19236,John Ruddy,john-ruddy,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964801,1,45,Norwich_City,Home,5177,17271,Javier Garrido,javier-garrido,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964801,1,45,Norwich_City,Home,9198,13164,Steven Whittaker,steven-whittaker,D,False,0.0,1.0,90.0,0.0,0.0
2013-14,3964801,1,45,Norwich_City,Home,14336,28499,Wesley Hoolahan,wesley-hoolahan,M,False,0.0,0.0,73.0,0.0,0.0
2013-14,3964801,1,45,Norwich_City,Home,16501,15864,Michael Turner,michael-turner,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964801,1,45,Norwich_City,Home,16589,38297,Jonathan Howson,jonathan-howson,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964801,1,45,Norwich_City,Home,19495,17812,David Fox,david-fox,M,True,,,,,
2013-14,3964801,1,45,Norwich_City,Home,20292,19569,Bradley Johnson,bradley-johnson,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964801,1,45,Norwich_City,Home,20296,10954,Mark Bunn,mark-bunn,G,True,,,,,
2013-14,3964801,1,45,Norwich_City,Home,20378,19341,Russell Martin,russell-martin,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964801,1,45,Norwich_City,Home,22100,41727,Ryan Bennett,ryan-bennett,D,True,,,,,
2013-14,3964801,1,45,Norwich_City,Home,27247,28654,Martin Olsson,martin-olsson,D,True,0.0,0.0,4.0,0.0,0.0
2013-14,3964801,1,45,Norwich_City,Home,27773,41262,Elliott Bennett,elliott-bennett,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964801,1,45,Norwich_City,Home,35193,50165,Ricky van Wolfswinkel,ricky-van-wolfswinkel,F,False,0.0,1.0,90.0,0.0,0.0
2013-14,3964801,1,45,Norwich_City,Home,38686,19791,Luciano Becchio,luciano-becchio,F,True,,,,,
2013-14,3964801,1,45,Norwich_City,Home,115346,83283,Nathan Redmond,nathan-redmond,M,False,0.0,0.0,86.0,0.0,0.0
2013-14,3964801,1,45,Norwich_City,Home,1168116,47420,Jacob Butterfield,jacob-luke-butterfield,M,True,,,,,
2013-14,3964819,2,45,Norwich_City,Away,512,18665,Alexander Tettey,alexander-tettey,M,False,0.0,0.0,65.0,0.0,0.0
2013-14,3964819,2,45,Norwich_City,Away,1131,19236,John Ruddy,john-ruddy,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964819,2,45,Norwich_City,Away,5177,17271,Javier Garrido,javier-garrido,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964819,2,45,Norwich_City,Away,9127,18987,Robert Snodgrass,robert-snodgrass,M,True,0.0,0.0,44.0,0.0,0.0
2013-14,3964819,2,45,Norwich_City,Away,9198,13164,Steven Whittaker,steven-whittaker,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964819,2,45,Norwich_City,Away,14336,28499,Wesley Hoolahan,wesley-hoolahan,M,True,0.0,0.0,17.0,0.0,0.0
2013-14,3964819,2,45,Norwich_City,Away,16501,15864,Michael Turner,michael-turner,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964819,2,45,Norwich_City,Away,16589,38297,Jonathan Howson,jonathan-howson,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964819,2,45,Norwich_City,Away,20292,19569,Bradley Johnson,bradley-johnson,M,False,0.0,0.0,46.0,0.0,0.0
2013-14,3964819,2,45,Norwich_City,Away,20296,10954,Mark Bunn,mark-bunn,G,True,,,,,
2013-14,3964819,2,45,Norwich_City,Away,20378,19341,Russell Martin,russell-martin,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964819,2,45,Norwich_City,Away,22100,41727,Ryan Bennett,ryan-bennett,D,True,,,,,
2013-14,3964819,2,45,Norwich_City,Away,27247,28654,Martin Olsson,martin-olsson,D,True,,,,,
2013-14,3964819,2,45,Norwich_City,Away,31821,49277,Leroy Fer,leroy-fer,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964819,2,45,Norwich_City,Away,35193,50165,Ricky van Wolfswinkel,ricky-van-wolfswinkel,F,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964819,2,45,Norwich_City,Away,38686,19791,Luciano Becchio,luciano-becchio,F,True,,,,,
2013-14,3964819,2,45,Norwich_City,Away,115346,83283,Nathan Redmond,nathan-redmond,M,False,0.0,0.0,73.0,0.0,0.0
2013-14,3964819,2,45,Norwich_City,Away,1422568,4739,Johan Elmander,johan-elmander,F,True,0.0,0.0,25.0,0.0,0.0
2013-14,3964845,3,45,Norwich_City,Home,512,18665,Alexander Tettey,alexander-tettey,M,True,,,,,
2013-14,3964845,3,45,Norwich_City,Home,1131,19236,John Ruddy,john-ruddy,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964845,3,45,Norwich_City,Home,5177,17271,Javier Garrido,javier-garrido,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964845,3,45,Norwich_City,Home,8969,42744,Sebastien Bassong,sebastien-bassong,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964845,3,45,Norwich_City,Home,9127,18987,Robert Snodgrass,robert-snodgrass,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964845,3,45,Norwich_City,Home,9198,13164,Steven Whittaker,steven-whittaker,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964845,3,45,Norwich_City,Home,14336,28499,Wesley Hoolahan,wesley-hoolahan,M,True,,,,,
2013-14,3964845,3,45,Norwich_City,Home,16501,15864,Michael Turner,michael-turner,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964845,3,45,Norwich_City,Home,16589,38297,Jonathan Howson,jonathan-howson,D,True,0.0,0.0,14.0,0.0,0.0
2013-14,3964845,3,45,Norwich_City,Home,20187,40451,Anthony Pilkington,anthony-pilkington,F,True,,,,,
2013-14,3964845,3,45,Norwich_City,Home,20292,19569,Bradley Johnson,bradley-johnson,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964845,3,45,Norwich_City,Home,20296,10954,Mark Bunn,mark-bunn,G,True,,,,,
2013-14,3964845,3,45,Norwich_City,Home,20378,19341,Russell Martin,russell-martin,D,True,,,,,
2013-14,3964845,3,45,Norwich_City,Home,31821,49277,Leroy Fer,leroy-fer,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964845,3,45,Norwich_City,Home,35193,50165,Ricky van Wolfswinkel,ricky-van-wolfswinkel,F,False,0.0,0.0,90.0,0.0,0.0
2013-14,3964845,3,45,Norwich_City,Home,38686,19791,Luciano Becchio,luciano-becchio,F,True,,,,,
2013-14,3964845,3,45,Norwich_City,Home,115346,83283,Nathan Redmond,nathan-redmond,M,False,0.0,1.0,90.0,0.0,0.0
2013-14,3964845,3,45,Norwich_City,Home,1422568,4739,Johan Elmander,johan-elmander,F,False,0.0,0.0,76.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,512,18665,Alexander Tettey,alexander-tettey,M,True,0.0,0.0,16.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,1131,19236,John Ruddy,john-ruddy,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,5177,17271,Javier Garrido,javier-garrido,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,8969,42744,Sebastien Bassong,sebastien-bassong,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,9127,18987,Robert Snodgrass,robert-snodgrass,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,9198,13164,Steven Whittaker,steven-whittaker,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,16501,15864,Michael Turner,michael-turner,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,16589,38297,Jonathan Howson,jonathan-howson,D,True,0.0,0.0,26.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,17944,28221,Gary Hooper,gary-hooper,F,True,,,,,
2013-14,3965135,4,45,Norwich_City,Away,20187,40451,Anthony Pilkington,anthony-pilkington,F,True,0.0,0.0,16.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,20292,19569,Bradley Johnson,bradley-johnson,M,False,0.0,0.0,64.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,20296,10954,Mark Bunn,mark-bunn,G,True,,,,,
2013-14,3965135,4,45,Norwich_City,Away,20378,19341,Russell Martin,russell-martin,D,True,,,,,
2013-14,3965135,4,45,Norwich_City,Away,27247,28654,Martin Olsson,martin-olsson,D,True,,,,,
2013-14,3965135,4,45,Norwich_City,Away,31821,49277,Leroy Fer,leroy-fer,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,35193,50165,Ricky van Wolfswinkel,ricky-van-wolfswinkel,F,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,115346,83283,Nathan Redmond,nathan-redmond,M,False,0.0,0.0,74.0,0.0,0.0
2013-14,3965135,4,45,Norwich_City,Away,1422568,4739,Johan Elmander,johan-elmander,F,False,0.0,0.0,74.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,512,18665,Alexander Tettey,alexander-tettey,M,True,,,,,
2013-14,3965151,5,45,Norwich_City,Home,1131,19236,John Ruddy,john-ruddy,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,5177,17271,Javier Garrido,javier-garrido,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,8969,42744,Sebastien Bassong,sebastien-bassong,D,False,0.0,0.0,38.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,9127,18987,Robert Snodgrass,robert-snodgrass,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,9198,13164,Steven Whittaker,steven-whittaker,D,True,,,,,
2013-14,3965151,5,45,Norwich_City,Home,14336,28499,Wesley Hoolahan,wesley-hoolahan,M,True,,,,,
2013-14,3965151,5,45,Norwich_City,Home,16501,15864,Michael Turner,michael-turner,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,16589,38297,Jonathan Howson,jonathan-howson,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,17944,28221,Gary Hooper,gary-hooper,F,True,0.0,0.0,27.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,20187,40451,Anthony Pilkington,anthony-pilkington,F,True,0.0,0.0,27.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,20296,10954,Mark Bunn,mark-bunn,G,True,,,,,
2013-14,3965151,5,45,Norwich_City,Home,20378,19341,Russell Martin,russell-martin,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,22100,41727,Ryan Bennett,ryan-bennett,D,True,0.0,0.0,52.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,31821,49277,Leroy Fer,leroy-fer,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,35193,50165,Ricky van Wolfswinkel,ricky-van-wolfswinkel,F,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,115346,83283,Nathan Redmond,nathan-redmond,M,False,0.0,0.0,63.0,0.0,0.0
2013-14,3965151,5,45,Norwich_City,Home,1422568,4739,Johan Elmander,johan-elmander,F,False,0.0,0.0,63.0,0.0,0.0
2013-14,3965169,6,45,Norwich_City,Away,512,18665,Alexander Tettey,alexander-tettey,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965169,6,45,Norwich_City,Away,1131,19236,John Ruddy,john-ruddy,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965169,6,45,Norwich_City,Away,9127,18987,Robert Snodgrass,robert-snodgrass,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965169,6,45,Norwich_City,Away,9198,13164,Steven Whittaker,steven-whittaker,D,True,0.0,0.0,7.0,0.0,0.0
2013-14,3965169,6,45,Norwich_City,Away,14336,28499,Wesley Hoolahan,wesley-hoolahan,M,True,,,,,
2013-14,3965169,6,45,Norwich_City,Away,16501,15864,Michael Turner,michael-turner,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965169,6,45,Norwich_City,Away,16589,38297,Jonathan Howson,jonathan-howson,D,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965169,6,45,Norwich_City,Away,17944,28221,Gary Hooper,gary-hooper,F,True,,,,,
2013-14,3965169,6,45,Norwich_City,Away,20187,40451,Anthony Pilkington,anthony-pilkington,F,False,1.0,0.0,83.0,0.0,0.0
2013-14,3965169,6,45,Norwich_City,Away,20292,19569,Bradley Johnson,bradley-johnson,M,True,,,,,
