season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090045,5,35,West_Bromwich_Albion,Home,32492,54908,Nacer Chadli,nacer-chadli,M,False,,,3.0,12.0,9.0,21.0,,,7.0,1.0,,,1.0,,,,3.0,2.0,,,,2.0,2.0,,,1.0,2.0,75.0,2.0,1.0,,,,9.0,,8.8,,,1.0,,3.0,1.0,,4.0,,17.0,10.0,26.0,3,1.0,39.0,,,1.0,
2016-17,7090045,5,35,West_Bromwich_Albion,Home,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,3.0,1.0,4.0,2.0,,,,,,,,,,3.0,1.0,,,,,,,,,,3.0,,,,,,1.0,,6.4,,,,,2.0,,,,,3.0,1.0,4.0,0,,7.0,,,1.0,
2016-17,7090045,5,35,West_Bromwich_Albion,Home,35532,57134,Salomón Rondón,salomon-rondon,F,False,,,,13.0,5.0,18.0,4.0,2.0,1.0,1.0,,,1.0,,,2.0,9.0,2.0,,,,1.0,1.0,,,,2.0,87.0,1.0,,,,,13.0,,7.4,,,,2.0,2.0,,,1.0,,18.0,6.0,24.0,1,,35.0,2.0,,,
2016-17,7090045,5,35,West_Bromwich_Albion,Home,36466,50229,Matt Phillips,matt-phillips,F,False,2.0,,,10.0,3.0,11.0,3.0,1.0,3.0,,,,,,,4.0,12.0,3.0,,,1.0,,,,,,1.0,90.0,,,,,,21.0,,5.7,,,1.0,,5.0,6.0,,4.0,,19.0,5.0,18.0,1,,39.0,2.0,1.0,1.0,
2016-17,7090045,5,35,West_Bromwich_Albion,Home,41631,63370,James McClean,james-mcclean,M,False,2.0,,,8.0,10.0,16.0,,,7.0,,,,4.0,,,1.0,12.0,4.0,,,5.0,,1.0,,,2.0,,90.0,3.0,,,,,10.0,,6.9,,,,,2.0,2.0,,3.0,1.0,8.0,14.0,20.0,3,4.0,39.0,2.0,,,2.0
2016-17,7090045,5,35,West_Bromwich_Albion,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,1.0,5.0,7.0,12.0,1.0,2.0,4.0,,,,2.0,,,,3.0,4.0,,,,,,,,1.0,,90.0,,5.0,,,,14.0,,6.9,,,,1.0,,1.0,,4.0,,10.0,12.0,21.0,0,2.0,41.0,1.0,,,2.0
2016-17,7090045,5,35,West_Bromwich_Albion,Home,111962,91972,Saido Berahino,saido-berahino,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090045,5,35,West_Bromwich_Albion,Home,128637,67527,Allan Nyom,allan-nyom,D,True,,,,,2.0,2.0,,,2.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,22.0,,,,,,1.0,,6.5,,,,2.0,,,,,,,2.0,2.0,0,,7.0,,,,
2016-17,7090045,5,35,West_Bromwich_Albion,Home,151037,55829,Claudio Yacob,claudio-yacob,M,False,,,2.0,5.0,16.0,21.0,,1.0,5.0,,,,3.0,,,,3.0,5.0,,,,,,,,1.0,,90.0,,1.0,,,,4.0,,6.8,,,,3.0,,,,2.0,,9.0,16.0,25.0,0,4.0,34.0,,,,4.0
2016-17,7090045,5,35,West_Bromwich_Albion,Home,198030,108824,Brendan Galloway,brendan-galloway,D,False,,,,3.0,3.0,6.0,,,7.0,,,,3.0,,,1.0,6.0,4.0,,,2.0,,,,,2.0,,68.0,,,,1.0,,8.0,,5.6,,,,1.0,1.0,1.0,,1.0,,5.0,5.0,9.0,0,2.0,28.0,1.0,1.0,1.0,2.0
2016-17,7090052,6,35,West_Bromwich_Albion,Away,765,14295,Darren Fletcher,darren-fletcher,M,False,,,2.0,16.0,19.0,35.0,2.0,,2.0,,,,1.0,,,1.0,4.0,2.0,,,,,,,,,1.0,90.0,,,,,,16.0,,6.2,,,,,1.0,1.0,,6.0,,24.0,21.0,44.0,0,1.0,54.0,5.0,,1.0,1.0
2016-17,7090052,6,35,West_Bromwich_Albion,Away,822,18008,James Morrison,james-morrison,M,True,,,1.0,5.0,3.0,8.0,,1.0,,,,,1.0,,,,1.0,3.0,,,,,,,,,,12.0,,,,,,3.0,,6.7,,,,,,,,3.0,,8.0,3.0,11.0,0,1.0,16.0,,1.0,,1.0
2016-17,7090052,6,35,West_Bromwich_Albion,Away,7776,39253,Jonas Olsson,jonas-olsson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090052,6,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090052,6,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,1.0,8.0,7.0,5.0,12.0,,,7.0,,,,,,,,,2.0,,,,,,1.0,,,,90.0,,,,,,22.0,,6.4,,,,1.0,,,1.0,28.0,,24.0,8.0,32.0,0,,39.0,2.0,1.0,,
2016-17,7090052,6,35,West_Bromwich_Albion,Away,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,2.0,4.0,9.0,13.0,3.0,1.0,3.0,,,,,,,,5.0,5.0,,,1.0,,,,,3.0,,90.0,,,,,,11.0,,6.9,,,,3.0,1.0,,,5.0,,11.0,12.0,23.0,0,3.0,37.0,,1.0,,1.0
2016-17,7090052,6,35,West_Bromwich_Albion,Away,14235,28468,Craig Gardner,craig-gardner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090052,6,35,West_Bromwich_Albion,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,2.0,10.0,22.0,32.0,3.0,3.0,6.0,,,,,,,,5.0,3.0,,,,,,,,2.0,1.0,90.0,,1.0,,,,16.0,,6.6,,,,4.0,2.0,,,8.0,,18.0,27.0,45.0,0,,56.0,,,,
2016-17,7090052,6,35,West_Bromwich_Albion,Away,32492,54908,Nacer Chadli,nacer-chadli,M,False,,,2.0,21.0,8.0,29.0,2.0,1.0,7.0,,,1.0,,,,3.0,7.0,5.0,,,2.0,,,,,,1.0,90.0,1.0,,,,,10.0,,6.7,,,,,2.0,,,5.0,,26.0,9.0,35.0,2,2.0,46.0,1.0,,2.0,2.0
2016-17,7090052,6,35,West_Bromwich_Albion,Away,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,13.0,,,,,,3.0,,6.6,,,,,,,,2.0,,4.0,,4.0,0,,5.0,,,,
2016-17,7090052,6,35,West_Bromwich_Albion,Away,35532,57134,Salomón Rondón,salomon-rondon,F,False,,,,12.0,1.0,13.0,6.0,2.0,3.0,,,,1.0,,,5.0,14.0,4.0,,,1.0,,1.0,,,,1.0,90.0,1.0,,,,,16.0,,7.0,,,3.0,2.0,1.0,,,1.0,1.0,18.0,1.0,19.0,4,2.0,41.0,4.0,,,2.0
2016-17,7090052,6,35,West_Bromwich_Albion,Away,36466,50229,Matt Phillips,matt-phillips,F,False,,,,6.0,6.0,12.0,,,7.0,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,88.0,,,,,,16.0,,6.4,,,,,7.0,4.0,,1.0,,14.0,8.0,18.0,1,,38.0,2.0,,4.0,
2016-17,7090052,6,35,West_Bromwich_Albion,Away,41631,63370,James McClean,james-mcclean,M,False,,,,10.0,3.0,13.0,3.0,,5.0,,,,3.0,,,,12.0,2.0,,,4.0,,,,,,,77.0,1.0,,,,,11.0,,5.9,,,,1.0,2.0,3.0,,,,17.0,3.0,17.0,1,2.0,31.0,1.0,,,1.0
2016-17,7090052,6,35,West_Bromwich_Albion,Away,50027,60232,Craig Dawson,craig-dawson,D,False,1.0,,2.0,8.0,4.0,11.0,2.0,3.0,1.0,,,,,1.0,,,3.0,6.0,,,1.0,,,,,1.0,,90.0,,3.0,,,,17.0,,7.4,,,,3.0,,3.0,,6.0,,16.0,7.0,20.0,0,1.0,49.0,,2.0,,1.0
2016-17,7090052,6,35,West_Bromwich_Albion,Away,128637,67527,Allan Nyom,allan-nyom,D,False,,,1.0,7.0,5.0,12.0,1.0,1.0,5.0,,,1.0,,,,,3.0,5.0,,,2.0,,,,,2.0,,90.0,,2.0,,,,11.0,,6.7,,,,4.0,2.0,2.0,,5.0,,14.0,5.0,17.0,1,,47.0,1.0,3.0,2.0,
2016-17,7090052,6,35,West_Bromwich_Albion,Away,151037,55829,Claudio Yacob,claudio-yacob,M,False,,,2.0,13.0,16.0,29.0,4.0,2.0,5.0,,,,,,,,6.0,4.0,,,2.0,,,,,3.0,2.0,78.0,,1.0,,,,7.0,,7.2,,,,3.0,,,,4.0,,16.0,18.0,34.0,0,2.0,46.0,2.0,,,1.0
2016-17,7090052,6,35,West_Bromwich_Albion,Away,817559,173809,Jonathan Leko,jonathan-leko,F,True,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,2.0,,,,,,3.0,,,,,,,,3.0,,,,3.0,,,0,,4.0,1.0,,,
2016-17,7090052,6,35,West_Bromwich_Albion,Away,839819,195864,Sam Field,sam-field,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090065,7,35,West_Bromwich_Albion,Away,765,14295,Darren Fletcher,darren-fletcher,M,False,,,7.0,27.0,14.0,41.0,1.0,,8.0,,,,,,,1.0,3.0,3.0,,,1.0,,,,,,,90.0,1.0,,,,,17.0,,6.9,,,,,1.0,3.0,,10.0,,39.0,17.0,53.0,1,1.0,63.0,1.0,1.0,1.0,
2016-17,7090065,7,35,West_Bromwich_Albion,Away,822,18008,James Morrison,james-morrison,M,True,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,2.0,0,,3.0,,1.0,,
2016-17,7090065,7,35,West_Bromwich_Albion,Away,7776,39253,Jonas Olsson,jonas-olsson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090065,7,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090065,7,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,,9.0,7.0,6.0,13.0,,,12.0,,,,,,,,,,,,,,,4.0,,,,90.0,,,,,,16.0,,6.5,1.0,2.0,,1.0,,,,25.0,,23.0,6.0,29.0,0,,40.0,,,,
2016-17,7090065,7,35,West_Bromwich_Albion,Away,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,4.0,6.0,9.0,15.0,1.0,2.0,6.0,,,,2.0,,,,5.0,3.0,,,1.0,,,,,3.0,,90.0,,,,,,8.0,,6.9,,,,13.0,1.0,,,8.0,,12.0,10.0,22.0,0,1.0,43.0,,,,1.0
2016-17,7090065,7,35,West_Bromwich_Albion,Away,14235,28468,Craig Gardner,craig-gardner,M,True,,,,4.0,2.0,6.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,17.0,,,,,,2.0,,6.4,,,,,,1.0,,1.0,,6.0,2.0,7.0,0,,9.0,,,,
2016-17,7090065,7,35,West_Bromwich_Albion,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,4.0,13.0,16.0,29.0,1.0,1.0,5.0,,,,,,,1.0,4.0,4.0,,,2.0,,,,,2.0,,90.0,,1.0,,,,5.0,,7.1,,,,5.0,,,,6.0,,17.0,16.0,33.0,0,3.0,46.0,,,,1.0
2016-17,7090065,7,35,West_Bromwich_Albion,Away,32492,54908,Nacer Chadli,nacer-chadli,M,False,,,2.0,21.0,8.0,29.0,1.0,1.0,4.0,,,,1.0,,,4.0,7.0,2.0,,,1.0,,1.0,,,,4.0,89.0,2.0,,,,,15.0,,7.5,,,2.0,,,1.0,,3.0,,30.0,10.0,39.0,4,1.0,50.0,,,,1.0
2016-17,7090065,7,35,West_Bromwich_Albion,Away,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090065,7,35,West_Bromwich_Albion,Away,35532,57134,Salomón Rondón,salomon-rondon,F,False,,,,14.0,3.0,17.0,4.0,3.0,2.0,,,1.0,,,,4.0,10.0,4.0,,,1.0,,,,,,,89.0,1.0,,,,,20.0,,6.6,,,3.0,1.0,1.0,,,,1.0,22.0,6.0,28.0,5,,45.0,3.0,1.0,,
2016-17,7090065,7,35,West_Bromwich_Albion,Away,36466,50229,Matt Phillips,matt-phillips,F,False,1.0,,2.0,15.0,5.0,19.0,2.0,2.0,7.0,,,,,,,2.0,5.0,4.0,,,2.0,1.0,,,,,3.0,90.0,2.0,,,,,18.0,,7.1,,,2.0,1.0,,7.0,,3.0,,27.0,5.0,25.0,4,1.0,48.0,4.0,1.0,,1.0
2016-17,7090065,7,35,West_Bromwich_Albion,Away,41631,63370,James McClean,james-mcclean,M,False,,,,2.0,2.0,4.0,3.0,,4.0,,,1.0,1.0,,,,7.0,4.0,,,2.0,,,,,2.0,,73.0,1.0,,,,,16.0,,6.4,,,,,1.0,8.0,,,,12.0,5.0,9.0,2,3.0,30.0,1.0,1.0,,3.0
2016-17,7090065,7,35,West_Bromwich_Albion,Away,50027,60232,Craig Dawson,craig-dawson,D,False,1.0,,4.0,13.0,12.0,24.0,2.0,6.0,4.0,,,,1.0,,,1.0,4.0,12.0,,,,,,,,2.0,1.0,90.0,,,,,,16.0,,7.3,,,,6.0,,4.0,,7.0,,23.0,13.0,32.0,0,4.0,62.0,1.0,2.0,,4.0
2016-17,7090065,7,35,West_Bromwich_Albion,Away,111962,91972,Saido Berahino,saido-berahino,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090065,7,35,West_Bromwich_Albion,Away,128637,67527,Allan Nyom,allan-nyom,D,False,1.0,,2.0,9.0,2.0,10.0,1.0,3.0,,,,,,,,,3.0,3.0,,,2.0,,,,,1.0,1.0,90.0,,,,,,15.0,,6.4,,,,1.0,,3.0,,4.0,,17.0,4.0,18.0,0,,41.0,2.0,,,
2016-17,7090065,7,35,West_Bromwich_Albion,Away,151037,55829,Claudio Yacob,claudio-yacob,M,False,,,,12.0,12.0,24.0,2.0,,5.0,,,1.0,1.0,,,1.0,5.0,3.0,,,1.0,,,,,,,90.0,,,,,,7.0,,6.3,,,,2.0,,,,,,15.0,13.0,28.0,1,3.0,43.0,2.0,,,2.0
2016-17,7090065,7,35,West_Bromwich_Albion,Away,817559,173809,Jonathan Leko,jonathan-leko,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090072,8,35,West_Bromwich_Albion,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,,,1.0,8.0,6.0,14.0,,,5.0,,,,2.0,,,3.0,7.0,6.0,,,1.0,,,,,,,90.0,,,,,,16.0,,6.3,,,,1.0,5.0,1.0,,3.0,,19.0,6.0,24.0,0,1.0,37.0,1.0,1.0,4.0,1.0
2016-17,7090072,8,35,West_Bromwich_Albion,Home,822,18008,James Morrison,james-morrison,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090072,8,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090072,8,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090072,8,35,West_Bromwich_Albion,Home,10540,19151,Chris Brunt,chris-brunt,M,True,1.0,,1.0,6.0,2.0,7.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,21.0,,,,,,6.0,,6.4,,,,,1.0,6.0,,1.0,,11.0,2.0,7.0,0,,15.0,,,,
2016-17,7090072,8,35,West_Bromwich_Albion,Home,10599,9089,Ben Foster,ben-foster,G,False,,,10.0,10.0,3.0,13.0,,,8.0,,,,,,,,,,,,,,,2.0,,,,90.0,,,,,,21.0,,7.3,3.0,7.0,,,,,,31.0,,29.0,5.0,34.0,0,,45.0,,,,
2016-17,7090072,8,35,West_Bromwich_Albion,Home,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,2.0,2.0,5.0,7.0,1.0,1.0,5.0,,,,,,,,1.0,4.0,,,,,,,,1.0,,90.0,,4.0,,,,6.0,,7.4,,,,3.0,1.0,,,6.0,,6.0,7.0,13.0,0,1.0,29.0,,1.0,1.0,1.0
2016-17,7090072,8,35,West_Bromwich_Albion,Home,14235,28468,Craig Gardner,craig-gardner,M,True,,,,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,2.0,,,,,,1.0,,6.5,,,,,,,,1.0,,,2.0,2.0,0,,4.0,,1.0,,
2016-17,7090072,8,35,West_Bromwich_Albion,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,2.0,5.0,3.0,8.0,,,1.0,,,,,,,,1.0,2.0,,,1.0,,,,,2.0,,90.0,,1.0,,,,7.0,,6.9,,,,7.0,,,,8.0,,10.0,5.0,15.0,0,1.0,27.0,,1.0,,
2016-17,7090072,8,35,West_Bromwich_Albion,Home,32492,54908,Nacer Chadli,nacer-chadli,M,False,,,1.0,10.0,4.0,14.0,,,3.0,,,,2.0,,,1.0,3.0,4.0,,,,,1.0,,,2.0,,88.0,1.0,,,,,4.0,,7.4,,,,,,,,2.0,,11.0,6.0,17.0,1,2.0,26.0,,2.0,,1.0
2016-17,7090072,8,35,West_Bromwich_Albion,Home,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090072,8,35,West_Bromwich_Albion,Home,35532,57134,Salomón Rondón,salomon-rondon,F,False,,,1.0,17.0,3.0,20.0,11.0,3.0,2.0,,1.0,,,,,1.0,14.0,4.0,,,2.0,,,,,,,90.0,1.0,1.0,,,,8.0,,6.4,,,,,1.0,,,1.0,,21.0,4.0,25.0,1,,34.0,2.0,,1.0,
2016-17,7090072,8,35,West_Bromwich_Albion,Home,36466,50229,Matt Phillips,matt-phillips,F,False,1.0,,1.0,4.0,1.0,4.0,1.0,2.0,3.0,,,,2.0,,,1.0,7.0,2.0,,,2.0,,,,,,2.0,69.0,,,,,,14.0,,6.2,,,2.0,,1.0,5.0,,3.0,,11.0,2.0,8.0,2,,23.0,2.0,,,
2016-17,7090072,8,35,West_Bromwich_Albion,Home,41631,63370,James McClean,james-mcclean,M,False,1.0,,,7.0,3.0,9.0,,,4.0,,,,3.0,,,,4.0,8.0,,,1.0,,,,1.0,1.0,,90.0,2.0,,,,,13.0,,7.4,,,,3.0,1.0,7.0,,,,16.0,5.0,14.0,2,6.0,37.0,1.0,1.0,1.0,5.0
2016-17,7090072,8,35,West_Bromwich_Albion,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,,4.0,3.0,7.0,,3.0,1.0,,,,1.0,,,2.0,3.0,6.0,,,,,,,,2.0,,90.0,,,,,,18.0,,6.6,,,1.0,5.0,,,,6.0,1.0,17.0,4.0,21.0,1,2.0,49.0,,1.0,,2.0
2016-17,7090072,8,35,West_Bromwich_Albion,Home,128637,67527,Allan Nyom,allan-nyom,D,False,1.0,,,5.0,9.0,13.0,,,5.0,,,,2.0,,,,6.0,1.0,,,4.0,,,,,,2.0,90.0,,,,,,11.0,,6.6,,,,4.0,,2.0,,2.0,,13.0,9.0,20.0,0,1.0,36.0,,,,1.0
2016-17,7090072,8,35,West_Bromwich_Albion,Home,151037,55829,Claudio Yacob,claudio-yacob,M,False,,,3.0,11.0,12.0,23.0,,,4.0,,,1.0,1.0,,,,4.0,5.0,,,3.0,,,,,2.0,,90.0,,3.0,,,,7.0,,7.4,,,,1.0,2.0,,,5.0,,14.0,14.0,28.0,1,2.0,48.0,1.0,1.0,2.0,1.0
2016-17,7090072,8,35,West_Bromwich_Albion,Home,817559,173809,Jonathan Leko,jonathan-leko,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090096,9,35,West_Bromwich_Albion,Away,765,14295,Darren Fletcher,darren-fletcher,M,False,,,4.0,17.0,11.0,28.0,3.0,,9.0,,,,1.0,,,2.0,9.0,2.0,1.0,,3.0,,,,,1.0,,90.0,,,,,,15.0,,6.3,,,,2.0,2.0,1.0,,7.0,,28.0,11.0,38.0,0,1.0,51.0,1.0,,1.0,1.0
2016-17,7090096,9,35,West_Bromwich_Albion,Away,822,18008,James Morrison,james-morrison,M,True,,,,8.0,3.0,11.0,2.0,,3.0,,,,1.0,,,1.0,4.0,1.0,,,,,,,,1.0,1.0,39.0,,,,,,5.0,,6.6,,,1.0,,,,,,,12.0,3.0,15.0,1,1.0,20.0,,,,1.0
2016-17,7090096,9,35,West_Bromwich_Albion,Away,7776,39253,Jonas Olsson,jonas-olsson,D,False,,,2.0,6.0,9.0,15.0,3.0,2.0,3.0,,,,1.0,,,,5.0,4.0,,,1.0,,,,,,,90.0,,1.0,,,,10.0,,6.5,,,,5.0,1.0,,,7.0,,14.0,11.0,25.0,0,,33.0,,1.0,1.0,
2016-17,7090096,9,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090096,9,35,West_Bromwich_Albion,Away,10540,19151,Chris Brunt,chris-brunt,M,True,2.0,,,7.0,4.0,9.0,,3.0,1.0,,,,,,,,,4.0,,,,,,,,1.0,,45.0,,,,,,15.0,,6.9,,,,2.0,1.0,5.0,,2.0,,18.0,7.0,20.0,0,,30.0,1.0,,1.0,
2016-17,7090096,9,35,West_Bromwich_Albion,Away,10599,9089,Ben Foster,ben-foster,G,False,,2.0,16.0,14.0,3.0,17.0,,,8.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,24.0,,7.2,4.0,5.0,,,,,2.0,40.0,,36.0,5.0,41.0,0,,48.0,,,,
2016-17,7090096,9,35,West_Bromwich_Albion,Away,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,4.0,9.0,6.0,15.0,1.0,6.0,2.0,,,,,,,,2.0,10.0,,,1.0,,1.0,,,2.0,1.0,90.0,1.0,2.0,,,,8.0,,8.0,,,,6.0,1.0,,,4.0,,17.0,6.0,23.0,1,3.0,40.0,,2.0,1.0,1.0
2016-17,7090096,9,35,West_Bromwich_Albion,Away,14235,28468,Craig Gardner,craig-gardner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090096,9,35,West_Bromwich_Albion,Away,32492,54908,Nacer Chadli,nacer-chadli,M,False,,,,9.0,7.0,16.0,2.0,1.0,3.0,,,,2.0,,,2.0,6.0,5.0,,,,,,,,,,90.0,,,,,,6.0,,6.5,,,2.0,,1.0,,,1.0,,11.0,8.0,19.0,2,2.0,30.0,1.0,1.0,1.0,1.0
2016-17,7090096,9,35,West_Bromwich_Albion,Away,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,10.0,1.0,11.0,2.0,,2.0,1.0,,1.0,,,,,3.0,4.0,,,,1.0,,,,,3.0,25.0,,,,,,4.0,,7.3,,,,,2.0,,,1.0,,11.0,2.0,13.0,1,2.0,24.0,1.0,1.0,1.0,2.0
2016-17,7090096,9,35,West_Bromwich_Albion,Away,35532,57134,Salomón Rondón,salomon-rondon,F,False,,,,11.0,8.0,19.0,11.0,4.0,6.0,,,1.0,,,,1.0,15.0,5.0,,,1.0,,,,,,,90.0,,,,,,14.0,,6.4,,,1.0,1.0,2.0,,,,2.0,20.0,8.0,28.0,2,,38.0,1.0,1.0,,
2016-17,7090096,9,35,West_Bromwich_Albion,Away,36466,50229,Matt Phillips,matt-phillips,F,False,,,,2.0,2.0,4.0,5.0,,3.0,,,,1.0,,,,7.0,1.0,,,,,,,,1.0,,51.0,,,,,,7.0,,6.1,,,,,2.0,1.0,,,,4.0,2.0,5.0,0,,15.0,4.0,,1.0,
2016-17,7090096,9,35,West_Bromwich_Albion,Away,41631,63370,James McClean,james-mcclean,M,False,,,,2.0,6.0,8.0,1.0,,3.0,,,,,,,1.0,8.0,4.0,,,3.0,,,,,,,65.0,,,,,,15.0,,6.0,,,,1.0,3.0,1.0,,1.0,,8.0,9.0,16.0,0,4.0,30.0,2.0,,,3.0
2016-17,7090096,9,35,West_Bromwich_Albion,Away,50027,60232,Craig Dawson,craig-dawson,D,False,1.0,,2.0,14.0,6.0,19.0,3.0,3.0,2.0,,,,1.0,,,,5.0,5.0,,,1.0,,,,,1.0,1.0,90.0,,2.0,,,,14.0,,6.5,,,,2.0,,4.0,,5.0,,24.0,7.0,27.0,0,,49.0,,2.0,,
2016-17,7090096,9,35,West_Bromwich_Albion,Away,128637,67527,Allan Nyom,allan-nyom,D,False,,,2.0,6.0,9.0,15.0,,1.0,6.0,,,,,,,,3.0,5.0,,,2.0,,,,,4.0,,90.0,,,,,,16.0,,6.9,,,,6.0,1.0,2.0,,7.0,1.0,15.0,14.0,27.0,0,3.0,56.0,,1.0,,1.0
2016-17,7090096,9,35,West_Bromwich_Albion,Away,151037,55829,Claudio Yacob,claudio-yacob,M,False,,,,7.0,10.0,17.0,,,4.0,,,,2.0,,,,3.0,2.0,,,1.0,,,,,3.0,,45.0,,1.0,,,,4.0,,6.6,,,,,,,,1.0,,10.0,11.0,21.0,0,2.0,29.0,,,,2.0
2016-17,7090096,9,35,West_Bromwich_Albion,Away,198030,108824,Brendan Galloway,brendan-galloway,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090096,9,35,West_Bromwich_Albion,Away,817559,173809,Jonathan Leko,jonathan-leko,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090085,10,35,West_Bromwich_Albion,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,1.0,,2.0,5.0,4.0,8.0,,,2.0,,,,,,,2.0,2.0,,1.0,,,,,,,2.0,1.0,51.0,,,,,,8.0,,6.4,,,,,,1.0,,4.0,,9.0,5.0,13.0,0,,19.0,1.0,,,
