season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896905,4,35,West_Bromwich_Albion,Away,377238,210407,Matheus Pereira,matheus-pereira,M,False,1.0,,3.0,14.0,8.0,21.0,,1.0,6.0,,,1.0,1.0,,,1.0,5.0,7.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,,23.0,,6.7,,,,,,4.0,5.0,,3.0,1.0,26.0,11.0,32.0,1,1.0,60.0,4.0,3.0,2.0,1.0
2020-21,8896905,4,35,West_Bromwich_Albion,Away,786022,176420,Darnell Furlong,darnell-furlong,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896905,4,35,West_Bromwich_Albion,Away,817562,174593,Kyle Edwards,kyle-edwards,F,False,,,,1.0,8.0,9.0,,,3.0,,,,,,,,3.0,1.0,,,1.0,,,,,,,45.0,1.0,,,,,,,4.0,,6.4,,,,,,2.0,,,,,2.0,8.0,10.0,1,,18.0,1.0,1.0,,
2020-21,8896905,4,35,West_Bromwich_Albion,Away,839819,195864,Sam Field,sam-field,M,True,,,1.0,3.0,10.0,13.0,1.0,1.0,6.0,,,,,,,,3.0,6.0,,,2.0,,,,,2.0,,45.0,,1.0,,,,,,10.0,,7.1,,,,,1.0,1.0,,,3.0,,8.0,14.0,22.0,0,3.0,36.0,1.0,1.0,1.0,3.0
2020-21,8896905,4,35,West_Bromwich_Albion,Away,848512,179830,Grady Diangana,grady-diangana,M,False,,,1.0,10.0,3.0,13.0,,2.0,3.0,,,,3.0,,,4.0,7.0,14.0,,,,,,,,1.0,,90.0,,,,,,,,16.0,,6.9,,,1.0,,,3.0,1.0,,1.0,,16.0,3.0,18.0,1,3.0,49.0,6.0,7.0,3.0,1.0
2020-21,8896905,4,35,West_Bromwich_Albion,Away,856719,216616,Dara O'Shea,dara-oshea,D,False,,,2.0,12.0,9.0,21.0,2.0,3.0,6.0,,,1.0,,,,2.0,5.0,11.0,,,1.0,,,,,2.0,1.0,90.0,,,,,,,,23.0,,6.8,,,,,2.0,1.0,,,9.0,,22.0,14.0,36.0,1,5.0,67.0,,3.0,1.0,2.0
2020-21,8896905,4,35,West_Bromwich_Albion,Away,863651,232427,Rekeem Harper,rekeem-harper,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896881,5,35,West_Bromwich_Albion,Home,25233,41135,Branislav Ivanović,branislav-ivanovic,D,False,,,1.0,6.0,28.0,34.0,2.0,3.0,4.0,,,1.0,,,,,3.0,4.0,,,1.0,,,,,1.0,,90.0,1.0,,,,,,,15.0,,7.2,,,1.0,,8.0,,,,10.0,,18.0,30.0,48.0,3,1.0,65.0,1.0,,,1.0
2020-21,8896881,5,35,West_Bromwich_Albion,Home,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896881,5,35,West_Bromwich_Albion,Home,34578,49944,Jake Livermore,jake-livermore,M,False,,,2.0,17.0,17.0,34.0,2.0,4.0,3.0,,,,2.0,,,,7.0,7.0,,,3.0,,,,,1.0,,90.0,,,,,,,,7.0,,6.6,,,,,1.0,,,,3.0,,21.0,20.0,41.0,0,2.0,49.0,,1.0,,1.0
2020-21,8896881,5,35,West_Bromwich_Albion,Home,36466,50229,Matt Phillips,matt-phillips,F,True,,,1.0,2.0,,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,1.0,,2.0,,2.0,0,,4.0,1.0,,,
2020-21,8896881,5,35,West_Bromwich_Albion,Home,40671,59940,Kyle Bartley,kyle-bartley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896881,5,35,West_Bromwich_Albion,Home,54338,61600,Romaine Sawyers,romaine-sawyers,M,True,,,1.0,4.0,1.0,5.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,11.0,,,,,,,,3.0,,6.6,,,1.0,,1.0,1.0,,,1.0,,5.0,2.0,7.0,1,,10.0,,,,
2020-21,8896881,5,35,West_Bromwich_Albion,Home,98427,101982,Sam Johnstone,sam-johnstone,G,False,,1.0,2.0,1.0,10.0,11.0,,1.0,17.0,,,,,,,,,1.0,,,,,,,,,,90.0,,,,,,,,18.0,,7.8,2.0,4.0,,,2.0,,,1.0,20.0,,16.0,13.0,29.0,0,,49.0,,1.0,,
2020-21,8896881,5,35,West_Bromwich_Albion,Home,159653,77777,Ahmed Hegazy,ahmed-hegazy,D,False,,,4.0,8.0,30.0,38.0,2.0,5.0,8.0,,,,,,,,2.0,5.0,,,,,,,,1.0,,90.0,,,,,,,,22.0,,7.0,,,,,7.0,,,,11.0,,14.0,42.0,56.0,0,,72.0,3.0,,,
