season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896963,1,35,West_Bromwich_Albion,Home,24814,42427,Kieran Gibbs,kieran-gibbs,D,False,,,3.0,9.0,21.0,30.0,2.0,,5.0,,,,,,,,2.0,1.0,,,,,,,,1.0,,90.0,,,,,,,,12.0,,6.1,,,,,1.0,,1.0,,7.0,,16.0,22.0,37.0,0,,49.0,1.0,1.0,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,30.0,,,,,,,,2.0,,6.5,,,1.0,,2.0,,,,,,2.0,1.0,3.0,1,,7.0,,,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,33689,49957,Kamil Grosicki,kamil-grosicki,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,34578,49944,Jake Livermore,jake-livermore,M,False,,,2.0,7.0,13.0,20.0,,,7.0,,,,,,,,3.0,2.0,,,3.0,,,,,1.0,1.0,90.0,,,,,,,,8.0,,6.7,,,,,2.0,,,,2.0,,12.0,15.0,27.0,0,2.0,34.0,1.0,,,2.0
2020-21,8896963,1,35,West_Bromwich_Albion,Home,40671,59940,Kyle Bartley,kyle-bartley,D,False,,,5.0,9.0,25.0,34.0,,3.0,10.0,,,,1.0,,,,2.0,3.0,,,1.0,,,,,2.0,,90.0,,1.0,,1.0,,,,10.0,,6.1,,,,,5.0,,,,10.0,,16.0,28.0,44.0,0,,54.0,,,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,54338,61600,Romaine Sawyers,romaine-sawyers,M,False,,,2.0,7.0,8.0,15.0,,1.0,5.0,,,,3.0,,,,6.0,3.0,,,1.0,,,,,1.0,,68.0,,,,,,,,6.0,,6.1,,,,,,2.0,,,4.0,,10.0,9.0,19.0,0,,27.0,,2.0,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,97905,78356,Charlie Austin,charlie-austin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,11.0,8.0,8.0,16.0,,,6.0,,,,,,,,,1.0,,,,,,,,,,90.0,,,,,2.0,,,12.0,,6.4,3.0,4.0,,,,,,,23.0,,17.0,11.0,28.0,0,,36.0,,1.0,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,159653,77777,Ahmed Hegazy,ahmed-hegazy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,190851,171975,Callum Robinson,callum-robinson,F,False,,,,5.0,2.0,7.0,1.0,1.0,,,,,,,,2.0,4.0,1.0,,,2.0,,,,,,,60.0,,,,,,,,5.0,,6.4,,,,,,,1.0,,,2.0,6.0,3.0,8.0,0,,13.0,1.0,,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,307274,146426,Semi Ajayi,semi-ajayi,D,False,,,3.0,9.0,14.0,23.0,,,5.0,,,,2.0,,,,6.0,,,,2.0,,,,,,,90.0,,,,,,,,12.0,,5.4,,,,,,2.0,,,7.0,,15.0,17.0,32.0,0,,37.0,,,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,377238,210407,Matheus Pereira,matheus-pereira,M,False,,,2.0,14.0,12.0,26.0,,2.0,7.0,,,1.0,,,,1.0,6.0,6.0,,,1.0,,,,,1.0,1.0,90.0,1.0,,,,,,,16.0,,6.7,,,1.0,,,5.0,4.0,,2.0,,22.0,13.0,31.0,3,1.0,55.0,1.0,2.0,1.0,1.0
2020-21,8896963,1,35,West_Bromwich_Albion,Home,786022,176420,Darnell Furlong,darnell-furlong,D,False,,,,6.0,7.0,13.0,,6.0,2.0,,,1.0,,,,1.0,1.0,7.0,,,,,,,,,1.0,69.0,,,,,,,,14.0,,6.5,,,,,2.0,,3.0,,3.0,1.0,15.0,7.0,19.0,1,,39.0,3.0,1.0,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,817562,174593,Kyle Edwards,kyle-edwards,F,True,,,,4.0,1.0,5.0,,,1.0,,,1.0,,,,,,2.0,,,,,,,,,,22.0,,,,,,,,,,6.6,,,,,,,,,,,4.0,1.0,5.0,1,2.0,9.0,,,,1.0
2020-21,8896963,1,35,West_Bromwich_Albion,Home,848512,179830,Grady Diangana,grady-diangana,M,False,,,,17.0,5.0,22.0,2.0,1.0,5.0,,,,2.0,,,4.0,9.0,4.0,,,,,,,,2.0,1.0,90.0,,,,,,,,21.0,,6.0,,,1.0,,,2.0,,,,1.0,26.0,6.0,32.0,1,,53.0,6.0,2.0,1.0,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,856719,216616,Dara O'Shea,dara-oshea,D,False,,,8.0,13.0,20.0,33.0,2.0,1.0,5.0,,,,1.0,,,,4.0,3.0,,,1.0,,,,,1.0,,90.0,,1.0,,1.0,,,,11.0,,6.3,,,,,1.0,,,,9.0,,15.0,23.0,38.0,0,2.0,55.0,,,,1.0
2020-21,8896963,1,35,West_Bromwich_Albion,Home,863651,232427,Rekeem Harper,rekeem-harper,M,True,,,1.0,5.0,5.0,10.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,21.0,,,,,,,,5.0,,6.5,,,,,,1.0,,,1.0,,8.0,5.0,13.0,0,,19.0,2.0,,1.0,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,24814,42427,Kieran Gibbs,kieran-gibbs,D,False,,,,15.0,10.0,25.0,,1.0,4.0,,,,,,,,2.0,1.0,,,2.0,,,,,1.0,1.0,46.0,,,,,,,,8.0,,5.4,,,,,1.0,,,,1.0,,20.0,11.0,31.0,0,,39.0,2.0,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,34578,49944,Jake Livermore,jake-livermore,M,False,,,1.0,11.0,11.0,22.0,,1.0,6.0,,,1.0,,,,,3.0,3.0,,,3.0,,,,1.0,3.0,,90.0,,1.0,,,,,,10.0,,6.8,,,1.0,,,,,,3.0,,16.0,13.0,29.0,2,2.0,43.0,3.0,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,36466,50229,Matt Phillips,matt-phillips,F,True,,,,2.0,2.0,4.0,2.0,,1.0,,,,,,,1.0,5.0,3.0,,,1.0,,,,,,,19.0,,,,,,,,7.0,,6.5,,,,,,2.0,2.0,,,,5.0,2.0,5.0,0,2.0,15.0,2.0,,1.0,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,40671,59940,Kyle Bartley,kyle-bartley,D,False,,,,3.0,18.0,21.0,3.0,1.0,3.0,,,,1.0,,,,4.0,2.0,,,,,,,,1.0,,90.0,,2.0,,,,,,2.0,,6.1,,,,,5.0,,,,1.0,,5.0,18.0,23.0,0,1.0,34.0,,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,54338,61600,Romaine Sawyers,romaine-sawyers,M,False,,,1.0,14.0,23.0,37.0,,1.0,4.0,,,,1.0,,,2.0,3.0,3.0,,1.0,,,,,,1.0,,75.0,,2.0,,,,,,10.0,,6.2,,,,,1.0,,,,3.0,,16.0,28.0,44.0,0,2.0,56.0,1.0,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,5.0,4.0,6.0,10.0,,,12.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,13.0,,5.3,1.0,2.0,,,,,,,18.0,,15.0,8.0,23.0,0,,34.0,,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,190851,171975,Callum Robinson,callum-robinson,F,False,,,,13.0,9.0,22.0,1.0,1.0,2.0,,,,1.0,,,4.0,7.0,1.0,,,,,,,,,2.0,90.0,1.0,,,,,,,11.0,,6.4,,,,,,1.0,,,,1.0,17.0,9.0,26.0,1,,35.0,2.0,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,307274,146426,Semi Ajayi,semi-ajayi,D,False,,,2.0,5.0,14.0,19.0,,1.0,4.0,,,,1.0,,,,1.0,1.0,,,,,,,,2.0,,90.0,,,,,,,,4.0,,5.8,,,,,3.0,,,,4.0,,8.0,14.0,22.0,0,,31.0,1.0,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,377238,210407,Matheus Pereira,matheus-pereira,M,False,,,2.0,10.0,10.0,20.0,,,5.0,,,,1.0,,,1.0,5.0,3.0,,,2.0,1.0,1.0,,,2.0,1.0,71.0,1.0,,,,,,,10.0,,7.4,,,,,2.0,3.0,1.0,,2.0,,16.0,10.0,25.0,1,,40.0,1.0,2.0,1.0,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,786022,176420,Darnell Furlong,darnell-furlong,D,False,2.0,,2.0,5.0,11.0,14.0,4.0,4.0,1.0,,,,,,,1.0,8.0,6.0,,,2.0,,,,,1.0,,90.0,,,,,,,,15.0,,5.7,,,,,1.0,1.0,3.0,,5.0,,11.0,15.0,23.0,0,,39.0,2.0,2.0,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,817562,174593,Kyle Edwards,kyle-edwards,F,True,,,,,5.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,1.0,,6.5,,,,,,,,,1.0,,1.0,5.0,6.0,0,,6.0,,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,839819,195864,Sam Field,sam-field,M,True,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,1.0,2.0,3.0,,,,,,,,,,15.0,,,,,,,,3.0,,6.7,,,,,1.0,,,,,,1.0,1.0,2.0,0,2.0,8.0,1.0,,,2.0
2020-21,8896970,2,35,West_Bromwich_Albion,Away,848512,179830,Grady Diangana,grady-diangana,M,False,,,,15.0,5.0,20.0,,1.0,6.0,,,,1.0,,,4.0,7.0,10.0,,,,,1.0,,,1.0,,71.0,2.0,,,,,,,12.0,,7.0,,,,,1.0,5.0,,,,,16.0,6.0,22.0,2,3.0,49.0,4.0,3.0,3.0,2.0
2020-21,8896970,2,35,West_Bromwich_Albion,Away,856719,216616,Dara O'Shea,dara-oshea,D,False,,,5.0,10.0,22.0,32.0,1.0,2.0,6.0,,,,1.0,,,,3.0,9.0,,,1.0,,,,,,,90.0,,,,,,,,11.0,,6.5,,,,,5.0,,,,11.0,,14.0,27.0,41.0,0,6.0,62.0,,1.0,,2.0
2020-21,8896970,2,35,West_Bromwich_Albion,Away,863651,232427,Rekeem Harper,rekeem-harper,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,886802,,Cédric Kipré,cedric-kipre,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,3.0,,3.0,,,1.0,,,,,,,,,3.0,,,1.0,,,,,,1.0,24.0,,,,,,,,8.0,,6.7,,,1.0,,1.0,1.0,,,1.0,,5.0,,5.0,1,,17.0,6.0,2.0,1.0,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,34578,49944,Jake Livermore,jake-livermore,M,False,,,1.0,5.0,9.0,14.0,,,2.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,,1.0,90.0,,2.0,,,,,,11.0,,6.6,,,,,,,,,1.0,,10.0,14.0,24.0,0,1.0,29.0,1.0,,,1.0
2020-21,8896983,3,35,West_Bromwich_Albion,Home,36466,50229,Matt Phillips,matt-phillips,F,True,,,1.0,,1.0,1.0,,,3.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,16.0,,,,,,,,6.0,,6.3,,,,,1.0,,1.0,,2.0,,4.0,2.0,5.0,1,,9.0,1.0,,,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,40671,59940,Kyle Bartley,kyle-bartley,D,False,,,4.0,1.0,7.0,8.0,2.0,2.0,5.0,,,,,,,,2.0,2.0,,,,,1.0,,,,,90.0,1.0,,,,,,,1.0,,7.2,,,,,11.0,,,,5.0,,2.0,7.0,9.0,1,,25.0,,1.0,,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,54338,61600,Romaine Sawyers,romaine-sawyers,M,False,,,,15.0,14.0,29.0,,,7.0,,,,,,,,2.0,1.0,,,1.0,,,,,3.0,1.0,90.0,,,,,,,,6.0,,6.8,,,1.0,,2.0,1.0,,,2.0,,18.0,16.0,34.0,1,1.0,47.0,,,,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,6.0,4.0,5.0,9.0,,2.0,8.0,,,,,,,,,2.0,,,,,,1.0,,,,90.0,,,,,,,,17.0,1.0,7.4,4.0,7.0,,,2.0,,,,22.0,,17.0,8.0,25.0,0,,40.0,,,,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,190851,171975,Callum Robinson,callum-robinson,F,False,,,,4.0,,4.0,6.0,2.0,1.0,,,,1.0,,,,8.0,4.0,,,1.0,,2.0,,,,,66.0,2.0,,,,,,,5.0,,8.4,,,1.0,,,2.0,,,,,7.0,1.0,8.0,3,,14.0,1.0,,2.0,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,197982,108053,Conor Townsend,conor-townsend,D,False,,,,8.0,10.0,18.0,1.0,2.0,1.0,,,,2.0,,,,4.0,4.0,,,1.0,,,,,3.0,,90.0,,1.0,,,,,,10.0,,6.2,,,,,2.0,1.0,1.0,,3.0,,15.0,11.0,25.0,0,,41.0,,1.0,1.0,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,307274,146426,Semi Ajayi,semi-ajayi,D,False,,,,,7.0,7.0,,,6.0,,,,,,,,,4.0,,,,,,,,,,90.0,,1.0,,,,,,7.0,,6.5,,,,,6.0,1.0,,,5.0,,5.0,8.0,13.0,0,2.0,27.0,1.0,1.0,1.0,1.0
2020-21,8896983,3,35,West_Bromwich_Albion,Home,377238,210407,Matheus Pereira,matheus-pereira,M,False,1.0,,,16.0,13.0,28.0,,,6.0,,,,,,,4.0,6.0,7.0,,,1.0,1.0,,,,,2.0,89.0,,,,,,,,20.0,,6.7,,,,,5.0,3.0,5.0,,2.0,1.0,26.0,13.0,34.0,0,1.0,64.0,3.0,4.0,2.0,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,786022,176420,Darnell Furlong,darnell-furlong,D,False,2.0,,,9.0,7.0,14.0,6.0,2.0,9.0,1.0,,,,,,1.0,9.0,5.0,,,1.0,1.0,,,,3.0,1.0,90.0,,1.0,,,,,,17.0,,6.7,,,,,1.0,1.0,5.0,,3.0,,20.0,9.0,24.0,0,,51.0,,3.0,,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,817562,174593,Kyle Edwards,kyle-edwards,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,839819,195864,Sam Field,sam-field,M,True,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,0,,2.0,,,,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,848512,179830,Grady Diangana,grady-diangana,M,False,1.0,,,11.0,8.0,18.0,2.0,,5.0,,,1.0,,,,2.0,6.0,7.0,,,,,,,,,2.0,74.0,,,,,,,,14.0,,6.9,,,1.0,,1.0,4.0,2.0,,1.0,,14.0,10.0,22.0,2,4.0,45.0,5.0,1.0,2.0,2.0
2020-21,8896983,3,35,West_Bromwich_Albion,Home,856719,216616,Dara O'Shea,dara-oshea,D,False,,,5.0,5.0,10.0,15.0,,1.0,2.0,,,,1.0,,,,1.0,4.0,,,,,,,,4.0,,90.0,,1.0,,,,,,9.0,,6.8,,,,,6.0,1.0,,,9.0,,11.0,10.0,21.0,0,,45.0,1.0,2.0,1.0,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,863651,232427,Rekeem Harper,rekeem-harper,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,886802,,Cédric Kipré,cedric-kipre,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896905,4,35,West_Bromwich_Albion,Away,25233,41135,Branislav Ivanović,branislav-ivanovic,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896905,4,35,West_Bromwich_Albion,Away,32673,50093,David Button,david-button,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896905,4,35,West_Bromwich_Albion,Away,33427,49440,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,,1.0,1.0,,,1.0,,,,,,,2.0,3.0,1.0,,,1.0,,,,,,,30.0,1.0,,,,,,,3.0,,6.6,,,,,1.0,,,,,,,1.0,1.0,1,,8.0,1.0,1.0,,
2020-21,8896905,4,35,West_Bromwich_Albion,Away,34578,49944,Jake Livermore,jake-livermore,M,False,,,1.0,7.0,11.0,18.0,,,7.0,,,,,,,2.0,5.0,3.0,,,2.0,,,,,3.0,,90.0,,,,,,,,10.0,,6.4,,,,,1.0,1.0,1.0,,3.0,,12.0,11.0,22.0,0,3.0,38.0,2.0,,,2.0
2020-21,8896905,4,35,West_Bromwich_Albion,Away,40671,59940,Kyle Bartley,kyle-bartley,D,False,,,1.0,2.0,17.0,19.0,3.0,1.0,9.0,,,,,,,,5.0,1.0,,,2.0,,,,,2.0,,90.0,,,,,,,,12.0,,6.4,,,,,6.0,,,,4.0,,8.0,22.0,30.0,0,,41.0,1.0,,,
2020-21,8896905,4,35,West_Bromwich_Albion,Away,54338,61600,Romaine Sawyers,romaine-sawyers,M,False,,,,9.0,16.0,25.0,,2.0,6.0,,,,2.0,,,1.0,4.0,2.0,,,,,,,,3.0,1.0,64.0,,,,,,,,6.0,,6.3,,,,,,1.0,,,1.0,,12.0,16.0,28.0,0,,37.0,,,,
2020-21,8896905,4,35,West_Bromwich_Albion,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,2.0,12.0,5.0,12.0,17.0,,,6.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,13.0,1.0,7.6,4.0,6.0,,,1.0,,,2.0,24.0,,12.0,18.0,30.0,0,,41.0,,,,
2020-21,8896905,4,35,West_Bromwich_Albion,Away,190851,171975,Callum Robinson,callum-robinson,F,False,,,,4.0,1.0,5.0,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,60.0,,,,,,,,12.0,,6.4,,,,,1.0,,,,,,10.0,1.0,11.0,0,,20.0,6.0,,,
2020-21,8896905,4,35,West_Bromwich_Albion,Away,197982,108053,Conor Townsend,conor-townsend,D,False,,,2.0,22.0,8.0,30.0,1.0,,5.0,,,,,,,1.0,3.0,6.0,,,,,,,,2.0,,90.0,,,,,,,,21.0,,6.8,,,,,1.0,3.0,2.0,,5.0,,30.0,12.0,40.0,0,3.0,69.0,4.0,1.0,2.0,2.0
2020-21,8896905,4,35,West_Bromwich_Albion,Away,307274,146426,Semi Ajayi,semi-ajayi,D,False,,,,6.0,20.0,26.0,2.0,1.0,5.0,,,,,,,1.0,3.0,1.0,,,,,,,,1.0,,90.0,,,,,,,,12.0,,6.1,,,,,2.0,,,,6.0,,11.0,26.0,37.0,0,,43.0,,,,
2020-21,8896905,4,35,West_Bromwich_Albion,Away,322417,,Filip Krovinović,filip-krovinovic,M,True,,,,4.0,4.0,8.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,26.0,,,,,,,,,,6.4,,,,,,,,,,,4.0,4.0,8.0,0,,8.0,,,,
