season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,penaltyMiss,totalShots
2011-12,1768176,1,35,West_Bromwich_Albion,Home,609,3332.0,Steven Reid,steven-reid,M,False,0.0,0.0,85.0,1.0,,0.0
2011-12,1768176,1,35,West_Bromwich_Albion,Home,822,18008.0,James Morrison,james-morrison,M,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768176,1,35,West_Bromwich_Albion,Home,5430,16210.0,Paul Scharner,paul-scharner,,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768176,1,35,West_Bromwich_Albion,Home,6283,57069.0,Somen Alfred Tchoyi,somen-alfred-tchoyi,M,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768176,1,35,West_Bromwich_Albion,Home,7776,39253.0,Jonas Olsson,jonas-olsson,D,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768176,1,35,West_Bromwich_Albion,Home,9148,20141.0,Graham Dorrans,graham-dorrans,M,True,,,,,,
2011-12,1768176,1,35,West_Bromwich_Albion,Home,9993,14279.0,Marc-Antoine Fortune,marc-antoine-fortune,F,True,,,,,,
2011-12,1768176,1,35,West_Bromwich_Albion,Home,10467,5750.0,Nicky Shorey,nicky-shorey,D,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768176,1,35,West_Bromwich_Albion,Home,10486,20452.0,Shane Long,shane-long,F,False,0.0,1.0,87.0,0.0,,0.0
2011-12,1768176,1,35,West_Bromwich_Albion,Home,10540,19151.0,Chris Brunt,chris-brunt,M,False,1.0,0.0,90.0,0.0,,0.0
2011-12,1768176,1,35,West_Bromwich_Albion,Home,10599,9089.0,Ben Foster,ben-foster,G,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768176,1,35,West_Bromwich_Albion,Home,10794,27348.0,Gabriel Tamaş,gabriel-tamas,D,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768176,1,35,West_Bromwich_Albion,Home,13158,27440.0,Simon Cox,simon-cox,F,True,0.0,0.0,3.0,0.0,,0.0
2011-12,1768176,1,35,West_Bromwich_Albion,Home,15684,37269.0,Gonzalo Jara,gonzalo-jara,D,True,0.0,0.0,5.0,0.0,,0.0
2011-12,1768176,1,35,West_Bromwich_Albion,Home,18712,39895.0,Youssouf Mulumbu,youssouf-mulumbu,M,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768176,1,35,West_Bromwich_Albion,Home,34462,18151.0,Marton Fülop,marton-fulop,G,True,,,,,,
2011-12,1768176,1,35,West_Bromwich_Albion,Home,50027,60232.0,Craig Dawson,craig-dawson,D,True,,,,,,
2011-12,1768176,1,35,West_Bromwich_Albion,Home,98444,79843.0,George Thorne,george-thorne,M,True,,,,,,
2011-12,1768342,2,35,West_Bromwich_Albion,Away,609,3332.0,Steven Reid,steven-reid,M,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768342,2,35,West_Bromwich_Albion,Away,822,18008.0,James Morrison,james-morrison,M,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768342,2,35,West_Bromwich_Albion,Away,3596,26900.0,Peter Odemwingie,peter-odemwingie,F,True,0.0,0.0,15.0,0.0,,0.0
2011-12,1768342,2,35,West_Bromwich_Albion,Away,5430,16210.0,Paul Scharner,paul-scharner,,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768342,2,35,West_Bromwich_Albion,Away,6283,57069.0,Somen Alfred Tchoyi,somen-alfred-tchoyi,M,False,0.0,0.0,75.0,0.0,,0.0
2011-12,1768342,2,35,West_Bromwich_Albion,Away,7776,39253.0,Jonas Olsson,jonas-olsson,D,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768342,2,35,West_Bromwich_Albion,Away,9148,20141.0,Graham Dorrans,graham-dorrans,M,True,0.0,0.0,3.0,0.0,,0.0
2011-12,1768342,2,35,West_Bromwich_Albion,Away,10467,5750.0,Nicky Shorey,nicky-shorey,D,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768342,2,35,West_Bromwich_Albion,Away,10486,20452.0,Shane Long,shane-long,F,False,0.0,1.0,90.0,0.0,,0.0
2011-12,1768342,2,35,West_Bromwich_Albion,Away,10540,19151.0,Chris Brunt,chris-brunt,M,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768342,2,35,West_Bromwich_Albion,Away,10599,9089.0,Ben Foster,ben-foster,G,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768342,2,35,West_Bromwich_Albion,Away,10794,27348.0,Gabriel Tamaş,gabriel-tamas,D,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768342,2,35,West_Bromwich_Albion,Away,12933,18639.0,Marek Cech,marek-cech,D,True,,,,,,
2011-12,1768342,2,35,West_Bromwich_Albion,Away,13158,27440.0,Simon Cox,simon-cox,F,True,,,,,,
2011-12,1768342,2,35,West_Bromwich_Albion,Away,13357,19272.0,Gareth McAuley,gareth-mcauley,D,True,,,,,,
2011-12,1768342,2,35,West_Bromwich_Albion,Away,15684,37269.0,Gonzalo Jara,gonzalo-jara,D,True,,,,,,
2011-12,1768342,2,35,West_Bromwich_Albion,Away,18712,39895.0,Youssouf Mulumbu,youssouf-mulumbu,M,False,0.0,0.0,87.0,0.0,,0.0
2011-12,1768342,2,35,West_Bromwich_Albion,Away,34462,18151.0,Marton Fülop,marton-fulop,G,True,,,,,,
2011-12,1768357,3,35,West_Bromwich_Albion,Home,609,3332.0,Steven Reid,steven-reid,M,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,822,18008.0,James Morrison,james-morrison,M,False,0.0,0.0,80.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,1311,12765.0,Jerome Thomas,jerome-thomas,M,True,0.0,0.0,24.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,5430,16210.0,Paul Scharner,paul-scharner,,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,6283,57069.0,Somen Alfred Tchoyi,somen-alfred-tchoyi,M,False,0.0,0.0,77.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,7776,39253.0,Jonas Olsson,jonas-olsson,D,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,9148,20141.0,Graham Dorrans,graham-dorrans,M,True,0.0,0.0,10.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,9993,14279.0,Marc-Antoine Fortune,marc-antoine-fortune,F,True,0.0,0.0,13.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,10467,5750.0,Nicky Shorey,nicky-shorey,D,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,10486,20452.0,Shane Long,shane-long,F,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,10540,19151.0,Chris Brunt,chris-brunt,M,False,0.0,0.0,66.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,10599,9089.0,Ben Foster,ben-foster,G,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,10794,27348.0,Gabriel Tamaş,gabriel-tamas,D,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,13158,27440.0,Simon Cox,simon-cox,F,True,,,,,,
2011-12,1768357,3,35,West_Bromwich_Albion,Home,18712,39895.0,Youssouf Mulumbu,youssouf-mulumbu,M,False,0.0,0.0,90.0,0.0,,0.0
2011-12,1768357,3,35,West_Bromwich_Albion,Home,27338,11467.0,Billy Jones,billy-jones,D,True,,,,,,
2011-12,1768357,3,35,West_Bromwich_Albion,Home,34462,18151.0,Marton Fülop,marton-fulop,G,True,,,,,,
2011-12,1768357,3,35,West_Bromwich_Albion,Home,50027,60232.0,Craig Dawson,craig-dawson,D,True,,,,,,
2011-12,1768977,4,35,West_Bromwich_Albion,Away,609,3332.0,Steven Reid,steven-reid,M,False,0.0,0.0,90.0,0.0,,0.0
