season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,penaltyMiss,totalShots
2010-11,1379619,3,35,West_Bromwich_Albion,Away,13158,27440,Simon Cox,simon-cox,F,True,,,,,,
2010-11,1379619,3,35,West_Bromwich_Albion,Away,15684,37269,Gonzalo Jara,gonzalo-jara,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379619,3,35,West_Bromwich_Albion,Away,18712,39895,Youssouf Mulumbu,youssouf-mulumbu,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379619,3,35,West_Bromwich_Albion,Away,50480,60689,Chris Wood,chris-wood,F,True,0.0,0.0,8.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,609,3332,Steven Reid,steven-reid,M,True,0.0,0.0,17.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,716,17601,Scott Carson,scott-carson,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,1311,12765,Jerome Thomas,jerome-thomas,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,2420,15935,Pablo Ibañez,pablo-ibanez,D,True,,,,,,
2010-11,1379799,4,35,West_Bromwich_Albion,Home,3596,26900,Peter Odemwingie,peter-odemwingie,F,False,1.0,0.0,90.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,5430,16210,Paul Scharner,paul-scharner,,False,0.0,0.0,73.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,6283,57069,Somen Alfred Tchoyi,somen-alfred-tchoyi,M,True,0.0,0.0,4.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,9379,20673,Roman Bednář,roman-bednar,F,True,,,,,,
2010-11,1379799,4,35,West_Bromwich_Albion,Home,9993,14279,Marc-Antoine Fortune,marc-antoine-fortune,F,False,0.0,0.0,86.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,10021,20568,Giles Barnes,giles-barnes,F,True,0.0,0.0,12.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,
2010-11,1379799,4,35,West_Bromwich_Albion,Home,10467,5750,Nicky Shorey,nicky-shorey,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,10540,19151,Chris Brunt,chris-brunt,M,False,0.0,1.0,78.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,10794,27348,Gabriel Tamaş,gabriel-tamas,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,13158,27440,Simon Cox,simon-cox,F,True,,,,,,
2010-11,1379799,4,35,West_Bromwich_Albion,Home,15684,37269,Gonzalo Jara,gonzalo-jara,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379799,4,35,West_Bromwich_Albion,Home,18712,39895,Youssouf Mulumbu,youssouf-mulumbu,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,609,3332,Steven Reid,steven-reid,M,True,0.0,0.0,15.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,716,17601,Scott Carson,scott-carson,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,1311,12765,Jerome Thomas,jerome-thomas,M,False,0.0,0.0,87.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,2420,15935,Pablo Ibañez,pablo-ibanez,D,True,,,,,,
2010-11,1379810,5,35,West_Bromwich_Albion,Home,3596,26900,Peter Odemwingie,peter-odemwingie,F,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,5430,16210,Paul Scharner,paul-scharner,,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,6283,57069,Somen Alfred Tchoyi,somen-alfred-tchoyi,M,True,,,,,,
2010-11,1379810,5,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,9148,20141,Graham Dorrans,graham-dorrans,M,True,0.0,0.0,44.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,9379,20673,Roman Bednář,roman-bednar,F,True,,,,,,
2010-11,1379810,5,35,West_Bromwich_Albion,Home,9993,14279,Marc-Antoine Fortune,marc-antoine-fortune,F,False,0.0,0.0,46.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,10021,20568,Giles Barnes,giles-barnes,F,True,0.0,0.0,3.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,
2010-11,1379810,5,35,West_Bromwich_Albion,Home,10467,5750,Nicky Shorey,nicky-shorey,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,10540,19151,Chris Brunt,chris-brunt,M,False,1.0,0.0,90.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,10794,27348,Gabriel Tamaş,gabriel-tamas,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,15684,37269,Gonzalo Jara,gonzalo-jara,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379810,5,35,West_Bromwich_Albion,Home,18712,39895,Youssouf Mulumbu,youssouf-mulumbu,M,False,0.0,0.0,75.0,0.0,,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,609,3332,Steven Reid,steven-reid,M,True,0.0,0.0,19.0,0.0,,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,716,17601,Scott Carson,scott-carson,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,822,18008,James Morrison,james-morrison,M,False,0.0,0.0,78.0,0.0,,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,1311,12765,Jerome Thomas,jerome-thomas,M,False,1.0,1.0,82.0,0.0,,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,2234,39233,Gianni Zuiverloon,gianni-zuiverloon,D,True,,,,,,
2010-11,1379812,6,35,West_Bromwich_Albion,Away,2420,15935,Pablo Ibañez,pablo-ibanez,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,3596,26900,Peter Odemwingie,peter-odemwingie,F,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,5430,16210,Paul Scharner,paul-scharner,,False,0.0,0.0,71.0,0.0,,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,6283,57069,Somen Alfred Tchoyi,somen-alfred-tchoyi,M,True,0.0,0.0,8.0,0.0,,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,7776,39253,Jonas Olsson,jonas-olsson,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,9148,20141,Graham Dorrans,graham-dorrans,M,True,0.0,0.0,12.0,0.0,,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,9993,14279,Marc-Antoine Fortune,marc-antoine-fortune,F,True,,,,,,
2010-11,1379812,6,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,
2010-11,1379812,6,35,West_Bromwich_Albion,Away,10467,5750,Nicky Shorey,nicky-shorey,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,10540,19151,Chris Brunt,chris-brunt,M,False,2.0,0.0,90.0,0.0,1.0,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,13158,27440,Simon Cox,simon-cox,F,True,,,,,,
2010-11,1379812,6,35,West_Bromwich_Albion,Away,15684,37269,Gonzalo Jara,gonzalo-jara,D,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379812,6,35,West_Bromwich_Albion,Away,18712,39895,Youssouf Mulumbu,youssouf-mulumbu,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,609,3332,Steven Reid,steven-reid,M,True,,,,,,
2010-11,1379829,7,35,West_Bromwich_Albion,Home,716,17601,Scott Carson,scott-carson,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,822,18008,James Morrison,james-morrison,M,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,2420,15935,Pablo Ibañez,pablo-ibanez,D,True,,,,,,
2010-11,1379829,7,35,West_Bromwich_Albion,Home,3596,26900,Peter Odemwingie,peter-odemwingie,F,False,1.0,0.0,90.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,5430,16210,Paul Scharner,paul-scharner,,False,0.0,0.0,71.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,6283,57069,Somen Alfred Tchoyi,somen-alfred-tchoyi,M,True,0.0,0.0,1.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,9148,20141,Graham Dorrans,graham-dorrans,M,False,0.0,0.0,60.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,9993,14279,Marc-Antoine Fortune,marc-antoine-fortune,F,True,,,,,,
2010-11,1379829,7,35,West_Bromwich_Albion,Home,10021,20568,Giles Barnes,giles-barnes,F,True,0.0,0.0,30.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,
2010-11,1379829,7,35,West_Bromwich_Albion,Home,10467,5750,Nicky Shorey,nicky-shorey,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,10540,19151,Chris Brunt,chris-brunt,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,10794,27348,Gabriel Tamaş,gabriel-tamas,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,13158,27440,Simon Cox,simon-cox,F,True,0.0,0.0,19.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,15684,37269,Gonzalo Jara,gonzalo-jara,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379829,7,35,West_Bromwich_Albion,Home,18712,39895,Youssouf Mulumbu,youssouf-mulumbu,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,609,3332,Steven Reid,steven-reid,M,True,,,,,,
2010-11,1379839,8,35,West_Bromwich_Albion,Away,716,17601,Scott Carson,scott-carson,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,822,18008,James Morrison,james-morrison,M,False,0.0,0.0,86.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,1311,12765,Jerome Thomas,jerome-thomas,M,True,0.0,0.0,21.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,2420,15935,Pablo Ibañez,pablo-ibanez,D,True,,,,,,
2010-11,1379839,8,35,West_Bromwich_Albion,Away,5430,16210,Paul Scharner,paul-scharner,,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,6283,57069,Somen Alfred Tchoyi,somen-alfred-tchoyi,M,False,0.0,1.0,69.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,7776,39253,Jonas Olsson,jonas-olsson,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,9148,20141,Graham Dorrans,graham-dorrans,M,True,0.0,0.0,4.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,9379,20673,Roman Bednář,roman-bednar,F,True,0.0,0.0,12.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,9993,14279,Marc-Antoine Fortune,marc-antoine-fortune,F,False,0.0,0.0,78.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,
2010-11,1379839,8,35,West_Bromwich_Albion,Away,10467,5750,Nicky Shorey,nicky-shorey,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,10540,19151,Chris Brunt,chris-brunt,M,False,1.0,0.0,90.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,10794,27348,Gabriel Tamaş,gabriel-tamas,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,13158,27440,Simon Cox,simon-cox,F,True,,,,,,
2010-11,1379839,8,35,West_Bromwich_Albion,Away,15684,37269,Gonzalo Jara,gonzalo-jara,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379839,8,35,West_Bromwich_Albion,Away,18712,39895,Youssouf Mulumbu,youssouf-mulumbu,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,609,3332,Steven Reid,steven-reid,M,True,,,,,,
2010-11,1379849,9,35,West_Bromwich_Albion,Home,716,17601,Scott Carson,scott-carson,G,False,0.0,0.0,90.0,1.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,822,18008,James Morrison,james-morrison,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,1311,12765,Jerome Thomas,jerome-thomas,M,False,1.0,0.0,87.0,0.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,2420,15935,Pablo Ibañez,pablo-ibanez,D,True,0.0,0.0,36.0,0.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,5430,16210,Paul Scharner,paul-scharner,,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,6283,57069,Somen Alfred Tchoyi,somen-alfred-tchoyi,M,True,0.0,0.0,3.0,0.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,False,0.0,0.0,54.0,0.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,9148,20141,Graham Dorrans,graham-dorrans,M,True,,,,,,
2010-11,1379849,9,35,West_Bromwich_Albion,Home,9379,20673,Roman Bednář,roman-bednar,F,True,0.0,0.0,36.0,0.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,9993,14279,Marc-Antoine Fortune,marc-antoine-fortune,F,False,0.0,1.0,54.0,0.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,
2010-11,1379849,9,35,West_Bromwich_Albion,Home,10467,5750,Nicky Shorey,nicky-shorey,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,10540,19151,Chris Brunt,chris-brunt,M,False,1.0,0.0,90.0,0.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,10794,27348,Gabriel Tamaş,gabriel-tamas,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,13158,27440,Simon Cox,simon-cox,F,True,,,,,,
2010-11,1379849,9,35,West_Bromwich_Albion,Home,15684,37269,Gonzalo Jara,gonzalo-jara,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379849,9,35,West_Bromwich_Albion,Home,18712,39895,Youssouf Mulumbu,youssouf-mulumbu,M,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,609,3332,Steven Reid,steven-reid,M,True,1.0,0.0,76.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,716,17601,Scott Carson,scott-carson,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,1311,12765,Jerome Thomas,jerome-thomas,M,False,0.0,0.0,71.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,2420,15935,Pablo Ibañez,pablo-ibanez,D,False,0.0,0.0,11.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,5430,16210,Paul Scharner,paul-scharner,,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,6283,57069,Somen Alfred Tchoyi,somen-alfred-tchoyi,M,True,,,,,,
2010-11,1379855,10,35,West_Bromwich_Albion,Away,9148,20141,Graham Dorrans,graham-dorrans,M,True,0.0,0.0,55.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,9379,20673,Roman Bednář,roman-bednar,F,True,,,,,,
2010-11,1379855,10,35,West_Bromwich_Albion,Away,9993,14279,Marc-Antoine Fortune,marc-antoine-fortune,F,False,0.0,0.0,35.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,10021,20568,Giles Barnes,giles-barnes,F,True,0.0,0.0,19.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,10024,12086,Boaz Myhill,boaz-myhill,G,True,,,,,,
2010-11,1379855,10,35,West_Bromwich_Albion,Away,10467,5750,Nicky Shorey,nicky-shorey,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,10540,19151,Chris Brunt,chris-brunt,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,10794,27348,Gabriel Tamaş,gabriel-tamas,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,12933,18639,Marek Cech,marek-cech,D,True,,,,,,
2010-11,1379855,10,35,West_Bromwich_Albion,Away,13158,27440,Simon Cox,simon-cox,F,False,0.0,0.0,14.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,15684,37269,Gonzalo Jara,gonzalo-jara,D,False,0.0,0.0,29.0,0.0,,0.0
2010-11,1379855,10,35,West_Bromwich_Albion,Away,18712,39895,Youssouf Mulumbu,youssouf-mulumbu,M,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379871,11,35,West_Bromwich_Albion,Home,609,3332,Steven Reid,steven-reid,M,True,,,,,,
2010-11,1379871,11,35,West_Bromwich_Albion,Home,716,17601,Scott Carson,scott-carson,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379871,11,35,West_Bromwich_Albion,Home,1311,12765,Jerome Thomas,jerome-thomas,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379871,11,35,West_Bromwich_Albion,Home,2420,15935,Pablo Ibañez,pablo-ibanez,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379871,11,35,West_Bromwich_Albion,Home,3596,26900,Peter Odemwingie,peter-odemwingie,F,True,0.0,0.0,30.0,0.0,,0.0
2010-11,1379871,11,35,West_Bromwich_Albion,Home,5430,16210,Paul Scharner,paul-scharner,,False,0.0,0.0,80.0,0.0,,0.0
2010-11,1379871,11,35,West_Bromwich_Albion,Home,6283,57069,Somen Alfred Tchoyi,somen-alfred-tchoyi,M,True,,,,,,
2010-11,1379871,11,35,West_Bromwich_Albion,Home,9148,20141,Graham Dorrans,graham-dorrans,M,True,,,,,,
2010-11,1379871,11,35,West_Bromwich_Albion,Home,9683,20493,Ishmael Miller,ishmael-miller,F,True,0.0,0.0,10.0,0.0,,0.0
2010-11,1379871,11,35,West_Bromwich_Albion,Home,9993,14279,Marc-Antoine Fortune,marc-antoine-fortune,F,False,0.0,0.0,60.0,0.0,,0.0
