season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437803,5,35,West_Bromwich_Albion,Home,30144,37642.0,Jonny Evans,jonny-evans,D,False,,,3.0,6.0,23.0,29.0,4.0,1.0,3.0,,,,,,,,7.0,3.0,,,3.0,,,,,1.0,,90.0,,1.0,,,,6.0,,6.9,,,,5.0,,,,6.0,,9.0,25.0,34.0,0,,45.0,,2.0,,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,33427,49440.0,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,18.0,1.0,,,,,5.0,,6.8,,,,1.0,1.0,,,,,2.0,,2.0,1,,9.0,3.0,,1.0,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,35532,57134.0,Salomón Rondón,salomon-rondon,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,36466,50229.0,Matt Phillips,matt-phillips,F,False,2.0,,1.0,8.0,2.0,8.0,1.0,,2.0,1.0,,,,,,4.0,6.0,2.0,,,,,,,,3.0,2.0,76.0,,,,,,11.0,,6.9,,,1.0,,2.0,4.0,,1.0,,12.0,3.0,11.0,1,1.0,30.0,1.0,,1.0,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,41631,63370.0,James McClean,james-mcclean,M,True,2.0,,,2.0,1.0,1.0,,,2.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,2.0,1.0,14.0,,,,,,4.0,,6.8,,,,,1.0,3.0,,2.0,1.0,4.0,3.0,4.0,0,,11.0,,,1.0,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,50027,60232.0,Craig Dawson,craig-dawson,D,False,1.0,,2.0,9.0,9.0,17.0,3.0,1.0,4.0,,,,,,,,3.0,1.0,,,,,,,,,,90.0,,,,,,12.0,,6.9,,,,5.0,,3.0,,6.0,,17.0,9.0,23.0,0,,46.0,1.0,,,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,76227,73494.0,Grzegorz Krychowiak,grzegorz-krychowiak,M,False,,,2.0,12.0,15.0,27.0,,2.0,7.0,,,,1.0,,,,3.0,6.0,,,2.0,,,,,1.0,,90.0,,,,,,6.0,,6.9,,,,3.0,1.0,,,4.0,,16.0,17.0,33.0,0,2.0,44.0,,1.0,1.0,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,128637,67527.0,Allan Nyom,allan-nyom,D,True,,,,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,5.0,,,,,,,,6.7,,,,,,,,,,1.0,,1.0,0,1.0,4.0,,1.0,,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,151037,55829.0,Claudio Yacob,claudio-yacob,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437803,5,35,West_Bromwich_Albion,Home,159653,77777.0,Ahmed Hegazy,ahmed-hegazy,D,False,,,1.0,4.0,8.0,12.0,2.0,1.0,2.0,,,,1.0,,,,4.0,2.0,,,1.0,,,,,,,90.0,,1.0,,,,9.0,,6.8,,,,6.0,,,,5.0,,7.0,13.0,20.0,0,1.0,29.0,,,,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,544,1632.0,Gareth Barry,gareth-barry,M,False,,,4.0,16.0,6.0,22.0,1.0,,4.0,,,,,,,1.0,2.0,1.0,,,,,,,,,1.0,90.0,1.0,1.0,,,,11.0,,6.7,,,,1.0,,,,7.0,,23.0,8.0,31.0,1,,40.0,1.0,1.0,,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,822,18008.0,James Morrison,james-morrison,M,True,,,1.0,8.0,6.0,14.0,,,2.0,,,,,,,,,1.0,,,,,,,,1.0,,27.0,,1.0,,,,2.0,,6.6,,,,,1.0,,,2.0,,10.0,6.0,16.0,0,,19.0,,,1.0,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,10024,12086.0,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,10540,19151.0,Chris Brunt,chris-brunt,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,10599,9089.0,Ben Foster,ben-foster,G,False,,1.0,9.0,9.0,3.0,12.0,,,13.0,,,,2.0,,,,2.0,,,,,,,1.0,,,1.0,90.0,,,,,1.0,19.0,,6.4,1.0,4.0,,1.0,,,1.0,28.0,,27.0,4.0,31.0,0,,39.0,,,,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,24814,42427.0,Kieran Gibbs,kieran-gibbs,D,False,2.0,,,6.0,3.0,7.0,3.0,3.0,5.0,,,,1.0,,,2.0,9.0,5.0,,,2.0,,,,,2.0,1.0,90.0,,1.0,,,,20.0,,6.6,,,1.0,4.0,1.0,6.0,,4.0,,16.0,8.0,18.0,1,2.0,50.0,1.0,,,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,26989,44683.0,Jay Rodriguez,jay-rodriguez,F,False,,,,7.0,9.0,16.0,2.0,1.0,4.0,,1.0,1.0,1.0,,,2.0,6.0,5.0,,,1.0,,,,1.0,1.0,,90.0,2.0,1.0,,,,8.0,,7.0,,,1.0,,2.0,,,1.0,,10.0,9.0,19.0,4,1.0,36.0,2.0,1.0,2.0,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,30144,37642.0,Jonny Evans,jonny-evans,D,False,,,2.0,7.0,14.0,21.0,,,5.0,,,,2.0,,,,4.0,4.0,,,2.0,,,,,2.0,,90.0,,,,,,5.0,,6.3,,,,1.0,1.0,,,4.0,,10.0,15.0,25.0,0,3.0,34.0,1.0,,1.0,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,33427,49440.0,Hal Robson-Kanu,hal-robson-kanu,F,False,,,,5.0,1.0,6.0,9.0,7.0,,,,,1.0,,,1.0,11.0,7.0,,,,,,,,1.0,,64.0,,,,,,11.0,,6.4,,,,1.0,,,,,,11.0,1.0,12.0,0,,19.0,4.0,,,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,1.0,9.0,4.0,13.0,,1.0,5.0,,1.0,,,,,1.0,3.0,4.0,,,2.0,,,,,2.0,,63.0,,,,,,8.0,,6.5,,,1.0,,1.0,2.0,,1.0,,15.0,5.0,18.0,1,1.0,27.0,,1.0,1.0,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,35532,57134.0,Salomón Rondón,salomon-rondon,F,True,,,,1.0,2.0,3.0,3.0,2.0,,,,,,,,1.0,5.0,4.0,,,1.0,,,,,,,26.0,,,,,,4.0,,6.6,,,,,1.0,,,,,1.0,2.0,3.0,0,,9.0,3.0,1.0,1.0,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,36466,50229.0,Matt Phillips,matt-phillips,F,True,,,,1.0,3.0,4.0,,1.0,4.0,,,,,,,2.0,3.0,1.0,,,,,,,,,,16.0,,,,,,8.0,,6.1,,,,,1.0,2.0,,,,6.0,3.0,7.0,0,,12.0,,,,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,41631,63370.0,James McClean,james-mcclean,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,50027,60232.0,Craig Dawson,craig-dawson,D,False,,,2.0,4.0,6.0,10.0,4.0,1.0,,,,,1.0,,,,9.0,1.0,,,4.0,,,,,1.0,,90.0,,,,,,6.0,,5.8,,,,4.0,,,,5.0,,7.0,8.0,15.0,0,,23.0,,,,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,76227,73494.0,Grzegorz Krychowiak,grzegorz-krychowiak,M,False,,,3.0,14.0,11.0,25.0,1.0,2.0,8.0,,,,3.0,,,,9.0,8.0,,,3.0,,,,,6.0,1.0,90.0,,,,,,15.0,,6.8,,,,4.0,5.0,1.0,,8.0,,25.0,11.0,35.0,0,2.0,56.0,1.0,1.0,3.0,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,128637,67527.0,Allan Nyom,allan-nyom,D,False,1.0,,,5.0,6.0,10.0,,,3.0,,,,2.0,,,1.0,4.0,6.0,,,1.0,,,,,,,74.0,,,,1.0,,13.0,,6.4,,,,2.0,,2.0,,,,8.0,8.0,14.0,0,5.0,35.0,1.0,1.0,,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,151037,55829.0,Claudio Yacob,claudio-yacob,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437774,6,35,West_Bromwich_Albion,Away,159653,77777.0,Ahmed Hegazy,ahmed-hegazy,D,False,,,4.0,15.0,10.0,25.0,1.0,3.0,5.0,,,,,,,,2.0,6.0,,,1.0,,,,,4.0,,90.0,,,,,,3.0,,7.0,,,,5.0,1.0,,,7.0,,18.0,10.0,28.0,0,2.0,40.0,,,1.0,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,544,1632.0,Gareth Barry,gareth-barry,M,False,,,,8.0,14.0,22.0,2.0,3.0,1.0,,,,,,,1.0,4.0,6.0,,,1.0,,,,,,,90.0,,3.0,,,,8.0,,6.9,,,,1.0,,,,2.0,,14.0,15.0,29.0,0,3.0,38.0,,,,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,822,18008.0,James Morrison,james-morrison,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,10024,12086.0,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,10540,19151.0,Chris Brunt,chris-brunt,M,False,1.0,,4.0,9.0,9.0,17.0,,1.0,8.0,1.0,,,,,,,,4.0,,,,,,,,,2.0,62.0,,,,,,12.0,,7.3,,,,5.0,,3.0,,6.0,,18.0,11.0,26.0,0,3.0,39.0,1.0,,,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,10599,9089.0,Ben Foster,ben-foster,G,False,,,10.0,9.0,5.0,14.0,,,8.0,,,,,,,,,,,,,,,2.0,,,,90.0,,,,,,16.0,1.0,6.3,1.0,1.0,,1.0,,,,25.0,,24.0,5.0,29.0,0,,35.0,1.0,,,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,24814,42427.0,Kieran Gibbs,kieran-gibbs,D,False,,,1.0,9.0,9.0,18.0,1.0,2.0,5.0,,,,,,,2.0,4.0,12.0,,,,,,,,,,90.0,,,,,,14.0,,7.3,,,,11.0,5.0,4.0,,3.0,,17.0,12.0,25.0,0,4.0,58.0,,2.0,4.0,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,26989,44683.0,Jay Rodriguez,jay-rodriguez,F,False,,,3.0,7.0,7.0,14.0,,1.0,8.0,,,,2.0,,,,7.0,4.0,,,2.0,,,,,,,90.0,,,,,,13.0,,6.2,,,2.0,2.0,4.0,,,5.0,,13.0,7.0,20.0,2,1.0,36.0,2.0,1.0,1.0,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,30144,37642.0,Jonny Evans,jonny-evans,D,False,,,3.0,10.0,17.0,27.0,1.0,5.0,5.0,,,,2.0,,,,4.0,7.0,,,1.0,,1.0,,,1.0,,90.0,1.0,1.0,,,,14.0,,7.4,,,,8.0,1.0,,,8.0,,20.0,20.0,40.0,1,1.0,56.0,1.0,,1.0,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,32492,54908.0,Nacer Chadli,nacer-chadli,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,33427,49440.0,Hal Robson-Kanu,hal-robson-kanu,F,True,,,,2.0,2.0,4.0,2.0,,1.0,,,,,,,2.0,4.0,2.0,,,,,,,,,2.0,17.0,,,,,,7.0,,6.7,,,,,,1.0,,,,4.0,3.0,6.0,0,,15.0,2.0,2.0,,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,34578,49944.0,Jake Livermore,jake-livermore,M,True,,,,2.0,7.0,9.0,,,2.0,,,,,,,,2.0,2.0,,,2.0,,,,,,,28.0,,,,,,1.0,,6.4,,,,,,,,1.0,,3.0,7.0,10.0,0,2.0,13.0,,,,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,35532,57134.0,Salomón Rondón,salomon-rondon,F,False,,,,7.0,4.0,11.0,11.0,4.0,4.0,,,,1.0,,,3.0,17.0,7.0,,,2.0,,1.0,,,1.0,,73.0,1.0,,,,,11.0,,7.1,,,,,1.0,,,,,11.0,5.0,16.0,1,,31.0,3.0,2.0,1.0,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,36466,50229.0,Matt Phillips,matt-phillips,F,False,,,,3.0,6.0,9.0,1.0,1.0,7.0,,,1.0,1.0,,,1.0,3.0,5.0,,,,,,,,1.0,,58.0,1.0,,,,,12.0,,6.7,,,,1.0,1.0,4.0,,1.0,1.0,8.0,9.0,13.0,2,3.0,31.0,2.0,,1.0,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,41631,63370.0,James McClean,james-mcclean,M,True,,,,,4.0,4.0,,,2.0,,,1.0,1.0,,,2.0,5.0,,,,1.0,,,,,,,32.0,1.0,,,,,8.0,,6.0,,,,,1.0,4.0,,1.0,,5.0,4.0,5.0,2,,14.0,,,,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,50027,60232.0,Craig Dawson,craig-dawson,D,False,1.0,,1.0,7.0,8.0,14.0,3.0,6.0,7.0,,,,1.0,,,,6.0,13.0,,,3.0,,,,,,,90.0,,,,,,14.0,,6.9,,,,6.0,1.0,2.0,,9.0,,14.0,11.0,23.0,0,4.0,47.0,,2.0,1.0,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,76227,73494.0,Grzegorz Krychowiak,grzegorz-krychowiak,M,False,,,3.0,13.0,18.0,31.0,,1.0,11.0,1.0,,,1.0,,,2.0,6.0,8.0,,,,1.0,,,,6.0,1.0,90.0,,,,,,9.0,,7.5,,,,,4.0,,,5.0,,15.0,20.0,35.0,0,4.0,56.0,,2.0,1.0,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,128637,67527.0,Allan Nyom,allan-nyom,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437796,7,35,West_Bromwich_Albion,Home,159653,77777.0,Ahmed Hegazy,ahmed-hegazy,D,False,,,1.0,2.0,9.0,11.0,6.0,7.0,3.0,,1.0,,,,,,6.0,7.0,,,,,,,,1.0,,90.0,,2.0,,,,7.0,,6.7,,,1.0,10.0,,,,6.0,,6.0,12.0,18.0,1,,32.0,,,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,544,1632.0,Gareth Barry,gareth-barry,M,False,,,2.0,24.0,14.0,38.0,2.0,3.0,11.0,,,,4.0,,,3.0,10.0,7.0,,,1.0,,,,,,1.0,90.0,,1.0,,,,18.0,,5.9,,,,,,1.0,,7.0,,36.0,15.0,50.0,0,2.0,64.0,2.0,2.0,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,10024,12086.0,Boaz Myhill,boaz-myhill,G,False,,,8.0,6.0,4.0,10.0,,,4.0,,,,,,,,1.0,,,,1.0,,,3.0,,,,90.0,,,,,,9.0,,6.5,1.0,2.0,,1.0,,,,17.0,,12.0,7.0,19.0,0,,25.0,,,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,10540,19151.0,Chris Brunt,chris-brunt,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,13357,19272.0,Gareth McAuley,gareth-mcauley,D,True,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,6.0,,,,,,2.0,,6.6,,,,2.0,,,,1.0,,1.0,1.0,2.0,0,,5.0,1.0,,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,24814,42427.0,Kieran Gibbs,kieran-gibbs,D,False,1.0,,2.0,15.0,6.0,20.0,1.0,2.0,6.0,,,,2.0,,,,5.0,3.0,,,,,,,,2.0,1.0,90.0,,,,,,22.0,,6.7,,,,2.0,3.0,5.0,,3.0,,25.0,8.0,28.0,0,,56.0,1.0,,1.0,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,26989,44683.0,Jay Rodriguez,jay-rodriguez,F,False,,,,11.0,6.0,17.0,2.0,3.0,9.0,,,,3.0,,,4.0,10.0,6.0,,,,,,,,1.0,,84.0,,,,,,20.0,,6.2,,,,2.0,1.0,1.0,,4.0,,21.0,7.0,27.0,0,1.0,49.0,2.0,2.0,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,30144,37642.0,Jonny Evans,jonny-evans,D,False,,,1.0,8.0,24.0,32.0,,2.0,8.0,,,,,,,,1.0,5.0,,,1.0,,,,,3.0,,90.0,,,,,,6.0,,7.0,,,,3.0,1.0,,,5.0,,12.0,26.0,38.0,0,1.0,47.0,,1.0,1.0,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,32492,54908.0,Nacer Chadli,nacer-chadli,M,False,,,1.0,15.0,4.0,19.0,1.0,,6.0,,,,1.0,,,1.0,3.0,,,,,,1.0,,,,1.0,84.0,1.0,,,,,10.0,,7.2,,,1.0,,,2.0,,1.0,,23.0,4.0,25.0,2,,34.0,1.0,,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,4.0,14.0,12.0,26.0,,,6.0,,,,,,,,,3.0,,,,,,,,4.0,,90.0,,,,,,10.0,,6.9,,,,4.0,,,,9.0,,21.0,15.0,36.0,0,3.0,49.0,,,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,35532,57134.0,Salomón Rondón,salomon-rondon,F,False,,,1.0,14.0,5.0,19.0,6.0,2.0,1.0,,,,,,,3.0,11.0,6.0,,,,,,,,1.0,,90.0,,,,,,16.0,,6.4,,,,,3.0,1.0,,1.0,1.0,21.0,5.0,25.0,0,1.0,42.0,3.0,2.0,1.0,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,36466,50229.0,Matt Phillips,matt-phillips,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,41631,63370.0,James McClean,james-mcclean,M,True,,,,1.0,1.0,2.0,2.0,1.0,3.0,,,1.0,,,,2.0,5.0,3.0,,,,,,,,,,6.0,,,,,,3.0,,6.4,,,,1.0,2.0,,,,,1.0,1.0,2.0,1,,9.0,,1.0,1.0,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,50027,60232.0,Craig Dawson,craig-dawson,D,False,1.0,,2.0,15.0,10.0,24.0,2.0,2.0,7.0,,,,2.0,,,,5.0,5.0,,,1.0,,,,,3.0,1.0,90.0,,2.0,,,,27.0,,6.9,,,,4.0,,3.0,,10.0,,25.0,17.0,39.0,0,1.0,77.0,,2.0,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,76227,73494.0,Grzegorz Krychowiak,grzegorz-krychowiak,M,False,,,3.0,23.0,16.0,39.0,1.0,1.0,13.0,,,,2.0,,,1.0,5.0,12.0,,,,,,,,3.0,,90.0,,,,,,18.0,,7.5,,,2.0,1.0,4.0,,,7.0,,32.0,21.0,53.0,2,5.0,74.0,1.0,3.0,3.0,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,128637,67527.0,Allan Nyom,allan-nyom,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,151037,55829.0,Claudio Yacob,claudio-yacob,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,159653,77777.0,Ahmed Hegazy,ahmed-hegazy,D,False,,,4.0,9.0,15.0,24.0,2.0,3.0,4.0,,,,,,,,4.0,4.0,,,2.0,,,,,2.0,,90.0,,1.0,,,,10.0,,6.8,,,,8.0,,,,10.0,,14.0,20.0,34.0,0,1.0,48.0,,,,
2017-18,7437769,8,35,West_Bromwich_Albion,Away,796143,112520.0,Alex Palmer,alex-palmer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,544,1632.0,Gareth Barry,gareth-barry,M,False,,,,9.0,3.0,12.0,2.0,1.0,4.0,,,,,,,1.0,3.0,3.0,,,,,,,,,,53.0,,,,,,9.0,,6.6,,,1.0,,,1.0,,2.0,,16.0,3.0,18.0,1,1.0,26.0,1.0,1.0,,1.0
2017-18,7437864,9,35,West_Bromwich_Albion,Away,10024,12086.0,Boaz Myhill,boaz-myhill,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,10540,19151.0,Chris Brunt,chris-brunt,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,10599,9089.0,Ben Foster,ben-foster,G,False,,,14.0,12.0,3.0,15.0,,,8.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,90.0,,,,,,20.0,,7.1,3.0,5.0,,1.0,,,,34.0,,32.0,3.0,35.0,0,,43.0,,,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,13357,19272.0,Gareth McAuley,gareth-mcauley,D,True,,,1.0,1.0,4.0,5.0,,1.0,4.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,1.0,,37.0,,1.0,,,,5.0,,6.6,,,,2.0,,,,5.0,,5.0,5.0,10.0,0,,14.0,,,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,24814,42427.0,Kieran Gibbs,kieran-gibbs,D,False,1.0,,1.0,16.0,9.0,24.0,,2.0,3.0,,,,,,,,,2.0,,,,,,,,2.0,,90.0,1.0,,,,,11.0,,6.8,,,,2.0,,2.0,,5.0,,24.0,11.0,33.0,1,,46.0,,,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,26989,44683.0,Jay Rodriguez,jay-rodriguez,F,False,,,,6.0,2.0,8.0,2.0,1.0,1.0,,1.0,,2.0,,,1.0,7.0,3.0,,,2.0,,,,,1.0,,90.0,,,,,,9.0,,6.3,,,2.0,2.0,,2.0,,,,11.0,2.0,11.0,2,1.0,27.0,2.0,1.0,,1.0
2017-18,7437864,9,35,West_Bromwich_Albion,Away,30144,37642.0,Jonny Evans,jonny-evans,D,False,,,,1.0,3.0,4.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,32.0,,1.0,,,,2.0,,6.8,,,,,,,,1.0,,3.0,3.0,6.0,0,,9.0,,1.0,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,32492,54908.0,Nacer Chadli,nacer-chadli,M,False,,,,14.0,6.0,20.0,1.0,1.0,4.0,,,1.0,2.0,,,3.0,7.0,2.0,,,1.0,,,,,,,77.0,1.0,,,,,15.0,,6.3,,,,3.0,,3.0,,1.0,,23.0,7.0,27.0,2,1.0,42.0,2.0,,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,3.0,16.0,10.0,26.0,,1.0,4.0,,,,3.0,,,2.0,7.0,3.0,,,2.0,,,,,1.0,,90.0,,,,,,14.0,,6.2,,,,2.0,,,,5.0,,24.0,13.0,37.0,0,2.0,50.0,,,,1.0
2017-18,7437864,9,35,West_Bromwich_Albion,Away,35532,57134.0,Salomón Rondón,salomon-rondon,F,False,,,,15.0,7.0,22.0,8.0,9.0,10.0,,,,,,,5.0,15.0,12.0,,,2.0,,,,,,2.0,90.0,,,,,,18.0,,6.8,,,,1.0,2.0,1.0,,,1.0,21.0,10.0,30.0,0,,48.0,3.0,2.0,1.0,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,36466,50229.0,Matt Phillips,matt-phillips,F,True,,,1.0,4.0,1.0,5.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,13.0,,,,,,3.0,,6.2,,,,,,1.0,,2.0,,5.0,2.0,6.0,0,,8.0,,,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,41631,63370.0,James McClean,james-mcclean,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,50027,60232.0,Craig Dawson,craig-dawson,D,False,,,2.0,7.0,6.0,13.0,2.0,3.0,3.0,,,,2.0,,,,4.0,3.0,,,,,,,,1.0,,88.0,,,,,,7.0,,6.4,,,,6.0,,1.0,,3.0,,12.0,8.0,19.0,0,,29.0,,,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,76227,73494.0,Grzegorz Krychowiak,grzegorz-krychowiak,M,False,,,2.0,12.0,10.0,22.0,1.0,1.0,5.0,1.0,,,4.0,,,1.0,6.0,5.0,,,,,,,,2.0,1.0,90.0,,,,,,8.0,,6.5,,,,1.0,,,,2.0,,17.0,11.0,28.0,0,1.0,40.0,1.0,4.0,,1.0
2017-18,7437864,9,35,West_Bromwich_Albion,Away,128637,67527.0,Allan Nyom,allan-nyom,D,True,1.0,,1.0,9.0,5.0,13.0,,,5.0,,,,1.0,,,4.0,5.0,5.0,,,,,,,,1.0,1.0,58.0,,1.0,,,,21.0,,6.7,,,1.0,1.0,,6.0,,5.0,,18.0,9.0,21.0,1,4.0,54.0,1.0,1.0,,3.0
2017-18,7437864,9,35,West_Bromwich_Albion,Away,151037,55829.0,Claudio Yacob,claudio-yacob,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437864,9,35,West_Bromwich_Albion,Away,159653,77777.0,Ahmed Hegazy,ahmed-hegazy,D,False,,,,5.0,12.0,17.0,3.0,,5.0,,,,1.0,,,,6.0,,,,,,,,,3.0,,90.0,,,,,,11.0,,6.5,,,,10.0,2.0,,,5.0,,10.0,16.0,26.0,0,,46.0,,,,
