season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827869,1,20,Southampton,Home,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,2.0,,,20.0,4.0,22.0,2.0,1.0,4.0,,,1.0,,,,,2.0,5.0,,,,,,,,,2.0,,90.0,,,,,,,,,9.0,,7.1,,,,,2.0,,3.0,,3.0,,25.0,7.0,29.0,1,3.0,50.0,,1.0,,1.0
2018-19,7827869,1,20,Southampton,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,1.0,7.0,12.0,19.0,5.0,6.0,4.0,,,,,,,,7.0,8.0,,,2.0,,,,,1.0,1.0,,90.0,,2.0,,,,,,,11.0,,7.3,,,1.0,,12.0,,,,6.0,,13.0,17.0,30.0,1,1.0,51.0,,1.0,,
2018-19,7827869,1,20,Southampton,Home,134361,88900,Jack Stephens,jack-stephens,D,False,,,2.0,22.0,17.0,39.0,4.0,5.0,9.0,,1.0,,1.0,,,,5.0,8.0,,,,,,,,2.0,1.0,,90.0,1.0,1.0,,,,,,,15.0,,7.6,,,,,5.0,,1.0,,5.0,,28.0,24.0,51.0,1,2.0,76.0,,1.0,,1.0
2018-19,7827869,1,20,Southampton,Home,286085,171771,Jan Bednarek,jan-bednarek,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827869,1,20,Southampton,Home,336813,167075,Wesley Hoedt,wesley-hoedt,D,False,,,1.0,13.0,16.0,29.0,2.0,1.0,7.0,,,,,,,,2.0,3.0,,1.0,,,,,,,,,90.0,,,,,,,,,12.0,,6.7,,,1.0,,5.0,,,,8.0,,20.0,20.0,40.0,1,2.0,49.0,,,,1.0
2018-19,7827895,2,20,Southampton,Away,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,1.0,,,8.0,6.0,13.0,3.0,1.0,5.0,,,,,,,1.0,8.0,5.0,,,3.0,,,,,,1.0,,90.0,,,,,,,,,13.0,,6.5,,,,,1.0,2.0,4.0,,,,13.0,9.0,18.0,0,2.0,44.0,,1.0,1.0,2.0
2018-19,7827895,2,20,Southampton,Away,24248,80447,Maya Yoshida,maya-yoshida,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827895,2,20,Southampton,Away,134361,88900,Jack Stephens,jack-stephens,D,False,,,2.0,4.0,13.0,17.0,2.0,2.0,11.0,,,,,,,1.0,4.0,4.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,,,25.0,,6.2,,,,,5.0,,,,16.0,,18.0,21.0,39.0,0,2.0,54.0,1.0,,,
2018-19,7827895,2,20,Southampton,Away,336813,167075,Wesley Hoedt,wesley-hoedt,D,False,,,6.0,10.0,15.0,25.0,,6.0,8.0,,,,,,,1.0,3.0,12.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,,20.0,,6.7,,,,,4.0,2.0,,,16.0,,21.0,23.0,44.0,0,,58.0,,4.0,2.0,
2018-19,7827895,2,20,Southampton,Away,368134,169359,Matt Targett,matt-targett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827912,3,20,Southampton,Home,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,1.0,,3.0,33.0,5.0,37.0,,3.0,2.0,,,,,,,,4.0,6.0,,,1.0,,1.0,,,2.0,1.0,,90.0,1.0,,,,,,,,21.0,,7.1,,,,,,4.0,3.0,,5.0,,44.0,5.0,46.0,1,2.0,73.0,4.0,,1.0,1.0
2018-19,7827912,3,20,Southampton,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,4.0,16.0,29.0,45.0,2.0,2.0,1.0,,,,1.0,,,,4.0,5.0,,,,,,,,,,,90.0,,,,,,,,,8.0,,6.4,,,1.0,,1.0,2.0,,,8.0,,21.0,30.0,51.0,1,,62.0,1.0,2.0,1.0,
2018-19,7827912,3,20,Southampton,Home,134361,88900,Jack Stephens,jack-stephens,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827912,3,20,Southampton,Home,336813,167075,Wesley Hoedt,wesley-hoedt,D,False,,,4.0,24.0,22.0,46.0,3.0,3.0,6.0,,,,1.0,,,1.0,6.0,7.0,,1.0,1.0,,,,,2.0,1.0,,90.0,,,,,,,,,9.0,,6.4,,,,,2.0,,,,6.0,,30.0,24.0,54.0,0,2.0,66.0,,2.0,,1.0
2018-19,7827916,4,20,Southampton,Away,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,,,2.0,24.0,16.0,40.0,1.0,,9.0,,,,,,,,2.0,3.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,,14.0,,7.1,,,1.0,,3.0,,,,8.0,,28.0,21.0,49.0,1,,77.0,1.0,3.0,,
2018-19,7827916,4,20,Southampton,Away,24248,80447,Maya Yoshida,maya-yoshida,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827916,4,20,Southampton,Away,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,5.0,14.0,23.0,37.0,5.0,3.0,2.0,,,,,,,,6.0,6.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,,4.0,,7.5,,,,,7.0,,,,6.0,,15.0,26.0,41.0,0,3.0,58.0,,,,2.0
