season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385518,1,20,Southampton,Away,134361,88900,Jack Stephens,jack-stephens,D,True,,,1.0,19.0,4.0,23.0,,1.0,,,,,,,,1.0,2.0,2.0,,,0.0169807,0.0,0.0,1.0,,,,,,1.0,,,45.0,,1.0,,,,,,,5.0,,6.5,,,,,2.0,,,,1.0,,20.0,5.0,25.0,0,1.0,33.0,,,,1.0
2022-23,10385518,1,20,Southampton,Away,286085,171771,Jan Bednarek,jan-bednarek,D,False,,,2.0,15.0,32.0,47.0,3.0,2.0,7.0,,,,,,,,3.0,2.0,,,0.0768464,0.0,0.0,,,,,,,2.0,2.0,,90.0,,,,,,,,,5.0,,6.4,,,,,3.0,,,,4.0,,19.0,33.0,52.0,0,,60.0,,,,
2022-23,10385518,1,20,Southampton,Away,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,False,,,,19.0,3.0,22.0,2.0,2.0,2.0,,,,1.0,,,1.0,4.0,8.0,,,0.0452167,0.0,0.0,,,,,,,1.0,,1.0,89.0,,1.0,,,,,,,12.0,,6.7,,,,,4.0,2.0,3.0,,1.0,,25.0,5.0,27.0,0,2.0,52.0,2.0,2.0,2.0,
2022-23,10385518,1,20,Southampton,Away,826202,213482,Yan Valery,yan-valery,D,False,,,,7.0,8.0,15.0,,1.0,2.0,,,,,,,3.0,3.0,1.0,,,0.00298263,0.0,0.0,,,,,,,,,,45.0,,,,,,,,,12.0,,6.0,,,,,3.0,,1.0,,2.0,,13.0,10.0,22.0,0,,31.0,1.0,,,
2022-23,10385518,1,20,Southampton,Away,827519,244560,Romain Perraud,romain-perraud,D,True,,,,4.0,,4.0,,,,,,1.0,,,,,,2.0,,,0.00248928,0.0794,0.0,,,,,,,,,,18.0,,,,,,,,,3.0,,6.8,,,1.0,,,,2.0,,,,7.0,,5.0,2,1.0,13.0,,1.0,,
2022-23,10385518,1,20,Southampton,Away,946158,450527,Mohammed Salisu,mohammed-salisu,D,False,1.0,,4.0,28.0,13.0,40.0,,1.0,7.0,,,,,,,3.0,5.0,5.0,,,0.0555869,0.0806,0.0,,,,,,,3.0,1.0,,90.0,,,1.0,,,,,,17.0,,6.2,,,1.0,,3.0,4.0,3.0,,9.0,,33.0,17.0,47.0,1,2.0,78.0,,,2.0,1.0
2022-23,10385518,1,20,Southampton,Away,976025,477386,Armel Bella-Kotchap,armel-bella-kotchap,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385737,2,20,Southampton,Home,134361,88900,Jack Stephens,jack-stephens,D,True,,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,0,1.0,2.0,,,,1.0
2022-23,10385737,2,20,Southampton,Home,286085,171771,Jan Bednarek,jan-bednarek,D,False,,,3.0,3.0,22.0,25.0,1.0,,5.0,,,,,,,,1.0,2.0,,,0.00223291,0.0574,0.0,,,,,,,1.0,,,70.0,,3.0,,,,,,,7.0,,7.0,,,1.0,,3.0,,,,8.0,,8.0,24.0,32.0,1,2.0,44.0,,,,1.0
2022-23,10385737,2,20,Southampton,Home,797893,212721,Lyanco,lyanco,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385737,2,20,Southampton,Home,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,False,1.0,,2.0,13.0,3.0,15.0,3.0,1.0,5.0,,,1.0,2.0,,,5.0,12.0,5.0,,,0.0555315,0.4085,0.9565,,,1.0,,,,,1.0,,90.0,1.0,,,,,,,,24.0,,6.6,,,,,3.0,5.0,5.0,,2.0,,20.0,4.0,19.0,2,1.0,59.0,2.0,,3.0,1.0
2022-23,10385737,2,20,Southampton,Home,826202,213482,Yan Valery,yan-valery,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
