season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767935,1,20,Southampton,Away,24248,80447,Maya Yoshida,maya-yoshida,D,False,,,3.0,7.0,29.0,36.0,,5.0,8.0,,1.0,,2.0,,,,2.0,5.0,,,,,,,,3.0,,,90.0,1.0,1.0,,,,,6.7,,,,,8.0,,,,6.0,,10.0,31.0,41.0,1,,58.0,2.0,1.0,
2015-16,6767935,1,20,Southampton,Away,27622,38580,José Fonte,jose-fonte,D,False,,,3.0,9.0,17.0,26.0,,1.0,1.0,,,,,,,,1.0,5.0,,,1.0,,,,,4.0,,,90.0,,,,,,,7.2,,,1.0,,10.0,,,,10.0,,17.0,19.0,36.0,1,4.0,57.0,,,
2015-16,6767935,1,20,Southampton,Away,73685,68815,Steven Caulker,steven-caulker,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767935,1,20,Southampton,Away,73763,56192,Cuco Martina,cuco-martina,D,True,,,3.0,6.0,7.0,13.0,,2.0,1.0,,,,,,,,,3.0,,,,,,,,1.0,,,45.0,,,,,,,6.6,,,,,,,1.0,,5.0,,8.0,10.0,17.0,0,1.0,27.0,,,
2015-16,6767935,1,20,Southampton,Away,368134,169359,Matt Targett,matt-targett,D,False,,,2.0,5.0,13.0,18.0,2.0,,3.0,,,,2.0,,,,5.0,4.0,,,,,,,,3.0,,,90.0,,,,,,,6.4,,,,,3.0,1.0,1.0,,5.0,,10.0,16.0,25.0,0,3.0,42.0,,1.0,
2015-16,6767949,2,20,Southampton,Home,24248,80447,Maya Yoshida,maya-yoshida,D,False,,,6.0,10.0,27.0,37.0,3.0,1.0,5.0,,,,1.0,,,,5.0,2.0,1.0,,1.0,,,,,5.0,,1.0,90.0,,1.0,,,,,6.1,,,,,5.0,,,,13.0,,16.0,29.0,45.0,0,1.0,62.0,2.0,,
2015-16,6767949,2,20,Southampton,Home,27622,38580,José Fonte,jose-fonte,D,False,,,7.0,26.0,30.0,56.0,,1.0,8.0,,,,,,,,1.0,5.0,,,1.0,,,,,2.0,,,90.0,,,,,,,6.9,,,,,4.0,,1.0,,11.0,,34.0,31.0,64.0,0,3.0,77.0,,1.0,
2015-16,6767949,2,20,Southampton,Home,73763,56192,Cuco Martina,cuco-martina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767949,2,20,Southampton,Home,368134,169359,Matt Targett,matt-targett,D,False,1.0,,4.0,16.0,6.0,21.0,2.0,1.0,6.0,,,,1.0,,,1.0,5.0,1.0,,,1.0,,,,,1.0,,,90.0,1.0,1.0,,,,,5.9,,,,,1.0,,5.0,,4.0,,23.0,6.0,24.0,1,,43.0,,,
2015-16,6767956,3,20,Southampton,Away,24248,80447,Maya Yoshida,maya-yoshida,D,False,,,3.0,8.0,25.0,33.0,1.0,1.0,7.0,,,,,,,,1.0,2.0,,,,,,,,3.0,,,90.0,,1.0,,,,,7.1,,,,,1.0,,1.0,,10.0,,16.0,27.0,42.0,0,1.0,54.0,,,
