season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576149,1,20,Southampton,Away,134361,88900,Jack Stephens,jack-stephens,D,False,,,,11.0,19.0,30.0,2.0,2.0,2.0,,,,,,,,3.0,5.0,,,1.0,,,,,,1.0,,90.0,,,,,,,14.0,,6.1,,,,,1.0,,,,9.0,,20.0,24.0,44.0,0,2.0,50.0,,1.0,,1.0
2021-22,9576149,1,20,Southampton,Away,286085,171771,Jan Bednarek,jan-bednarek,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576149,1,20,Southampton,Away,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576149,1,20,Southampton,Away,826202,213482,Yan Valery,yan-valery,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576149,1,20,Southampton,Away,827519,244560,Romain Perraud,romain-perraud,D,False,,,,10.0,2.0,12.0,3.0,1.0,1.0,,,,,,,,6.0,2.0,,,2.0,,,,,,2.0,1.0,83.0,,,,,,,23.0,,6.1,,,,,2.0,1.0,3.0,,2.0,,20.0,4.0,21.0,0,1.0,50.0,4.0,,,1.0
2021-22,9576149,1,20,Southampton,Away,946158,450527,Mohammed Salisu,mohammed-salisu,D,False,,,1.0,19.0,17.0,36.0,3.0,3.0,4.0,,,,,,,,4.0,4.0,,,1.0,,,,,,,,90.0,1.0,1.0,,,,,11.0,,6.5,,,,,6.0,1.0,,,7.0,,27.0,20.0,47.0,1,,60.0,,,1.0,
2021-22,9576149,1,20,Southampton,Away,980634,441191,Tino Livramento,tino-livramento,D,False,1.0,,1.0,17.0,16.0,32.0,1.0,2.0,11.0,,,,2.0,,,1.0,6.0,9.0,,,,,,,,,,,90.0,,1.0,,,,,20.0,,6.6,,,,,4.0,3.0,3.0,,2.0,,25.0,20.0,42.0,0,4.0,77.0,1.0,2.0,1.0,1.0
2021-22,9576076,2,20,Southampton,Home,134361,88900,Jack Stephens,jack-stephens,D,False,,,,10.0,11.0,21.0,2.0,,7.0,,,,3.0,,,,5.0,6.0,,,,,,,,,2.0,,90.0,,1.0,,,,,13.0,,6.9,,,,,5.0,1.0,,,9.0,,19.0,13.0,32.0,0,5.0,52.0,,,1.0,3.0
2021-22,9576076,2,20,Southampton,Home,286085,171771,Jan Bednarek,jan-bednarek,D,True,,,,4.0,8.0,12.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,45.0,,,,,,,3.0,,6.5,,,,,2.0,,,,,,5.0,10.0,15.0,0,1.0,18.0,,,,1.0
2021-22,9576076,2,20,Southampton,Home,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,True,,,1.0,4.0,3.0,7.0,,,,,,,,,,,,3.0,,,,,,,,,2.0,,11.0,,,,,,,,,7.1,,,,,,1.0,,,1.0,,4.0,3.0,7.0,0,1.0,14.0,,1.0,1.0,1.0
