season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436912,3,91,Bournemouth,Away,830659,221466,Marcos Senesi,marcos-senesi,D,False,1.0,,5.0,15.0,23.0,37.0,4.0,1.0,5.0,,,,,,,5.0,6.0,,,0.0486419,,,1.0,0.0,,,,,1.0,,,77.0,,,,,,,16.0,,6.6,,,,,5.0,1.0,1.0,,15.0,,24.0,29.0,52.0,0,3.0,66.0,,1.0,1.0,1.0
2024-25,12436912,3,91,Bournemouth,Away,943645,232980,Max Aarons,max-aarons,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436912,3,91,Bournemouth,Away,978150,436893,Julián Araujo,julian-araujo,D,False,,,1.0,11.0,11.0,22.0,1.0,,3.0,,,,1.0,,,4.0,4.0,,,0.00500106,,,2.0,0.0,,,,,1.0,,,77.0,,,,,,,5.0,,6.5,,,,,,,,,2.0,,12.0,13.0,25.0,0,3.0,34.0,1.0,1.0,,2.0
2024-25,12436912,3,91,Bournemouth,Away,1023567,477580,Ilya Zabarnyi,illia-zabarnyi,D,False,,,4.0,12.0,32.0,44.0,2.0,7.0,4.0,,,1.0,1.0,,1.0,4.0,8.0,,,0.00351999,0.1867,,,0.0,,,,,2.0,,,90.0,,,,,,,13.0,,6.8,,,,,7.0,,,,11.0,,18.0,37.0,55.0,1,1.0,72.0,1.0,,,
2024-25,12436912,3,91,Bournemouth,Away,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,2.0,,,10.0,6.0,14.0,2.0,2.0,3.0,,,1.0,1.0,,,4.0,3.0,,,0.0565411,0.0059,,1.0,0.0,,,,,,1.0,,66.0,,,,,,,12.0,,6.3,,,,,1.0,,4.0,,3.0,,18.0,8.0,22.0,1,1.0,37.0,1.0,,,1.0
2024-25,12436912,3,91,Bournemouth,Away,1156586,463981,James Hill,james-hill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436912,3,91,Bournemouth,Away,1176744,554605,Dean Huijsen,dean-huijsen,D,True,,,1.0,6.0,8.0,14.0,,1.0,3.0,,,,,,,1.0,2.0,,,0.00347396,,,,0.0,,,,,1.0,1.0,,13.0,,,,,,,3.0,,6.7,,,,,,1.0,,,1.0,,7.0,9.0,16.0,0,1.0,20.0,,,,
2024-25,12436931,4,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,,,1.0,3.0,2.0,5.0,,2.0,4.0,,,,2.0,,,2.0,5.0,,,0.00475873,,,,0.0,,,,,1.0,,,75.0,,,,,,,6.0,,6.7,,,,,3.0,1.0,1.0,,3.0,,5.0,5.0,9.0,0,2.0,26.0,1.0,,1.0,1.0
2024-25,12436931,4,91,Bournemouth,Home,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,7.0,9.0,17.0,26.0,1.0,,2.0,,,,2.0,,2.0,7.0,3.0,,,0.01252,,,1.0,0.0,,,,,1.0,,,90.0,,2.0,,,,,16.0,,6.6,,,,,2.0,1.0,,,14.0,,21.0,18.0,39.0,0,3.0,54.0,,,,1.0
2024-25,12436931,4,91,Bournemouth,Home,978150,436893,Julián Araujo,julian-araujo,D,True,,,,2.0,2.0,4.0,,,1.0,,,,,,,,,,,0.00081858,,,,0.0,,,,,1.0,,,15.0,,,,,,,3.0,,6.2,,,,,,,1.0,,1.0,,4.0,2.0,5.0,0,,9.0,1.0,,,
2024-25,12436931,4,91,Bournemouth,Home,1023567,477580,Ilya Zabarnyi,illia-zabarnyi,D,False,,,3.0,6.0,15.0,21.0,,1.0,8.0,,,,1.0,,,1.0,2.0,,,0.00699674,,,,0.0,,,,,,1.0,,90.0,,,,,,,6.0,,6.7,,,,,3.0,,,,7.0,,12.0,15.0,27.0,0,1.0,32.0,,,,1.0
2024-25,12436931,4,91,Bournemouth,Home,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,,,1.0,2.0,14.0,16.0,,,8.0,,,1.0,1.0,,,2.0,2.0,,,0.00492675,0.0678,,1.0,0.0,,,,,2.0,,,90.0,,,,,,,10.0,,6.9,,,1.0,,4.0,,2.0,,3.0,,8.0,14.0,20.0,2,2.0,42.0,1.0,,,2.0
2024-25,12436931,4,91,Bournemouth,Home,1156586,463981,James Hill,james-hill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436931,4,91,Bournemouth,Home,1176744,554605,Dean Huijsen,dean-huijsen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436969,5,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,True,,,,,3.0,3.0,,,1.0,,,,,,,,1.0,,,2.88e-05,,,,0.0,,,,,,,,21.0,,1.0,,,,,1.0,,6.7,,,,,,,,,,,,4.0,4.0,0,,7.0,,1.0,,
2024-25,12436969,5,91,Bournemouth,Away,830659,221466,Marcos Senesi,marcos-senesi,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436969,5,91,Bournemouth,Away,978150,436893,Julián Araujo,julian-araujo,D,False,,,1.0,14.0,9.0,23.0,,,3.0,,,,5.0,,1.0,6.0,1.0,,,0.00521608,,,,0.0,,,,,1.0,,,69.0,,,,,,,10.0,,5.9,,,,,4.0,,1.0,,3.0,,18.0,12.0,29.0,0,1.0,46.0,1.0,,,
2024-25,12436969,5,91,Bournemouth,Away,1023567,477580,Ilya Zabarnyi,illia-zabarnyi,D,False,,,5.0,17.0,39.0,56.0,,1.0,2.0,,,,2.0,,,2.0,4.0,,,0.00521136,,,,0.0,,,,,2.0,,,90.0,,2.0,,,,,5.0,,7.0,,,,,5.0,,,,8.0,,20.0,40.0,60.0,0,3.0,76.0,1.0,,,3.0
2024-25,12436969,5,91,Bournemouth,Away,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,1.0,,2.0,17.0,13.0,29.0,,,6.0,,,,2.0,1.0,,4.0,8.0,,,0.0875126,0.0069,,2.0,0.0,,,,,1.0,2.0,,90.0,,1.0,,,,,13.0,,7.4,,,1.0,,,1.0,3.0,,5.0,,27.0,13.0,37.0,1,3.0,61.0,1.0,4.0,1.0,
2024-25,12436969,5,91,Bournemouth,Away,1156586,463981,James Hill,james-hill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436969,5,91,Bournemouth,Away,1176744,554605,Dean Huijsen,dean-huijsen,D,False,,,3.0,8.0,35.0,43.0,,1.0,4.0,,,,,,,2.0,2.0,,,0.00444344,0.0366,,2.0,0.0,,,,,,2.0,,90.0,,,,,,,5.0,,6.4,,,1.0,,1.0,,,,5.0,,9.0,39.0,48.0,1,1.0,52.0,,,,1.0
2024-25,12436982,6,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,,,2.0,14.0,16.0,30.0,2.0,2.0,4.0,,,,1.0,,,4.0,3.0,,,0.0123954,,,,0.0,,,,,1.0,,,90.0,,,,,,,12.0,,6.5,,,,,2.0,2.0,2.0,,4.0,,20.0,17.0,35.0,0,,55.0,1.0,,1.0,
2024-25,12436982,6,91,Bournemouth,Home,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,1.0,19.0,28.0,47.0,1.0,1.0,9.0,,,,3.0,,1.0,8.0,9.0,,,0.164022,,,2.0,0.0,,,,,3.0,,,90.0,,1.0,,,,,16.0,,7.0,,,,,5.0,3.0,1.0,,10.0,,31.0,30.0,60.0,0,5.0,81.0,,1.0,2.0,2.0
2024-25,12436982,6,91,Bournemouth,Home,943645,232980,Max Aarons,max-aarons,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436982,6,91,Bournemouth,Home,978150,436893,Julián Araujo,julian-araujo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436982,6,91,Bournemouth,Home,1023567,477580,Ilya Zabarnyi,illia-zabarnyi,D,False,,,3.0,10.0,43.0,53.0,1.0,1.0,5.0,,,,,,,3.0,4.0,,,0.00500461,,,2.0,0.0,,,,,,,,90.0,,,,,,,8.0,,6.6,,,,,2.0,,,,9.0,,17.0,44.0,61.0,0,3.0,67.0,,,,1.0
2024-25,12436982,6,91,Bournemouth,Home,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,,,1.0,16.0,13.0,29.0,1.0,1.0,4.0,,,,,,2.0,4.0,4.0,,,0.00624447,0.0166,,1.0,0.0,,,,,1.0,,,90.0,,1.0,,,,,18.0,,7.1,,,1.0,,2.0,1.0,3.0,,5.0,,27.0,14.0,38.0,1,,57.0,2.0,2.0,1.0,
2024-25,12436982,6,91,Bournemouth,Home,1176744,554605,Dean Huijsen,dean-huijsen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437020,7,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,,8.0,14.0,22.0,,2.0,,,,,,,,1.0,4.0,,,0.00387166,,,1.0,0.0,,,,,,,,63.0,,,,,,,6.0,,6.5,,,,,2.0,,2.0,,2.0,,13.0,14.0,25.0,0,1.0,38.0,,1.0,,
2024-25,12437020,7,91,Bournemouth,Away,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,3.0,30.0,23.0,53.0,4.0,2.0,7.0,,1.0,,2.0,,1.0,11.0,7.0,,,0.020196,0.1167,,4.0,0.0,,,,,1.0,1.0,,90.0,,,,,,,8.0,,6.9,,,1.0,,6.0,,,,7.0,,37.0,23.0,60.0,1,3.0,79.0,,2.0,,1.0
2024-25,12437020,7,91,Bournemouth,Away,978150,436893,Julián Araujo,julian-araujo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437020,7,91,Bournemouth,Away,1023567,477580,Ilya Zabarnyi,illia-zabarnyi,D,False,,,3.0,20.0,38.0,58.0,4.0,2.0,10.0,,1.0,,,,,5.0,3.0,,,0.00680154,0.1134,,1.0,0.0,,,,1.0,1.0,,,90.0,,,,,,,6.0,,6.9,,,1.0,,3.0,,,,6.0,,23.0,40.0,63.0,1,1.0,73.0,1.0,,,1.0
2024-25,12437020,7,91,Bournemouth,Away,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,1.0,,1.0,16.0,4.0,19.0,2.0,2.0,4.0,,,,,,,2.0,4.0,,,0.0344203,,,,0.0,,,,,1.0,,,63.0,,,,,,,8.0,,6.8,,,,,2.0,,4.0,,1.0,,20.0,5.0,21.0,0,,39.0,1.0,2.0,,
2024-25,12437020,7,91,Bournemouth,Away,1156586,463981,James Hill,james-hill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437020,7,91,Bournemouth,Away,1176744,554605,Dean Huijsen,dean-huijsen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437026,8,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,True,,,,7.0,2.0,9.0,,,,,,,,,,,1.0,,,0.00423164,,,,0.0,,,,,,,,45.0,,,,,,,4.0,,6.7,,,,,,,,,,,9.0,3.0,12.0,0,1.0,18.0,,,,1.0
2024-25,12437026,8,91,Bournemouth,Home,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,,22.0,25.0,47.0,2.0,5.0,5.0,,,,,,,2.0,11.0,,,0.0346514,,,,0.0,,,,,1.0,,,90.0,,,,,,,16.0,,7.6,,,,,5.0,,1.0,,5.0,,32.0,30.0,61.0,0,4.0,79.0,1.0,2.0,,4.0
2024-25,12437026,8,91,Bournemouth,Home,978150,436893,Julián Araujo,julian-araujo,D,False,,,,7.0,12.0,19.0,,1.0,3.0,,,,,,,,2.0,,,0.00642842,,,,0.0,,,,,,,,45.0,,,,,,,6.0,,6.9,,,,,3.0,,1.0,,,,10.0,14.0,23.0,0,1.0,34.0,,,,1.0
2024-25,12437026,8,91,Bournemouth,Home,1023567,477580,Ilya Zabarnyi,illia-zabarnyi,D,False,,,,20.0,25.0,45.0,,1.0,3.0,,,,,,,,1.0,,,0.0182942,,,,0.0,,,,,1.0,,,90.0,,,,,,,12.0,,6.7,,,,,1.0,,,,7.0,,27.0,30.0,57.0,0,,60.0,,,,
2024-25,12437026,8,91,Bournemouth,Home,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,,,2.0,31.0,15.0,46.0,1.0,,6.0,,,1.0,1.0,,,3.0,5.0,,,0.0331385,0.0517,,1.0,0.0,,,,,,1.0,,90.0,,,,,,,8.0,,7.4,,,,,3.0,2.0,2.0,,5.0,,35.0,18.0,51.0,1,2.0,72.0,1.0,1.0,2.0,
2024-25,12437026,8,91,Bournemouth,Home,1176744,554605,Dean Huijsen,dean-huijsen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437041,9,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,True,,,,9.0,6.0,15.0,,1.0,1.0,,,,1.0,,1.0,4.0,2.0,,,0.00522687,,,1.0,0.0,,,,,1.0,1.0,,60.0,,,,,,,7.0,,6.3,,,,,1.0,1.0,,,1.0,,12.0,7.0,19.0,0,,29.0,1.0,1.0,,
2024-25,12437041,9,91,Bournemouth,Away,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,9.0,18.0,33.0,51.0,3.0,6.0,7.0,,,,1.0,,,6.0,10.0,,,0.050005,,,2.0,0.0,,,,,1.0,1.0,,90.0,,,,,,,16.0,,7.2,,,,,2.0,1.0,,,13.0,,29.0,35.0,64.0,0,3.0,77.0,,1.0,1.0,2.0
2024-25,12437041,9,91,Bournemouth,Away,943645,232980,Max Aarons,max-aarons,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437041,9,91,Bournemouth,Away,978150,436893,Julián Araujo,julian-araujo,D,False,,,1.0,4.0,4.0,8.0,,,2.0,,,,,,1.0,2.0,1.0,,,0.00174663,,,1.0,0.0,,,,,1.0,,,30.0,,,,,,,2.0,,6.4,,,,,,,,,1.0,,4.0,4.0,8.0,0,1.0,13.0,1.0,,,
2024-25,12437041,9,91,Bournemouth,Away,1023567,477580,Ilya Zabarnyi,illia-zabarnyi,D,False,,,,8.0,22.0,30.0,,1.0,5.0,,,,,,,,3.0,,,0.0313732,,,,0.0,,,,,2.0,,,90.0,,2.0,,,,,5.0,,7.0,,,,,3.0,,,,4.0,,12.0,23.0,35.0,0,2.0,46.0,,,,
2024-25,12437041,9,91,Bournemouth,Away,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,2.0,,,13.0,8.0,19.0,,,3.0,,,1.0,,,1.0,2.0,2.0,,,0.0895516,0.0188,,1.0,0.0,,,,,3.0,2.0,,81.0,,,,,,,3.0,,7.0,,,,,1.0,,2.0,,1.0,,14.0,9.0,21.0,1,1.0,33.0,,1.0,,1.0
2024-25,12437041,9,91,Bournemouth,Away,1156586,463981,James Hill,james-hill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437041,9,91,Bournemouth,Away,1176744,554605,Dean Huijsen,dean-huijsen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437051,10,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,1.0,,1.0,10.0,12.0,21.0,2.0,,2.0,,1.0,,,,1.0,5.0,4.0,,,0.00925039,0.5978,,1.0,0.0,,,,,2.0,1.0,,90.0,,,,,,,7.0,,7.0,,,1.0,,5.0,2.0,2.0,,2.0,,13.0,12.0,23.0,1,3.0,47.0,2.0,,1.0,3.0
2024-25,12437051,10,91,Bournemouth,Home,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,12.0,25.0,23.0,48.0,,4.0,7.0,,,,,,,1.0,8.0,,,0.0493929,,,1.0,0.0,,,,,,,,90.0,,,,,,,10.0,,7.6,,,,,5.0,1.0,,,16.0,,32.0,25.0,57.0,0,3.0,68.0,1.0,,1.0,2.0
2024-25,12437051,10,91,Bournemouth,Home,943645,232980,Max Aarons,max-aarons,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437051,10,91,Bournemouth,Home,978150,436893,Julián Araujo,julian-araujo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437051,10,91,Bournemouth,Home,1023567,477580,Ilya Zabarnyi,illia-zabarnyi,D,False,,,6.0,6.0,22.0,28.0,2.0,1.0,,,,,1.0,,,3.0,1.0,,,0.00212817,,,,0.0,,,,,1.0,,,90.0,,,,,,,3.0,,6.8,,,,,9.0,,,,8.0,,8.0,23.0,31.0,0,,43.0,,,,
2024-25,12437051,10,91,Bournemouth,Home,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,1.0,,3.0,18.0,12.0,29.0,2.0,,2.0,2.0,,,,,,4.0,2.0,,,0.415021,,,1.0,2.0,,,,,1.0,2.0,,90.0,,1.0,,,,,6.0,,8.2,,,,,3.0,3.0,3.0,,3.0,,21.0,12.0,30.0,0,,52.0,,,2.0,
2024-25,12437051,10,91,Bournemouth,Home,1156586,463981,James Hill,james-hill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437051,10,91,Bournemouth,Home,1176744,554605,Dean Huijsen,dean-huijsen,D,True,,,1.0,1.0,,1.0,,,,,,,,,,,,,,0.00012561,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,0,,3.0,,,,
2024-25,12436876,11,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,2.0,12.0,7.0,19.0,2.0,,1.0,,,,,,2.0,5.0,,,,0.00805961,,,1.0,0.0,,,,,,,,84.0,,,,,,,14.0,,5.9,,,,,4.0,,1.0,,5.0,,18.0,11.0,28.0,0,,46.0,1.0,,,
2024-25,12436876,11,91,Bournemouth,Away,830659,221466,Marcos Senesi,marcos-senesi,D,False,1.0,,4.0,21.0,7.0,27.0,1.0,1.0,3.0,,1.0,,,,,3.0,3.0,,,0.0211336,0.6887,,2.0,0.0,,,,,1.0,,,67.0,,,,,,,15.0,,6.2,,,1.0,,2.0,,2.0,,11.0,,33.0,8.0,39.0,1,2.0,51.0,1.0,,,2.0
2024-25,12436876,11,91,Bournemouth,Away,943645,232980,Max Aarons,max-aarons,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436876,11,91,Bournemouth,Away,978150,436893,Julián Araujo,julian-araujo,D,True,,,,,2.0,2.0,2.0,,2.0,,,,,,,2.0,,,,4.1e-06,,,,0.0,,,,,,,,14.0,,,,,,,,,6.5,,,,,1.0,,,,,,,2.0,2.0,0,,3.0,,,,
2024-25,12436876,11,91,Bournemouth,Away,1023567,477580,Ilya Zabarnyi,illia-zabarnyi,D,False,,,1.0,20.0,14.0,34.0,2.0,4.0,7.0,,,,,,,3.0,5.0,,,0.0114356,,,1.0,0.0,,,,,,,,90.0,,1.0,,,,,11.0,,6.6,,,,,7.0,,,,8.0,,27.0,17.0,44.0,0,1.0,55.0,1.0,,,1.0
2024-25,12436876,11,91,Bournemouth,Away,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,1.0,,,20.0,9.0,28.0,5.0,1.0,5.0,,,,,,,5.0,3.0,,,0.0959023,,,,0.0,,,,,1.0,1.0,,90.0,,,,,,,13.0,,6.5,,,,,4.0,,1.0,,6.0,,23.0,13.0,35.0,0,2.0,57.0,3.0,,,2.0
2024-25,12436876,11,91,Bournemouth,Away,1156586,463981,James Hill,james-hill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436876,11,91,Bournemouth,Away,1176744,554605,Dean Huijsen,dean-huijsen,D,True,,,1.0,6.0,7.0,13.0,2.0,2.0,1.0,,,1.0,,,,2.0,2.0,,,0.00510612,0.2235,,,0.0,,,,1.0,,1.0,,23.0,,1.0,,,,,6.0,,7.1,,,,,2.0,,,,5.0,,12.0,7.0,19.0,1,,26.0,,,,
