season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767957,3,91,Bournemouth,Away,14185,28378,Tommy Elphick,tommy-elphick,D,False,,,3.0,5.0,17.0,22.0,,8.0,3.0,,,,,,,,,9.0,,,,,,,,,,90.0,,,,,,,,6.6,,,,,8.0,,,,7.0,1.0,12.0,19.0,31.0,0,,40.0,,1.0,
2015-16,6767957,3,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,4.0,23.0,21.0,44.0,3.0,2.0,9.0,1.0,,,,,,,5.0,10.0,,,1.0,1.0,,,,2.0,3.0,90.0,,,,,,,,7.6,,,,,4.0,1.0,2.0,,12.0,,37.0,24.0,59.0,0,7.0,96.0,1.0,1.0,
2015-16,6767957,3,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,True,,,,4.0,,4.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,1.0,,6.0,,6.0,1,,8.0,,,
2015-16,6767957,3,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,2.0,31.0,9.0,40.0,1.0,,3.0,,,,2.0,,,,4.0,4.0,,,1.0,,,,,,1.0,90.0,,,,,,,,6.1,,,1.0,,2.0,2.0,2.0,,7.0,,40.0,13.0,51.0,1,,77.0,,2.0,2.0
2015-16,6767957,3,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,7.0,7.0,18.0,25.0,2.0,8.0,3.0,,,,1.0,,,,3.0,11.0,,,,,,,,4.0,,90.0,,2.0,,,,,,7.3,,,,,17.0,1.0,,,12.0,,16.0,22.0,38.0,0,2.0,64.0,,,1.0
2015-16,6767957,3,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,True,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767957,3,91,Bournemouth,Away,303638,149484,Tyrone Mings,tyrone-mings,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768031,4,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768031,4,91,Bournemouth,Home,14185,28378,Tommy Elphick,tommy-elphick,D,False,,,3.0,13.0,23.0,36.0,2.0,7.0,,,,,1.0,,,,4.0,9.0,,,1.0,,,,,3.0,,90.0,,,,,,,,7.1,,,,,7.0,,,,3.0,,15.0,27.0,42.0,0,2.0,54.0,,,
2015-16,6768031,4,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,1.0,24.0,8.0,32.0,1.0,3.0,3.0,,,1.0,3.0,,,1.0,7.0,7.0,,,,,,,,2.0,,90.0,,,,,,,,6.3,,,,,3.0,2.0,3.0,,6.0,,39.0,13.0,49.0,1,4.0,82.0,,,
2015-16,6768031,4,91,Bournemouth,Home,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768031,4,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,1.0,12.0,10.0,21.0,,3.0,1.0,,,,,,,,,3.0,,,,,,,,1.0,,45.0,,,,,,,,6.7,,,,,,,4.0,,3.0,,17.0,12.0,25.0,0,,39.0,1.0,,
2015-16,6768031,4,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,3.0,12.0,19.0,31.0,1.0,5.0,4.0,,,,1.0,,,,3.0,8.0,,,1.0,,,,,1.0,,90.0,,,1.0,,,,,6.5,,,,,13.0,,,,10.0,,19.0,24.0,43.0,0,2.0,61.0,,1.0,
2015-16,6768031,4,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,True,,,1.0,7.0,9.0,16.0,1.0,1.0,1.0,,,,,,,,2.0,5.0,,,1.0,,,,,3.0,,33.0,,,,,,,,6.8,,,,,,,,,1.0,,7.0,11.0,18.0,0,2.0,37.0,1.0,2.0,
2015-16,6768031,4,91,Bournemouth,Home,303638,149484,Tyrone Mings,tyrone-mings,D,True,,,,2.0,1.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,,12.0,,,,,,,,6.5,,,,,,,,,,,2.0,1.0,3.0,0,,6.0,,,
2015-16,6768046,5,91,Bournemouth,Away,1079,6219,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768046,5,91,Bournemouth,Away,14185,28378,Tommy Elphick,tommy-elphick,D,False,,,2.0,13.0,19.0,32.0,1.0,4.0,7.0,,,,1.0,,,,4.0,5.0,,,2.0,,,,,6.0,,90.0,,,,,,,,6.5,,,,,2.0,,,,3.0,,16.0,21.0,37.0,0,1.0,46.0,,,
2015-16,6768046,5,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,2.0,,2.0,42.0,27.0,67.0,4.0,1.0,8.0,,,,,,,2.0,10.0,4.0,,,3.0,1.0,,,,1.0,3.0,90.0,,,,,,,,6.4,,,,,3.0,1.0,5.0,,8.0,,49.0,35.0,79.0,0,3.0,111.0,,,
2015-16,6768046,5,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,True,,,,3.0,2.0,5.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,18.0,,,,,,,,6.4,,,,,1.0,,,,1.0,,5.0,3.0,8.0,0,,12.0,1.0,,
2015-16,6768046,5,91,Bournemouth,Away,42690,56981,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768046,5,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,9.0,21.0,25.0,46.0,1.0,1.0,6.0,,,,1.0,,,,2.0,2.0,,,,,1.0,,,4.0,1.0,90.0,1.0,,,,,,,7.4,,,,,3.0,,,,12.0,,24.0,30.0,54.0,1,1.0,63.0,,,
2015-16,6768046,5,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,1.0,,,18.0,22.0,39.0,,2.0,3.0,,,,2.0,,,,4.0,6.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,,6.0,,,,,1.0,3.0,2.0,,4.0,,25.0,24.0,47.0,0,1.0,74.0,2.0,1.0,2.0
2015-16,6768067,6,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,False,,,2.0,15.0,31.0,46.0,1.0,7.0,6.0,,,1.0,,,,,1.0,9.0,,,,,,,,1.0,,90.0,,1.0,,,,,,7.6,,,,,7.0,2.0,,,5.0,,22.0,37.0,59.0,1,,72.0,,,2.0
2015-16,6768067,6,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,2.0,,3.0,19.0,22.0,39.0,4.0,,5.0,,,,1.0,,,1.0,9.0,9.0,,,1.0,,,,,4.0,2.0,90.0,,,,,,,,7.5,,,,,,4.0,4.0,,6.0,,30.0,25.0,51.0,0,6.0,76.0,,1.0,2.0
2015-16,6768067,6,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,1.0,22.0,8.0,30.0,2.0,4.0,3.0,,,,1.0,,,,5.0,9.0,,,2.0,1.0,,,,3.0,3.0,90.0,,1.0,,,,,,7.6,,,,,2.0,2.0,,,5.0,,33.0,12.0,45.0,0,2.0,61.0,1.0,1.0,2.0
2015-16,6768067,6,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,2.0,,2.0,30.0,10.0,38.0,,1.0,5.0,,,,1.0,,,,3.0,10.0,,,2.0,,,,,1.0,4.0,90.0,,,,,,,,7.9,,,,,1.0,1.0,8.0,,5.0,,42.0,11.0,45.0,0,6.0,77.0,1.0,2.0,1.0
2015-16,6768067,6,91,Bournemouth,Home,42690,56981,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768067,6,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,6.0,7.0,27.0,34.0,2.0,2.0,4.0,,,,,,,,3.0,2.0,,,1.0,,,,,1.0,,90.0,,,,,,,,6.9,,,,,2.0,,,,10.0,,14.0,31.0,45.0,0,,48.0,,,
2015-16,6768067,6,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,True,,,1.0,3.0,,3.0,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,3.0,,3.0,1,,6.0,,,
2015-16,6768072,7,91,Bournemouth,Away,1079,6219,Sylvain Distin,sylvain-distin,D,False,,,1.0,20.0,23.0,43.0,2.0,4.0,3.0,,,,1.0,,,,3.0,6.0,,,,,,,,3.0,1.0,90.0,,,,,,,,6.8,,,1.0,,7.0,2.0,,,4.0,,28.0,24.0,52.0,1,,67.0,,,2.0
2015-16,6768072,7,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,1.0,,1.0,18.0,23.0,40.0,,3.0,9.0,,,,2.0,,,2.0,5.0,6.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,,6.4,,,,,2.0,,4.0,,5.0,1.0,28.0,25.0,49.0,0,3.0,76.0,,,
2015-16,6768072,7,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,,20.0,20.0,40.0,2.0,,9.0,,,,3.0,,,3.0,11.0,5.0,,,2.0,,1.0,,,3.0,,90.0,2.0,,,,,,,7.0,,,,,,2.0,,,1.0,,21.0,22.0,43.0,2,3.0,60.0,,1.0,1.0
2015-16,6768072,7,91,Bournemouth,Away,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768072,7,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,3.0,16.0,22.0,38.0,2.0,,9.0,,,,,,,,2.0,3.0,,,,,,,,,,90.0,,,,,,,,6.6,,,,,1.0,,4.0,,6.0,,26.0,25.0,47.0,0,3.0,75.0,,,
2015-16,6768072,7,91,Bournemouth,Away,42690,56981,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768072,7,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,2.0,16.0,30.0,46.0,3.0,4.0,2.0,,,,,,,,4.0,5.0,,,1.0,,,,,2.0,1.0,90.0,,1.0,,,,,,6.8,,,,,7.0,,,,6.0,,23.0,35.0,58.0,0,,71.0,,1.0,
2015-16,6768072,7,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,True,,,,1.0,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,6.7,,,,,,1.0,,,,,2.0,,2.0,0,,5.0,1.0,1.0,1.0
2015-16,6768072,7,91,Bournemouth,Away,369020,167789,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768075,8,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,False,,,2.0,10.0,29.0,39.0,1.0,3.0,8.0,,,,2.0,,,1.0,5.0,5.0,,,1.0,,,,,2.0,,90.0,,1.0,,,,,,6.7,,,,,8.0,,,,5.0,,13.0,31.0,44.0,0,2.0,59.0,,,
2015-16,6768075,8,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,3.0,,2.0,25.0,23.0,45.0,2.0,4.0,5.0,,,,,,,1.0,4.0,6.0,,,1.0,,,,,3.0,2.0,90.0,,,,,,,,6.9,,,,,3.0,2.0,7.0,,8.0,,39.0,29.0,61.0,0,,96.0,,,2.0
2015-16,6768075,8,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,1.0,25.0,13.0,38.0,2.0,2.0,3.0,,,,,,,1.0,4.0,8.0,,,1.0,,,,,1.0,1.0,90.0,,1.0,,,,,,7.0,,,1.0,,,2.0,,,3.0,,32.0,14.0,46.0,1,1.0,63.0,4.0,3.0,2.0
2015-16,6768075,8,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,6.0,28.0,23.0,50.0,1.0,1.0,4.0,,,,1.0,,,,2.0,5.0,,,,,,,,,2.0,90.0,,1.0,,,,,,7.1,,,,,3.0,3.0,2.0,,12.0,,39.0,26.0,63.0,0,1.0,92.0,2.0,,3.0
2015-16,6768075,8,91,Bournemouth,Home,42690,56981,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768075,8,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,8.0,13.0,35.0,48.0,2.0,7.0,10.0,,,,1.0,,,1.0,4.0,9.0,,,,,,,,2.0,,90.0,1.0,1.0,,,,,,7.0,,,,,3.0,,,,15.0,,21.0,40.0,61.0,1,2.0,73.0,,,
2015-16,6768075,8,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,True,,,,4.0,4.0,8.0,1.0,1.0,2.0,,,,,,,,3.0,4.0,,,,,,,,1.0,,33.0,,,,,,1.0,,6.9,,,,,,3.0,,,,,5.0,6.0,11.0,0,1.0,23.0,1.0,1.0,1.0
2015-16,6768075,8,91,Bournemouth,Home,369020,167789,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768088,9,91,Bournemouth,Away,1079,6219,Sylvain Distin,sylvain-distin,D,False,,,1.0,7.0,23.0,30.0,2.0,,4.0,,,,1.0,,,,3.0,4.0,,,,,,,,3.0,,90.0,,,,,,,,6.3,,,,,5.0,,,,4.0,,11.0,26.0,37.0,0,4.0,50.0,,,
2015-16,6768088,9,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,1.0,,1.0,21.0,24.0,44.0,,2.0,4.0,,,,2.0,,,,4.0,6.0,,,1.0,,,,,3.0,,90.0,,,,,,,,5.9,,,,,2.0,3.0,3.0,,1.0,,32.0,26.0,55.0,0,1.0,80.0,1.0,1.0,2.0
2015-16,6768088,9,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,1.0,16.0,15.0,31.0,4.0,1.0,3.0,,,,2.0,,,3.0,11.0,6.0,,,1.0,,,,,,,90.0,,,,,,,,6.0,,,2.0,,,3.0,,,1.0,,17.0,15.0,32.0,2,1.0,45.0,1.0,2.0,2.0
2015-16,6768088,9,91,Bournemouth,Away,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,1.0,6.0,8.0,14.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,25.0,,,,,,,,6.5,,,,,,,,,1.0,,8.0,8.0,16.0,0,,17.0,,,
2015-16,6768088,9,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,2.0,,1.0,22.0,23.0,43.0,,,5.0,,,,2.0,,,,2.0,7.0,,,,,,,,3.0,2.0,90.0,,,,,,,,6.5,,,,,1.0,4.0,6.0,,3.0,,33.0,23.0,50.0,0,2.0,85.0,1.0,1.0,4.0
2015-16,6768088,9,91,Bournemouth,Away,42690,56981,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768088,9,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,2.0,8.0,17.0,25.0,3.0,3.0,2.0,,,,1.0,,,,4.0,3.0,,,1.0,,,,,2.0,,90.0,,,,,,,,5.7,,,,,4.0,,,,8.0,,15.0,22.0,37.0,0,,44.0,,,
2015-16,6768088,9,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,,13.0,6.0,19.0,3.0,,5.0,,,1.0,1.0,,,,4.0,6.0,,,,,,,,,,78.0,,,,,,,,6.8,,,,,,1.0,,,,,18.0,6.0,24.0,1,2.0,35.0,1.0,3.0,1.0
2015-16,6768088,9,91,Bournemouth,Away,369020,167789,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768087,10,91,Bournemouth,Home,1079,6219,Sylvain Distin,sylvain-distin,D,False,,,2.0,7.0,21.0,28.0,1.0,3.0,3.0,,,,,,,,1.0,7.0,,,,,,,,2.0,,90.0,,,,,,,,6.4,,,,,4.0,1.0,,,3.0,,9.0,24.0,33.0,0,2.0,46.0,,1.0,1.0
2015-16,6768087,10,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,1.0,,5.0,24.0,16.0,39.0,4.0,,13.0,,,1.0,1.0,,,1.0,9.0,7.0,,,1.0,,,,,4.0,2.0,90.0,,2.0,,,,,,6.6,,,1.0,,2.0,4.0,4.0,,8.0,,35.0,22.0,53.0,2,5.0,97.0,1.0,,2.0
2015-16,6768087,10,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,False,,,,17.0,15.0,32.0,,1.0,2.0,,,,1.0,,,2.0,4.0,7.0,,,1.0,,,,,5.0,,90.0,,,,,,,,6.6,,,,,,,,,4.0,,22.0,19.0,41.0,0,4.0,58.0,2.0,2.0,
2015-16,6768087,10,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,4.0,,2.0,24.0,10.0,30.0,1.0,,3.0,,,,2.0,,,2.0,5.0,6.0,,,,1.0,,,,,3.0,90.0,,,,,,,,6.3,,,,,1.0,2.0,6.0,,8.0,,36.0,14.0,44.0,0,3.0,69.0,,1.0,2.0
2015-16,6768087,10,91,Bournemouth,Home,42690,56981,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768087,10,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,4.0,10.0,21.0,31.0,1.0,1.0,5.0,,,,,,,,2.0,2.0,,,1.0,,,,,3.0,1.0,90.0,,,,,,,,6.5,,,,,9.0,,,,6.0,,13.0,21.0,34.0,0,1.0,49.0,,,
2015-16,6768087,10,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,True,,,,1.0,2.0,3.0,1.0,,2.0,,,,,,,2.0,3.0,,,,,,,,,,,15.0,,,,,,,,6.2,,,,,,,,,,1.0,2.0,2.0,4.0,0,,9.0,,,
2015-16,6768115,11,91,Bournemouth,Away,1079,6219,Sylvain Distin,sylvain-distin,D,False,,,,12.0,30.0,42.0,5.0,4.0,7.0,,,,,,,,5.0,10.0,,,,,,,,1.0,,90.0,,1.0,,,,,,7.1,,,,,4.0,1.0,,,3.0,,19.0,35.0,54.0,0,5.0,70.0,,,1.0
2015-16,6768115,11,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,1.0,,5.0,30.0,32.0,61.0,3.0,2.0,6.0,,,,,,,,4.0,7.0,,,1.0,,,,,,2.0,90.0,,2.0,,,,,,7.1,,,,,4.0,2.0,2.0,,9.0,,37.0,35.0,70.0,0,3.0,84.0,,,2.0
2015-16,6768115,11,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,2.0,32.0,18.0,50.0,2.0,3.0,5.0,,,,1.0,,,,4.0,6.0,,,1.0,,,,,2.0,2.0,90.0,,1.0,,,,,,7.4,,,4.0,,,1.0,,,2.0,,36.0,19.0,55.0,4,1.0,72.0,5.0,1.0,1.0
2015-16,6768115,11,91,Bournemouth,Away,20545,20669,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768115,11,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,,24.0,21.0,44.0,3.0,1.0,6.0,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,1.0,90.0,,,,,,,,6.7,,,,,3.0,,4.0,,4.0,,35.0,24.0,55.0,1,3.0,86.0,,,
2015-16,6768115,11,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,2.0,24.0,15.0,39.0,2.0,1.0,4.0,,,,1.0,,,,4.0,4.0,,,1.0,,,,,1.0,1.0,90.0,,1.0,,,,,,6.4,,,1.0,,1.0,1.0,4.0,,3.0,,29.0,17.0,42.0,1,1.0,72.0,3.0,1.0,1.0
2015-16,6768115,11,91,Bournemouth,Away,369020,167789,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
