season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436879,1,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436879,1,31,Crystal_Palace,Away,193554,108413,Will Hughes,will-hughes,M,False,,,,29.0,14.0,43.0,,,4.0,,,,,,,2.0,5.0,,,0.0466414,,,2.0,0.0,,,,,1.0,1.0,,84.0,,,,,,,,,7.0,,7.0,,,,,,,1.0,,,,33.0,16.0,48.0,0,5.0,58.0,1.0,,,2.0
2024-25,12436879,1,31,Crystal_Palace,Away,355796,152551,Jefferson Lerma,jefferson-lerma,M,True,,,1.0,13.0,7.0,20.0,,1.0,2.0,1.0,,,,,,,1.0,,,0.316175,,,,0.0,,,,,,1.0,,16.0,,,,,,,,,2.0,,7.1,,,,,,,,,2.0,,15.0,7.0,22.0,0,,24.0,,,,
2024-25,12436879,1,31,Crystal_Palace,Away,794338,209400,Daichi Kamada,daichi-kamada,M,False,,,1.0,19.0,4.0,23.0,1.0,,1.0,,,,,,,7.0,2.0,,,0.0575117,,,4.0,0.0,,,,,1.0,2.0,,70.0,,,,,,,,,9.0,,6.8,,,,,2.0,3.0,,,1.0,1.0,23.0,5.0,28.0,0,1.0,37.0,2.0,,1.0,1.0
2024-25,12436879,1,31,Crystal_Palace,Away,864921,232413,Eberechi Eze,eberechi-eze,M,False,,,,22.0,9.0,31.0,2.0,1.0,3.0,,,3.0,,,1.0,7.0,5.0,,,0.0510144,0.4106,0.4703,,0.0,,,,,,,,90.0,3.0,,,,,,,,19.0,,7.2,,,1.0,,,6.0,,,1.0,,31.0,10.0,41.0,7,1.0,63.0,2.0,1.0,2.0,1.0
2024-25,12436879,1,31,Crystal_Palace,Away,870360,247348,Daniel Muñoz,daniel-munoz,M,False,,,,18.0,15.0,33.0,3.0,3.0,3.0,,,,1.0,,,9.0,7.0,,,0.0201563,,,2.0,0.0,,,,,1.0,1.0,,90.0,,,,,,,,,17.0,,6.9,,,,,1.0,3.0,2.0,,3.0,,26.0,19.0,43.0,0,4.0,68.0,1.0,,,3.0
2024-25,12436879,1,31,Crystal_Palace,Away,906047,438464,Cheick Doucouré,cheick-doucoure,M,True,,,,8.0,,8.0,,,,,,,,,,,1.0,,,0.00279886,,,,0.0,,,,,,,,11.0,,,,,,,,,2.0,,6.6,,,,,,,,,,,9.0,1.0,10.0,0,,13.0,,1.0,,
2024-25,12436879,1,31,Crystal_Palace,Away,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,1.0,,1.0,22.0,10.0,31.0,,,10.0,,,,,,1.0,3.0,1.0,,1.0,0.0316883,0.1175,,,0.0,,,,,,2.0,,90.0,,,,,,,,,14.0,,6.4,,,1.0,,6.0,2.0,5.0,,4.0,,31.0,11.0,37.0,1,1.0,70.0,1.0,,,
2024-25,12436879,1,31,Crystal_Palace,Away,1109771,496221,Adam Wharton,adam-wharton,M,False,,,,14.0,10.0,24.0,2.0,,6.0,,,1.0,1.0,,,4.0,6.0,,,0.0243361,0.0908,0.0809,,0.0,,,,,,,,74.0,2.0,,,,,,,,12.0,,7.2,,,,,1.0,1.0,4.0,,1.0,,25.0,10.0,31.0,3,3.0,48.0,,3.0,,2.0
2024-25,12436892,2,31,Crystal_Palace,Home,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,True,,,,3.0,1.0,4.0,1.0,,,,,,,,,1.0,,,,0.00428359,,,,0.0,,,,,,,,9.0,,,,,,,,,3.0,,6.5,,,,,,,1.0,,,,5.0,1.0,5.0,0,,9.0,1.0,,,
