season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437085,1,31,Crystal_Palace,Home,19593,19197,Jason Puncheon,jason-puncheon,M,False,,,4.0,22.0,18.0,40.0,1.0,,4.0,,,1.0,1.0,,,3.0,6.0,4.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,11.0,,6.7,,,1.0,,1.0,,5.0,,5.0,,30.0,18.0,43.0,2,3.0,62.0,,1.0,,
2017-18,7437085,1,31,Crystal_Palace,Home,38639,75773,Chung-yong Lee,chung-yong-lee,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437085,1,31,Crystal_Palace,Home,50294,66975,Luka Milivojević,luka-milivojevic,M,False,,,2.0,12.0,9.0,21.0,1.0,1.0,6.0,,,,1.0,,,1.0,3.0,4.0,,,,,,,,2.0,,,45.0,,,,,,,,8.0,,6.5,,,,,,1.0,,,2.0,,16.0,12.0,28.0,0,,35.0,,2.0,1.0,
2017-18,7437085,1,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,,11.0,1.0,12.0,,1.0,4.0,,1.0,,,,,7.0,10.0,10.0,,,1.0,,,,,,1.0,,90.0,2.0,,,,,,,25.0,,6.7,,,1.0,,,6.0,2.0,,,,20.0,1.0,19.0,3,1.0,51.0,4.0,4.0,4.0,
2017-18,7437085,1,31,Crystal_Palace,Home,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437085,1,31,Crystal_Palace,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,6.0,23.0,10.0,33.0,1.0,1.0,6.0,,,1.0,,,,3.0,7.0,15.0,,,,,,,,3.0,1.0,,90.0,,,,,,,,11.0,,7.5,,,,,1.0,8.0,1.0,,7.0,,26.0,10.0,35.0,1,3.0,65.0,1.0,6.0,5.0,
2017-18,7437085,1,31,Crystal_Palace,Home,285989,173954,Jaïro Riedewald,jairo-riedewald,M,False,,,8.0,19.0,22.0,41.0,,2.0,2.0,,,,,,,,,5.0,,,,,,,,1.0,,,90.0,,,,,,,,8.0,,6.9,,,,,7.0,1.0,,,12.0,,25.0,24.0,49.0,0,2.0,63.0,,,1.0,
2017-18,7437085,1,31,Crystal_Palace,Home,818036,218112,Jason Lokilo,jason-lokilo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437733,2,31,Crystal_Palace,Away,3574,27341,Yohan Cabaye,yohan-cabaye,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437733,2,31,Crystal_Palace,Away,19593,19197,Jason Puncheon,jason-puncheon,M,False,1.0,,1.0,10.0,8.0,17.0,3.0,1.0,5.0,,,,1.0,,,1.0,8.0,1.0,,,2.0,,,,,2.0,1.0,,73.0,1.0,,,,,,,7.0,,6.4,,,,,,1.0,1.0,,2.0,,13.0,10.0,22.0,1,,32.0,,,,
2017-18,7437733,2,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,True,,,,2.0,1.0,3.0,,,2.0,,,,,,,,,2.0,,,,,,,,2.0,,,17.0,,,,,,,,3.0,,6.7,,,,,1.0,,,,2.0,,4.0,2.0,6.0,0,,12.0,,2.0,,
2017-18,7437733,2,31,Crystal_Palace,Away,50294,66975,Luka Milivojević,luka-milivojevic,M,False,,,2.0,9.0,18.0,27.0,,,7.0,,,1.0,2.0,,,2.0,5.0,3.0,1.0,,1.0,,,,,1.0,,,77.0,,1.0,,,,,,6.0,,6.2,,,,,,1.0,,,4.0,,10.0,21.0,31.0,1,2.0,42.0,,,1.0,
2017-18,7437733,2,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,True,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,6.0,,1.0,,,,,,2.0,,6.5,,,,,,,,,1.0,,1.0,1.0,2.0,0,,5.0,,,,
2017-18,7437733,2,31,Crystal_Palace,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,2.0,10.0,7.0,17.0,1.0,,8.0,1.0,,,2.0,,,2.0,7.0,11.0,,,,,,,,3.0,2.0,,90.0,,,,,,,,8.0,,7.8,,,,,1.0,5.0,,,2.0,,13.0,8.0,21.0,0,4.0,42.0,,4.0,3.0,
2017-18,7437733,2,31,Crystal_Palace,Away,818036,218112,Jason Lokilo,jason-lokilo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437746,3,31,Crystal_Palace,Home,3574,27341,Yohan Cabaye,yohan-cabaye,M,True,,,1.0,25.0,10.0,35.0,,,4.0,,,,2.0,,,1.0,5.0,,,,1.0,,,,,1.0,1.0,,32.0,,,,,,,,8.0,,6.3,,,1.0,,,1.0,,,5.0,,31.0,10.0,41.0,1,,46.0,,,,
2017-18,7437746,3,31,Crystal_Palace,Home,19593,19197,Jason Puncheon,jason-puncheon,M,False,1.0,,1.0,31.0,10.0,40.0,,1.0,3.0,,,,,,,4.0,5.0,6.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,15.0,,6.2,,,1.0,,,2.0,2.0,,2.0,,38.0,11.0,47.0,1,1.0,64.0,3.0,2.0,2.0,
2017-18,7437746,3,31,Crystal_Palace,Home,38639,75773,Chung-yong Lee,chung-yong-lee,M,True,,,,14.0,6.0,20.0,2.0,1.0,3.0,,,,,,,1.0,3.0,3.0,,,,,,,,,1.0,,45.0,,,,,,,,8.0,,6.6,,,1.0,,,1.0,3.0,,2.0,,18.0,8.0,23.0,1,1.0,35.0,1.0,,1.0,
2017-18,7437746,3,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,3.0,16.0,24.0,40.0,,1.0,5.0,,,,,,,5.0,7.0,4.0,,,2.0,,,,,,1.0,,90.0,1.0,,,,,,,16.0,,6.7,,,3.0,,,,2.0,,4.0,,22.0,25.0,45.0,4,3.0,64.0,4.0,,,
2017-18,7437746,3,31,Crystal_Palace,Home,50294,66975,Luka Milivojević,luka-milivojevic,M,False,1.0,,2.0,18.0,16.0,33.0,,,5.0,,,,,,,1.0,2.0,1.0,,,1.0,,,,,,2.0,,58.0,,,,,,,,5.0,,6.7,,,,,,,1.0,,4.0,,20.0,17.0,36.0,0,1.0,40.0,1.0,,,
2017-18,7437746,3,31,Crystal_Palace,Home,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437746,3,31,Crystal_Palace,Home,816519,204216,Keshi Anderson,keshi-anderson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437746,3,31,Crystal_Palace,Home,818036,218112,Jason Lokilo,jason-lokilo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437735,4,31,Crystal_Palace,Away,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,3.0,,6.0,26.0,21.0,44.0,1.0,1.0,7.0,1.0,,3.0,,,,,3.0,6.0,,,2.0,,,,,3.0,3.0,,90.0,1.0,,,,,,,25.0,,8.3,,,,,2.0,2.0,7.0,,16.0,,39.0,29.0,61.0,4,2.0,87.0,4.0,1.0,2.0,
2017-18,7437735,4,31,Crystal_Palace,Away,19593,19197,Jason Puncheon,jason-puncheon,M,False,3.0,,1.0,24.0,12.0,33.0,,1.0,2.0,,,2.0,1.0,,,3.0,7.0,4.0,,,3.0,,,,,,1.0,,90.0,,,,,,,,17.0,,6.6,,,,,1.0,1.0,10.0,,2.0,,36.0,13.0,39.0,2,2.0,62.0,1.0,,1.0,
2017-18,7437735,4,31,Crystal_Palace,Away,38639,75773,Chung-yong Lee,chung-yong-lee,M,False,,,,18.0,4.0,22.0,1.0,,1.0,,,,,,,1.0,3.0,3.0,1.0,,1.0,,,,,1.0,1.0,,65.0,,,,,,,,11.0,,6.5,,,,,,1.0,3.0,,1.0,,25.0,6.0,28.0,0,1.0,38.0,1.0,1.0,1.0,
2017-18,7437735,4,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,,,,23.0,14.0,37.0,2.0,1.0,2.0,,,1.0,2.0,,,1.0,7.0,5.0,,,2.0,,,,,,,,81.0,,,,,,,,6.0,,6.4,,,1.0,,,3.0,1.0,,1.0,,26.0,15.0,40.0,2,,51.0,1.0,1.0,3.0,
2017-18,7437735,4,31,Crystal_Palace,Away,50294,66975,Luka Milivojević,luka-milivojevic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437735,4,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,False,1.0,,2.0,23.0,6.0,28.0,1.0,2.0,3.0,,,,1.0,,,1.0,5.0,7.0,,,,,,,,,1.0,,90.0,,,,,,,,19.0,,7.0,,,1.0,,1.0,4.0,5.0,,5.0,,34.0,8.0,37.0,1,3.0,72.0,,,2.0,
2017-18,7437735,4,31,Crystal_Palace,Away,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,,7.0,1.0,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,2.0,,6.6,,,1.0,,,,,,1.0,,9.0,1.0,10.0,1,,11.0,,,,
2017-18,7437742,5,31,Crystal_Palace,Home,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,2.0,,1.0,30.0,15.0,43.0,1.0,,2.0,,,1.0,2.0,,,,5.0,1.0,,,3.0,,,,,1.0,4.0,,90.0,,,,,,,,10.0,,7.0,,,1.0,,2.0,,6.0,,3.0,,35.0,17.0,46.0,2,,66.0,3.0,1.0,,
2017-18,7437742,5,31,Crystal_Palace,Home,19593,19197,Jason Puncheon,jason-puncheon,M,False,,,1.0,15.0,6.0,21.0,3.0,,7.0,,2.0,,,,,1.0,8.0,3.0,,,4.0,,,,,1.0,2.0,,90.0,1.0,,,,,,,13.0,,6.4,,,1.0,,1.0,1.0,2.0,,2.0,,22.0,9.0,29.0,2,2.0,42.0,2.0,,1.0,
2017-18,7437742,5,31,Crystal_Palace,Home,38639,75773,Chung-yong Lee,chung-yong-lee,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437742,5,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,,12.0,8.0,20.0,1.0,1.0,5.0,,,,3.0,,,2.0,8.0,3.0,,,2.0,,,,,,,,69.0,,,,,,,,8.0,,5.9,,,,,,,,,,,15.0,9.0,24.0,0,,34.0,2.0,2.0,,
2017-18,7437742,5,31,Crystal_Palace,Home,50294,66975,Luka Milivojević,luka-milivojevic,M,True,,,4.0,15.0,8.0,23.0,1.0,1.0,5.0,,,,,,,1.0,2.0,3.0,,,,,,,,,,,21.0,,,,,,,,4.0,,6.8,,,,,,1.0,1.0,,5.0,,18.0,8.0,25.0,0,1.0,29.0,,,1.0,
2017-18,7437742,5,31,Crystal_Palace,Home,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,False,,,2.0,17.0,17.0,34.0,2.0,2.0,6.0,1.0,,,1.0,,,1.0,5.0,6.0,,,,,,,,1.0,2.0,,90.0,,1.0,,,,,,21.0,,7.2,,,,,2.0,1.0,3.0,,7.0,,29.0,21.0,47.0,0,3.0,74.0,1.0,1.0,,
2017-18,7437742,5,31,Crystal_Palace,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,1.0,,,12.0,5.0,16.0,,,6.0,1.0,,1.0,2.0,,,1.0,5.0,10.0,,,1.0,,,,,,2.0,,78.0,,,,,,,,11.0,,7.7,,,2.0,,,7.0,1.0,,1.0,,16.0,7.0,22.0,3,1.0,41.0,3.0,3.0,6.0,
2017-18,7437747,6,31,Crystal_Palace,Away,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,,,1.0,3.0,9.0,12.0,,,2.0,,,,2.0,,,,2.0,4.0,,,,,,,,2.0,1.0,,57.0,,,,,,,,5.0,,6.8,,,,,,1.0,,,3.0,,8.0,9.0,17.0,0,3.0,24.0,,,1.0,
2017-18,7437747,6,31,Crystal_Palace,Away,19593,19197,Jason Puncheon,jason-puncheon,M,True,,,,3.0,5.0,8.0,,,1.0,,,,,,,2.0,3.0,1.0,,,1.0,,,,,,,,33.0,,,,,,,,3.0,,6.1,,,,,1.0,,,,1.0,,4.0,5.0,9.0,0,1.0,15.0,,,,
2017-18,7437747,6,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437747,6,31,Crystal_Palace,Away,50294,66975,Luka Milivojević,luka-milivojevic,M,False,,,1.0,6.0,16.0,22.0,,,5.0,,,,2.0,,,,4.0,3.0,,,2.0,,,,,4.0,,,90.0,,2.0,,,,,,7.0,,6.7,,,,,2.0,2.0,,,3.0,,10.0,19.0,29.0,0,1.0,42.0,,,2.0,
