season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827865,1,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,,,1.0,9.0,18.0,27.0,,1.0,6.0,,,,2.0,,2.0,6.0,3.0,,,2.0,,,,,2.0,1.0,,90.0,,1.0,,,,,,,11.0,,6.6,,,,,1.0,,,,5.0,,16.0,19.0,35.0,0,2.0,45.0,,,,2.0
2018-19,7827865,1,31,Crystal_Palace,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,2.0,1,,4.0,,,,
2018-19,7827865,1,31,Crystal_Palace,Away,50294,66975,Luka Milivojević,luka-milivojevic,M,False,3.0,,1.0,12.0,18.0,27.0,1.0,1.0,5.0,,,,,,,4.0,5.0,,,3.0,,,,,1.0,2.0,,90.0,,,,,,,,,12.0,,7.1,,,,,2.0,,4.0,,4.0,,18.0,23.0,37.0,0,4.0,49.0,1.0,,,4.0
2018-19,7827865,1,31,Crystal_Palace,Away,84686,79228,Pape Souaré,pape-souare,M,True,,,1.0,1.0,2.0,3.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,3.0,0,,5.0,,1.0,,
2018-19,7827865,1,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,,15.0,3.0,18.0,4.0,1.0,2.0,,1.0,1.0,2.0,,7.0,16.0,7.0,,,2.0,,1.0,,,,,,90.0,2.0,,,,,,,,23.0,,6.7,,,,,,2.0,1.0,,2.0,1.0,22.0,4.0,25.0,3,1.0,54.0,5.0,4.0,1.0,1.0
2018-19,7827865,1,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,False,,,1.0,9.0,9.0,18.0,,2.0,4.0,,,,1.0,,2.0,7.0,6.0,,,2.0,,1.0,,,1.0,,,90.0,1.0,1.0,,,,,,,10.0,,7.2,,,,,,4.0,1.0,,1.0,,13.0,11.0,23.0,1,2.0,36.0,,,2.0,2.0
2018-19,7827865,1,31,Crystal_Palace,Away,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827901,2,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,4.0,16.0,23.0,39.0,,2.0,4.0,,,,1.0,,2.0,3.0,4.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,,6.0,,6.6,,,,,1.0,2.0,,,5.0,,17.0,26.0,43.0,0,,55.0,,,2.0,
2018-19,7827901,2,31,Crystal_Palace,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827901,2,31,Crystal_Palace,Home,50294,66975,Luka Milivojević,luka-milivojevic,M,False,1.0,,6.0,19.0,21.0,39.0,1.0,,4.0,,,,3.0,,,4.0,5.0,,,,,,,,4.0,,,90.0,1.0,,,,,,,,14.0,,7.2,,,,,1.0,,7.0,,9.0,,31.0,22.0,46.0,1,4.0,69.0,,1.0,,2.0
