season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025053,1,31,Crystal_Palace,Away,193554,108413,Will Hughes,will-hughes,M,False,,,1.0,5.0,5.0,10.0,1.0,,,3.0,,,,,,1.0,3.0,2.0,,,0.00147003,,,1.0,0.0,,,,,1.0,,,0.51,3.77,1.27,0.13,2.3,70.0,,2.0,,,,,,5.0,,,7.2,,,,,,3.0,,1.0,,3.0,,8.0,5.0,13.0,,,0,,24.0,,2.0,,
2025-26,14025053,1,31,Crystal_Palace,Away,355796,152551,Jefferson Lerma,jefferson-lerma,M,True,,,,,2.0,2.0,1.0,1.0,,2.0,,,,,,,2.0,2.0,,,0.0028281,,,1.0,0.0,,,,,,,,0.24,1.6,0.69,0.03,0.69,20.0,,,,,,,,3.0,,,6.7,,,,,,1.0,,,,,,2.0,2.0,4.0,,,0,,9.0,,1.0,,
2025-26,14025053,1,31,Crystal_Palace,Away,357584,218364,Borna Sosa,borna-sosa,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025053,1,31,Crystal_Palace,Away,864921,232413,Eberechi Eze,eberechi-eze,M,False,,,1.0,6.0,10.0,16.0,1.0,,,5.0,,,3.0,,,2.0,5.0,4.0,,,0.00377186,0.2421,0.0733,2.0,0.0,,,,,,,,0.52,3.8,1.06,0.18,2.69,84.0,2.0,,,,,,,13.0,,,6.7,,,1.0,,,1.0,3.0,4.0,,3.0,,9.0,12.0,21.0,,,6,1.0,42.0,1.0,1.0,2.0,1.0
2025-26,14025053,1,31,Crystal_Palace,Away,870360,247348,Daniel Muñoz,daniel-munoz,M,False,,,,3.0,9.0,12.0,1.0,2.0,,2.0,,,,,,,4.0,7.0,,,0.00096892,0.0458,,2.0,0.0,,,,,2.0,,,0.98,4.98,1.6,0.51,2.8,90.0,,,,,,,,11.0,,,6.8,,,1.0,,,4.0,2.0,2.0,,1.0,,8.0,11.0,19.0,,,1,2.0,39.0,,2.0,1.0,
2025-26,14025053,1,31,Crystal_Palace,Away,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,,,,6.0,10.0,16.0,,1.0,,5.0,,,,3.0,,1.0,4.0,6.0,,,0.00315295,,,,0.0,,,,,,,,0.76,4.19,1.32,0.23,3.34,90.0,,1.0,,,,,,20.0,,,7.1,,,,,,5.0,,3.0,,2.0,,12.0,17.0,29.0,,,0,5.0,58.0,2.0,,,5.0
2025-26,14025053,1,31,Crystal_Palace,Away,1084311,489706,Justin Devenny,devenny-justin,M,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,0.21,0.95,0.35,0.03,0.32,13.0,,,,,,,,1.0,,,6.7,,,,,,1.0,,,,,,,,,,,0,1.0,3.0,1.0,,,1.0
2025-26,14025053,1,31,Crystal_Palace,Away,1101362,450542,Jesurun Rak-Sakyi,jesurun-rak-sakyi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025053,1,31,Crystal_Palace,Away,1109771,496221,Adam Wharton,adam-wharton,M,False,,,3.0,11.0,5.0,16.0,3.0,1.0,,4.0,1.0,,,4.0,,1.0,8.0,3.0,,,0.0531685,,,,0.0,,,,,,2.0,,0.44,4.9,1.29,0.01,3.22,90.0,,1.0,,,,,,9.0,,,6.8,,,,,,1.0,2.0,1.0,,5.0,,13.0,8.0,21.0,,,0,,32.0,2.0,,2.0,
2025-26,14025053,1,31,Crystal_Palace,Away,1438837,606921,Romain Esse,romain-esse,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
