season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576259,1,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,1.0,,3.0,14.0,24.0,37.0,,,,6.0,,,,2.0,,,1.0,3.0,6.0,,,,,,,,,1.0,2.0,,90.0,,,,,,,,,9.0,,,7.0,,,,,,4.0,4.0,1.0,,5.0,,18.0,26.0,43.0,,,0,1.0,60.0,2.0,1.0,4.0,1.0
2021-22,9576259,1,31,Crystal_Palace,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,2.0,7.0,44.0,51.0,,2.0,,4.0,,,,1.0,,,,2.0,3.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,,3.0,,,6.4,,,,,,2.0,,,,4.0,,7.0,47.0,54.0,,,0,1.0,61.0,,,,1.0
2021-22,9576259,1,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,,7.0,9.0,16.0,1.0,,,4.0,,,1.0,1.0,,,3.0,8.0,7.0,,,3.0,,,,,,,,,90.0,,,,,,,,,11.0,,,6.6,,,,,,1.0,1.0,,,,1.0,10.0,11.0,21.0,,,1,,38.0,3.0,6.0,1.0,
2021-22,9576259,1,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,False,,,,1.0,8.0,9.0,,1.0,,4.0,,,,,,,3.0,5.0,4.0,,,2.0,,,,,,1.0,,,57.0,,,,,,,,,12.0,,,6.4,,,1.0,,,1.0,2.0,,,,,3.0,10.0,13.0,,,1,1.0,28.0,4.0,,2.0,1.0
2021-22,9576259,1,31,Crystal_Palace,Away,285989,173954,Jaïro Riedewald,jairo-riedewald,M,False,1.0,,,6.0,20.0,25.0,1.0,,,3.0,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,76.0,,,,,,,,,5.0,,,6.4,,,,,,1.0,,2.0,,1.0,,8.0,22.0,28.0,,,0,1.0,33.0,1.0,,,1.0
2021-22,9576259,1,31,Crystal_Palace,Away,944027,462831,Scott Banks,scott-banks,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576259,1,31,Crystal_Palace,Away,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,,,,9.0,17.0,26.0,,,,3.0,,,,1.0,,,1.0,4.0,,,,1.0,,,,,,1.0,,,90.0,,,,,,,,,9.0,,,5.7,,,,,,1.0,1.0,,,2.0,,11.0,19.0,30.0,,,0,,40.0,2.0,,,
2021-22,9576259,1,31,Crystal_Palace,Away,1101362,450542,Jesurun Rak-Sakyi,jesurun-rak-sakyi,M,True,1.0,,,7.0,3.0,9.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,14.0,,,,,,,,,3.0,,,6.5,,,,,,,,1.0,,,,8.0,4.0,11.0,,,0,,13.0,,,,
2021-22,9576143,2,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,,11.0,14.0,25.0,2.0,2.0,,6.0,,,,2.0,,,1.0,6.0,8.0,,,1.0,,,,,,2.0,,,90.0,1.0,,,,,,,,14.0,,,7.0,,,,,,2.0,1.0,,,6.0,,21.0,16.0,37.0,,,1,2.0,54.0,1.0,3.0,1.0,2.0
2021-22,9576143,2,31,Crystal_Palace,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,4.0,6.0,27.0,33.0,1.0,3.0,,9.0,,,,1.0,,,1.0,6.0,7.0,,,2.0,,,,,,3.0,,,90.0,,,,,,,,,15.0,,,6.8,,,,,,3.0,2.0,,,7.0,,12.0,31.0,43.0,,,0,2.0,64.0,3.0,1.0,1.0,2.0
2021-22,9576143,2,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,1.0,,1.0,14.0,8.0,21.0,2.0,1.0,,4.0,1.0,,,1.0,,,2.0,9.0,7.0,,,2.0,,,,,,,2.0,,90.0,,,,,,,,,20.0,,,6.8,,,,,,,4.0,2.0,,2.0,,20.0,11.0,29.0,,,0,2.0,55.0,5.0,3.0,1.0,
2021-22,9576143,2,31,Crystal_Palace,Home,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,False,,,,6.0,8.0,14.0,,1.0,,4.0,,,,,,,,2.0,4.0,,,1.0,,,,,,1.0,1.0,,68.0,,,,,,,,,7.0,,,6.9,,,,,,1.0,4.0,,,,,8.0,8.0,16.0,,,0,,27.0,4.0,,3.0,
2021-22,9576143,2,31,Crystal_Palace,Home,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576143,2,31,Crystal_Palace,Home,904970,232787,Conor Gallagher,conor-gallagher,M,False,1.0,,2.0,12.0,9.0,20.0,,1.0,,7.0,,1.0,,2.0,,,1.0,5.0,6.0,,,2.0,,,,,1.0,2.0,1.0,,90.0,1.0,,,,,,,,13.0,,,7.1,,,1.0,,,2.0,1.0,4.0,,3.0,,19.0,10.0,25.0,,,2,3.0,47.0,4.0,1.0,1.0,1.0
2021-22,9576143,2,31,Crystal_Palace,Home,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,,,2.0,18.0,17.0,35.0,,2.0,,7.0,,,,1.0,,,4.0,6.0,5.0,,,,,,,,,3.0,,,90.0,,,,,,,,,25.0,,,6.7,,,,,,3.0,1.0,1.0,,8.0,,26.0,26.0,51.0,,,0,3.0,87.0,1.0,,,2.0
2021-22,9576143,2,31,Crystal_Palace,Home,1101362,450542,Jesurun Rak-Sakyi,jesurun-rak-sakyi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
