playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,offsides,shotsOnTargetOutsideBox,unsuccessfulLayoffs,penaltiesTaken,oboxTarget,leftFootGoals,freekickTotal,attemptsFromSetPieces,penaltyGoals,penaltiesConceded,secondGoalAssists,headedGoals,hitWoodwork,handballsConceded,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,successfulCornersIntoBox,foulWonPenalty,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
45220,Alex Smithies,Goalkeeper,Cardiff,97,England,2018-19,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49845,Aron Gunnarsson,Midfielder,Cardiff,97,Iceland,2018-19,0.0,0.0,5.0,129.0,2.0,0.8273,3.0,4.0,2.4993,51.0,17.0,4.0,132.0,28.0,1.0,1.0,27.0,213.0,10.0,749.0,1.0,1.0,1.0,80.0,5.0,2.0,3.0,2275.0,3.0,33.0,135.0,10.0,36.0,88.0,495.0,24.0,95.0,3.0,42.939,15.0,9.0,54.0,40.0,2.0,96.0,186.0,30.0,264.0,28.0,281.0,174.0,28.0,1.0,22.0,2.0,302.0,30.0,10.0,2.0,184.0,47.0,738.0,13.0,6.0,356.0,29.0,10.0,12.0,190.0,26.0,39.0,41.0,92.0,1253.0,62.0,9.0,1.0,48.0,236.0,14.0,2.0438,81.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96994,Bobby De Cordova-Reid,Forward,Cardiff,97,Jamaica,2018-19,0.0,0.0,0.0,85.0,2.0,1.0164,8.0,9.0,2.8496,17.0,19.0,2.0,74.0,27.0,2.0,19.0,16.0,89.0,4.0,311.0,5.0,,11.0,47.0,2.0,2.0,2.0,1422.0,2.0,36.0,70.0,7.0,26.0,59.0,217.0,54.0,1.0,1.0,27.421,14.0,,12.0,30.0,8.0,49.0,75.0,27.0,155.0,12.0,74.0,62.0,27.0,4.0,7.0,10.0,151.0,23.0,4.0,8.0,108.0,11.0,293.0,10.0,6.0,176.0,10.0,16.0,,66.0,5.0,3.0,5.0,96.0,541.0,,9.0,,7.0,73.0,4.0,4.0522,15.0,23.0,0.0879,11.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10589,Brian Murphy,Goalkeeper,Cardiff,97,Ireland,2018-19,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49382,Bruno Ecuele Manga,Defender,Cardiff,97,Gabon,2018-19,0.0,0.0,0.0,120.0,2.0,0.5544,4.0,4.0,0.8656,69.0,6.0,2.0,160.0,38.0,1.0,,37.0,336.0,17.0,957.0,,1.0,1.0,148.0,10.0,2.0,4.0,3375.0,4.0,61.0,177.0,14.0,62.0,90.0,531.0,18.0,43.0,4.0,67.5202,5.0,41.0,171.0,67.0,3.0,59.0,107.0,11.0,297.0,34.0,551.0,268.0,38.0,,33.0,4.0,327.0,53.0,18.0,3.0,149.0,87.0,918.0,2.0,7.0,447.0,36.0,10.0,28.0,197.0,15.0,81.0,90.0,102.0,1609.0,69.0,,1.0,131.0,296.0,9.0,1.0897,176.0,117.0,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
122797,Callum Paterson,Forward,Cardiff,97,Scotland,2018-19,0.0,0.0,4.0,298.0,5.0,2.0603,11.0,8.0,3.6886,21.0,30.0,2.0,255.0,27.0,1.0,13.0,21.0,286.0,18.0,553.0,4.0,3.0,6.0,419.0,4.0,5.0,4.0,1996.0,4.0,217.0,257.0,9.0,37.0,55.0,254.0,87.0,,3.0,41.1014,22.0,5.0,28.0,41.0,8.0,81.0,78.0,30.0,555.0,20.0,300.0,65.0,27.0,2.0,7.0,11.0,226.0,32.0,18.0,8.0,136.0,202.0,548.0,22.0,9.0,367.0,14.0,6.0,2.0,125.0,41.0,8.0,13.0,50.0,857.0,,4.0,3.0,27.0,46.0,10.0,5.4749,31.0,24.0,,10.0,,6.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
75826,Danny Ward,Forward,Cardiff,97,England,2018-19,0.0,0.0,0.0,50.0,,0.1388,2.0,6.0,0.8439,2.0,9.0,,42.0,14.0,,6.0,4.0,42.0,2.0,92.0,1.0,1.0,10.0,69.0,,,4.0,440.0,4.0,38.0,39.0,5.0,4.0,8.0,48.0,20.0,,,10.4339,7.0,,9.0,14.0,1.0,12.0,17.0,6.0,89.0,2.0,29.0,11.0,14.0,,1.0,2.0,38.0,9.0,2.0,1.0,20.0,31.0,85.0,3.0,4.0,64.0,1.0,,1.0,26.0,2.0,,2.0,20.0,159.0,,5.0,1.0,,12.0,1.0,0.6129,,1.0,,3.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
45196,Gary Madine,Forward,Cardiff,97,England,2018-19,0.0,0.0,0.0,7.0,,0.0382,,,,1.0,,,2.0,5.0,,,,2.0,,12.0,,,5.0,6.0,,,,32.0,,3.0,5.0,1.0,,2.0,10.0,4.0,,1.0,3.0459,,,,3.0,,4.0,1.0,1.0,12.0,,6.0,2.0,5.0,,,,8.0,2.0,,,6.0,3.0,10.0,,,5.0,1.0,,,,2.0,,,5.0,18.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80792,Greg Cunningham,Defender,Cardiff,97,Ireland,2018-19,0.0,0.0,3.0,25.0,2.0,0.1557,,1.0,0.0914,18.0,2.0,,33.0,7.0,,,7.0,47.0,5.0,179.0,,,,12.0,1.0,2.0,,630.0,,8.0,35.0,4.0,8.0,31.0,116.0,5.0,8.0,1.0,14.0951,5.0,6.0,13.0,17.0,,17.0,53.0,13.0,60.0,6.0,93.0,29.0,7.0,,11.0,1.0,82.0,13.0,5.0,,48.0,4.0,172.0,1.0,2.0,73.0,7.0,,3.0,15.0,8.0,17.0,16.0,18.0,309.0,23.0,,,10.0,52.0,5.0,0.0669,14.0,12.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48615,Harry Arter,Midfielder,Cardiff,97,Ireland,2018-19,0.0,0.0,10.0,75.0,6.0,1.2119,8.0,5.0,0.4944,62.0,15.0,3.0,95.0,25.0,1.0,8.0,24.0,127.0,11.0,658.0,,7.0,1.0,20.0,3.0,6.0,2.0,2006.0,2.0,14.0,85.0,9.0,39.0,79.0,489.0,15.0,,2.0,36.1861,9.0,9.0,20.0,39.0,1.0,61.0,132.0,14.0,160.0,27.0,235.0,128.0,25.0,,25.0,4.0,296.0,30.0,11.0,1.0,140.0,6.0,595.0,10.0,4.0,170.0,37.0,3.0,5.0,150.0,25.0,21.0,42.0,141.0,919.0,2.0,12.0,7.0,12.0,241.0,16.0,0.9005,32.0,24.0,,2.0,3.0,,,3.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
