season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896963,1,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,2.0,2.0,4.0,1.0,,1.0,,,,,,,2.0,1.0,,,1.0,,2.0,,,,1.0,,90.0,2.0,,,,,,1.0,7.0,,8.3,,,,,2.0,,,,,3.0,4.0,4.0,8.0,2,,17.0,3.0,1.0,,
2020-21,8896963,1,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,,13.0,8.0,21.0,1.0,,3.0,,,1.0,1.0,,1.0,5.0,1.0,,,2.0,,,,,,,,67.0,,,,,,,,10.0,,6.4,,,,,1.0,1.0,1.0,,,,21.0,8.0,28.0,1,,38.0,,,1.0,
2020-21,8896963,1,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896963,1,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,3.0,18.0,3.0,21.0,1.0,1.0,4.0,,1.0,1.0,,,1.0,3.0,7.0,,,,,,,,,1.0,,90.0,2.0,1.0,,,,,,11.0,,7.6,,,2.0,,,4.0,1.0,,4.0,,25.0,4.0,28.0,5,2.0,46.0,,1.0,3.0,2.0
2020-21,8896919,2,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,6.0,3.0,9.0,3.0,,,,,1.0,,,,6.0,1.0,,,2.0,,,,,,1.0,,90.0,,,,,,,,7.0,,6.5,,,,,,1.0,,,1.0,,10.0,3.0,13.0,1,1.0,20.0,,,,1.0
2020-21,8896919,2,13,Leicester_City,Home,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,,13.0,4.0,17.0,5.0,2.0,1.0,,,1.0,1.0,,,9.0,4.0,,,1.0,,,,,2.0,,,62.0,,,,,,,,10.0,,6.4,,,,,1.0,2.0,,,,,15.0,7.0,22.0,1,2.0,37.0,3.0,,,
2020-21,8896919,2,13,Leicester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896919,2,13,Leicester_City,Home,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,3.0,29.0,3.0,32.0,3.0,,2.0,,,1.0,,,,5.0,2.0,,,2.0,1.0,1.0,,,,2.0,,89.0,3.0,,,,,,,12.0,,8.1,,,1.0,,,3.0,1.0,,3.0,,36.0,4.0,39.0,5,,52.0,3.0,,2.0,
2020-21,8896934,3,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,2.0,3.0,5.0,1.0,4.0,1.0,,,,,,,2.0,7.0,,,1.0,,3.0,,,,,,85.0,3.0,1.0,,,,,2.0,8.0,,9.6,,,,,1.0,,,,,1.0,5.0,4.0,9.0,3,1.0,21.0,3.0,2.0,,1.0
2020-21,8896934,3,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896934,3,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,10.0,,,,,,,,,,6.5,,,,,,,,,,1.0,1.0,1.0,2.0,0,,3.0,,,,
2020-21,8896934,3,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,,10.0,6.0,16.0,1.0,1.0,6.0,,,,1.0,,2.0,5.0,2.0,,,,,,,,,,,90.0,2.0,,,,,,,8.0,,6.4,,,,,,2.0,,,,1.0,12.0,8.0,20.0,2,,28.0,1.0,,1.0,
2020-21,8896896,4,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,9.0,2.0,11.0,2.0,3.0,,,1.0,,,,1.0,4.0,7.0,,,1.0,,,,,,,,90.0,,,,,,,,12.0,,6.4,,,1.0,,,1.0,1.0,,,3.0,15.0,3.0,17.0,1,2.0,28.0,3.0,1.0,1.0,1.0
2020-21,8896896,4,13,Leicester_City,Home,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,,8.0,5.0,13.0,1.0,,4.0,,,,2.0,,,3.0,1.0,,,,,,,,,,,64.0,,,,,,,,14.0,,6.6,,,,,,,1.0,,,,19.0,6.0,24.0,0,1.0,30.0,2.0,,,1.0
