season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768063,6,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,7.0,1.0,8.0,11.0,4.0,2.0,,,,1.0,,,3.0,20.0,6.0,,,2.0,,1.0,,,1.0,1.0,90.0,2.0,,,,,,,7.1,,,2.0,,,5.0,2.0,,,,14.0,2.0,14.0,4,,37.0,5.0,,2.0
2015-16,6768069,7,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,7.0,3.0,10.0,1.0,1.0,3.0,,,,,,,,4.0,3.0,,,2.0,,,,,2.0,,45.0,,,,,,,,6.5,,,,,,1.0,,,,,9.0,3.0,12.0,0,1.0,18.0,,1.0,
2015-16,6768069,7,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,11.0,1.0,12.0,3.0,,1.0,,,,,,,1.0,5.0,1.0,,,1.0,1.0,,,,,2.0,26.0,,,,,,,,6.8,,,,,1.0,,,,,,12.0,1.0,13.0,0,1.0,17.0,1.0,,
2015-16,6768069,7,13,Leicester_City,Home,67647,68582,Andrej Kramarić,andrej-kramaric,F,True,,,,4.0,1.0,5.0,,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,12.0,1.0,,,,,,,6.3,,,,,,,1.0,,,,5.0,1.0,5.0,1,,7.0,,,
2015-16,6768069,7,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,6.0,2.0,8.0,9.0,1.0,2.0,,1.0,1.0,,,,,11.0,6.0,,,,,2.0,,2.0,,1.0,90.0,3.0,,,,,,,8.4,,,2.0,,,3.0,2.0,,,,11.0,2.0,11.0,6,4.0,30.0,,,1.0
2015-16,6768084,8,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,5.0,4.0,9.0,3.0,2.0,2.0,,,,1.0,,,1.0,5.0,3.0,,,,,,,,,,70.0,,,,,,,,6.7,,,3.0,,,,,,,1.0,6.0,6.0,12.0,3,1.0,18.0,,,
2015-16,6768084,8,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,1.0,5.0,1.0,6.0,1.0,,2.0,,,,2.0,,,1.0,4.0,2.0,,,,,,,,,,20.0,,,,,,,,6.5,,,,,1.0,,,,3.0,,10.0,3.0,13.0,0,2.0,20.0,,,
2015-16,6768084,8,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,10.0,2.0,12.0,8.0,2.0,4.0,1.0,,1.0,,,,,11.0,8.0,,,,,1.0,,,,2.0,90.0,3.0,,,,,1.0,,8.2,,,1.0,,,5.0,1.0,,,,13.0,2.0,14.0,5,3.0,32.0,2.0,1.0,2.0
2015-16,6768090,9,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,8.0,1.0,9.0,3.0,4.0,3.0,1.0,,,,,,1.0,5.0,6.0,,,,,,,,,1.0,45.0,1.0,,,,,,,6.9,,,,,,1.0,,,,,11.0,2.0,13.0,1,,18.0,,2.0,
2015-16,6768090,9,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,5.0,5.0,10.0,7.0,5.0,2.0,,2.0,2.0,2.0,,,1.0,11.0,6.0,,,,,2.0,,,3.0,1.0,90.0,4.0,,,,,,,8.3,,,4.0,,,2.0,,,1.0,,9.0,5.0,14.0,10,,41.0,5.0,1.0,1.0
2015-16,6768099,10,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,2.0,6.0,8.0,5.0,,3.0,,,,3.0,,,,9.0,4.0,,,1.0,,,,,,,27.0,,,,,,,,6.6,,,,,,1.0,,,,,4.0,6.0,10.0,0,2.0,15.0,,1.0,1.0
2015-16,6768099,10,13,Leicester_City,Home,67647,68582,Andrej Kramarić,andrej-kramaric,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768099,10,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,8.0,4.0,12.0,4.0,3.0,1.0,,,1.0,1.0,,,1.0,7.0,4.0,,,1.0,,1.0,,,,,90.0,1.0,,,,,,,7.3,,,1.0,,1.0,1.0,,,1.0,2.0,15.0,5.0,20.0,3,,27.0,1.0,,1.0
2015-16,6768109,11,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,,,,2.0,,,,,,,,,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,6.3,,,,,,,,,,,,,,0,,1.0,,,
2015-16,6768109,11,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,False,,,,4.0,4.0,8.0,5.0,2.0,,,1.0,,1.0,,,,7.0,3.0,,,,,,,,1.0,,69.0,1.0,,,,,,,6.3,,,1.0,,1.0,1.0,,,,1.0,9.0,5.0,14.0,2,1.0,23.0,3.0,,
2015-16,6768109,11,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,11.0,3.0,14.0,4.0,2.0,4.0,,,1.0,1.0,,,2.0,9.0,4.0,,,,,1.0,,1.0,1.0,2.0,90.0,2.0,,,,,,,7.5,,,1.0,,,3.0,,,,,21.0,5.0,26.0,4,1.0,40.0,1.0,,1.0
2015-16,6768120,12,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,11.0,3.0,14.0,,,2.0,,,,1.0,,,1.0,3.0,3.0,,,1.0,,,,,,1.0,45.0,,,,,,,,6.6,,,,,,,,,,,14.0,4.0,18.0,0,,28.0,1.0,3.0,
2015-16,6768120,12,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768120,12,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,2.0,13.0,2.0,15.0,3.0,2.0,5.0,,,1.0,,,,,5.0,5.0,,,2.0,,1.0,,,1.0,,90.0,2.0,,,,,1.0,,7.6,,,,,,,1.0,,3.0,3.0,21.0,2.0,22.0,3,2.0,36.0,2.0,1.0,
2015-16,6768126,13,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,2.0,1.0,3.0,3.0,,1.0,,,,,,,1.0,4.0,,,,,,1.0,,,,,17.0,1.0,,,,,,,7.1,,,,,,,,,,,4.0,1.0,5.0,1,,8.0,1.0,,
2015-16,6768126,13,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,False,,,,12.0,4.0,16.0,7.0,6.0,2.0,,1.0,2.0,1.0,,,2.0,10.0,8.0,,,,1.0,1.0,,,,1.0,73.0,1.0,,,,,,,7.8,,,1.0,,1.0,,1.0,,,,24.0,6.0,29.0,4,1.0,47.0,5.0,1.0,
2015-16,6768126,13,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,9.0,1.0,10.0,2.0,3.0,2.0,,1.0,2.0,1.0,,,,4.0,5.0,,,,,1.0,,1.0,,1.0,77.0,3.0,,,,,,,7.7,,,1.0,,,3.0,1.0,,,,15.0,1.0,15.0,6,,28.0,1.0,,2.0
2015-16,6768135,14,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,6.0,3.0,9.0,3.0,3.0,2.0,,,,,,,2.0,8.0,5.0,,,1.0,,,,,1.0,1.0,60.0,,,,,,,,6.5,,,,,,3.0,,,,,11.0,5.0,16.0,0,1.0,27.0,2.0,,1.0
2015-16,6768135,14,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,1.0,4.0,,4.0,2.0,,1.0,,1.0,,1.0,,,,5.0,2.0,,,1.0,,,,,1.0,,30.0,1.0,,,,,,,6.6,,,1.0,,,2.0,,,2.0,,7.0,1.0,8.0,2,1.0,16.0,1.0,,1.0
2015-16,6768135,14,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,6.0,5.0,11.0,5.0,1.0,4.0,,,,,,,,7.0,2.0,,,1.0,,1.0,,,,1.0,90.0,1.0,,,,,,,7.0,,,,,,1.0,1.0,,,1.0,12.0,5.0,16.0,1,1.0,26.0,4.0,,
2015-16,6768159,15,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768159,15,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,False,,,,16.0,10.0,26.0,7.0,2.0,4.0,1.0,,1.0,1.0,,,3.0,14.0,5.0,,,3.0,,,,,1.0,2.0,87.0,,,,,,,,7.1,,,1.0,,1.0,1.0,1.0,,,,24.0,11.0,34.0,2,2.0,54.0,2.0,1.0,
2015-16,6768159,15,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,2.0,9.0,3.0,12.0,5.0,2.0,,,1.0,,,,,1.0,10.0,3.0,,,1.0,1.0,,,,,2.0,90.0,1.0,,,,,,,6.7,,,2.0,,,4.0,,,2.0,1.0,15.0,3.0,18.0,3,,27.0,,,1.0
2015-16,6768162,16,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,2.0,1.0,3.0,1.0,,2.0,,,,,,,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,6.5,,,,,,1.0,,,,,2.0,1.0,3.0,0,,4.0,,,
2015-16,6768162,16,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,False,,,1.0,18.0,2.0,20.0,8.0,2.0,7.0,,,,4.0,,,4.0,21.0,9.0,,,4.0,,,,,1.0,,90.0,,1.0,,,,,,6.5,,,1.0,,1.0,5.0,1.0,,2.0,,28.0,6.0,33.0,1,3.0,59.0,2.0,1.0,3.0
2015-16,6768162,16,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,10.0,,10.0,1.0,2.0,4.0,,,,2.0,,,1.0,7.0,5.0,,,3.0,,1.0,,,1.0,,88.0,1.0,1.0,,,,,,7.1,,,,,1.0,,,,1.0,,16.0,1.0,17.0,1,1.0,28.0,1.0,2.0,
2015-16,6768165,17,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,5.0,7.0,12.0,8.0,5.0,6.0,,,,2.0,,,1.0,14.0,10.0,,,4.0,,1.0,,,2.0,,90.0,1.0,1.0,,,,1.0,,7.7,,,2.0,,3.0,,,,,,11.0,9.0,20.0,3,2.0,46.0,6.0,3.0,
2015-16,6768165,17,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,1.0,2.0,3.0,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,3.0,1.0,,,,,,,6.6,,,,,,,,,,,1.0,2.0,3.0,1,1.0,6.0,1.0,,
2015-16,6768165,17,13,Leicester_City,Away,67647,68582,Andrej Kramarić,andrej-kramaric,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768165,17,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,7.0,3.0,10.0,5.0,2.0,3.0,,,,,,,1.0,8.0,5.0,,,1.0,1.0,,,,,1.0,87.0,,,,,,1.0,,7.4,,,1.0,,,2.0,,,2.0,2.0,13.0,5.0,18.0,1,1.0,29.0,3.0,1.0,1.0
2015-16,6768180,18,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,8.0,2.0,10.0,7.0,1.0,3.0,,,,,,,1.0,9.0,4.0,,,1.0,,,,,,,69.0,,,,,,,,6.6,,,1.0,,1.0,1.0,,,,,12.0,2.0,14.0,1,2.0,23.0,1.0,1.0,
2015-16,6768180,18,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,7.0,2.0,9.0,1.0,3.0,2.0,,,,,,,2.0,3.0,4.0,,,,,,,,1.0,1.0,21.0,,,,,,,,6.7,,,,,,,,,,1.0,9.0,3.0,12.0,0,,18.0,,2.0,
2015-16,6768180,18,13,Leicester_City,Away,67647,68582,Andrej Kramarić,andrej-kramaric,F,True,,,,3.0,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,10.0,,,,,,,,6.7,,,,,,1.0,,,,,6.0,,6.0,0,1.0,10.0,2.0,,1.0
2015-16,6768180,18,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,5.0,2.0,7.0,4.0,2.0,3.0,,,,,,,1.0,6.0,2.0,,,,,,,,,,69.0,1.0,,,,,,,6.5,,,1.0,,1.0,1.0,2.0,,,,13.0,4.0,15.0,2,,24.0,2.0,,
2015-16,6768327,19,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768327,19,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,4.0,2.0,6.0,6.0,,1.0,,,,,,,2.0,9.0,2.0,,,,,,,,,,23.0,,,,,,,,6.3,,,,,,2.0,,,,1.0,6.0,3.0,9.0,0,,16.0,1.0,1.0,1.0
2015-16,6768327,19,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,5.0,3.0,8.0,9.0,4.0,1.0,,,,1.0,,,1.0,14.0,8.0,,,2.0,,,,,1.0,1.0,90.0,2.0,,,,,,,7.1,,,1.0,,2.0,3.0,1.0,,,,9.0,3.0,11.0,3,,29.0,1.0,2.0,2.0
2015-16,6768335,20,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,2.0,2.0,4.0,3.0,,,,,,,,,,3.0,,,,,,,,,,,25.0,,,,,,,,6.6,,,1.0,,,,,,,,2.0,2.0,4.0,1,,6.0,1.0,,
2015-16,6768335,20,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,False,1.0,,,6.0,2.0,7.0,6.0,3.0,1.0,1.0,,,2.0,,,1.0,9.0,6.0,,,1.0,,,,,,1.0,45.0,,,,,,,,6.9,,,2.0,,1.0,,1.0,,1.0,,10.0,5.0,14.0,2,1.0,26.0,3.0,2.0,
2015-16,6768335,20,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,12.0,3.0,15.0,5.0,4.0,5.0,,1.0,,,,,,9.0,8.0,,,1.0,,,,1.0,,1.0,90.0,1.0,,,,,1.0,,7.2,,,3.0,,,6.0,3.0,,2.0,,21.0,3.0,21.0,4,,39.0,4.0,1.0,3.0
2015-16,6768207,21,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,11.0,4.0,15.0,5.0,1.0,5.0,,,,,,,1.0,6.0,3.0,,,,,,,,,3.0,77.0,,,,,,,,6.9,,,1.0,,1.0,,,,1.0,,16.0,6.0,22.0,1,2.0,32.0,3.0,,
2015-16,6768207,21,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,3.0,2.0,5.0,4.0,2.0,2.0,,,1.0,,,,,7.0,7.0,,,2.0,,,,,,,19.0,,,,,,,,7.0,,,,,,1.0,,,,1.0,5.0,3.0,8.0,1,4.0,16.0,1.0,1.0,
2015-16,6768207,21,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,2.0,3.0,5.0,7.0,2.0,4.0,,,1.0,,,,,10.0,3.0,,,,,,,,1.0,1.0,71.0,,2.0,,,,,,6.5,,,,,1.0,3.0,,,,1.0,4.0,3.0,7.0,1,1.0,21.0,2.0,,
2015-16,6768193,22,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,1.0,10.0,5.0,15.0,6.0,2.0,3.0,,,,,,,4.0,13.0,5.0,,,1.0,,1.0,,,,1.0,59.0,1.0,,,,,,,7.0,,,,,,2.0,,,1.0,,15.0,7.0,22.0,1,1.0,35.0,3.0,2.0,
2015-16,6768193,22,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,7.0,6.0,13.0,1.0,4.0,1.0,,,,,,,,2.0,4.0,,,2.0,,,,,,,21.0,,,,,,,,6.6,,,,,1.0,,,,,,10.0,6.0,16.0,0,,19.0,1.0,,
2015-16,6768193,22,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,1.0,8.0,4.0,11.0,7.0,3.0,4.0,1.0,,,,,,1.0,10.0,6.0,,,1.0,,,,,,3.0,90.0,1.0,,,,,,,7.2,,,2.0,,,2.0,2.0,,1.0,4.0,12.0,7.0,17.0,3,1.0,31.0,3.0,1.0,1.0
2015-16,6768201,23,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,9.0,5.0,14.0,1.0,2.0,4.0,,,1.0,1.0,,,3.0,5.0,4.0,,,,,,,,,,62.0,1.0,,,,,,,6.8,,,1.0,,,,1.0,,,,12.0,6.0,17.0,3,1.0,30.0,2.0,1.0,
2015-16,6768201,23,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,6.0,3.0,9.0,3.0,3.0,1.0,,,,,,,1.0,4.0,8.0,,,,,1.0,,,,,28.0,1.0,,,,,,,7.7,,,1.0,,,3.0,,,,,9.0,3.0,12.0,2,1.0,22.0,2.0,1.0,3.0
2015-16,6768201,23,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,7.0,3.0,10.0,6.0,4.0,1.0,,,1.0,3.0,,,1.0,10.0,7.0,,,1.0,,1.0,,,,1.0,90.0,2.0,,,,,,,7.4,,,,,,1.0,1.0,,,1.0,14.0,3.0,16.0,3,1.0,28.0,2.0,1.0,1.0
2015-16,6768221,24,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,1.0,15.0,6.0,21.0,10.0,4.0,6.0,,1.0,1.0,,,,,16.0,9.0,,,2.0,,,,1.0,1.0,1.0,87.0,1.0,,,,,,,6.8,,,1.0,,,6.0,,,1.0,1.0,16.0,9.0,25.0,3,1.0,43.0,1.0,3.0,2.0
2015-16,6768221,24,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,,,,2.0,,,,,,,,,2.0,5.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,3.0,,,
2015-16,6768221,24,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,1.0,14.0,1.0,14.0,4.0,3.0,3.0,1.0,,,1.0,,,1.0,7.0,4.0,,,1.0,,2.0,,,1.0,1.0,90.0,2.0,,,,,,,8.2,,,,,,1.0,2.0,,1.0,2.0,20.0,3.0,21.0,2,,31.0,,1.0,
