season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767932,1,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,17.0,5.0,22.0,5.0,4.0,4.0,,,2.0,1.0,,,7.0,15.0,11.0,,,1.0,,,,,2.0,2.0,90.0,,,,,,,,6.9,,,,,,2.0,,,,,19.0,6.0,25.0,2,2.0,51.0,2.0,4.0,1.0
2015-16,6767932,1,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767932,1,13,Leicester_City,Home,67647,68582,Andrej Kramarić,andrej-kramaric,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767932,1,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,,12.0,3.0,14.0,4.0,4.0,1.0,1.0,2.0,,,,,1.0,11.0,7.0,,,3.0,,1.0,,,,3.0,82.0,3.0,,,,,,,7.2,,,2.0,,,4.0,3.0,,,,20.0,3.0,20.0,5,,37.0,1.0,2.0,1.0
2015-16,6767947,2,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,7.0,1.0,8.0,4.0,1.0,,,1.0,,1.0,,,3.0,10.0,7.0,,,1.0,,1.0,,,,,62.0,2.0,,,,,,,6.9,,,,,,1.0,,,,1.0,9.0,2.0,11.0,2,4.0,24.0,,2.0,
2015-16,6767947,2,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767947,2,13,Leicester_City,Away,67647,68582,Andrej Kramarić,andrej-kramaric,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767947,2,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,,13.0,3.0,15.0,12.0,6.0,1.0,1.0,,,,,,1.0,14.0,11.0,,,1.0,,,,,,2.0,90.0,,,,,,,,7.2,,,,,1.0,,2.0,,,,20.0,4.0,22.0,0,3.0,37.0,2.0,2.0,
2015-16,6767958,3,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,9.0,1.0,10.0,4.0,1.0,1.0,,,1.0,1.0,,,,7.0,5.0,,,1.0,,,,,,,90.0,,,,,,,,6.6,,,,,,1.0,,,1.0,1.0,10.0,2.0,12.0,1,1.0,23.0,2.0,3.0,
2015-16,6767958,3,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,1.0,,,
2015-16,6767958,3,13,Leicester_City,Home,67647,68582,Andrej Kramarić,andrej-kramaric,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767958,3,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,15.0,,15.0,10.0,2.0,2.0,,,1.0,1.0,,,,12.0,4.0,,,2.0,1.0,,,,1.0,3.0,90.0,,,,,,,,6.9,,,,,,,2.0,,1.0,,23.0,1.0,22.0,1,1.0,33.0,2.0,1.0,
2015-16,6768031,4,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,5.0,1.0,6.0,2.0,1.0,1.0,,,,,,,1.0,3.0,2.0,,,,,,,,,1.0,45.0,,,,,,,,6.6,,,,,,1.0,,,,,9.0,2.0,11.0,0,,17.0,1.0,,1.0
2015-16,6768031,4,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768031,4,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,7.0,3.0,10.0,15.0,6.0,2.0,,,,,,,1.0,17.0,9.0,,,,,1.0,,,1.0,,90.0,1.0,,,,,1.0,,7.4,,,1.0,,,2.0,4.0,,,,17.0,4.0,17.0,2,,33.0,1.0,2.0,1.0
2015-16,6768038,5,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,9.0,2.0,11.0,1.0,1.0,4.0,,,1.0,1.0,,,,3.0,4.0,,,,,,,,,1.0,45.0,,,,,,,,6.8,,,,,,1.0,,,,,10.0,2.0,12.0,1,2.0,19.0,1.0,1.0,
2015-16,6768038,5,13,Leicester_City,Home,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,1.0,9.0,2.0,11.0,2.0,,3.0,,,,,,,2.0,4.0,2.0,,,,,,,,,1.0,26.0,,,,,,,,6.7,,,1.0,,,,,,2.0,,10.0,3.0,13.0,1,1.0,19.0,,1.0,
2015-16,6768038,5,13,Leicester_City,Home,67647,68582,Andrej Kramarić,andrej-kramaric,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768038,5,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,8.0,2.0,10.0,5.0,2.0,5.0,,,3.0,,,,2.0,10.0,5.0,,,1.0,,1.0,,,,2.0,90.0,1.0,,,,,,,7.6,,,1.0,,,3.0,,,1.0,1.0,13.0,3.0,16.0,5,2.0,31.0,,,1.0
2015-16,6768063,6,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,False,,,,6.0,4.0,10.0,3.0,1.0,1.0,,,,,,,4.0,7.0,1.0,,,,,,,,2.0,,64.0,,,,,,,,6.3,,,1.0,,,,,,,1.0,7.0,4.0,11.0,1,,20.0,2.0,,
2015-16,6768063,6,13,Leicester_City,Away,52691,54316,Leonardo Ulloa,leonardo-ulloa,F,True,,,,4.0,4.0,8.0,3.0,3.0,3.0,,,,1.0,,,,4.0,3.0,,,,,,,,1.0,1.0,26.0,,,,,,,,6.6,,,,,1.0,,,,1.0,,10.0,4.0,14.0,0,,21.0,4.0,,
2015-16,6768063,6,13,Leicester_City,Away,67647,68582,Andrej Kramarić,andrej-kramaric,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
