season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243389,1,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,,6.0,1.0,6.0,2.0,2.0,2.0,,1.0,,,,,,3.0,3.0,,,,,,,,,,,90.0,,,,,,,,,7.0,,6.3,,,,,1.0,1.0,2.0,,,,9.0,3.0,10.0,0,1.0,18.0,1.0,,,1.0
2019-20,8243389,1,13,Leicester_City,Home,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,1.0,15.0,7.0,22.0,2.0,1.0,3.0,,,,1.0,,,1.0,6.0,6.0,,,,,,,,,,,76.0,,,,,,,,,21.0,,6.4,,,1.0,,1.0,4.0,3.0,,1.0,,26.0,8.0,31.0,1,1.0,55.0,4.0,2.0,2.0,1.0
2019-20,8243389,1,13,Leicester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243389,1,13,Leicester_City,Home,855647,201666,Harvey Barnes,harvey-barnes,F,True,,,,12.0,3.0,15.0,1.0,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,29.0,1.0,,,,,,,,6.0,,6.8,,,,,,2.0,,,1.0,,17.0,3.0,20.0,1,,23.0,,,1.0,
2019-20,8243416,2,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,1.0,6.0,7.0,1.0,1.0,,,1.0,,,,,,4.0,1.0,,,2.0,,,,,,,,90.0,,,,,,,,,7.0,,6.1,,,1.0,,,1.0,1.0,,,2.0,4.0,6.0,9.0,1,,16.0,3.0,,,
2019-20,8243416,2,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,,18.0,8.0,26.0,2.0,1.0,5.0,,,1.0,3.0,,,3.0,9.0,6.0,,,1.0,,,,,,,,80.0,1.0,,,,,,,,13.0,,6.7,,,,,,2.0,,,,,24.0,9.0,33.0,2,2.0,55.0,3.0,1.0,2.0,1.0
2019-20,8243416,2,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243416,2,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243432,3,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,4.0,3.0,7.0,4.0,2.0,1.0,,,,,,,,5.0,2.0,,,,,1.0,,,,,,90.0,1.0,,,,,,,,5.0,,7.1,,,1.0,,1.0,1.0,,,,3.0,6.0,3.0,9.0,2,,17.0,1.0,,,
2019-20,8243432,3,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,1.0,17.0,9.0,26.0,3.0,,3.0,,,,,,,3.0,8.0,5.0,,,,,,,,1.0,2.0,,78.0,,,,,,,,,16.0,,6.9,,,,,1.0,4.0,1.0,,1.0,,23.0,10.0,32.0,0,2.0,50.0,3.0,1.0,2.0,1.0
2019-20,8243432,3,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,True,,,,7.0,2.0,9.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,26.0,1.0,,,,,,,,8.0,,7.1,,,,,1.0,1.0,1.0,,1.0,,10.0,3.0,12.0,1,,20.0,2.0,,,
2019-20,8243428,4,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,6.0,4.0,10.0,4.0,3.0,,1.0,,,,,,1.0,7.0,3.0,,,1.0,1.0,2.0,,,,1.0,,90.0,3.0,,,,,,,,13.0,,8.9,,,,,1.0,1.0,3.0,,,1.0,14.0,5.0,16.0,3,,30.0,2.0,,,
2019-20,8243428,4,13,Leicester_City,Home,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243428,4,13,Leicester_City,Home,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,1.0,8.0,6.0,14.0,2.0,1.0,5.0,,,,1.0,,,1.0,5.0,2.0,,,1.0,,,,,,1.0,,71.0,1.0,,,,,,,,7.0,,6.6,,,,,,1.0,1.0,,1.0,,11.0,7.0,17.0,1,,24.0,2.0,,1.0,
2019-20,8243444,5,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,8.0,1.0,9.0,2.0,1.0,1.0,,,,,,,,3.0,2.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,,7.0,,6.6,,,,,,,,,2.0,1.0,13.0,2.0,15.0,0,,17.0,1.0,1.0,,
2019-20,8243444,5,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,,11.0,2.0,13.0,,,1.0,,,,1.0,,,1.0,3.0,5.0,,,1.0,,,,,1.0,,,33.0,,,,,,,,,3.0,,6.8,,,,,,1.0,2.0,,,,13.0,2.0,13.0,0,4.0,25.0,,,1.0,2.0
2019-20,8243444,5,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,True,,,1.0,7.0,2.0,9.0,,1.0,2.0,,,,,,,,1.0,3.0,,,,,,,,,,,22.0,,,,,,,,,4.0,,6.7,,,,,,1.0,,,1.0,,9.0,3.0,12.0,0,2.0,18.0,,,,1.0
2019-20,8243450,6,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,7.0,2.0,9.0,6.0,1.0,1.0,,,1.0,,,,1.0,10.0,1.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,,,9.0,,6.7,,,1.0,,1.0,2.0,2.0,,1.0,2.0,12.0,2.0,12.0,3,,24.0,1.0,,,
2019-20,8243450,6,13,Leicester_City,Home,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,1.0,12.0,3.0,15.0,2.0,,1.0,,,,1.0,,,2.0,8.0,3.0,,,2.0,,,,,1.0,1.0,,67.0,1.0,,,,,,,,8.0,,6.4,,,,,,2.0,1.0,,1.0,1.0,14.0,4.0,17.0,1,1.0,33.0,2.0,1.0,1.0,1.0
2019-20,8243450,6,13,Leicester_City,Home,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,,10.0,8.0,18.0,1.0,,2.0,,,1.0,,,,1.0,3.0,5.0,,,1.0,,,,,,2.0,,82.0,1.0,,,,,,,,11.0,,6.9,,,1.0,,,3.0,1.0,,1.0,,15.0,9.0,23.0,3,1.0,37.0,2.0,1.0,3.0,
2019-20,8243460,7,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,8.0,3.0,11.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,2.0,,,1.0,1.0,,90.0,2.0,,,,,,,,5.0,,8.2,,,2.0,,,,,,1.0,,12.0,3.0,15.0,4,,22.0,1.0,,,
