season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436500,13,13,Leicester_City,Away,865057,245419,Patson Daka,patson-daka,F,True,,,,2.0,2.0,4.0,1.0,,,1.0,,,1.0,2.0,,1.0,4.0,2.0,,,0.0004115,0.0169,,,0.0,,,,,,,,26.0,,,,,,,,,6.0,,,6.4,,,,,,,,,,,,5.0,3.0,8.0,,,1,1.0,13.0,1.0,1.0,,
2024-25,12436966,14,13,Leicester_City,Home,103045,80146,Jordan Ayew,jordan-ayew,F,True,,,,2.0,1.0,3.0,1.0,,,1.0,,,,,,2.0,3.0,,,,0.00248302,,,,0.0,,,,,,,,9.0,,,,,,,,,5.0,,,6.2,,,,,,,,,,,,3.0,1.0,4.0,,,0,,9.0,2.0,,,
2024-25,12436966,14,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,,3.0,3.0,3.0,,,2.0,,2.0,,,,1.0,5.0,2.0,,,2.761e-05,0.6526,1.0681,1.0,0.0,1.0,,,,,,,60.0,2.0,1.0,,,,,,,5.0,,,6.7,,,1.0,,,,,,,,,4.0,3.0,7.0,,,3,1.0,14.0,,1.0,,1.0
2024-25,12436966,14,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,,1.0,1.0,3.0,,,1.0,,,,1.0,,,5.0,5.0,,,7.45e-06,0.142,0.5172,,0.0,1.0,,,,,,,30.0,1.0,,,,,,,,4.0,,,7.3,,,,,,,2.0,,,,,3.0,1.0,4.0,,,1,2.0,12.0,,2.0,1.0,1.0
2024-25,12436444,15,13,Leicester_City,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,1.0,8.0,8.0,16.0,2.0,1.0,,4.0,,,1.0,2.0,,,6.0,2.0,,,0.133963,0.0203,,2.0,0.0,,,,,,1.0,,62.0,,,,,,,,,6.0,,,6.5,,,,,,,1.0,,,1.0,,11.0,9.0,20.0,,,1,,25.0,2.0,,1.0,
2024-25,12436444,15,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,9.0,1.0,10.0,3.0,2.0,,1.0,1.0,,1.0,,,,5.0,4.0,,,0.368637,0.4849,0.688,1.0,1.0,1.0,,,,,1.0,,90.0,1.0,,,,,,,,6.0,,,8.3,,,1.0,,,1.0,1.0,,,,1.0,11.0,2.0,13.0,,,3,1.0,24.0,2.0,1.0,,1.0
2024-25,12436444,15,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,2.0,1.0,3.0,,,,1.0,,,,1.0,,,1.0,,,,0.0034241,,,,0.0,,,,,,,,9.0,,,,,,,,,,,,6.4,,,,,,,,,,,,2.0,1.0,3.0,,,0,,4.0,,,,
2024-25,12436460,16,13,Leicester_City,Away,103045,80146,Jordan Ayew,jordan-ayew,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436460,16,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,4.0,2.0,6.0,2.0,2.0,,2.0,,,1.0,,,1.0,3.0,4.0,,,0.00276086,0.0615,,,0.0,,,,,,,,59.0,,,,,,,,,5.0,,,6.7,,,,,,,2.0,,,1.0,,8.0,2.0,10.0,,,1,,15.0,,,2.0,
2024-25,12436460,16,13,Leicester_City,Away,865057,245419,Patson Daka,patson-daka,F,True,,,,,,,2.0,2.0,,2.0,,,,,,1.0,5.0,4.0,,,,,,1.0,0.0,,,,,,,,31.0,,1.0,,,,,,,5.0,,,6.6,,,,,,2.0,1.0,,,,,2.0,1.0,3.0,,,0,2.0,12.0,,,,
2024-25,12436469,17,13,Leicester_City,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,1.0,,,16.0,6.0,21.0,2.0,2.0,,6.0,,,1.0,,,4.0,10.0,7.0,,,0.0644079,0.0718,,3.0,0.0,,,,,,1.0,,84.0,,,,,,,,,18.0,,,6.3,,,,,,,3.0,7.0,,,1.0,26.0,7.0,26.0,,,1,1.0,51.0,2.0,2.0,2.0,
2024-25,12436469,17,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,3.0,2.0,5.0,2.0,1.0,,2.0,,1.0,1.0,,,1.0,9.0,2.0,,,0.032541,0.6774,0.5992,4.0,0.0,,,,,,,,90.0,3.0,,,,,,,,5.0,,,6.5,,,2.0,,,,2.0,,,,,3.0,3.0,6.0,,,6,,19.0,,1.0,,
2024-25,12436469,17,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436474,18,13,Leicester_City,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,1.0,,,4.0,11.0,14.0,,4.0,,4.0,,,,,,,2.0,13.0,,,0.0381127,0.2448,0.8992,1.0,0.0,1.0,,,,2.0,1.0,,90.0,1.0,,,,,,,,17.0,,,7.4,,,,,,5.0,1.0,2.0,,4.0,,13.0,16.0,27.0,,,1,2.0,51.0,2.0,7.0,,1.0
2024-25,12436474,18,13,Leicester_City,Away,795228,199670,Odsonne Édouard,odsonne-edouard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436474,18,13,Leicester_City,Away,865057,245419,Patson Daka,patson-daka,F,False,,,,4.0,3.0,7.0,2.0,1.0,,1.0,,,,,,2.0,5.0,2.0,,,0.00095627,,,,0.0,,,,,,,,90.0,,,,,,,,,8.0,,,6.3,,,,,,3.0,1.0,,,1.0,1.0,5.0,4.0,9.0,,,0,,21.0,2.0,1.0,,
2024-25,12436512,19,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,6.0,2.0,8.0,1.0,2.0,,1.0,1.0,2.0,1.0,,,,2.0,3.0,,,0.514488,0.737,0.1603,1.0,0.0,,,,1.0,,2.0,,90.0,1.0,,,,,,,,2.0,,,6.6,,,2.0,,,,,,,1.0,2.0,7.0,3.0,10.0,,,4,,17.0,,1.0,,
2024-25,12436512,19,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,0.0,,,,,,,,11.0,,,,,,,,,2.0,,,6.5,,,,,,,,,,,,,,,,,0,,3.0,1.0,,,
2024-25,12436523,20,13,Leicester_City,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,1.0,,,8.0,7.0,14.0,4.0,1.0,,5.0,1.0,,,,,5.0,12.0,9.0,,,0.184961,,,2.0,0.0,,,,,,1.0,,83.0,,,,,,,,,15.0,,,6.8,,,,,,,3.0,4.0,,,,13.0,7.0,16.0,,,0,3.0,42.0,4.0,3.0,2.0,2.0
2024-25,12436523,20,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,2.0,4.0,6.0,,1.0,,2.0,,1.0,,,,,1.0,2.0,,,0.00030875,0.1519,0.5448,,0.0,,,,,,,,90.0,1.0,1.0,,,,,,,3.0,,,6.4,,,,,,1.0,1.0,,,,,2.0,4.0,6.0,,,1,1.0,13.0,2.0,,,
2024-25,12436523,20,13,Leicester_City,Away,865057,245419,Patson Daka,patson-daka,F,True,,,,4.0,,4.0,1.0,,,,,,,,,,2.0,,,,0.00589459,,,1.0,0.0,,,,,,,,8.0,,,,,,,,,3.0,,,6.5,,,,,,,,,,,,6.0,,6.0,,,0,,9.0,,,,
2024-25,12436527,21,13,Leicester_City,Home,103045,80146,Jordan Ayew,jordan-ayew,F,True,1.0,,,4.0,3.0,6.0,1.0,,,,1.0,,,1.0,,,2.0,1.0,,,0.13631,0.03,0.0736,1.0,0.0,,,,,,1.0,,10.0,1.0,,,,,,,,3.0,,,7.2,,,,,,,1.0,2.0,,,,7.0,3.0,8.0,,,1,,12.0,,,1.0,
2024-25,12436527,21,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,14.0,9.0,23.0,3.0,2.0,,5.0,,2.0,1.0,,,1.0,5.0,4.0,,,0.0171021,0.9891,0.3347,,0.0,,,,,,1.0,,90.0,1.0,,,,,,,,11.0,,,6.5,,,4.0,,,,3.0,,,,1.0,19.0,11.0,30.0,,,6,,43.0,1.0,,2.0,
2024-25,12436527,21,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,2.0,5.0,4.0,9.0,,,,,,,2.0,,,2.0,2.0,2.0,,,0.00897534,0.2493,,,0.0,,,,,,,,24.0,,,,,,,,,2.0,,,6.9,,,2.0,,,,,,,2.0,,5.0,4.0,9.0,,,4,1.0,19.0,,1.0,,1.0
2024-25,12436442,22,13,Leicester_City,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,6.0,7.0,13.0,6.0,1.0,,3.0,,1.0,,,,7.0,16.0,3.0,,,0.00955876,0.2552,0.1167,,0.0,,,,,2.0,,,71.0,1.0,,,,,,,,17.0,,,5.9,,,2.0,,,,3.0,1.0,,1.0,,12.0,8.0,19.0,,,3,1.0,41.0,,1.0,,1.0
2024-25,12436442,22,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,6.0,1.0,7.0,2.0,2.0,,1.0,,,,1.0,,,4.0,3.0,,,0.00434891,0.0212,0.0194,1.0,0.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,,3.0,,,6.9,,,,,,,,,,1.0,1.0,9.0,1.0,10.0,,,1,1.0,15.0,,,,1.0
2024-25,12436442,22,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,4.0,1.0,5.0,1.0,1.0,,,,,,,,,1.0,2.0,,,0.00773049,,,,0.0,,,,,,,,19.0,,,,,,,,,1.0,,,6.7,,,,,,,,,,,,5.0,1.0,6.0,,,0,,8.0,,2.0,,
2024-25,12436907,23,13,Leicester_City,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,1.0,,,13.0,6.0,18.0,6.0,7.0,,6.0,,,2.0,2.0,,,13.0,11.0,,,0.100085,0.121,,4.0,0.0,,,,,1.0,1.0,,87.0,,,,,,,,,20.0,,,6.6,,,,,,2.0,2.0,5.0,,5.0,1.0,26.0,9.0,30.0,,,2,1.0,53.0,3.0,2.0,1.0,1.0
2024-25,12436907,23,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,2.0,,2.0,1.0,,,,,,2.0,,,1.0,2.0,2.0,,,0.0351222,1.1347,0.9936,,0.0,1.0,,,,1.0,,,77.0,1.0,1.0,,,,,,,6.0,,,7.5,,,,,,,,1.0,,,,5.0,1.0,5.0,,,3,2.0,16.0,,,,2.0
2024-25,12436907,23,13,Leicester_City,Away,865057,245419,Patson Daka,patson-daka,F,True,,,,1.0,,1.0,2.0,1.0,,,,,,,,,3.0,3.0,,,0.00023038,,,1.0,0.0,,,,,,,,13.0,,,,,,,,,1.0,,,6.7,,,,,,1.0,,,,,1.0,2.0,,2.0,,,0,1.0,7.0,,1.0,,1.0
2024-25,12436921,24,13,Leicester_City,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,1.0,,1.0,13.0,14.0,26.0,7.0,1.0,,8.0,,,2.0,1.0,,1.0,13.0,6.0,,,0.0860597,0.0681,,1.0,0.0,,,,,,2.0,,90.0,,,,,,,,,20.0,,,6.1,,,,,,,6.0,5.0,,2.0,,22.0,17.0,34.0,,,2,1.0,62.0,4.0,1.0,3.0,1.0
2024-25,12436921,24,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,1.0,,1.0,1.0,,,,,,,,,,2.0,,,,0.00021807,,,,0.0,,,,,,,,60.0,,,,,,,,,2.0,,,6.4,,,,,,1.0,1.0,,,,,2.0,,2.0,,,0,,6.0,,,,
2024-25,12436921,24,13,Leicester_City,Away,865057,245419,Patson Daka,patson-daka,F,True,,,,3.0,1.0,4.0,1.0,,,,,,,,,,2.0,1.0,,,0.00427571,0.04,0.0552,1.0,0.0,,,,,,,,30.0,1.0,,,,,,,,,,,6.7,,,,,,,,,,,,3.0,1.0,4.0,,,1,1.0,7.0,,,,1.0
2024-25,12436943,25,13,Leicester_City,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,1.0,7.0,10.0,17.0,3.0,1.0,,5.0,,,,2.0,,2.0,10.0,6.0,,,0.0306792,,,2.0,0.0,,,,,,,,75.0,,,,,,,,,12.0,,,6.5,,,,,,4.0,2.0,1.0,,2.0,,11.0,12.0,22.0,,,0,2.0,40.0,3.0,2.0,1.0,1.0
2024-25,12436943,25,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,6.0,6.0,12.0,3.0,,,4.0,,,,1.0,,,5.0,6.0,,,0.0262573,,,,0.0,,,,,,1.0,,90.0,,,,,,,,,7.0,,,6.8,,,,,,1.0,1.0,,,,,9.0,8.0,17.0,,,0,2.0,26.0,,4.0,,2.0
2024-25,12436943,25,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,,2.0,2.0,,,,,,,,,,,,,,,9.82e-05,,,,0.0,,,,,,,,10.0,,,,,,,,,1.0,,,6.5,,,,,,,,,,,,1.0,2.0,3.0,,,0,,4.0,,,,
2024-25,12436623,26,13,Leicester_City,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,2.0,,,12.0,3.0,13.0,2.0,1.0,,3.0,,,,,,,3.0,2.0,,,0.0783746,,,,0.0,,,,,,1.0,,55.0,,,,,,,,,11.0,,,6.4,,,,,,1.0,1.0,6.0,,,,18.0,3.0,15.0,,,0,,29.0,4.0,2.0,,
