season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436881,1,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,1.0,3.0,4.0,1.0,2.0,,,,1.0,,,,1.0,2.0,3.0,,,0.00037159,0.803,1.2373,,0.0,1.0,,,,1.0,,,79.0,2.0,,,,,,,,9.0,,,7.1,,,,,,1.0,,,,,,5.0,4.0,9.0,,,2,1.0,19.0,2.0,,,1.0
2024-25,12436881,1,13,Leicester_City,Home,1005766,461416,Thomas Cannon,cannon-thomas,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436894,2,13,Leicester_City,Away,103045,80146,Jordan Ayew,jordan-ayew,F,True,1.0,,,4.0,3.0,6.0,,,,,,,,,,,,3.0,,,0.038833,0.089,,,0.0,,,,,,1.0,,27.0,,,,,,,,,1.0,,,6.8,,,1.0,,,,1.0,1.0,,,,4.0,4.0,7.0,,,1,,14.0,,2.0,1.0,
2024-25,12436894,2,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,3.0,3.0,6.0,,1.0,,2.0,,,,1.0,,,1.0,1.0,,,0.00155696,,,,0.0,,,,,,,,71.0,,,,,,,,,6.0,,,6.4,,,,,,,,,,,3.0,6.0,4.0,10.0,,,0,,12.0,1.0,,,
2024-25,12436918,3,13,Leicester_City,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,1.0,,1.0,15.0,7.0,21.0,,1.0,,8.0,,,,2.0,,1.0,4.0,11.0,,,0.0398005,0.0393,,1.0,0.0,,,,,,1.0,,67.0,,,,,,,,,9.0,,,7.1,,,1.0,,,,2.0,4.0,,2.0,1.0,20.0,8.0,24.0,,,1,3.0,45.0,2.0,5.0,2.0,1.0
2024-25,12436918,3,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,6.0,3.0,9.0,2.0,1.0,,,,,,1.0,,,7.0,3.0,,,0.0185527,,,3.0,0.0,,,,,,1.0,,90.0,,,,,,,,,6.0,,,6.5,,,,,,,1.0,,,,1.0,8.0,4.0,12.0,,,0,,20.0,2.0,2.0,,
2024-25,12436938,4,13,Leicester_City,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,3.0,8.0,11.0,5.0,1.0,,7.0,,1.0,,,,4.0,13.0,11.0,,,0.00597072,0.0995,0.0303,2.0,0.0,,,,,1.0,,,83.0,1.0,,,,,,,,13.0,,,6.6,,,1.0,,,1.0,6.0,,,2.0,,5.0,8.0,13.0,,,2,2.0,47.0,5.0,4.0,4.0,1.0
2024-25,12436938,4,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,6.0,5.0,11.0,2.0,4.0,,,,,,,,1.0,3.0,6.0,,,0.0455991,0.6352,0.9918,,0.0,1.0,,,,,1.0,,90.0,1.0,,,,,,,,9.0,,,7.5,,,,,,1.0,2.0,,,,,12.0,5.0,17.0,,,1,,25.0,2.0,,2.0,
2024-25,12436967,5,13,Leicester_City,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,8.0,6.0,14.0,,1.0,,4.0,,,1.0,1.0,,1.0,3.0,5.0,,,0.00907759,0.0866,,1.0,0.0,,,,,,,,90.0,,,,,,,,,12.0,,,6.7,,,1.0,,,,,4.0,,1.0,1.0,16.0,6.0,18.0,,,2,1.0,34.0,3.0,3.0,,
2024-25,12436967,5,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,5.0,1.0,6.0,2.0,2.0,,,,,,,,,2.0,2.0,,,0.0130804,,,,0.0,,,,,,,,83.0,,,,,,,,,6.0,,,6.6,,,,,,,,1.0,,,1.0,7.0,2.0,8.0,,,0,,14.0,3.0,,,
2024-25,12436967,5,13,Leicester_City,Home,795228,199670,Odsonne Édouard,odsonne-edouard,F,True,,,,2.0,,2.0,,,,,,,,,,2.0,2.0,,,,0.0402433,,,,0.0,,,,,,1.0,,12.0,,,,,,,,,4.0,,,6.5,,,,,,,,,,,,3.0,,3.0,,,0,,7.0,1.0,,,
2024-25,12436985,6,13,Leicester_City,Away,103045,80146,Jordan Ayew,jordan-ayew,F,True,,,,,,,2.0,,1.0,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,17.0,,,,,,,,,2.0,0.0,,6.4,,,,,4.0491511456106,,,,,,,1.0,,1.0,3.2598492897443,,0,,3.0,1.0,,,
2024-25,12436985,6,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,1.0,4.0,6.0,10.0,2.0,,2.0,2.0,,,,,,2.0,4.0,2.0,,,0.013066,,,,0.0,,,,,,1.0,,90.0,,,,,,,,,5.0,1.0,,6.5,,,,,20.019219458943,3.0,,,,1.0,1.0,6.0,6.0,12.0,9.1975791867105,14.768779096459,0,1.0,21.0,1.0,1.0,,1.0
2024-25,12436985,6,13,Leicester_City,Away,795228,199670,Odsonne Édouard,odsonne-edouard,F,True,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437020,7,13,Leicester_City,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,1.0,13.0,5.0,18.0,4.0,4.0,,3.0,,,,,,,8.0,10.0,,,0.0140256,,,2.0,0.0,,,,,2.0,,,88.0,,,,,,,,,13.0,,,6.8,,,,,,,2.0,1.0,,2.0,,18.0,6.0,23.0,,,0,2.0,41.0,4.0,4.0,,2.0
2024-25,12437020,7,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,2.0,1.0,3.0,,1.0,,,,1.0,,,,,1.0,3.0,,,0.00072397,0.4594,,1.0,0.0,,,,,,,,74.0,,,,,,,,,7.0,,,6.5,,,2.0,,,2.0,,1.0,,,2.0,5.0,1.0,5.0,,,2,1.0,18.0,4.0,1.0,,1.0
2024-25,12437020,7,13,Leicester_City,Home,795228,199670,Odsonne Édouard,odsonne-edouard,F,True,,,,2.0,2.0,4.0,,1.0,,1.0,,,,,,,3.0,2.0,,,0.00056241,,,2.0,0.0,,,,,,,,16.0,,,,,,,,,6.0,,,6.6,,,,,,1.0,2.0,,,,,3.0,2.0,5.0,,,0,,14.0,4.0,,1.0,
2024-25,12437037,8,13,Leicester_City,Away,103045,80146,Jordan Ayew,jordan-ayew,F,True,,,,4.0,2.0,6.0,1.0,,,1.0,,,,,,,4.0,1.0,,,0.0090364,0.0981,0.2894,2.0,0.0,1.0,,,,,1.0,,22.0,1.0,,,,,,,,1.0,,,7.3,,,,,,,1.0,,,,,4.0,2.0,6.0,,,1,1.0,11.0,,,,
2024-25,12437037,8,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,2.0,,2.0,,1.0,,,,,2.0,,,,1.0,2.0,,,0.00136206,1.028,0.9558,1.0,0.0,1.0,,,,,,,90.0,1.0,,,,,,,1.0,4.0,,,7.4,,,1.0,,,1.0,,1.0,,,2.0,5.0,1.0,5.0,,,4,,12.0,,1.0,,
2024-25,12437037,8,13,Leicester_City,Away,795228,199670,Odsonne Édouard,odsonne-edouard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437048,9,13,Leicester_City,Home,103045,80146,Jordan Ayew,jordan-ayew,F,True,,,,8.0,1.0,9.0,,,,1.0,,,,,,2.0,3.0,1.0,,,0.00621663,,,1.0,0.0,,,,,,,,22.0,,,,,,,,,6.0,,,6.4,,,,,,,,1.0,,,,10.0,1.0,10.0,,,0,,17.0,2.0,1.0,,
2024-25,12437048,9,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,1.0,7.0,5.0,11.0,,4.0,,,,,1.0,,,,,4.0,,,0.0716097,0.54,0.9749,,0.0,1.0,,,,,2.0,,90.0,1.0,,,,,,,,7.0,,,7.5,,,,,,3.0,,1.0,,1.0,,14.0,5.0,18.0,,,2,,25.0,,,,
2024-25,12437048,9,13,Leicester_City,Home,795228,199670,Odsonne Édouard,odsonne-edouard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437053,10,13,Leicester_City,Away,103045,80146,Jordan Ayew,jordan-ayew,F,True,,,,1.0,,1.0,1.0,1.0,,,,1.0,3.0,,,,2.0,1.0,,,0.0437579,0.7508,0.4062,1.0,0.0,1.0,,,,,,,14.0,2.0,,,,,,,,,,,7.2,,,,,,,,,,,,1.0,,1.0,,,5,,6.0,,,,
2024-25,12437053,10,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,8.0,1.0,9.0,3.0,2.0,,,1.0,,,,,,4.0,2.0,,,0.452429,0.0448,,1.0,1.0,,,,,,2.0,,90.0,,,,,,,,,5.0,,,7.4,,,1.0,,,,,,,,,12.0,1.0,13.0,,,1,,16.0,1.0,,,
2024-25,12436494,11,13,Leicester_City,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,10.0,7.0,17.0,2.0,5.0,8.0,1.0,,,,,,1.0,5.0,7.0,,,0.0385731,0.0475,0.3593,,0.0,,,,,1.0,,,88.0,1.0,,,,,,,,13.0,0.0,,6.7,,,,,53.686011355022,1.0,2.0,,,,,13.0,9.0,22.0,-5.6009515383077,,1,2.0,37.0,4.0,,,1.0
2024-25,12436494,11,13,Leicester_City,Away,795228,199670,Odsonne Édouard,odsonne-edouard,F,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,8.0,,,,,,,,,2.0,,,6.6,,,,,,,,,,,,,,,,,0,1.0,3.0,2.0,,,1.0
2024-25,12436495,12,13,Leicester_City,Home,103045,80146,Jordan Ayew,jordan-ayew,F,True,,,,3.0,2.0,5.0,,,,3.0,,,,1.0,,,4.0,2.0,,,0.00055023,0.7884,0.7994,,0.0,1.0,,,,1.0,,,19.0,1.0,,,,,,,,6.0,,,6.7,,,,,,,3.0,,,,,3.0,3.0,6.0,,,1,,15.0,1.0,2.0,,
2024-25,12436495,12,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,2.0,4.0,6.0,1.0,,,,,,,1.0,,,2.0,,,,0.00583605,,,,0.0,,,,,,,,79.0,,1.0,,,,,,,3.0,,,6.5,,,,,,,,,,1.0,,3.0,4.0,7.0,,,0,,13.0,2.0,,,
2024-25,12436495,12,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,0.00019255,0.0504,,,0.0,,,,,,,,11.0,,,,,,,,,1.0,,,6.6,,,,,,,,,,,,2.0,,2.0,,,1,,4.0,,1.0,,
2024-25,12436500,13,13,Leicester_City,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,7.0,12.0,19.0,5.0,2.0,,7.0,,,,,,1.0,12.0,3.0,,,0.126317,0.0578,,1.0,0.0,,,,,2.0,,,80.0,,,,,,,,,10.0,,,6.3,,,1.0,,,1.0,5.0,1.0,,,,8.0,13.0,20.0,,,1,,37.0,1.0,2.0,,
2024-25,12436500,13,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,2.0,8.0,10.0,,4.0,,,1.0,,,1.0,,,4.0,5.0,,,0.520838,,,1.0,1.0,,,,,,1.0,,64.0,,,,,,,,,7.0,,,6.9,,,,,,1.0,3.0,2.0,,,1.0,6.0,9.0,13.0,,,0,,19.0,,,1.0,
