playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,setPiecesGoals,goals,offsides,awayGoals,throwInsToOppositionPlayer,homeGoals,leftFootGoals,attemptsFromSetPieces,throwInsToOwnPlayer,shotsBlockedInBox,iboxBlocked,foulWonPenalty,goalKicks,cleanSheets,iboxTarget,shotsOnTargetInBox,penaltyGoalsConceded,redCards2ndYellow,headedGoals,gkSuccessfulDistribution,clearancesOffTheLine,overruns,unsuccessfulLayoffs,rightFootGoals,lastPlayerTackle,hitWoodwork,secondGoalAssists,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,freekickTotal,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,ownGoalScored,penaltiesConceded
172850,Ben Chilwell,Defender,C Palace,31,England,2024-25,15.0,1.0,,0.0,,3.0,,7.0,5.0,1.0,13.0,8.0,,1.0,1.0,26.0,4.0,94.0,,7.0,,7.0,,2.0,254.0,4.0,15.0,,8.0,12.0,65.0,,3.0,,5.0,,11.0,4.0,11.0,41.0,3.0,0.0,30.0,4.0,28.0,20.0,8.0,,1.0,3.0,39.0,4.0,5.0,5.0,23.0,3.0,0.0,90.0,2.0,2.0,42.0,6.0,2.0,2.0,8.0,2.0,6.0,,3.0,17.0,187.0,,,9.0,31.0,,,,1.0,13.0,6.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590012,Caleb Kporha,Defender,C Palace,31,England,2024-25,3.0,1.0,0.0178,0.0,,,,2.0,,,1.0,2.0,,,,1.0,1.0,4.0,,2.0,,1.0,,1.0,11.0,1.0,2.0,,,2.0,3.0,,,0.175,,,1.0,1.0,2.0,,,0.0,5.0,,1.0,1.0,2.0,,1.0,,4.0,1.0,1.0,2.0,4.0,,0.0,4.0,,,4.0,1.0,,,1.0,,,,,2.0,13.0,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515621,Chadi Riad,Defender,C Palace,31,Morocco,2024-25,6.0,,0.0204,0.0,,,,5.0,,,7.0,1.0,,,1.0,12.0,,82.0,,,,6.0,,,90.0,4.0,7.0,,2.0,5.0,65.0,,,0.9093,,1.0,,2.0,2.0,37.0,,0.0,13.0,,36.0,4.0,1.0,,3.0,,21.0,2.0,,,7.0,2.0,0.0,82.0,,,13.0,2.0,,,5.0,1.0,2.0,,5.0,4.0,91.0,,,1.0,49.0,1.0,,,0.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427623,Chris Richards,Defender,C Palace,31,United States,2024-25,79.0,1.0,0.6123,1.0,3.0,6.0,2.1049,47.0,9.0,2.0,85.0,24.0,,,22.0,156.0,4.0,833.0,1.0,2.0,,90.0,,1.0,1924.0,41.0,101.0,3.0,39.0,52.0,648.0,,20.0,32.5847,2.0,6.0,113.0,31.0,38.0,114.0,5.0,0.0,180.0,26.0,341.0,51.0,24.0,,17.0,5.0,186.0,28.0,4.0,10.0,90.0,49.0,0.0,813.0,3.0,2.0,188.0,30.0,1.0,14.0,297.0,11.0,19.0,,29.0,81.0,1148.0,3.0,1.0,43.0,492.0,3.0,,1.381,2.0,71.0,61.0,,1.0,1.0,1.0,11.0,0.0,,,6.0,2.0,2.0,1.0,2.0,7.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
247348,Daniel Muñoz,Defender,C Palace,31,Colombia,2024-25,226.0,19.0,3.5701,0.0,6.0,18.0,3.0336,123.0,31.0,2.0,235.0,37.0,5.0,7.0,37.0,283.0,55.0,1137.0,2.0,,2.0,137.0,,19.0,3233.0,79.0,221.0,5.0,73.0,163.0,826.0,,112.0,49.1854,41.0,7.0,94.0,46.0,147.0,33.0,19.0,1.0,447.0,34.0,352.0,171.0,37.0,,43.0,33.0,467.0,41.0,55.0,53.0,310.0,58.0,0.0,1108.0,13.0,21.0,479.0,80.0,21.0,6.0,442.0,56.0,44.0,,28.0,310.0,2107.0,4.0,2.0,32.0,406.0,37.0,3.0,4.9298,10.0,48.0,82.0,,4.0,15.0,1.0,19.0,3.0,,,256.0,4.0,4.0,,,11.0,14.0,14.0,1.0,,1.0,,,7.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
55494,Joel Ward,Defender,C Palace,31,England,2024-25,5.0,,0.007,0.0,,,,2.0,,,6.0,2.0,,,1.0,10.0,,24.0,,1.0,,1.0,,,72.0,,3.0,,1.0,2.0,12.0,,,2.1622,1.0,1.0,3.0,2.0,5.0,,,0.0,8.0,,9.0,7.0,2.0,,2.0,1.0,3.0,2.0,,1.0,7.0,1.0,0.0,24.0,,,11.0,,,,13.0,4.0,,,2.0,2.0,32.0,1.0,,3.0,11.0,3.0,,,1.0,4.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209036,Marc Guéhi,Defender,C Palace,31,England,2024-25,116.0,3.0,2.0086,1.0,6.0,7.0,3.8753,61.0,9.0,7.0,142.0,34.0,2.0,,34.0,276.0,10.0,1741.0,1.0,,,128.0,1.0,3.0,3059.0,59.0,168.0,3.0,41.0,99.0,1352.0,,40.0,44.2807,14.0,14.0,156.0,42.0,57.0,633.0,27.0,0.0,284.0,32.0,705.0,146.0,34.0,1.0,27.0,2.0,551.0,39.0,10.0,20.0,156.0,69.0,0.0,1652.0,2.0,3.0,331.0,34.0,12.0,23.0,296.0,24.0,28.0,,113.0,107.0,2206.0,,1.0,75.0,917.0,16.0,2.0,1.9797,7.0,134.0,105.0,,3.0,1.0,3.0,,0.0,2.0,,6.0,5.0,5.0,,13.0,11.0,3.0,3.0,1.0,1.0,,13.0,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,
437499,Maxence Lacroix,Defender,C Palace,31,France,2024-25,108.0,2.0,1.0487,0.0,5.0,6.0,1.725,68.0,25.0,3.0,135.0,35.0,1.0,,35.0,265.0,5.0,1468.0,1.0,,,111.0,2.0,2.0,3118.0,50.0,155.0,5.0,38.0,94.0,1095.0,,46.0,45.5339,7.0,32.0,203.0,45.0,58.0,410.0,19.0,0.0,263.0,26.0,522.0,130.0,35.0,2.0,27.0,4.0,316.0,40.0,5.0,10.0,152.0,61.0,0.0,1426.0,19.0,4.0,301.0,41.0,8.0,22.0,461.0,34.0,54.0,,108.0,75.0,1992.0,3.0,1.0,74.0,889.0,23.0,1.0,3.425,5.0,130.0,111.0,,1.0,1.0,0.0,,1.0,,,2.0,4.0,4.0,,2.0,11.0,3.0,3.0,1.0,,1.0,2.0,1.0,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,1.0
57328,Nathaniel Clyne,Defender,C Palace,31,England,2024-25,17.0,3.0,0.2482,0.0,,,,12.0,2.0,1.0,28.0,13.0,,,5.0,45.0,4.0,203.0,,8.0,,8.0,,3.0,481.0,7.0,15.0,,10.0,14.0,144.0,,3.0,12.1242,3.0,9.0,13.0,11.0,10.0,28.0,2.0,0.0,32.0,2.0,81.0,10.0,13.0,,4.0,1.0,66.0,11.0,4.0,3.0,24.0,1.0,0.0,200.0,2.0,,62.0,8.0,,2.0,67.0,2.0,3.0,,14.0,27.0,276.0,4.0,,8.0,95.0,2.0,,0.0241,1.0,17.0,17.0,,,,,3.0,,,,10.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
244723,Tyrick Mitchell,Defender,C Palace,31,England,2024-25,111.0,19.0,3.7127,0.0,3.0,3.0,0.3018,91.0,9.0,,177.0,37.0,5.0,2.0,37.0,271.0,86.0,1025.0,,,,41.0,,19.0,3102.0,21.0,152.0,5.0,117.0,132.0,704.0,,44.0,49.3248,36.0,27.0,95.0,46.0,90.0,390.0,25.0,0.0,263.0,56.0,361.0,168.0,37.0,,36.0,17.0,411.0,41.0,86.0,47.0,222.0,20.0,0.0,1017.0,6.0,19.0,465.0,55.0,16.0,12.0,25.0,23.0,19.0,,50.0,249.0,1838.0,12.0,,63.0,362.0,7.0,1.0,1.3119,2.0,94.0,110.0,,,2.0,,17.0,,,,203.0,3.0,3.0,1.0,,7.0,3.0,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
