playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,iboxTarget,shotsOnTargetInBox,rightFootGoals,blocks,hitWoodwork,handballsConceded,throwInsToOppositionPlayer,foulWonPenalty,clearancesOffTheLine,headedGoals,setPiecesGoals,penaltiesConceded,penaltiesTaken,penaltyGoals,ownGoalScored,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
19419,Gary Cahill,Defender,C Palace,31,England,2019-20,77.0,,0.3341,0.0,,8.0,5.0,,0.7667,15.0,13.0,,85.0,25.0,1.0,,25.0,153.0,,1008.0,,,,1.0,,,140.0,7.0,,,2168.0,,52.0,116.0,4.0,15.0,28.0,782.0,,47.0,36.8599,2.0,8.0,111.0,35.0,7.0,25.0,329.0,12.0,0.0,193.0,9.0,,388.0,98.0,25.0,,7.0,,1.0,211.0,31.0,,5.0,,7.0,53.0,88.0,0.0,971.0,8.0,3.0,171.0,8.0,4.0,,223.0,14.0,18.0,,73.0,68.0,1287.0,5.0,1.0,1.0,28.0,644.0,7.0,1.551,1.0,68.0,65.0,,5.0,5.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
49413,James Tomkins,Defender,C Palace,31,England,2019-20,53.0,,0.1068,0.0,,,3.0,,0.9794,29.0,9.0,1.0,65.0,18.0,1.0,,18.0,138.0,1.0,671.0,1.0,1.0,1.0,,,,92.0,3.0,,,1584.0,,32.0,100.0,2.0,4.0,40.0,487.0,,21.0,28.3317,1.0,3.0,99.0,23.0,,21.0,132.0,10.0,0.0,153.0,2.0,0.0,257.0,82.0,18.0,,12.0,,1.0,103.0,21.0,1.0,2.0,,,61.0,60.0,0.0,646.0,6.0,3.0,148.0,17.0,1.0,,224.0,14.0,21.0,,46.0,58.0,901.0,2.0,2.0,,29.0,430.0,9.0,1.0657,5.0,73.0,45.0,,2.0,2.0,,15.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,
55494,Joel Ward,Defender,C Palace,31,England,2019-20,87.0,5.0,0.6257,0.0,,1.0,1.0,1.0,0.0315,69.0,4.0,,182.0,29.0,,,27.0,278.0,31.0,962.0,,,,,2.0,,81.0,7.0,1.0,5.0,2383.0,,29.0,158.0,2.0,53.0,106.0,640.0,,10.0,37.1811,5.0,9.0,82.0,36.0,1.0,58.0,53.0,29.0,0.0,245.0,7.0,,497.0,116.0,29.0,1.0,27.0,,7.0,375.0,34.0,31.0,19.0,,1.0,164.0,52.0,0.0,957.0,3.0,6.0,400.0,42.0,8.0,,299.0,24.0,48.0,,44.0,113.0,1632.0,224.0,3.0,,52.0,314.0,11.0,0.2665,4.0,96.0,92.0,,,,,6.0,1.0,1.0,46.0,,1.0,,,,,,,,,,,,,,,,,,,,
40784,Mamadou Sakho,Defender,C Palace,31,France,2019-20,28.0,,0.1302,1.0,,,,,,7.0,,,47.0,14.0,,,11.0,66.0,,538.0,,,,,3.0,,34.0,,,,931.0,,17.0,30.0,2.0,12.0,13.0,444.0,,3.0,21.8339,1.0,2.0,44.0,21.0,,11.0,184.0,2.0,0.0,58.0,7.0,,228.0,67.0,14.0,,2.0,,1.0,126.0,19.0,,6.0,,,24.0,17.0,1.0,523.0,,,79.0,5.0,4.0,,99.0,3.0,20.0,,28.0,27.0,656.0,,2.0,,9.0,346.0,1.0,,1.0,19.0,32.0,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58786,Martin Kelly,Defender,C Palace,31,England,2019-20,58.0,6.0,0.5694,0.0,,,,,,23.0,2.0,,100.0,19.0,1.0,,17.0,168.0,14.0,570.0,,,,,2.0,,58.0,5.0,,6.0,1550.0,,25.0,61.0,2.0,21.0,28.0,370.0,,6.0,23.7525,5.0,6.0,74.0,16.0,,33.0,79.0,,0.0,119.0,8.0,,296.0,71.0,19.0,,5.0,,5.0,153.0,14.0,14.0,8.0,,,61.0,33.0,0.0,556.0,2.0,,228.0,18.0,5.0,,144.0,8.0,16.0,,32.0,51.0,904.0,92.0,3.0,,34.0,255.0,5.0,0.069,0.0,68.0,66.0,,,,,10.0,,,26.0,,,,,,,,,,,,,,,,,,,,,,
235599,Nikola Tavares,Defender,C Palace,31,Croatia,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74230,Patrick van Aanholt,Defender,C Palace,31,Netherlands,2019-20,89.0,5.0,3.2263,0.0,0.2187,9.0,6.0,1.0,1.7575,43.0,18.0,2.0,184.0,29.0,2.0,,29.0,230.0,24.0,1218.0,3.0,2.0,2.0,5.0,,45.0,33.0,8.0,1.0,31.0,2511.0,,16.0,83.0,2.0,42.0,66.0,958.0,18.0,45.0,40.2139,30.0,10.0,44.0,38.0,4.0,73.0,408.0,8.0,2.0,172.0,22.0,1.0,527.0,176.0,29.0,1.0,20.0,3.0,22.0,541.0,36.0,61.0,38.0,3.0,4.0,139.0,17.0,0.0,1175.0,12.0,17.0,425.0,23.0,16.0,3.0,62.0,9.0,46.0,23.0,30.0,221.0,1940.0,222.0,4.0,5.0,15.0,478.0,7.0,2.1145,0.0,46.0,70.0,,2.0,2.0,,9.0,1.0,1.0,57.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
221272,Sam Woods,Defender,C Palace,31,England,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19188,Scott Dann,Defender,C Palace,31,England,2019-20,44.0,1.0,0.6917,0.0,,2.0,2.0,,0.5805,9.0,6.0,,63.0,16.0,1.0,,14.0,108.0,1.0,584.0,,,,,2.0,,71.0,5.0,,1.0,1265.0,,32.0,53.0,,10.0,14.0,439.0,,22.0,20.6949,4.0,7.0,64.0,14.0,2.0,12.0,127.0,,0.0,97.0,2.0,,276.0,72.0,16.0,,4.0,,1.0,121.0,14.0,1.0,2.0,,2.0,26.0,39.0,0.0,556.0,4.0,4.0,117.0,5.0,5.0,,145.0,5.0,14.0,,37.0,36.0,719.0,1.0,1.0,,17.0,356.0,1.0,0.7795,0.0,45.0,46.0,1.0,2.0,2.0,,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
244723,Tyrick Mitchell,Defender,C Palace,31,England,2019-20,18.0,3.0,0.1967,0.0,,,,,,5.0,,,10.0,4.0,,,2.0,19.0,1.0,94.0,,,,,2.0,,6.0,,,3.0,193.0,,6.0,7.0,,6.0,7.0,72.0,,1.0,3.2677,4.0,3.0,1.0,4.0,,12.0,31.0,1.0,0.0,25.0,2.0,,48.0,7.0,4.0,,3.0,,2.0,46.0,4.0,1.0,5.0,,,19.0,,0.0,94.0,,3.0,30.0,2.0,1.0,,2.0,1.0,2.0,,3.0,13.0,157.0,25.0,,,4.0,32.0,,,1.0,9.0,5.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,
