playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltyGoalsConceded,goals,offsides,awayGoals,goalKicks,iboxTarget,shotsOnTargetInBox,penaltiesConceded,throwInsToOppositionPlayer,homeGoals,headedGoals,gkSuccessfulDistribution,throwInsToOwnPlayer,lastPlayerTackle,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,ownGoalScored,savesMade,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,overruns,foulWonPenalty,penaltiesTaken,penaltyGoals,hitWoodwork,redCards2ndYellow,secondGoalAssists,clearancesOffTheLine,crossesNotClaimed
427623,Chris Richards,Defender,C Palace,31,United States,2023-24,70.0,,0.1882,0.0,2.0,3.0,0.3645,46.0,9.0,1.0,97.0,26.0,1.0,1.0,23.0,154.0,1.0,924.0,,3.0,,106.0,4.0,,,2091.0,,44.0,115.0,4.0,35.0,53.0,736.0,,21.0,32.1736,5.0,4.0,106.0,38.0,2.0,26.0,260.0,7.0,1.0,185.0,20.0,345.0,88.0,26.0,,18.0,,245.0,34.0,1.0,4.0,2.0,79.0,62.0,0.0,901.0,6.0,1.0,175.0,28.0,1.0,12.0,195.0,12.0,27.0,,34.0,124.0,1216.0,,,36.0,525.0,9.0,,0.5989,3.0,57.0,61.0,2.0,1.0,1.0,0.0,5.0,2.0,2.0,1.0,6.0,1.0,1.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
247348,Daniel Muñoz,Defender,C Palace,31,Colombia,2023-24,95.0,1.0,1.2926,0.0,3.0,,,55.0,5.0,,102.0,16.0,4.0,3.0,16.0,118.0,10.0,566.0,,,,54.0,4.0,,1.0,1439.0,,28.0,102.0,2.0,39.0,76.0,438.0,,43.0,18.9521,17.0,6.0,34.0,22.0,3.0,67.0,27.0,8.0,0.0,197.0,22.0,185.0,76.0,16.0,,20.0,12.0,271.0,20.0,10.0,19.0,3.0,143.0,26.0,0.0,562.0,5.0,5.0,200.0,35.0,13.0,7.0,200.0,30.0,24.0,,10.0,154.0,986.0,1.0,,13.0,178.0,25.0,1.0,1.2399,4.0,16.0,37.0,,,8.0,,,,,,29.0,,,,112.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
49413,James Tomkins,Defender,C Palace,31,England,2023-24,,,0.0027,0.0,,,,,,,1.0,4.0,,,,3.0,,21.0,,4.0,,2.0,,,,7.0,,,2.0,,,,15.0,,,1.8179,,1.0,,2.0,,,2.0,,0.0,2.0,,8.0,2.0,4.0,,,,7.0,2.0,,,,,2.0,0.0,21.0,,,3.0,,,,10.0,,1.0,,3.0,1.0,24.0,,,2.0,11.0,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174874,Joachim Andersen,Defender,C Palace,31,Denmark,2023-24,107.0,10.0,2.3165,0.0,5.0,8.0,0.8168,56.0,16.0,7.0,168.0,38.0,3.0,1.0,38.0,442.0,21.0,2155.0,1.0,,,138.0,8.0,2.0,10.0,3417.0,,47.0,182.0,4.0,37.0,91.0,1511.0,,44.0,48.048,17.0,34.0,202.0,58.0,4.0,60.0,374.0,23.0,1.0,289.0,15.0,900.0,193.0,38.0,2.0,21.0,6.0,619.0,54.0,21.0,12.0,4.0,151.0,91.0,0.0,2042.0,8.0,12.0,501.0,35.0,14.0,18.0,734.0,43.0,41.0,,202.0,147.0,2673.0,2.0,1.0,131.0,1104.0,29.0,4.0,1.6807,7.0,274.0,119.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,,,0.0,,2.0,8.0,,,,,,,,,,1.0,,,,2.0,,1.0,1.0,0.0485,,,,,,,,,
55494,Joel Ward,Defender,C Palace,31,England,2023-24,94.0,3.0,0.2546,0.0,3.0,,,45.0,7.0,1.0,106.0,26.0,1.0,,23.0,195.0,19.0,803.0,2.0,3.0,,95.0,4.0,,3.0,1982.0,,49.0,105.0,2.0,28.0,59.0,570.0,,10.0,24.5407,2.0,17.0,84.0,34.0,1.0,45.0,65.0,6.0,0.0,199.0,7.0,406.0,94.0,26.0,,17.0,4.0,277.0,32.0,19.0,7.0,1.0,104.0,46.0,0.0,782.0,7.0,5.0,249.0,28.0,8.0,10.0,220.0,22.0,14.0,,38.0,112.0,1196.0,4.0,2.0,43.0,334.0,16.0,,0.8693,4.0,89.0,51.0,2.0,,,,,,,,14.0,,,,104.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,
209036,Marc Guéhi,Defender,C Palace,31,England,2023-24,59.0,,0.9854,0.0,1.0,,,28.0,4.0,1.0,74.0,25.0,1.0,3.0,23.0,166.0,3.0,1299.0,,2.0,,58.0,4.0,,,2022.0,,29.0,90.0,2.0,10.0,61.0,1048.0,,12.0,27.5512,6.0,9.0,88.0,32.0,1.0,30.0,561.0,26.0,0.0,149.0,5.0,463.0,120.0,25.0,,9.0,4.0,374.0,30.0,3.0,6.0,1.0,91.0,29.0,0.0,1248.0,4.0,1.0,186.0,19.0,7.0,17.0,170.0,14.0,18.0,,85.0,105.0,1540.0,4.0,,31.0,759.0,11.0,,0.6562,2.0,92.0,56.0,2.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
57328,Nathaniel Clyne,Defender,C Palace,31,England,2023-24,27.0,2.0,0.208,0.0,1.0,,,24.0,3.0,,50.0,19.0,,1.0,14.0,84.0,7.0,533.0,,5.0,,21.0,3.0,,2.0,1337.0,1.0,8.0,48.0,1.0,28.0,35.0,423.0,,7.0,17.9568,3.0,18.0,28.0,16.0,1.0,19.0,96.0,3.0,0.0,75.0,12.0,220.0,50.0,19.0,,9.0,6.0,213.0,15.0,7.0,6.0,1.0,54.0,13.0,0.0,530.0,3.0,2.0,124.0,15.0,8.0,6.0,127.0,6.0,10.0,,26.0,90.0,737.0,4.0,,27.0,238.0,6.0,,0.209,0.0,34.0,41.0,1.0,,,,,,,,11.0,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,
156074,Rob Holding,Defender,C Palace,31,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501468,Tayo Adaramola,Defender,C Palace,31,Ireland,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244723,Tyrick Mitchell,Defender,C Palace,31,England,2023-24,108.0,17.0,2.3512,0.0,4.0,4.0,1.1838,105.0,8.0,1.0,236.0,37.0,3.0,5.0,37.0,311.0,52.0,1206.0,,,,47.0,10.0,,17.0,3208.0,,26.0,160.0,3.0,123.0,139.0,860.0,,54.0,46.4665,21.0,14.0,86.0,55.0,4.0,82.0,420.0,16.0,0.0,268.0,53.0,502.0,208.0,37.0,,45.0,17.0,489.0,52.0,52.0,45.0,4.0,221.0,21.0,0.0,1192.0,4.0,19.0,541.0,60.0,18.0,10.0,41.0,22.0,26.0,,35.0,243.0,2130.0,6.0,,46.0,423.0,18.0,2.0,1.613,6.0,75.0,139.0,3.0,2.0,1.0,1.0,,2.0,2.0,,82.0,1.0,,,265.0,1.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,2.0,
