playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,totalTackles,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,offsides,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,shotsBlockedInBox,iboxBlocked,shotsOffTargetIncWoodwork,hitWoodwork,expectedGoals,expectedGoalsFreekick,throughBalls,goalAssists,foulWonPenalty,goals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,penaltyGoalsConceded,oboxTarget,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,secondGoalAssists,rightFootGoals,penaltiesTaken,headedGoals,penaltyGoals,handballsConceded,penaltiesConceded,ownGoalScored,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,drops,crossesNotClaimed
214590,Aaron Wan-Bissaka,Defender,C Palace,31,DR Congo,2017-18,24.0,4.0,0.3583,0.0,30.0,32.0,7.0,1.0,7.0,55.0,16.0,203.0,19.0,2.0,4.0,628.0,10.0,55.0,3.0,23.0,46.0,143.0,1.0,26.0,8.9186,3.0,3.0,33.0,10.0,14.0,14.0,3.0,79.0,11.0,114.0,38.0,7.0,11.0,2.0,93.0,7.0,16.0,60.0,9.0,0.0,202.0,3.0,114.0,19.0,13.0,7.0,50.0,2.0,15.0,1.0,5.0,25.0,444.0,44.0,1.0,17.0,59.0,2.0,1.0,23.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906,Damien Delaney,Defender,C Palace,31,Ireland,2017-18,4.0,,0.0122,0.0,2.0,3.0,2.0,,1.0,8.0,,38.0,4.0,,,95.0,4.0,3.0,,2.0,3.0,27.0,,,3.6539,,1.0,7.0,5.0,,4.0,,7.0,1.0,27.0,6.0,2.0,1.0,,9.0,5.0,,3.0,,0.0,37.0,,9.0,1.0,1.0,4.0,6.0,,3.0,,3.0,1.0,60.0,,,4.0,21.0,,0.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49413,James Tomkins,Defender,C Palace,31,England,2017-18,103.0,,0.6686,0.0,47.0,79.0,28.0,,27.0,162.0,1.0,887.0,182.0,8.0,,2388.0,66.0,182.0,8.0,14.0,66.0,650.0,36.0,,32.1135,1.0,24.0,214.0,32.0,37.0,194.0,14.0,285.0,12.0,372.0,124.0,28.0,21.0,,201.0,24.0,1.0,103.0,116.0,0.0,858.0,1.0,175.0,26.0,6.0,12.0,265.0,20.0,63.0,1.0,75.0,56.0,1322.0,2.0,2.0,58.0,524.0,11.0,8.0,83.0,59.0,2.0,10.0,2.7086,21.0,1.0,7.0,7.0,,2.0,2.0,11.0,2.0,2.4191,,,,,3.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,
185478,Jaroslaw Jach,Defender,C Palace,31,Poland,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55494,Joel Ward,Defender,C Palace,31,England,2017-18,78.0,10.0,0.8021,0.0,35.0,104.0,19.0,5.0,19.0,192.0,36.0,681.0,58.0,4.0,10.0,1616.0,25.0,105.0,6.0,46.0,72.0,449.0,11.0,27.0,24.0291,7.0,12.0,61.0,25.0,53.0,45.0,29.0,183.0,16.0,372.0,100.0,19.0,5.0,6.0,285.0,19.0,36.0,125.0,33.0,0.0,672.0,6.0,294.0,30.0,8.0,11.0,148.0,25.0,28.0,1.0,40.0,116.0,1200.0,172.0,3.0,51.0,214.0,9.0,4.0,88.0,49.0,1.0,1.0,0.022,4.0,1.0,1.0,1.0,,1.0,1.0,3.0,,0.237,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
40784,Mamadou Sakho,Defender,C Palace,31,France,2017-18,51.0,,0.2238,0.0,21.0,74.0,19.0,,18.0,108.0,,739.0,76.0,6.0,,1600.0,35.0,75.0,5.0,12.0,34.0,603.0,6.0,,24.8105,,4.0,99.0,23.0,16.0,251.0,9.0,126.0,8.0,334.0,140.0,19.0,7.0,2.0,179.0,18.0,,50.0,41.0,0.0,720.0,3.0,130.0,14.0,6.0,11.0,118.0,3.0,30.0,,28.0,36.0,968.0,1.0,1.0,12.0,452.0,1.0,1.0,34.0,42.0,1.0,1.0,0.7207,2.0,,,,,1.0,1.0,1.0,,1.1668,,1.0,2.0,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58786,Martin Kelly,Defender,C Palace,31,England,2017-18,58.0,,0.1752,0.0,19.0,35.0,15.0,,12.0,89.0,6.0,343.0,63.0,3.0,,1194.0,36.0,52.0,5.0,10.0,25.0,227.0,6.0,13.0,21.3149,2.0,16.0,63.0,21.0,22.0,73.0,4.0,110.0,5.0,166.0,43.0,15.0,6.0,1.0,89.0,16.0,6.0,47.0,27.0,0.0,338.0,,115.0,13.0,2.0,11.0,85.0,8.0,9.0,1.0,27.0,19.0,536.0,30.0,2.0,40.0,165.0,5.0,1.0,54.0,24.0,2.0,2.0,0.1903,3.0,,2.0,2.0,,1.0,1.0,1.0,,0.4341,,,,,,1.0,3.0,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
79228,Pape Souaré,Defender,C Palace,31,Senegal,2017-18,,,0.0021,0.0,,1.0,1.0,,,1.0,,9.0,,,,8.0,,,,,,8.0,,1.0,,,,,,,5.0,,,,1.0,,1.0,,,5.0,,,,,0.0,9.0,,2.0,,,,1.0,,,,,2.0,11.0,1.0,,,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74230,Patrick van Aanholt,Defender,C Palace,31,Netherlands,2017-18,63.0,6.0,1.8221,0.0,47.0,132.0,28.0,6.0,25.0,201.0,36.0,882.0,11.0,5.0,13.0,2185.0,5.0,89.0,6.0,50.0,83.0,642.0,37.0,45.0,36.8235,17.0,8.0,56.0,38.0,58.0,322.0,10.0,152.0,19.0,367.0,162.0,28.0,15.0,5.0,376.0,32.0,43.0,141.0,6.0,0.0,855.0,17.0,355.0,32.0,26.0,5.0,37.0,18.0,47.0,,39.0,156.0,1513.0,190.0,4.0,42.0,318.0,15.0,7.0,69.0,69.0,9.0,11.0,3.4403,24.0,3.0,1.0,1.0,,3.0,3.0,13.0,,3.0866,0.2318,3.0,1.0,,5.0,6.0,3.0,11.0,5.0,6.0,1.0,5.0,3.0,4.0,4.0,4.0,6.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,
19188,Scott Dann,Defender,C Palace,31,England,2017-18,57.0,,0.2753,0.0,10.0,53.0,17.0,2.0,16.0,114.0,2.0,566.0,82.0,1.0,,1435.0,33.0,68.0,6.0,7.0,19.0,405.0,33.0,,22.5141,5.0,9.0,97.0,26.0,24.0,134.0,3.0,125.0,3.0,240.0,72.0,17.0,5.0,,138.0,20.0,2.0,43.0,49.0,0.0,544.0,1.0,126.0,5.0,7.0,14.0,135.0,12.0,23.0,,47.0,57.0,768.0,2.0,1.0,32.0,314.0,4.0,4.0,61.0,21.0,3.0,5.0,0.6502,16.0,2.0,4.0,4.0,,3.0,3.0,11.0,,2.3079,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
