matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803369,21.0,2016-01-13 19:45:00,110,Stoke,Home,270.0,19.0,2.0,6.0,4.0,1.0,,288.0,4.0,1.0,7.0,7.0,28.0,41.0,552.0,,1.0,14.0,14.0,12.0,9.0,2.0,,,,,,,,,11.0,,,,,,2.0,2.0,3.0,,,,110.0,56.0,2.0,1.0,1.0,1.0,9.0,3.0,14.0,,,7.0,7.0,16.0,7.0,,42.0,48.0,1.0,9.0,5.0,,1.0,83.0,5.0,8.0,1.0,1.0,,,,188.0,2.0,,1.0,2.0,,8.0,,,2.0,1.0,,,,1.0,6.0,,18.0,18.0,3.0,7.0,169.0,79.0,58.0,3.0,1.0,7.0,6.0,4.0,602.0,,,,2.0,67.0,77.0,43.0,,,,,122.0,118.0,2.0,22.0,25.0,64.4,,2.0,9.0,0.0,,,,154.0,1.0,,1.0,,,,7.0,1.0,3.0,103.0,541.0,7.0,13.0,283.0,31.0,13.0,11.0,7.0,30.0,23.0,,138.0,6.0,368.0,1.0,1.0,25.0,31.0,71.0,2.0,621.0,,0.0,14.0,21.0,1.0,16.0,0.0,800.0,,8.0,8.0,7.0,15.0,0.0
803372,22.0,2016-01-17 16:15:00,110,Stoke,Home,150.0,19.0,1.0,2.0,1.0,4.0,,161.0,3.0,2.0,,5.0,10.0,28.0,309.0,1.0,,19.0,14.0,21.0,7.0,2.0,,,,,,,,,11.0,,,,,,9.0,4.0,4.0,,,,59.0,63.0,,,,2.0,17.0,5.0,16.0,,,6.0,6.0,7.0,7.0,2.0,55.0,45.0,2.0,15.0,5.0,,1.0,70.0,16.0,10.0,,,,,,165.0,,,,,,8.0,,,,,,,,,6.0,,19.0,19.0,2.0,,100.0,87.0,47.0,6.0,,3.0,6.0,6.0,383.0,,,3.0,2.0,53.0,66.0,31.0,,,,,164.0,161.0,2.0,31.0,26.0,45.0,,,17.0,0.0,,,,82.0,2.0,1.0,3.0,,3.0,,3.0,,3.0,65.0,297.0,12.0,9.0,166.0,41.0,18.0,12.0,5.0,18.0,13.0,,112.0,15.0,258.0,,2.0,21.0,10.0,64.0,9.0,406.0,1.0,0.0,14.0,9.0,1.0,27.0,0.0,594.0,,18.0,8.0,6.0,8.0,0.0
803389,23.0,2016-01-23 15:00:00,110,Stoke,Away,180.0,15.0,,3.0,3.0,9.0,,157.0,7.0,2.0,6.0,12.0,4.0,42.0,334.0,,,19.0,22.0,27.0,1.0,,,,,,,,,,2.0,,,,,1.0,3.0,11.0,4.0,,,,61.0,67.0,1.0,1.0,,3.0,19.0,1.0,16.0,,,4.0,8.0,11.0,11.0,,70.0,61.0,3.0,18.0,8.0,,1.0,72.0,13.0,9.0,,,1.0,2.0,,150.0,,,,,,11.0,,,,4.0,,,,,10.0,,8.0,8.0,1.0,6.0,104.0,102.0,58.0,8.0,,,1.0,2.0,411.0,,,3.0,,55.0,57.0,38.0,,,,,182.0,175.0,2.0,24.0,29.0,54.8,,1.0,19.0,0.0,,,,126.0,2.0,,2.0,,1.0,,,,3.0,68.0,313.0,7.0,1.0,209.0,30.0,25.0,15.0,4.0,25.0,21.0,,109.0,20.0,257.0,4.0,3.0,30.0,4.0,81.0,,441.0,,0.0,3.0,20.0,1.0,27.0,1.0,639.0,,19.0,7.0,4.0,17.0,0.0
803398,24.0,2016-02-02 20:00:00,110,Stoke,Away,209.0,20.0,1.0,3.0,2.0,8.0,1.0,222.0,7.0,,1.0,14.0,18.0,43.0,428.0,,1.0,16.0,20.0,18.0,7.0,,,,,,,,,,8.0,,,,,,7.0,11.0,4.0,,,,104.0,64.0,,,,,15.0,3.0,7.0,,,5.0,6.0,5.0,14.0,2.0,61.0,50.0,,7.0,7.0,,1.0,67.0,13.0,13.0,,,2.0,2.0,,187.0,,,,,,7.0,,,,,,,,,7.0,,15.0,15.0,2.0,1.0,121.0,83.0,53.0,2.0,,4.0,3.0,,493.0,,,5.0,2.0,64.0,59.0,34.0,,,,,149.0,148.0,1.0,22.0,34.0,53.1,,,15.0,0.0,,,,107.0,,2.0,2.0,,1.0,,7.0,,2.0,112.0,407.0,6.0,7.0,233.0,33.0,8.0,14.0,5.0,18.0,13.0,,148.0,16.0,304.0,,,29.0,20.0,68.0,1.0,519.0,,0.0,10.0,12.0,3.0,22.0,1.0,680.0,,12.0,7.0,5.0,10.0,0.0
803404,25.0,2016-02-06 15:00:00,110,Stoke,Home,185.0,16.0,1.0,3.0,2.0,,,345.0,5.0,2.0,4.0,2.0,32.0,27.0,527.0,,,24.0,17.0,8.0,10.0,1.0,,,,,,,,,11.0,,,,,,7.0,13.0,1.0,,,,89.0,60.0,,,,2.0,25.0,4.0,11.0,,,6.0,13.0,10.0,13.0,3.0,62.0,42.0,2.0,4.0,2.0,1.0,,73.0,11.0,7.0,,,1.0,1.0,,193.0,,,,,,10.0,,,,,,,,1.0,3.0,,15.0,15.0,1.0,4.0,172.0,91.0,67.0,4.0,,5.0,6.0,3.0,590.0,,,5.0,2.0,95.0,76.0,44.0,1.0,1.0,1.0,,164.0,161.0,5.0,20.0,29.0,65.5,,,25.0,0.0,,,,162.0,3.0,,3.0,,,,5.0,,3.0,173.0,507.0,11.0,11.0,197.0,29.0,7.0,26.0,4.0,28.0,24.0,,224.0,3.0,447.0,,2.0,9.0,33.0,49.0,1.0,616.0,1.0,0.0,12.0,13.0,,25.0,1.0,813.0,,18.0,14.0,6.0,9.0,0.0
803417,26.0,2016-02-13 15:00:00,110,Stoke,Away,100.0,8.0,,1.0,1.0,3.0,,122.0,3.0,2.0,1.0,6.0,13.0,18.0,221.0,,1.0,17.0,7.0,13.0,4.0,1.0,,,,,,1.0,,,8.0,,,,,1.0,10.0,7.0,4.0,,,,41.0,60.0,,,,5.0,12.0,1.0,7.0,,,2.0,5.0,4.0,7.0,,47.0,43.0,5.0,22.0,10.0,,,47.0,18.0,6.0,,,2.0,3.0,,126.0,2.0,,2.0,1.0,1.0,11.0,,,2.0,1.0,,,,,12.0,,25.0,25.0,5.0,1.0,71.0,66.0,31.0,9.0,2.0,3.0,4.0,6.0,268.0,,,5.0,1.0,63.0,36.0,20.0,,,,,127.0,119.0,1.0,33.0,21.0,34.3,,,12.0,0.0,,,,52.0,1.0,,1.0,,1.0,,4.0,,3.0,49.0,216.0,8.0,7.0,115.0,19.0,30.0,16.0,2.0,14.0,12.0,,83.0,7.0,189.0,1.0,2.0,23.0,13.0,58.0,2.0,290.0,,0.0,11.0,16.0,1.0,22.0,2.0,484.0,,14.0,8.0,2.0,14.0,0.0
803423,27.0,2016-02-27 15:00:00,110,Stoke,Home,198.0,14.0,5.0,8.0,3.0,4.0,1.0,201.0,4.0,1.0,2.0,13.0,17.0,30.0,391.0,,2.0,23.0,14.0,19.0,3.0,4.0,,,1.0,,1.0,,,,4.0,1.0,,,,,2.0,3.0,2.0,,,,77.0,70.0,1.0,,2.0,1.0,17.0,2.0,5.0,,1.0,11.0,15.0,9.0,5.0,,40.0,52.0,1.0,16.0,13.0,,,65.0,7.0,15.0,,,5.0,2.0,1.0,181.0,1.0,,1.0,1.0,,6.0,,,1.0,1.0,,,,,13.0,,16.0,16.0,,2.0,121.0,87.0,54.0,,2.0,5.0,3.0,3.0,468.0,,,,2.0,92.0,59.0,45.0,,,,1.0,165.0,162.0,6.0,29.0,30.0,55.3,,,17.0,0.0,,,,113.0,,,,,,,6.0,,3.0,99.0,375.0,11.0,8.0,221.0,32.0,19.0,19.0,10.0,35.0,26.0,,152.0,12.0,306.0,1.0,1.0,33.0,21.0,68.0,2.0,492.0,1.0,0.0,11.0,10.0,4.0,26.0,0.0,684.0,,12.0,9.0,11.0,6.0,0.0
803441,28.0,2016-03-02 19:45:00,110,Stoke,Home,160.0,13.0,1.0,1.0,,5.0,,210.0,2.0,,5.0,7.0,20.0,18.0,369.0,,,12.0,26.0,12.0,7.0,1.0,,,,,,,,,8.0,,1.0,,,,5.0,4.0,1.0,,,,73.0,87.0,,,,3.0,12.0,2.0,14.0,,,5.0,8.0,8.0,10.0,2.0,68.0,56.0,3.0,20.0,11.0,,,72.0,11.0,6.0,,,3.0,3.0,,170.0,1.0,,,1.0,,5.0,,,1.0,3.0,,,,1.0,11.0,1.0,16.0,16.0,1.0,5.0,112.0,75.0,45.0,1.0,1.0,5.0,4.0,2.0,447.0,,,1.0,2.0,58.0,75.0,34.0,,,,,166.0,160.0,,35.0,42.0,55.3,1.0,,12.0,0.0,,,,104.0,2.0,1.0,3.0,,1.0,,5.0,,3.0,97.0,361.0,8.0,9.0,186.0,27.0,26.0,17.0,5.0,24.0,19.0,,143.0,6.0,297.0,4.0,,25.0,22.0,52.0,1.0,459.0,,0.0,9.0,29.0,,16.0,1.0,668.0,,22.0,9.0,5.0,22.0,0.0
803449,29.0,2016-03-05 15:00:00,110,Stoke,Away,149.0,19.0,1.0,2.0,1.0,4.0,,241.0,7.0,1.0,8.0,4.0,21.0,30.0,388.0,1.0,,19.0,13.0,14.0,12.0,2.0,,,,,,,,,14.0,,,,,1.0,4.0,11.0,9.0,,,,69.0,68.0,2.0,2.0,1.0,4.0,10.0,4.0,11.0,,,4.0,11.0,2.0,9.0,5.0,50.0,62.0,4.0,15.0,8.0,,2.0,60.0,10.0,9.0,1.0,,,,,173.0,,,,,,13.0,,,1.0,,,,,2.0,9.0,,18.0,18.0,1.0,8.0,109.0,70.0,47.0,8.0,,6.0,8.0,5.0,448.0,,,4.0,2.0,82.0,69.0,29.0,,,,,149.0,146.0,5.0,32.0,21.0,51.3,,,10.0,0.0,,,,126.0,5.0,1.0,6.0,,2.0,,8.0,,3.0,94.0,368.0,3.0,14.0,162.0,35.0,18.0,27.0,2.0,15.0,13.0,,141.0,11.0,330.0,,1.0,17.0,21.0,60.0,4.0,477.0,1.0,0.0,17.0,21.0,5.0,23.0,2.0,693.0,,16.0,18.0,4.0,15.0,0.0
803457,30.0,2016-03-12 15:00:00,110,Stoke,Home,162.0,23.0,,2.0,2.0,2.0,,278.0,4.0,1.0,6.0,6.0,14.0,33.0,438.0,,,21.0,20.0,25.0,9.0,,,,1.0,,1.0,,,,11.0,,,,,,9.0,6.0,5.0,,,,60.0,66.0,2.0,1.0,1.0,4.0,13.0,4.0,9.0,,,1.0,11.0,9.0,10.0,1.0,62.0,70.0,4.0,11.0,5.0,,,83.0,13.0,12.0,,,2.0,2.0,1.0,173.0,1.0,,1.0,1.0,,8.0,,,1.0,1.0,,,,,7.0,,10.0,10.0,1.0,6.0,155.0,88.0,53.0,4.0,1.0,5.0,5.0,2.0,513.0,,,2.0,,77.0,70.0,44.0,,,,,170.0,166.0,2.0,26.0,28.0,60.6,,,13.0,0.0,,,,147.0,2.0,,2.0,,1.0,,7.0,,3.0,109.0,424.0,8.0,10.0,178.0,48.0,15.0,22.0,1.0,23.0,22.0,,163.0,16.0,380.0,1.0,2.0,24.0,16.0,71.0,,535.0,,0.0,13.0,21.0,1.0,25.0,1.0,744.0,,24.0,12.0,1.0,20.0,0.0
803469,31.0,2016-03-19 15:00:00,110,Stoke,Away,142.0,18.0,1.0,3.0,2.0,4.0,,176.0,4.0,,1.0,12.0,9.0,40.0,315.0,,1.0,16.0,24.0,23.0,6.0,,,,,,,,,1.0,9.0,,,,,,6.0,6.0,3.0,,,,61.0,77.0,2.0,1.0,2.0,7.0,22.0,1.0,14.0,,2.0,2.0,14.0,4.0,8.0,2.0,71.0,59.0,7.0,29.0,16.0,,1.0,76.0,14.0,10.0,1.0,,,1.0,,182.0,2.0,,2.0,2.0,,9.0,,,2.0,2.0,,,,,19.0,,11.0,11.0,2.0,1.0,108.0,99.0,49.0,9.0,1.0,2.0,6.0,6.0,399.0,,,1.0,2.0,51.0,98.0,19.0,,,,,187.0,178.0,4.0,35.0,26.0,47.9,,,22.0,0.0,,,,81.0,2.0,1.0,3.0,,1.0,,2.0,,2.0,78.0,294.0,15.0,8.0,170.0,28.0,38.0,19.0,1.0,20.0,19.0,,128.0,15.0,282.0,3.0,,40.0,9.0,81.0,4.0,432.0,,0.0,9.0,18.0,3.0,20.0,1.0,639.0,,15.0,8.0,2.0,10.0,0.0
803478,32.0,2016-04-02 15:00:00,110,Stoke,Home,173.0,16.0,2.0,6.0,4.0,2.0,1.0,193.0,4.0,1.0,4.0,8.0,17.0,30.0,360.0,,,14.0,7.0,11.0,4.0,2.0,,,1.0,,1.0,,,,9.0,,,,,1.0,4.0,6.0,6.0,,,,79.0,66.0,2.0,1.0,1.0,5.0,20.0,2.0,8.0,,,5.0,6.0,3.0,4.0,1.0,33.0,50.0,5.0,18.0,6.0,,,60.0,6.0,16.0,,,2.0,2.0,1.0,144.0,2.0,,1.0,2.0,,7.0,,,2.0,4.0,,,,,6.0,,18.0,18.0,3.0,4.0,99.0,84.0,50.0,5.0,2.0,3.0,5.0,5.0,420.0,,,4.0,3.0,74.0,63.0,27.0,,,,,129.0,126.0,2.0,29.0,23.0,47.2,,2.0,20.0,0.0,,,,127.0,1.0,,1.0,,,,5.0,,2.0,76.0,340.0,7.0,8.0,190.0,30.0,21.0,15.0,5.0,16.0,11.0,,127.0,7.0,275.0,4.0,1.0,23.0,17.0,64.0,5.0,449.0,,0.0,12.0,16.0,,17.0,0.0,626.0,,4.0,7.0,5.0,14.0,0.0
803490,33.0,2016-04-10 16:00:00,110,Stoke,Away,157.0,20.0,1.0,5.0,4.0,3.0,2.0,187.0,4.0,,2.0,11.0,13.0,31.0,339.0,,,16.0,3.0,11.0,6.0,2.0,,,1.0,,1.0,,,,7.0,,,,,3.0,10.0,6.0,8.0,,,,71.0,65.0,2.0,1.0,1.0,1.0,19.0,2.0,10.0,,,3.0,8.0,8.0,16.0,1.0,45.0,52.0,1.0,14.0,7.0,,,59.0,14.0,12.0,,,4.0,2.0,1.0,137.0,1.0,1.0,1.0,,1.0,8.0,,,,2.0,,,,,7.0,,15.0,15.0,3.0,2.0,109.0,85.0,50.0,6.0,1.0,4.0,5.0,3.0,402.0,,,4.0,2.0,49.0,62.0,26.0,,,,,146.0,140.0,8.0,28.0,24.0,47.1,,,19.0,0.0,,,,112.0,1.0,1.0,2.0,,,,6.0,,3.0,57.0,319.0,10.0,9.0,176.0,40.0,20.0,12.0,3.0,21.0,18.0,,100.0,10.0,274.0,2.0,,31.0,14.0,67.0,3.0,429.0,,0.0,11.0,19.0,,17.0,2.0,613.0,,10.0,10.0,3.0,13.0,0.0
803499,34.0,2016-04-18 20:00:00,110,Stoke,Home,160.0,20.0,,1.0,1.0,5.0,,163.0,8.0,,2.0,2.0,16.0,22.0,322.0,,1.0,19.0,13.0,9.0,9.0,,,,,,,,,,11.0,,,,,1.0,5.0,17.0,6.0,,,,57.0,63.0,,,,1.0,19.0,4.0,9.0,,,5.0,7.0,8.0,10.0,2.0,57.0,62.0,1.0,23.0,14.0,,,48.0,12.0,12.0,,,3.0,4.0,,159.0,,,,,,11.0,,,,,,,,,15.0,,12.0,12.0,,2.0,104.0,79.0,50.0,3.0,,4.0,5.0,2.0,382.0,,,4.0,1.0,75.0,52.0,32.0,,,,,148.0,147.0,2.0,22.0,35.0,51.2,,,19.0,0.0,,,,90.0,2.0,,2.0,,,,6.0,,2.0,63.0,299.0,9.0,9.0,183.0,39.0,24.0,31.0,4.0,23.0,19.0,,100.0,10.0,250.0,,1.0,17.0,16.0,48.0,,410.0,,0.0,12.0,25.0,2.0,21.0,2.0,617.0,,10.0,17.0,5.0,18.0,0.0
803508,35.0,2016-04-23 12:45:00,110,Stoke,Away,195.0,13.0,1.0,2.0,1.0,5.0,,178.0,2.0,,1.0,14.0,15.0,30.0,371.0,,1.0,10.0,10.0,24.0,6.0,1.0,,,2.0,1.0,3.0,,,,9.0,,,,,,2.0,7.0,4.0,,,,66.0,58.0,2.0,2.0,,2.0,16.0,1.0,12.0,,,4.0,4.0,4.0,7.0,1.0,46.0,73.0,2.0,11.0,6.0,,,54.0,8.0,7.0,,,3.0,,3.0,145.0,,,,,,4.0,,,,1.0,,,,,8.0,,15.0,15.0,2.0,1.0,118.0,75.0,53.0,9.0,,6.0,1.0,2.0,428.0,,,2.0,3.0,55.0,41.0,21.0,1.0,1.0,1.0,,126.0,120.0,3.0,27.0,23.0,46.8,,,16.0,0.0,,,,117.0,1.0,1.0,2.0,,,,11.0,,2.0,63.0,358.0,11.0,7.0,213.0,22.0,17.0,33.0,4.0,12.0,8.0,,99.0,17.0,245.0,1.0,1.0,25.0,17.0,49.0,2.0,446.0,,0.0,14.0,18.0,2.0,15.0,0.0,622.0,,9.0,24.0,4.0,12.0,0.0
803519,36.0,2016-04-30 15:00:00,110,Stoke,Home,157.0,19.0,1.0,4.0,4.0,4.0,,111.0,7.0,,5.0,7.0,8.0,38.0,264.0,,1.0,16.0,17.0,34.0,6.0,,,1.0,1.0,,1.0,,,,9.0,,,,,1.0,7.0,8.0,6.0,,,,56.0,69.0,,,,4.0,13.0,2.0,5.0,,,2.0,5.0,4.0,8.0,2.0,50.0,72.0,4.0,23.0,20.0,,,61.0,13.0,13.0,,,5.0,4.0,1.0,171.0,1.0,,1.0,1.0,,12.0,,,1.0,,,,,,22.0,,19.0,19.0,3.0,5.0,71.0,87.0,42.0,8.0,1.0,4.0,3.0,3.0,340.0,,,4.0,5.0,61.0,31.0,27.0,1.0,1.0,1.0,,158.0,153.0,4.0,31.0,22.0,53.6,,,13.0,0.0,,,,71.0,,4.0,4.0,,1.0,1.0,6.0,,3.0,51.0,243.0,6.0,7.0,177.0,41.0,28.0,20.0,2.0,14.0,13.0,1.0,104.0,15.0,206.0,,,26.0,9.0,79.0,1.0,369.0,,0.0,11.0,15.0,2.0,20.0,2.0,567.0,,13.0,13.0,2.0,13.0,0.0
803528,37.0,2016-05-07 15:00:00,110,Stoke,Away,91.0,11.0,2.0,2.0,,1.0,,114.0,7.0,3.0,4.0,3.0,15.0,26.0,203.0,,2.0,8.0,12.0,20.0,5.0,2.0,,,1.0,,1.0,,,,8.0,,,,,,11.0,7.0,10.0,,,,37.0,58.0,1.0,2.0,,3.0,7.0,2.0,11.0,,,3.0,4.0,3.0,5.0,,48.0,53.0,3.0,19.0,11.0,,2.0,52.0,18.0,8.0,,,2.0,1.0,1.0,131.0,1.0,,1.0,1.0,,11.0,,,1.0,3.0,,,,,17.0,,16.0,16.0,2.0,4.0,55.0,67.0,34.0,4.0,1.0,5.0,3.0,3.0,266.0,,,7.0,1.0,36.0,24.0,29.0,,,,,135.0,127.0,2.0,28.0,15.0,42.2,,1.0,7.0,0.0,,,,70.0,1.0,1.0,2.0,,1.0,,7.0,,3.0,53.0,187.0,5.0,8.0,115.0,24.0,27.0,12.0,3.0,11.0,8.0,,100.0,11.0,189.0,3.0,3.0,19.0,18.0,61.0,3.0,293.0,,0.0,12.0,16.0,5.0,15.0,3.0,462.0,,9.0,9.0,3.0,13.0,0.0
803541,38.0,2016-05-15 15:00:00,110,Stoke,Home,144.0,11.0,2.0,4.0,2.0,3.0,,139.0,8.0,1.0,4.0,10.0,8.0,28.0,279.0,,,7.0,18.0,20.0,5.0,,,,,,,1.0,,,6.0,,,,,,3.0,16.0,4.0,,,,38.0,61.0,,,,3.0,14.0,1.0,13.0,2.0,1.0,4.0,7.0,5.0,5.0,3.0,49.0,69.0,3.0,20.0,13.0,,,37.0,8.0,11.0,,,1.0,1.0,,138.0,1.0,1.0,1.0,,1.0,10.0,,,1.0,1.0,,,,,16.0,,5.0,5.0,,4.0,98.0,71.0,41.0,10.0,1.0,2.0,4.0,4.0,326.0,,,8.0,3.0,40.0,43.0,29.0,,,,,135.0,128.0,2.0,29.0,22.0,46.7,,,14.0,0.0,,,,81.0,7.0,,5.0,,,,2.0,,3.0,49.0,260.0,8.0,6.0,160.0,27.0,27.0,18.0,4.0,17.0,13.0,,82.0,7.0,212.0,1.0,1.0,24.0,9.0,55.0,6.0,355.0,,0.0,7.0,28.0,1.0,13.0,3.0,542.0,,14.0,13.0,4.0,22.0,0.0
