matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
919094,21,2017-12-30 15:00:00,110,Stoke,Away,240.0,9.0,,,,,,155.0,6.0,,7.0,2.0,9.0,33.0,395.0,,1.0,11.0,13.0,5.0,1.0,,,,,,,,,,,1.0,,,,,7.0,9.0,12.0,1.0,,100.0,49.0,1.0,1.0,,4.0,6.0,,10.0,,,,2.0,2.0,,8.0,2.0,41.0,45.0,4.0,22.0,8.0,,,60.0,10.0,3.0,,,1.0,1.0,,141.0,,,,,,,13.0,,,1.0,8.0,,12.0,12.0,3.0,7.0,119.0,80.0,40.0,7.0,,,1.0,1.0,444.0,2.0,4.0,,60.0,64.0,11.0,1.0,1.0,1.0,,112.0,112.0,2.0,17.0,19.0,41.5,,,,1.0,6.0,0.0,114.0,4.0,3.0,7.0,1.0,,,,2.0,54.0,375.0,4.0,1.0,258.0,30.0,22.0,11.0,,5.0,5.0,,94.0,1.0,221.0,,,20.0,10.0,77.0,2.0,474.0,,0.0,1.0,27.0,1.0,11.0,1.0,626.0,2.0,13.0,10.0,,18.0,0.0
919110,22,2018-01-01 15:00:00,110,Stoke,Home,190.0,13.0,1.0,6.0,5.0,6.0,1.0,168.0,8.0,1.0,12.0,8.0,12.0,33.0,352.0,,,14.0,28.0,30.0,7.0,1.0,,,,,1.0,1.0,,1.0,,7.0,,,,1.0,5.0,10.0,4.0,6.0,5.0,68.0,70.0,2.0,2.0,,3.0,15.0,4.0,10.0,,,10.0,6.0,8.0,,10.0,1.0,65.0,69.0,3.0,27.0,17.0,1.0,1.0,79.0,10.0,11.0,,,3.0,4.0,1.0,166.0,,,,,,,8.0,,1.0,,17.0,,7.0,7.0,1.0,12.0,111.0,92.0,54.0,5.0,,3.0,5.0,4.0,446.0,3.0,2.0,,56.0,69.0,45.0,,,,,176.0,176.0,5.0,26.0,24.0,58.8,,,,,15.0,0.0,118.0,3.0,2.0,5.0,,,3.0,1.0,2.0,72.0,336.0,5.0,8.0,208.0,40.0,27.0,21.0,10.0,28.0,18.0,,145.0,12.0,283.0,1.0,1.0,26.0,12.0,69.0,2.0,463.0,,0.0,11.0,14.0,1.0,20.0,3.0,674.0,26.0,16.0,14.0,10.0,8.0,0.0
919118,23,2018-01-15 20:00:00,110,Stoke,Away,170.0,15.0,,3.0,3.0,1.0,1.0,159.0,4.0,,5.0,8.0,10.0,25.0,326.0,,,11.0,9.0,14.0,8.0,1.0,,,,,,,,,,10.0,,,,1.0,7.0,12.0,8.0,9.0,2.0,66.0,52.0,3.0,3.0,,1.0,11.0,1.0,9.0,,,1.0,2.0,4.0,,12.0,4.0,43.0,50.0,1.0,16.0,6.0,,1.0,52.0,10.0,14.0,,,2.0,2.0,,144.0,,,,,,,8.0,,,,6.0,,9.0,9.0,3.0,5.0,90.0,64.0,44.0,6.0,,4.0,5.0,5.0,364.0,4.0,2.0,,39.0,54.0,20.0,,,,,102.0,102.0,1.0,31.0,10.0,39.7,,,,,11.0,0.0,95.0,4.0,2.0,6.0,,,5.0,,3.0,54.0,302.0,7.0,9.0,190.0,26.0,16.0,9.0,1.0,9.0,8.0,,91.0,10.0,214.0,,,21.0,10.0,51.0,,395.0,,0.0,11.0,16.0,,13.0,1.0,549.0,14.0,8.0,6.0,1.0,8.0,0.0
919130,24,2018-01-20 15:00:00,110,Stoke,Home,114.0,11.0,1.0,4.0,3.0,7.0,1.0,89.0,4.0,,7.0,7.0,4.0,27.0,199.0,1.0,,21.0,36.0,63.0,6.0,1.0,1.0,,,,,,,,,10.0,,,,,9.0,3.0,3.0,10.0,1.0,32.0,73.0,2.0,1.0,1.0,2.0,19.0,1.0,7.0,,,3.0,6.0,4.0,,10.0,,71.0,103.0,2.0,25.0,13.0,,,75.0,18.0,12.0,1.0,,2.0,2.0,,191.0,2.0,,2.0,2.0,,,7.0,2.0,1.0,1.0,13.0,,17.0,17.0,,7.0,45.0,101.0,42.0,2.0,1.0,2.0,7.0,6.0,306.0,,3.0,,40.0,38.0,22.0,,,,,201.0,201.0,,29.0,29.0,48.5,,,,1.0,19.0,0.0,62.0,1.0,2.0,3.0,1.0,1.0,4.0,,3.0,43.0,184.0,12.0,9.0,143.0,36.0,25.0,13.0,3.0,15.0,12.0,1.0,95.0,15.0,202.0,1.0,,31.0,4.0,76.0,10.0,330.0,1.0,0.0,11.0,22.0,,29.0,1.0,571.0,19.0,24.0,9.0,3.0,15.0,0.0
919141,25,2018-01-31 20:00:00,110,Stoke,Home,72.0,11.0,1.0,4.0,3.0,3.0,1.0,93.0,5.0,1.0,3.0,11.0,3.0,29.0,161.0,,1.0,18.0,40.0,43.0,3.0,1.0,2.0,,,,1.0,2.0,,,,7.0,,,,1.0,4.0,7.0,4.0,9.0,2.0,31.0,58.0,,,,1.0,9.0,3.0,6.0,,,2.0,5.0,4.0,,11.0,2.0,69.0,76.0,1.0,39.0,21.0,,2.0,56.0,12.0,12.0,,,5.0,2.0,2.0,154.0,,,,,,,8.0,,,1.0,21.0,,11.0,11.0,1.0,3.0,43.0,78.0,33.0,6.0,,1.0,3.0,4.0,258.0,4.0,2.0,,25.0,38.0,41.0,,,,,172.0,172.0,4.0,22.0,22.0,48.4,,,,,9.0,0.0,51.0,2.0,,2.0,2.0,2.0,4.0,,2.0,40.0,153.0,3.0,4.0,97.0,27.0,39.0,13.0,2.0,13.0,11.0,2.0,97.0,15.0,195.0,1.0,1.0,32.0,4.0,65.0,5.0,279.0,,0.0,11.0,10.0,1.0,30.0,4.0,477.0,19.0,13.0,11.0,2.0,4.0,0.0
919143,26,2018-02-03 15:00:00,110,Stoke,Away,98.0,15.0,1.0,4.0,3.0,3.0,,127.0,1.0,1.0,1.0,14.0,7.0,40.0,221.0,,,21.0,26.0,35.0,6.0,3.0,,,,,,,,,,10.0,,1.0,,,10.0,10.0,5.0,9.0,4.0,64.0,63.0,,,,3.0,18.0,3.0,11.0,1.0,,1.0,6.0,7.0,,9.0,4.0,62.0,85.0,3.0,36.0,14.0,,,62.0,19.0,13.0,1.0,,2.0,1.0,,155.0,1.0,,1.0,1.0,,,3.0,1.0,,4.0,14.0,1.0,16.0,16.0,,1.0,48.0,100.0,48.0,8.0,,5.0,5.0,4.0,297.0,4.0,,,35.0,64.0,35.0,,,,,152.0,152.0,2.0,19.0,32.0,42.7,1.0,3.0,,,18.0,0.0,61.0,3.0,3.0,5.0,,,6.0,,3.0,64.0,206.0,7.0,10.0,121.0,23.0,36.0,10.0,1.0,15.0,14.0,,109.0,9.0,222.0,,1.0,42.0,7.0,87.0,6.0,328.0,,0.0,13.0,28.0,,26.0,3.0,544.0,17.0,13.0,9.0,1.0,20.0,0.0
919159,27,2018-02-10 15:00:00,110,Stoke,Home,138.0,10.0,2.0,4.0,2.0,2.0,,220.0,7.0,1.0,4.0,8.0,11.0,35.0,354.0,,,31.0,40.0,31.0,7.0,2.0,,,,,,,,,,9.0,1.0,,,1.0,2.0,9.0,5.0,6.0,9.0,72.0,50.0,,,,1.0,17.0,6.0,10.0,,,7.0,12.0,11.0,,25.0,3.0,81.0,62.0,1.0,29.0,14.0,,,86.0,6.0,10.0,1.0,,2.0,1.0,,189.0,1.0,,,1.0,,,13.0,1.0,,,14.0,,11.0,11.0,2.0,4.0,114.0,99.0,48.0,4.0,,6.0,4.0,3.0,438.0,1.0,2.0,,84.0,72.0,46.0,,,,1.0,197.0,197.0,5.0,14.0,22.0,57.1,,,1.0,,17.0,0.0,93.0,2.0,3.0,5.0,1.0,,6.0,,3.0,110.0,335.0,7.0,10.0,152.0,21.0,29.0,15.0,7.0,31.0,24.0,,175.0,9.0,347.0,,1.0,33.0,11.0,76.0,2.0,468.0,,0.0,15.0,9.0,,40.0,0.0,705.0,24.0,15.0,12.0,7.0,8.0,0.0
919168,28,2018-02-24 12:30:00,110,Stoke,Away,55.0,11.0,,,,2.0,,83.0,5.0,1.0,2.0,5.0,3.0,26.0,138.0,,,20.0,30.0,35.0,2.0,,,,,,,1.0,1.0,,,5.0,,,,,9.0,10.0,10.0,,6.0,31.0,68.0,,,,8.0,20.0,2.0,11.0,,,1.0,5.0,2.0,,15.0,5.0,75.0,72.0,8.0,51.0,32.0,1.0,1.0,67.0,16.0,10.0,,,2.0,1.0,1.0,142.0,1.0,,,1.0,,,12.0,1.0,1.0,,32.0,,15.0,15.0,3.0,2.0,42.0,86.0,34.0,13.0,1.0,2.0,1.0,2.0,223.0,2.0,5.0,1.0,32.0,37.0,24.0,,,,,178.0,178.0,4.0,20.0,28.0,33.8,,2.0,,1.0,20.0,0.0,42.0,5.0,4.0,9.0,2.0,,2.0,,3.0,39.0,121.0,9.0,3.0,73.0,29.0,51.0,12.0,1.0,9.0,8.0,,102.0,22.0,193.0,1.0,1.0,31.0,3.0,74.0,2.0,257.0,1.0,0.0,6.0,19.0,,31.0,3.0,496.0,11.0,13.0,8.0,1.0,9.0,0.0
919179,29,2018-03-03 15:00:00,110,Stoke,Away,61.0,10.0,3.0,3.0,,3.0,,104.0,4.0,,,8.0,4.0,24.0,162.0,,2.0,15.0,15.0,27.0,11.0,,1.0,,,,,,,,,11.0,,,,1.0,7.0,9.0,9.0,3.0,9.0,27.0,53.0,1.0,1.0,,6.0,14.0,,17.0,,,4.0,7.0,2.0,,8.0,5.0,62.0,55.0,6.0,47.0,21.0,,1.0,51.0,13.0,8.0,,,1.0,,,113.0,,,,,,,11.0,,,,21.0,,15.0,15.0,2.0,,49.0,66.0,30.0,15.0,,8.0,3.0,3.0,212.0,7.0,,,55.0,27.0,22.0,,,,,123.0,123.0,1.0,30.0,14.0,34.8,,,,3.0,14.0,0.0,51.0,3.0,3.0,6.0,1.0,1.0,9.0,,3.0,60.0,152.0,10.0,11.0,76.0,15.0,47.0,18.0,3.0,12.0,9.0,1.0,100.0,11.0,176.0,,,27.0,4.0,57.0,2.0,240.0,1.0,0.0,12.0,13.0,2.0,22.0,1.0,444.0,15.0,9.0,8.0,4.0,9.0,0.0
919190,30,2018-03-12 20:00:00,110,Stoke,Home,94.0,10.0,,1.0,1.0,2.0,1.0,72.0,4.0,2.0,,8.0,4.0,26.0,165.0,1.0,,15.0,16.0,13.0,3.0,,,,,,,,,,,2.0,,,,1.0,4.0,12.0,5.0,1.0,2.0,39.0,48.0,,,,2.0,16.0,2.0,10.0,,,3.0,3.0,3.0,,10.0,2.0,47.0,49.0,2.0,16.0,8.0,,,40.0,6.0,8.0,,,1.0,1.0,,114.0,,,,,,,11.0,,,,8.0,,10.0,10.0,3.0,,52.0,68.0,26.0,10.0,,1.0,2.0,,218.0,3.0,3.0,,43.0,30.0,14.0,,,,,134.0,134.0,3.0,24.0,17.0,22.9,,,,,16.0,0.0,40.0,2.0,2.0,4.0,,,1.0,,2.0,31.0,152.0,11.0,3.0,114.0,23.0,16.0,15.0,3.0,10.0,7.0,,63.0,7.0,141.0,,2.0,30.0,8.0,65.0,2.0,245.0,1.0,0.0,3.0,19.0,,25.0,1.0,410.0,5.0,14.0,9.0,3.0,12.0,0.0
919199,31,2018-03-17 15:00:00,110,Stoke,Home,108.0,16.0,,,,4.0,,148.0,3.0,2.0,,9.0,9.0,27.0,256.0,,,3.0,10.0,21.0,6.0,,1.0,,,,,,,1.0,,8.0,,,,1.0,7.0,13.0,3.0,5.0,4.0,48.0,68.0,1.0,,1.0,4.0,15.0,3.0,11.0,1.0,1.0,1.0,7.0,3.0,,16.0,2.0,51.0,60.0,4.0,17.0,8.0,,,51.0,13.0,11.0,,,2.0,,,148.0,1.0,1.0,1.0,,1.0,,9.0,,,1.0,8.0,,12.0,12.0,4.0,,65.0,76.0,40.0,9.0,,1.0,6.0,4.0,310.0,3.0,3.0,,44.0,24.0,24.0,,,,,144.0,144.0,6.0,35.0,21.0,43.5,,,,,15.0,0.0,83.0,4.0,3.0,6.0,,1.0,2.0,,3.0,62.0,236.0,8.0,7.0,128.0,28.0,17.0,13.0,1.0,11.0,10.0,1.0,101.0,10.0,227.0,,2.0,28.0,9.0,62.0,,344.0,,1.0,9.0,19.0,,8.0,1.0,519.0,21.0,18.0,10.0,1.0,12.0,0.0
919203,32,2018-04-01 13:30:00,110,Stoke,Away,68.0,10.0,3.0,4.0,1.0,3.0,1.0,114.0,2.0,,2.0,8.0,3.0,22.0,178.0,,,16.0,24.0,27.0,4.0,2.0,1.0,,,,,,,,,4.0,,,,,7.0,17.0,7.0,4.0,4.0,38.0,56.0,,,,,16.0,2.0,10.0,,,5.0,7.0,3.0,,10.0,5.0,62.0,53.0,,20.0,7.0,,1.0,55.0,13.0,9.0,,,2.0,2.0,,129.0,,,,,,,8.0,,2.0,,7.0,1.0,10.0,10.0,2.0,2.0,56.0,73.0,28.0,6.0,,3.0,3.0,2.0,248.0,5.0,1.0,,34.0,54.0,28.0,2.0,2.0,2.0,,148.0,148.0,8.0,14.0,27.0,30.4,,,,1.0,16.0,0.0,50.0,5.0,3.0,8.0,3.0,1.0,4.0,1.0,2.0,68.0,165.0,6.0,6.0,76.0,26.0,20.0,13.0,5.0,17.0,12.0,1.0,120.0,16.0,214.0,2.0,1.0,19.0,4.0,53.0,3.0,273.0,,0.0,8.0,11.0,,21.0,2.0,450.0,16.0,15.0,7.0,5.0,6.0,0.0
919220,33,2018-04-07 15:00:00,110,Stoke,Home,60.0,9.0,1.0,6.0,5.0,1.0,,105.0,5.0,1.0,,9.0,13.0,22.0,159.0,,,23.0,22.0,13.0,6.0,,,,,1.0,,1.0,,,,6.0,,1.0,,1.0,15.0,9.0,6.0,6.0,4.0,40.0,60.0,1.0,1.0,1.0,,13.0,1.0,17.0,,,6.0,7.0,4.0,,8.0,,73.0,53.0,,29.0,10.0,,1.0,61.0,19.0,8.0,1.0,,4.0,3.0,1.0,134.0,,,,,,,10.0,1.0,,,10.0,1.0,16.0,16.0,,,39.0,76.0,29.0,3.0,,2.0,4.0,4.0,239.0,6.0,2.0,,36.0,43.0,25.0,,,,,152.0,152.0,1.0,30.0,25.0,33.3,1.0,,,1.0,13.0,0.0,50.0,2.0,,2.0,1.0,,5.0,,3.0,55.0,148.0,6.0,6.0,82.0,26.0,29.0,15.0,6.0,20.0,14.0,,108.0,6.0,201.0,,1.0,33.0,13.0,63.0,2.0,263.0,,0.0,10.0,24.0,,25.0,4.0,456.0,17.0,13.0,8.0,6.0,15.0,0.0
919232,34,2018-04-16 20:00:00,110,Stoke,Away,82.0,8.0,1.0,4.0,3.0,4.0,2.0,120.0,2.0,,1.0,17.0,4.0,32.0,198.0,,,14.0,27.0,34.0,9.0,1.0,,,,,,,,,,9.0,,,,2.0,13.0,4.0,14.0,7.0,4.0,42.0,63.0,,,1.0,5.0,10.0,3.0,16.0,,,1.0,3.0,5.0,,4.0,3.0,72.0,70.0,5.0,61.0,25.0,,,60.0,21.0,14.0,,,2.0,2.0,,134.0,,,,,,,5.0,1.0,,,25.0,,5.0,5.0,1.0,1.0,54.0,81.0,35.0,10.0,,1.0,9.0,7.0,260.0,8.0,3.0,,38.0,56.0,15.0,,,,,130.0,130.0,3.0,29.0,26.0,37.5,,2.0,,2.0,10.0,0.0,57.0,1.0,4.0,5.0,1.0,,1.0,,3.0,60.0,181.0,6.0,10.0,96.0,16.0,61.0,14.0,1.0,11.0,10.0,,105.0,17.0,202.0,,,45.0,4.0,71.0,3.0,287.0,,0.0,11.0,13.0,,17.0,3.0,497.0,18.0,16.0,9.0,1.0,8.0,0.0
919240,35,2018-04-22 13:30:00,110,Stoke,Home,73.0,7.0,2.0,4.0,2.0,8.0,,120.0,5.0,2.0,,12.0,2.0,28.0,189.0,,1.0,22.0,42.0,40.0,5.0,1.0,1.0,,,,,,,,1.0,5.0,,,1.0,,9.0,11.0,5.0,4.0,4.0,46.0,63.0,1.0,1.0,,3.0,15.0,1.0,4.0,,,3.0,11.0,8.0,,5.0,4.0,69.0,72.0,3.0,41.0,21.0,,,86.0,15.0,4.0,,,1.0,,,183.0,1.0,,,1.0,,,12.0,1.0,4.0,,21.0,1.0,6.0,6.0,,,45.0,97.0,40.0,8.0,1.0,3.0,4.0,3.0,293.0,3.0,2.0,,44.0,38.0,36.0,,,,,182.0,182.0,4.0,26.0,18.0,42.8,1.0,2.0,,,15.0,0.0,52.0,4.0,2.0,6.0,1.0,1.0,4.0,,3.0,56.0,173.0,6.0,8.0,99.0,33.0,41.0,14.0,3.0,22.0,19.0,1.0,134.0,20.0,249.0,4.0,2.0,42.0,3.0,89.0,2.0,326.0,,0.0,8.0,18.0,3.0,29.0,2.0,521.0,13.0,7.0,10.0,3.0,13.0,0.0
919246,36,2018-04-28 12:30:00,110,Stoke,Away,75.0,11.0,,,,5.0,,66.0,4.0,1.0,1.0,10.0,5.0,25.0,141.0,,,12.0,17.0,29.0,4.0,,,,,,,,,,,3.0,,,,2.0,6.0,14.0,6.0,4.0,1.0,33.0,66.0,1.0,1.0,,7.0,19.0,1.0,3.0,,,2.0,5.0,1.0,,1.0,,39.0,60.0,7.0,43.0,23.0,,,52.0,14.0,7.0,,,,,,143.0,,,,,,,14.0,,1.0,1.0,23.0,,15.0,15.0,1.0,1.0,42.0,77.0,25.0,9.0,,3.0,1.0,1.0,219.0,10.0,3.0,,38.0,41.0,16.0,,,,,163.0,163.0,3.0,33.0,20.0,28.1,,,,,19.0,0.0,34.0,2.0,,2.0,2.0,,3.0,,2.0,40.0,129.0,9.0,4.0,101.0,32.0,43.0,8.0,2.0,8.0,6.0,,82.0,14.0,159.0,1.0,1.0,36.0,7.0,77.0,2.0,252.0,,0.0,5.0,22.0,2.0,21.0,2.0,451.0,8.0,24.0,3.0,2.0,13.0,0.0
919260,37,2018-05-05 12:30:00,110,Stoke,Home,63.0,14.0,,6.0,6.0,6.0,2.0,128.0,6.0,,1.0,20.0,4.0,36.0,185.0,,,11.0,20.0,22.0,5.0,1.0,,1.0,,,,1.0,,,,5.0,,,,1.0,15.0,7.0,6.0,5.0,2.0,33.0,52.0,,,,1.0,18.0,1.0,18.0,,,1.0,3.0,7.0,,3.0,,61.0,58.0,1.0,29.0,14.0,1.0,,62.0,18.0,10.0,,2.0,3.0,2.0,1.0,131.0,,,,,,,14.0,,,,14.0,,8.0,8.0,1.0,1.0,57.0,79.0,46.0,7.0,1.0,4.0,2.0,2.0,254.0,4.0,1.0,,31.0,63.0,24.0,,,,,145.0,145.0,4.0,20.0,25.0,41.1,,3.0,,,18.0,0.0,62.0,,,,1.0,,4.0,,2.0,44.0,171.0,9.0,6.0,77.0,27.0,29.0,12.0,1.0,13.0,12.0,,96.0,11.0,219.0,,,32.0,8.0,65.0,2.0,283.0,,0.0,7.0,18.0,1.0,19.0,5.0,452.0,20.0,20.0,8.0,1.0,9.0,0.0
919270,38,2018-05-13 15:00:00,110,Stoke,Away,220.0,10.0,,3.0,3.0,5.0,1.0,119.0,5.0,1.0,7.0,13.0,7.0,37.0,336.0,,1.0,8.0,11.0,22.0,3.0,,1.0,,,,,,,,,6.0,1.0,,,1.0,5.0,19.0,8.0,5.0,3.0,82.0,67.0,2.0,1.0,2.0,3.0,18.0,1.0,16.0,1.0,,,3.0,1.0,,11.0,3.0,52.0,57.0,3.0,43.0,18.0,,,46.0,9.0,9.0,1.0,,2.0,1.0,,152.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,3.0,,18.0,,18.0,18.0,6.0,7.0,80.0,69.0,37.0,6.0,1.0,2.0,3.0,5.0,386.0,11.0,1.0,,39.0,26.0,11.0,,,,1.0,114.0,114.0,,38.0,11.0,42.4,,,3.0,,18.0,0.0,100.0,9.0,1.0,9.0,,1.0,2.0,,2.0,33.0,319.0,6.0,5.0,244.0,28.0,43.0,10.0,,5.0,5.0,2.0,63.0,11.0,175.0,4.0,1.0,31.0,8.0,71.0,5.0,414.0,,0.0,8.0,21.0,1.0,11.0,2.0,612.0,6.0,9.0,5.0,,12.0,0.0
