matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755410,11,2014-11-09 13:30:00,110,Stoke,Away,105.0,15.0,2.0,2.0,,4.0,,100.0,12.0,,2.0,9.0,5.0,30.0,203.0,,,13.0,20.0,24.0,4.0,2.0,,,,,,,8.0,,,,,,10.0,6.0,8.0,27.0,48.0,1.0,,1.0,4.0,16.0,3.0,10.0,,,5.0,5.0,2.0,,15.0,1.0,69.0,75.0,4.0,36.0,22.0,,,50.0,13.0,20.0,,,5.0,3.0,,123.0,2.0,1.0,2.0,,,15.0,2.0,,,22.0,,10.0,10.0,1.0,2.0,78.0,75.0,42.0,5.0,2.0,2.0,6.0,4.0,243.0,3.0,2.0,35.0,54.0,17.0,,,,,148.0,148.0,2.0,16.0,25.0,39.7,,,16.0,0.0,52.0,2.0,1.0,3.0,,,,4.0,,3.0,42.0,176.0,8.0,8.0,120.0,27.0,36.0,21.0,5.0,15.0,10.0,,80.0,15.0,175.0,,,17.0,6.0,52.0,2.0,280.0,,0.0,11.0,25.0,,23.0,2.0,506.0,17.0,9.0,5.0,19.0,0.0
755422,12,2014-11-22 15:00:00,110,Stoke,Home,183.0,26.0,3.0,15.0,13.0,10.0,,293.0,5.0,,4.0,5.0,16.0,44.0,461.0,,1.0,40.0,33.0,44.0,13.0,2.0,,,,1.0,,,16.0,,,,,1.0,6.0,3.0,2.0,81.0,57.0,3.0,2.0,1.0,1.0,19.0,8.0,8.0,,1.0,14.0,32.0,17.0,,12.0,1.0,67.0,75.0,1.0,20.0,14.0,1.0,,73.0,10.0,8.0,,,1.0,,1.0,205.0,1.0,1.0,,1.0,,5.0,,,,14.0,,10.0,10.0,,4.0,133.0,85.0,49.0,,1.0,9.0,7.0,3.0,542.0,,2.0,112.0,98.0,32.0,,,,,194.0,194.0,1.0,24.0,25.0,72.7,,,19.0,0.0,146.0,1.0,1.0,2.0,,1.0,,14.0,,3.0,147.0,441.0,7.0,16.0,195.0,54.0,20.0,20.0,10.0,58.0,49.0,,203.0,20.0,428.0,,,14.0,17.0,71.0,2.0,565.0,1.0,0.0,25.0,9.0,2.0,42.0,2.0,818.0,23.0,14.0,14.0,8.0,0.0
755424,13,2014-11-29 15:00:00,110,Stoke,Away,195.0,17.0,3.0,4.0,1.0,6.0,,181.0,4.0,4.0,10.0,10.0,13.0,33.0,372.0,,1.0,21.0,25.0,23.0,8.0,2.0,,,,,,,10.0,,,1.0,,,4.0,9.0,7.0,73.0,68.0,,1.0,,2.0,12.0,5.0,9.0,,,5.0,7.0,5.0,,12.0,2.0,62.0,57.0,2.0,34.0,19.0,,2.0,68.0,9.0,11.0,,,,,,183.0,,,,,,8.0,,1.0,2.0,19.0,1.0,12.0,12.0,1.0,10.0,119.0,89.0,50.0,5.0,,3.0,7.0,4.0,458.0,5.0,2.0,70.0,70.0,22.0,,,,,167.0,167.0,1.0,37.0,14.0,52.3,1.0,,12.0,0.0,108.0,2.0,,2.0,,,,4.0,,3.0,92.0,355.0,8.0,10.0,218.0,40.0,34.0,15.0,5.0,17.0,12.0,,147.0,19.0,282.0,1.0,4.0,30.0,15.0,73.0,1.0,483.0,1.0,0.0,13.0,17.0,1.0,23.0,3.0,691.0,17.0,6.0,5.0,16.0,0.0
755437,14,2014-12-02 19:45:00,110,Stoke,Away,157.0,11.0,,1.0,1.0,2.0,1.0,122.0,4.0,2.0,6.0,4.0,9.0,20.0,278.0,,,19.0,18.0,9.0,1.0,,,1.0,,1.0,,,3.0,,,,,1.0,5.0,8.0,2.0,63.0,53.0,1.0,3.0,,4.0,11.0,,12.0,,1.0,2.0,6.0,3.0,,7.0,1.0,60.0,51.0,4.0,28.0,12.0,,1.0,37.0,13.0,8.0,,1.0,4.0,2.0,1.0,137.0,,,,,,7.0,1.0,4.0,1.0,12.0,,11.0,11.0,,6.0,80.0,62.0,34.0,3.0,1.0,,1.0,4.0,333.0,2.0,,55.0,51.0,14.0,,,,,126.0,126.0,1.0,31.0,12.0,36.0,,1.0,11.0,0.0,71.0,1.0,,1.0,,1.0,,1.0,,2.0,53.0,267.0,6.0,1.0,174.0,28.0,28.0,20.0,2.0,13.0,11.0,1.0,82.0,9.0,190.0,4.0,2.0,17.0,10.0,49.0,,351.0,,0.0,5.0,25.0,,24.0,4.0,539.0,17.0,9.0,2.0,21.0,0.0
755450,15,2014-12-06 15:00:00,110,Stoke,Home,125.0,12.0,3.0,8.0,5.0,3.0,1.0,128.0,6.0,1.0,4.0,8.0,5.0,26.0,245.0,,,9.0,12.0,22.0,5.0,2.0,,,,,,,9.0,,,,,1.0,4.0,11.0,3.0,46.0,58.0,2.0,1.0,3.0,4.0,19.0,3.0,19.0,,,3.0,12.0,5.0,,12.0,1.0,60.0,68.0,4.0,25.0,19.0,,1.0,49.0,17.0,13.0,1.0,1.0,4.0,3.0,,139.0,2.0,2.0,2.0,,,10.0,2.0,2.0,2.0,19.0,,4.0,4.0,1.0,4.0,68.0,74.0,39.0,9.0,2.0,4.0,5.0,4.0,302.0,3.0,,62.0,51.0,11.0,1.0,1.0,1.0,,137.0,137.0,3.0,21.0,26.0,42.5,,,19.0,0.0,79.0,3.0,1.0,4.0,,1.0,,6.0,,3.0,55.0,228.0,9.0,9.0,143.0,22.0,25.0,16.0,3.0,23.0,20.0,,89.0,13.0,212.0,2.0,1.0,25.0,6.0,58.0,3.0,332.0,,0.0,13.0,20.0,,17.0,3.0,516.0,9.0,14.0,3.0,14.0,0.0
755456,16,2014-12-13 15:00:00,110,Stoke,Away,166.0,16.0,,,,5.0,,130.0,2.0,2.0,7.0,6.0,9.0,25.0,296.0,1.0,,15.0,38.0,32.0,3.0,,,,,,,,5.0,,,,,1.0,6.0,5.0,5.0,52.0,60.0,,,1.0,5.0,18.0,4.0,6.0,,,8.0,5.0,3.0,,13.0,3.0,77.0,72.0,5.0,44.0,29.0,,,64.0,11.0,12.0,1.0,,,1.0,,184.0,,,,,,7.0,1.0,3.0,,29.0,,18.0,18.0,,7.0,85.0,94.0,40.0,9.0,,,3.0,3.0,389.0,5.0,1.0,56.0,54.0,15.0,,,,,189.0,189.0,2.0,23.0,24.0,56.1,,1.0,18.0,0.0,91.0,1.0,1.0,3.0,,1.0,,,,1.0,52.0,284.0,7.0,3.0,185.0,46.0,44.0,19.0,8.0,16.0,9.0,,102.0,14.0,243.0,3.0,2.0,25.0,10.0,68.0,,412.0,1.0,0.0,7.0,21.0,,28.0,0.0,649.0,18.0,7.0,8.0,14.0,0.0
755470,17,2014-12-22 20:00:00,110,Stoke,Home,157.0,15.0,1.0,3.0,2.0,4.0,,206.0,1.0,2.0,14.0,4.0,12.0,27.0,360.0,,,22.0,14.0,22.0,10.0,2.0,,,,,,,11.0,,,,,,7.0,6.0,9.0,64.0,64.0,,,,3.0,20.0,7.0,13.0,,,6.0,12.0,13.0,,22.0,2.0,75.0,56.0,3.0,20.0,9.0,,,55.0,11.0,4.0,,,1.0,1.0,,156.0,,,,,,6.0,,3.0,,9.0,,8.0,8.0,1.0,14.0,108.0,73.0,51.0,5.0,,4.0,8.0,2.0,426.0,4.0,3.0,69.0,66.0,19.0,,,,,166.0,166.0,,22.0,27.0,50.9,,,20.0,0.0,113.0,3.0,1.0,4.0,,1.0,,4.0,,3.0,82.0,350.0,10.0,12.0,177.0,28.0,20.0,28.0,5.0,31.0,26.0,,116.0,9.0,295.0,3.0,2.0,16.0,15.0,54.0,1.0,441.0,,0.0,13.0,17.0,,30.0,3.0,673.0,8.0,13.0,6.0,17.0,0.0
755477,18,2014-12-26 15:00:00,110,Stoke,Away,107.0,13.0,,3.0,3.0,1.0,,140.0,2.0,1.0,2.0,7.0,9.0,24.0,244.0,,,14.0,13.0,16.0,9.0,,,,,,,,10.0,1.0,,,,,7.0,5.0,11.0,42.0,62.0,,,1.0,3.0,17.0,5.0,7.0,1.0,,3.0,11.0,5.0,,7.0,2.0,48.0,51.0,3.0,53.0,19.0,,,62.0,15.0,9.0,,,1.0,,,145.0,,,,,,9.0,,,,19.0,,18.0,18.0,3.0,2.0,76.0,72.0,32.0,9.0,1.0,4.0,5.0,2.0,308.0,7.0,,67.0,48.0,15.0,,,,1.0,144.0,144.0,5.0,32.0,19.0,38.1,,3.0,17.0,0.0,70.0,1.0,4.0,4.0,,2.0,,5.0,1.0,3.0,86.0,230.0,11.0,9.0,129.0,30.0,53.0,14.0,3.0,19.0,16.0,1.0,129.0,14.0,223.0,1.0,1.0,20.0,9.0,54.0,3.0,333.0,,0.0,12.0,20.0,,25.0,3.0,564.0,11.0,7.0,3.0,16.0,0.0
755490,19,2014-12-28 15:00:00,110,Stoke,Home,134.0,18.0,2.0,5.0,3.0,5.0,,173.0,10.0,1.0,4.0,7.0,9.0,34.0,302.0,1.0,,12.0,15.0,19.0,8.0,1.0,,,,,,,11.0,,,,,,4.0,6.0,9.0,55.0,58.0,2.0,1.0,1.0,3.0,17.0,4.0,18.0,,1.0,5.0,10.0,6.0,,6.0,3.0,57.0,55.0,3.0,35.0,24.0,,,58.0,11.0,13.0,,,1.0,2.0,,153.0,2.0,1.0,2.0,,,14.0,2.0,2.0,,24.0,,14.0,14.0,2.0,4.0,93.0,86.0,52.0,3.0,2.0,4.0,7.0,3.0,368.0,4.0,,60.0,78.0,18.0,,,,,152.0,152.0,,27.0,22.0,50.6,,1.0,17.0,0.0,102.0,3.0,1.0,4.0,,,,6.0,,3.0,69.0,274.0,8.0,11.0,155.0,30.0,35.0,17.0,5.0,23.0,18.0,,106.0,17.0,271.0,2.0,1.0,15.0,10.0,57.0,4.0,403.0,1.0,0.0,13.0,14.0,,20.0,0.0,602.0,7.0,9.0,5.0,7.0,0.0
755500,20,2015-01-01 12:45:00,110,Stoke,Home,63.0,13.0,7.0,10.0,3.0,6.0,2.0,96.0,4.0,,5.0,8.0,1.0,24.0,149.0,,,11.0,17.0,13.0,3.0,4.0,1.0,,,,,,3.0,,,,1.0,2.0,4.0,5.0,1.0,33.0,57.0,2.0,1.0,1.0,7.0,13.0,3.0,4.0,,1.0,11.0,6.0,6.0,1.0,7.0,,41.0,54.0,7.0,25.0,14.0,,,57.0,8.0,12.0,,,3.0,3.0,,133.0,1.0,1.0,,1.0,,11.0,,3.0,,14.0,1.0,14.0,14.0,,5.0,44.0,79.0,36.0,7.0,,4.0,4.0,2.0,219.0,,3.0,35.0,41.0,23.0,,,,,155.0,155.0,3.0,19.0,21.0,34.1,1.0,1.0,13.0,0.0,40.0,1.0,,1.0,,,1.0,4.0,,1.0,44.0,131.0,6.0,8.0,88.0,29.0,25.0,10.0,11.0,26.0,15.0,1.0,88.0,16.0,188.0,3.0,,22.0,1.0,60.0,2.0,250.0,,0.0,9.0,24.0,1.0,23.0,0.0,447.0,9.0,5.0,11.0,17.0,0.0
755503,21,2015-01-11 13:30:00,110,Stoke,Away,172.0,18.0,1.0,4.0,3.0,3.0,,176.0,6.0,,2.0,5.0,16.0,19.0,344.0,1.0,,17.0,18.0,18.0,5.0,1.0,1.0,1.0,,1.0,,,5.0,,,,,1.0,5.0,7.0,7.0,72.0,64.0,,,,3.0,15.0,1.0,21.0,,,1.0,11.0,6.0,,14.0,3.0,70.0,62.0,3.0,22.0,14.0,1.0,1.0,43.0,11.0,10.0,,,5.0,2.0,1.0,153.0,,,,,,12.0,,2.0,1.0,14.0,,13.0,13.0,2.0,2.0,107.0,83.0,51.0,9.0,,3.0,3.0,2.0,398.0,1.0,1.0,63.0,59.0,17.0,,,,,142.0,142.0,5.0,28.0,28.0,46.2,,,15.0,0.0,95.0,2.0,1.0,3.0,,,1.0,4.0,,3.0,72.0,323.0,8.0,6.0,191.0,32.0,22.0,17.0,1.0,20.0,19.0,1.0,110.0,9.0,256.0,3.0,,15.0,17.0,48.0,2.0,427.0,2.0,0.0,7.0,25.0,,22.0,3.0,621.0,13.0,9.0,1.0,22.0,0.0
