matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755310,1,2014-08-16 15:00:00,110,Stoke,Home,248.0,22.0,2.0,2.0,,,,186.0,5.0,1.0,6.0,4.0,22.0,36.0,432.0,,,33.0,9.0,30.0,8.0,2.0,,,,,,,8.0,,,,,2.0,10.0,6.0,1.0,73.0,55.0,,,,4.0,13.0,6.0,4.0,,,2.0,10.0,5.0,,11.0,,46.0,75.0,4.0,43.0,26.0,,1.0,71.0,14.0,9.0,,1.0,2.0,1.0,,164.0,,,,,,5.0,,1.0,,26.0,,17.0,17.0,,6.0,137.0,79.0,44.0,8.0,,3.0,7.0,2.0,501.0,2.0,1.0,84.0,51.0,19.0,,,,,135.0,135.0,1.0,24.0,24.0,63.1,,,13.0,0.0,143.0,,,,,,,4.0,,2.0,90.0,416.0,7.0,10.0,266.0,51.0,43.0,17.0,2.0,18.0,16.0,1.0,136.0,5.0,269.0,1.0,2.0,10.0,24.0,65.0,1.0,517.0,,0.0,12.0,27.0,1.0,36.0,0.0,749.0,9.0,9.0,2.0,20.0,0.0
755317,2,2014-08-24 13:30:00,110,Stoke,Away,152.0,15.0,2.0,4.0,2.0,1.0,,272.0,5.0,,6.0,3.0,23.0,32.0,420.0,,1.0,18.0,22.0,29.0,8.0,2.0,,,,1.0,,,13.0,,,1.0,,2.0,7.0,3.0,6.0,65.0,58.0,,1.0,1.0,6.0,16.0,5.0,7.0,,,5.0,7.0,13.0,1.0,9.0,1.0,58.0,59.0,6.0,47.0,28.0,,,78.0,10.0,9.0,,,3.0,1.0,1.0,170.0,,,,,,7.0,1.0,1.0,,28.0,1.0,13.0,13.0,4.0,6.0,127.0,63.0,39.0,4.0,,5.0,5.0,3.0,484.0,4.0,,62.0,85.0,37.0,,,,,141.0,141.0,2.0,26.0,24.0,57.3,1.0,,16.0,0.0,139.0,,1.0,1.0,,3.0,,11.0,1.0,3.0,130.0,406.0,3.0,10.0,171.0,33.0,47.0,17.0,5.0,26.0,21.0,,177.0,6.0,356.0,1.0,,17.0,25.0,66.0,2.0,501.0,,0.0,19.0,16.0,1.0,20.0,3.0,722.0,15.0,7.0,5.0,13.0,0.0
755327,3,2014-08-30 15:00:00,110,Stoke,Away,71.0,8.0,,3.0,3.0,4.0,,101.0,8.0,1.0,4.0,3.0,4.0,24.0,169.0,,,13.0,13.0,17.0,6.0,,1.0,,,,,,7.0,,,,,,3.0,12.0,4.0,32.0,48.0,,,,2.0,11.0,1.0,11.0,,1.0,4.0,9.0,5.0,,7.0,2.0,42.0,67.0,2.0,36.0,20.0,,,45.0,5.0,13.0,1.0,,1.0,2.0,,97.0,1.0,,1.0,,1.0,11.0,1.0,,1.0,20.0,,28.0,28.0,3.0,4.0,61.0,49.0,21.0,11.0,,4.0,3.0,2.0,209.0,9.0,4.0,37.0,54.0,16.0,,,,,121.0,121.0,5.0,29.0,6.0,27.8,,,11.0,0.0,50.0,2.0,,2.0,,,1.0,4.0,,3.0,50.0,150.0,5.0,7.0,90.0,17.0,36.0,20.0,2.0,18.0,16.0,1.0,82.0,11.0,168.0,,1.0,25.0,5.0,57.0,2.0,240.0,,0.0,7.0,24.0,,17.0,1.0,458.0,11.0,13.0,4.0,14.0,0.0
755340,4,2014-09-13 15:00:00,110,Stoke,Home,149.0,26.0,6.0,17.0,11.0,10.0,3.0,216.0,6.0,1.0,5.0,13.0,18.0,48.0,348.0,,,27.0,33.0,51.0,17.0,3.0,,1.0,,1.0,,,16.0,,,,,3.0,3.0,3.0,5.0,67.0,53.0,,1.0,,2.0,12.0,9.0,9.0,,,16.0,21.0,9.0,,14.0,,72.0,87.0,2.0,21.0,16.0,,,85.0,9.0,14.0,,,6.0,5.0,1.0,161.0,,,,,,9.0,,1.0,,16.0,,13.0,13.0,,5.0,116.0,92.0,55.0,3.0,,10.0,10.0,6.0,419.0,1.0,,65.0,65.0,28.0,,,,,164.0,164.0,3.0,13.0,31.0,59.0,,,12.0,0.0,96.0,,,,,,,12.0,1.0,3.0,110.0,331.0,7.0,20.0,160.0,41.0,21.0,19.0,16.0,51.0,35.0,,159.0,19.0,331.0,1.0,1.0,25.0,21.0,73.0,,440.0,,0.0,27.0,14.0,,30.0,3.0,684.0,13.0,11.0,16.0,12.0,0.0
755349,5,2014-09-20 12:45:00,110,Stoke,Away,191.0,11.0,,2.0,2.0,4.0,,96.0,5.0,2.0,4.0,8.0,19.0,28.0,285.0,,,13.0,23.0,23.0,3.0,2.0,3.0,,,,,,6.0,,,,,,6.0,6.0,15.0,59.0,65.0,1.0,1.0,1.0,6.0,10.0,1.0,15.0,,,1.0,7.0,2.0,,11.0,1.0,68.0,63.0,6.0,38.0,22.0,,,52.0,15.0,6.0,2.0,,1.0,1.0,,150.0,2.0,2.0,2.0,,,12.0,2.0,1.0,2.0,22.0,,12.0,12.0,4.0,4.0,84.0,84.0,39.0,10.0,,3.0,4.0,4.0,354.0,6.0,2.0,43.0,48.0,13.0,,,,,136.0,136.0,1.0,27.0,28.0,47.5,,,10.0,0.0,82.0,1.0,2.0,3.0,,,3.0,3.0,,2.0,37.0,273.0,6.0,7.0,211.0,29.0,38.0,14.0,1.0,11.0,10.0,3.0,77.0,13.0,175.0,1.0,2.0,26.0,21.0,73.0,1.0,375.0,,0.0,8.0,29.0,1.0,20.0,4.0,572.0,8.0,6.0,1.0,22.0,0.0
755360,6,2014-09-29 20:00:00,110,Stoke,Home,112.0,15.0,,3.0,3.0,5.0,,160.0,4.0,2.0,1.0,9.0,18.0,29.0,269.0,,,23.0,14.0,26.0,6.0,,2.0,,1.0,1.0,,1.0,9.0,,,1.0,,2.0,10.0,7.0,9.0,58.0,56.0,1.0,1.0,1.0,3.0,18.0,5.0,10.0,,1.0,2.0,9.0,3.0,,14.0,1.0,65.0,67.0,3.0,39.0,27.0,,,57.0,20.0,15.0,1.0,,3.0,1.0,1.0,139.0,1.0,1.0,1.0,,,7.0,1.0,2.0,,27.0,1.0,10.0,10.0,,1.0,73.0,60.0,34.0,10.0,,2.0,5.0,3.0,317.0,8.0,4.0,55.0,61.0,17.0,,,,,136.0,136.0,3.0,27.0,18.0,44.1,1.0,,18.0,0.0,74.0,,1.0,1.0,,2.0,2.0,4.0,,3.0,74.0,250.0,9.0,7.0,127.0,29.0,39.0,13.0,1.0,14.0,13.0,4.0,112.0,13.0,231.0,2.0,2.0,21.0,20.0,55.0,4.0,344.0,,0.0,12.0,22.0,,27.0,1.0,567.0,17.0,6.0,2.0,16.0,0.0
755369,7,2014-10-04 15:00:00,110,Stoke,Away,154.0,19.0,2.0,4.0,2.0,6.0,,229.0,2.0,2.0,4.0,12.0,31.0,32.0,379.0,,,18.0,18.0,22.0,6.0,1.0,,,1.0,1.0,,,8.0,,,,,1.0,9.0,3.0,5.0,72.0,57.0,1.0,1.0,,2.0,10.0,2.0,11.0,,,4.0,9.0,4.0,,20.0,,73.0,61.0,2.0,25.0,19.0,,,61.0,17.0,9.0,,,2.0,1.0,1.0,150.0,1.0,,1.0,,,4.0,1.0,2.0,,19.0,,13.0,13.0,,4.0,118.0,78.0,56.0,7.0,1.0,3.0,5.0,5.0,439.0,5.0,3.0,92.0,49.0,17.0,,,,,137.0,137.0,2.0,24.0,25.0,60.5,,,10.0,0.0,118.0,,,,,,,4.0,,3.0,109.0,367.0,4.0,9.0,173.0,32.0,25.0,18.0,4.0,18.0,14.0,1.0,151.0,13.0,303.0,2.0,2.0,25.0,34.0,56.0,2.0,458.0,,0.0,11.0,20.0,2.0,22.0,4.0,652.0,7.0,10.0,4.0,15.0,0.0
755381,8,2014-10-19 16:00:00,110,Stoke,Home,126.0,16.0,1.0,6.0,5.0,1.0,,168.0,4.0,,4.0,5.0,20.0,27.0,288.0,1.0,,17.0,16.0,18.0,10.0,2.0,2.0,,,,1.0,,13.0,1.0,,,,1.0,11.0,6.0,7.0,62.0,62.0,1.0,1.0,1.0,1.0,13.0,6.0,11.0,1.0,,3.0,11.0,5.0,,16.0,1.0,69.0,60.0,1.0,24.0,13.0,,,56.0,17.0,6.0,,,2.0,,,132.0,1.0,1.0,1.0,,,6.0,1.0,2.0,,13.0,,17.0,17.0,2.0,4.0,88.0,68.0,37.0,5.0,1.0,6.0,7.0,3.0,338.0,5.0,,69.0,49.0,16.0,1.0,1.0,1.0,1.0,131.0,131.0,4.0,17.0,30.0,43.0,,,13.0,0.0,76.0,3.0,1.0,3.0,,1.0,2.0,8.0,1.0,3.0,81.0,276.0,6.0,13.0,132.0,29.0,24.0,22.0,3.0,19.0,16.0,2.0,121.0,7.0,245.0,2.0,1.0,18.0,22.0,55.0,,358.0,2.0,0.0,17.0,23.0,,26.0,4.0,570.0,14.0,13.0,3.0,19.0,0.0
755387,9,2014-10-25 15:00:00,110,Stoke,Away,115.0,14.0,,3.0,3.0,10.0,,154.0,8.0,3.0,4.0,10.0,8.0,33.0,266.0,,,17.0,15.0,28.0,7.0,,,,,,,,8.0,,,,,,4.0,13.0,7.0,55.0,53.0,1.0,1.0,,4.0,15.0,3.0,6.0,,,3.0,4.0,6.0,,10.0,1.0,51.0,66.0,4.0,19.0,13.0,,,56.0,12.0,10.0,,,2.0,1.0,,142.0,,,,,,16.0,,2.0,1.0,13.0,,14.0,14.0,1.0,4.0,73.0,86.0,56.0,6.0,,3.0,4.0,1.0,321.0,4.0,2.0,43.0,66.0,15.0,,,,,135.0,135.0,,18.0,27.0,38.8,,,15.0,0.0,81.0,1.0,,1.0,,1.0,,4.0,1.0,3.0,54.0,247.0,11.0,7.0,127.0,32.0,19.0,20.0,3.0,14.0,11.0,,90.0,21.0,238.0,2.0,3.0,17.0,15.0,59.0,3.0,351.0,,0.0,8.0,21.0,,19.0,2.0,534.0,11.0,9.0,3.0,17.0,0.0
755402,10,2014-11-01 15:00:00,110,Stoke,Home,126.0,16.0,6.0,14.0,8.0,6.0,1.0,217.0,4.0,3.0,6.0,7.0,17.0,33.0,329.0,,,13.0,27.0,34.0,10.0,2.0,,1.0,1.0,2.0,,1.0,16.0,,,1.0,,1.0,5.0,7.0,3.0,58.0,72.0,4.0,4.0,1.0,2.0,8.0,5.0,2.0,,,9.0,19.0,8.0,,19.0,,75.0,88.0,2.0,22.0,13.0,,,60.0,14.0,12.0,1.0,,4.0,2.0,2.0,165.0,1.0,1.0,1.0,,,7.0,2.0,2.0,,13.0,1.0,16.0,16.0,,6.0,101.0,91.0,53.0,2.0,1.0,7.0,6.0,6.0,402.0,4.0,1.0,44.0,83.0,25.0,,,,,176.0,176.0,5.0,20.0,36.0,59.5,1.0,,8.0,0.0,101.0,,,,,,,10.0,,1.0,110.0,313.0,5.0,13.0,142.0,40.0,22.0,39.0,8.0,37.0,29.0,1.0,154.0,14.0,320.0,2.0,3.0,19.0,19.0,69.0,,425.0,,0.0,21.0,17.0,,19.0,1.0,670.0,16.0,24.0,9.0,16.0,0.0
