playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,penaltiesConceded,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,expectedGoals,yellowCards,substituteOn,ownGoalScored,lastPlayerTackle,headedGoals,setPiecesGoals,rightFootGoals,hitWoodwork,penaltiesTaken,penaltyGoals,foulWonPenalty,redCards2ndYellow,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
19959,Adam Johnson,Midfielder,Sunderland,56,England,2012-13,163.0,12.0,15.0,4.3017,33.0,18.0,35.0,960.0,5.0,8.0,2.0,11.0,5.0,5.0,17.0,6.0,104.0,28.0,4.0,60.1927,49.0,3.0,10.0,39.0,2.0,111.0,35.0,5.0,59.0,184.0,110.0,5.0,950.0,18.0,551.0,26.0,2.0,297.0,15.0,52.0,2.0,54.0,259.0,1612.0,19.0,274.0,1.0,39.0,32.0,1.0,13.0,3.7659,0.0,0.1173,16.0,33.0,160.0,6.0,45.0,35.0,199.0,100.0,85.0,22.0,3.0,17.0,49.0,2940.0,2.0,109.0,1.0,707.0,65.0,1.0,12.0,50.0,146.0,148.0,272.0,3.0,256.0,17.0,7.0,536.0,44.0,10.0,250.0,5.0,0.0,31.0,32.0,2.0,23.0,16.0,11.0,15.0,2.2514,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
94863,Adam Mitchell,Midfielder,Sunderland,56,England,2012-13,,,,,,,1.0,,,,,,,,,1.0,,,,0.2981,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
49688,Alfred N'Diaye,Midfielder,Sunderland,56,Senegal,2012-13,111.0,3.0,2.0,0.7477,44.0,2.0,16.0,455.0,,,,4.0,3.0,3.0,36.0,3.0,69.0,,2.0,25.0214,8.0,,1.0,13.0,0.0,93.0,16.0,,7.0,15.0,29.0,,453.0,12.0,145.0,35.0,,127.0,30.0,,,20.0,73.0,693.0,1.0,171.0,,11.0,22.0,,3.0,0.613,0.0,,2.0,14.0,77.0,,24.0,15.0,88.0,15.0,,58.0,2.0,1.0,3.0,1298.0,,91.0,,347.0,24.0,,28.0,23.0,75.0,132.0,202.0,,123.0,1.0,9.0,199.0,20.0,1.0,144.0,22.0,0.0,5.0,12.0,3.0,26.0,3.0,4.0,3.0,1.2403,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
94738,Billy Knott,Midfielder,Sunderland,56,England,2012-13,1.0,,,,,,1.0,4.0,,,,,,,1.0,1.0,,,,0.4971,,,,,0.0,2.0,1.0,,,,,,4.0,,1.0,,,1.0,,,,,2.0,5.0,,3.0,,1.0,,,,,0.0,,,,,,,,1.0,,,1.0,,,,16.0,,,,3.0,,,,1.0,,,1.0,,1.0,,,,,,,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
28468,Craig Gardner,Midfielder,Sunderland,56,England,2012-13,167.0,20.0,15.0,5.8447,101.0,6.0,33.0,1274.0,6.0,3.0,3.0,37.0,6.0,6.0,37.0,5.0,140.0,1.0,4.0,54.9032,14.0,17.0,4.0,21.0,0.0,122.0,33.0,1.0,9.0,73.0,33.0,37.0,1239.0,20.0,540.0,80.0,18.0,385.0,51.0,,,96.0,124.0,2118.0,188.0,420.0,2.0,117.0,63.0,,17.0,2.1719,1.0,0.9805,5.0,35.0,221.0,2.0,14.0,32.0,338.0,70.0,1.0,78.0,8.0,15.0,18.0,2834.0,3.0,181.0,2.0,840.0,26.0,67.0,98.0,49.0,130.0,143.0,348.0,3.0,622.0,15.0,21.0,534.0,44.0,4.0,270.0,41.0,1.0,17.0,18.0,18.0,60.0,4.0,37.0,67.0,5.4317,10.0,1.0,,,,1.0,5.0,2.0,4.0,4.0,,,,,,,,,,,,,,,,
7631,David Vaughan,Midfielder,Sunderland,56,Wales,2012-13,42.0,1.0,3.0,1.1548,31.0,2.0,24.0,390.0,1.0,,1.0,1.0,,,7.0,2.0,48.0,1.0,,10.7303,5.0,2.0,,13.0,0.0,48.0,24.0,1.0,2.0,4.0,11.0,,385.0,4.0,70.0,22.0,,110.0,14.0,,,19.0,72.0,534.0,1.0,138.0,,6.0,12.0,,1.0,0.2083,1.0,,2.0,7.0,38.0,,9.0,6.0,44.0,4.0,1.0,14.0,2.0,4.0,2.0,717.0,1.0,55.0,,327.0,4.0,,15.0,9.0,35.0,111.0,97.0,0.0,97.0,4.0,9.0,210.0,7.0,,83.0,7.0,0.0,3.0,4.0,5.0,21.0,2.0,1.0,3.0,0.3375,1.0,18.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
58771,Jack Colback,Midfielder,Sunderland,56,England,2012-13,129.0,3.0,3.0,0.1109,88.0,,35.0,1114.0,,,,3.0,4.0,4.0,34.0,5.0,142.0,1.0,2.0,50.2345,16.0,5.0,1.0,47.0,0.0,143.0,35.0,,11.0,30.0,34.0,,1089.0,5.0,271.0,71.0,,243.0,35.0,1.0,3.0,63.0,166.0,1681.0,93.0,448.0,2.0,28.0,46.0,,4.0,0.6032,0.0,,1.0,8.0,128.0,,23.0,30.0,156.0,29.0,2.0,51.0,9.0,2.0,5.0,2812.0,2.0,159.0,,895.0,12.0,34.0,55.0,36.0,95.0,340.0,288.0,,365.0,2.0,17.0,515.0,31.0,1.0,237.0,17.0,0.0,10.0,7.0,22.0,69.0,5.0,3.0,24.0,0.5133,4.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
63370,James McClean,Midfielder,Sunderland,56,Ireland,2012-13,261.0,6.0,12.0,3.216,84.0,1.0,36.0,725.0,2.0,1.0,0.0,10.0,11.0,11.0,70.0,2.0,144.0,2.0,2.0,43.931,26.0,,5.0,28.0,2.0,118.0,36.0,2.0,51.0,109.0,119.0,,722.0,16.0,447.0,65.0,,99.0,38.0,1.0,,16.0,197.0,1351.0,16.0,220.0,2.0,25.0,37.0,,17.0,1.4323,0.0,,7.0,28.0,128.0,3.0,23.0,24.0,153.0,107.0,4.0,102.0,8.0,8.0,19.0,2330.0,1.0,176.0,,556.0,52.0,1.0,25.0,31.0,191.0,226.0,437.0,2.0,203.0,8.0,19.0,371.0,29.0,5.0,335.0,32.0,0.0,22.0,32.0,8.0,34.0,4.0,10.0,25.0,2.9855,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,
113999,Jordan Laidler,Midfielder,Sunderland,56,England,2012-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
28448,Lee Cattermole,Midfielder,Sunderland,56,England,2012-13,48.0,,,,21.0,,10.0,292.0,,1.0,,,,,7.0,1.0,32.0,,,10.1228,3.0,2.0,,10.0,0.0,39.0,10.0,,1.0,1.0,11.0,,289.0,2.0,59.0,14.0,,74.0,15.0,,,33.0,36.0,396.0,1.0,131.0,1.0,9.0,10.0,,,0.1206,0.0,,1.0,2.0,34.0,,9.0,10.0,43.0,1.0,,14.0,2.0,1.0,,666.0,1.0,39.0,,216.0,,,9.0,6.0,41.0,94.0,87.0,,88.0,1.0,7.0,118.0,5.0,,73.0,7.0,0.0,,1.0,7.0,26.0,4.0,,4.0,0.0768,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
