playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,gamesPlayed,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,setPiecesGoals,goals,awayGoals,cornersTakenInclShortCorners,unsuccessfulLayoffs,successfulCornersIntoBox,homeGoals,leftFootGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,substituteOff,hitWoodwork,handballsConceded,ownGoalScored,lastPlayerTackle,clearancesOffTheLine,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,penaltiesTaken,rightFootGoals,headedGoals,penaltyGoals,redCards2ndYellow,forwardPasses,crossesNotClaimed
78827,Adam Reed,Midfielder,Sunderland,56,England,2009-10,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,Andy Reid,Midfielder,Sunderland,56,Ireland,2009-10,0.0,21.0,0.0,2.0,118.0,27.0,13.0,7.0,37.0,20.0,184.0,6.0,44.0,18.0,250.0,95.0,794.0,1.0,3.0,7.0,1.0,67.0,1645.0,2.0,97.0,2.0,,92.0,477.0,24.0,2.0,2.0,43.0,7.0,14.0,24.0,116.0,30.0,2.0,215.0,130.0,21.0,2.0,33.0,455.0,22.0,185.0,81.0,208.0,5.0,768.0,13.0,33.0,537.0,35.0,25.0,2.0,22.0,36.0,67.0,1390.0,6.0,19.0,156.0,66.0,34.0,21.0,1.0,2.0,0.0,94.0,2.0,31.0,2.0,2.0,9.0,59.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
4073,Boudewijn Zenden,Midfielder,Sunderland,56,Netherlands,2009-10,0.0,20.0,0.0,1.0,34.0,6.0,7.0,8.0,15.0,13.0,44.0,,6.0,1.0,59.0,21.0,221.0,,19.0,14.0,,14.0,503.0,5.0,33.0,1.0,,24.0,147.0,13.0,3.0,1.0,6.0,1.0,13.0,10.0,29.0,8.0,0.0,67.0,32.0,20.0,2.0,3.0,121.0,9.0,30.0,19.0,53.0,9.0,218.0,5.0,6.0,122.0,13.0,1.0,3.0,8.0,16.0,15.0,384.0,4.0,6.0,55.0,15.0,7.0,2.0,,2.0,1.0,13.0,,7.0,1.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53371,David Meyler,Midfielder,Sunderland,56,Ireland,2009-10,1.0,10.0,1.0,4.0,55.0,1.0,1.0,1.0,32.0,3.0,70.0,,6.0,9.0,87.0,5.0,306.0,1.0,1.0,18.0,1.0,1.0,730.0,14.0,54.0,,,50.0,203.0,4.0,,,5.0,1.0,16.0,15.0,41.0,15.0,0.0,109.0,42.0,10.0,13.0,3.0,137.0,15.0,5.0,10.0,91.0,4.0,303.0,2.0,1.0,112.0,19.0,3.0,5.0,20.0,22.0,16.0,440.0,,10.0,83.0,17.0,21.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
58771,Jack Colback,Midfielder,Sunderland,56,England,2009-10,0.0,1.0,1.0,0.0,2.0,,,,,,,,,,2.0,,5.0,,1.0,,,,11.0,,,1.0,,,3.0,,,,,,,1.0,2.0,,0.0,2.0,1.0,1.0,,,3.0,,,,2.0,,5.0,,,2.0,,,,2.0,,,6.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
56979,Jordan Henderson,Midfielder,Sunderland,56,England,2009-10,0.0,33.0,0.0,3.0,145.0,18.0,9.0,8.0,61.0,23.0,210.0,5.0,20.0,23.0,259.0,37.0,820.0,3.0,10.0,38.0,2.0,27.0,2188.0,27.0,103.0,4.0,,92.0,532.0,35.0,3.0,3.0,23.0,2.0,38.0,45.0,118.0,13.0,0.0,248.0,121.0,33.0,20.0,21.0,406.0,41.0,51.0,62.0,210.0,11.0,813.0,15.0,16.0,397.0,41.0,18.0,4.0,36.0,68.0,29.0,1291.0,13.0,30.0,182.0,49.0,44.0,22.0,,1.0,1.0,14.0,2.0,6.0,0.0,,1.0,7.0,6.0,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,
28448,Lee Cattermole,Midfielder,Sunderland,56,England,2009-10,0.0,22.0,1.0,7.0,125.0,3.0,6.0,1.0,72.0,6.0,134.0,3.0,21.0,19.0,157.0,10.0,644.0,,3.0,28.0,1.0,3.0,1494.0,20.0,100.0,2.0,,92.0,412.0,4.0,,2.0,10.0,3.0,25.0,19.0,105.0,13.0,0.0,225.0,109.0,22.0,23.0,7.0,279.0,17.0,10.0,38.0,197.0,8.0,638.0,5.0,2.0,224.0,49.0,7.0,5.0,39.0,47.0,75.0,921.0,,11.0,211.0,23.0,31.0,4.0,,,,,,,,,,,9.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
80583,Liam Noble,Midfielder,Sunderland,56,England,2009-10,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596,Steed Malbranque,Midfielder,Sunderland,56,France,2009-10,0.0,31.0,0.0,3.0,197.0,13.0,11.0,10.0,76.0,21.0,171.0,5.0,59.0,30.0,195.0,66.0,807.0,1.0,1.0,15.0,1.0,20.0,2086.0,10.0,166.0,3.0,,161.0,586.0,45.0,2.0,3.0,45.0,4.0,14.0,31.0,187.0,44.0,0.0,363.0,185.0,31.0,19.0,42.0,451.0,28.0,85.0,116.0,348.0,5.0,798.0,11.0,18.0,414.0,57.0,41.0,3.0,44.0,70.0,26.0,1420.0,14.0,12.0,181.0,24.0,35.0,36.0,,,,24.0,1.0,7.0,,,,16.0,26.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
6278,Teemu Tainio,Midfielder,Sunderland,56,Finland,2009-10,0.0,6.0,0.0,0.0,24.0,1.0,2.0,,10.0,2.0,26.0,,5.0,5.0,35.0,4.0,161.0,,1.0,8.0,1.0,1.0,361.0,5.0,20.0,,,17.0,115.0,3.0,9.0,,4.0,2.0,17.0,6.0,19.0,6.0,0.0,44.0,23.0,6.0,3.0,2.0,69.0,6.0,4.0,7.0,36.0,3.0,159.0,2.0,2.0,62.0,7.0,1.0,2.0,3.0,24.0,11.0,275.0,17.0,3.0,58.0,9.0,2.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
