playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,foulWonPenalty,oboxBlocked,cleanSheets,penaltiesConceded,penaltyGoalsConceded,rightFootGoals,headedGoals,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,throughBalls,cornersTakenInclShortCorners,successfulCornersIntoBox,goalKicks,gkSuccessfulDistribution,clearancesOffTheLine,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,lastPlayerTackle,punches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,penaltiesSaved,catches,savesMadeCaught,penaltiesFaced,savesFromPenalty,drops
477851,Abdoullah Ba,Midfielder,Sunderland,56,France,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554197,Chris Rigg,Midfielder,Sunderland,56,England,2025-26,0.0,0.0,1.0,33.0,4.0,1.1481,3.0,3.0,3.0,0.9489,13.0,9.0,49.0,18.0,11.0,11.0,60.0,7.0,213.0,1.0,2.0,1.0,7.0,13.0,,4.0,2.0,766.0,2.0,1.0,9.0,32.0,,10.0,28.0,143.0,20.0,10.7971,8.0,2.0,10.0,11.0,2.0,24.0,17.0,8.0,0.0,65.0,4.0,0.0,77.0,29.0,18.0,,5.0,1.0,6.0,105.0,11.0,7.0,11.0,2.0,52.0,4.0,213.0,6.0,3.0,95.0,8.0,7.0,1.0,50.0,8.0,4.0,10.0,69.0,323.0,9.0,8.0,52.0,4.0,,0.8401,11.0,22.0,1.0,,1.0,,,,,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
223336,Dan Neil,Midfielder,Sunderland,56,England,2025-26,0.0,0.0,0.0,2.0,,0.0009,,,,,,,1.0,3.0,1.0,,1.0,,9.0,,,,3.0,2.0,,,,13.0,,,2.0,1.0,,,1.0,7.0,,0.1298,,,1.0,,,,,1.0,0.0,3.0,,,3.0,,3.0,,,,,4.0,,,,,1.0,,9.0,,,1.0,,,,5.0,,1.0,1.0,1.0,14.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484420,Enzo Le Fée,Midfielder,Sunderland,56,France,2025-26,0.0,0.0,5.0,185.0,9.0,5.9152,12.0,12.0,8.0,4.8652,89.0,24.0,182.0,36.0,43.0,33.0,207.0,35.0,1113.0,5.0,4.0,1.0,3.0,69.0,3.0,25.0,4.0,2934.0,4.0,1.0,51.0,157.0,7.0,64.0,139.0,873.0,62.0,41.9658,47.0,2.0,36.0,43.0,5.0,134.0,296.0,37.0,1.0,342.0,32.0,4.0,317.0,154.0,36.0,3.0,32.0,1.0,33.0,568.0,36.0,75.0,64.0,5.0,273.0,18.0,1075.0,12.0,18.0,432.0,57.0,13.0,12.0,222.0,31.0,29.0,33.0,278.0,1748.0,8.0,8.0,363.0,21.0,,5.155,25.0,47.0,6.0,,7.0,8.0,,2.0,4.0,,18.0,1.0,7.0,16.0,50.0,15.0,,,,,29.0,4.0,4.0,0.1731,4.0,3.0,,,,,,,,,,,,,,,
84450,Granit Xhaka,Midfielder,Sunderland,56,Switzerland,2025-26,0.0,0.0,8.0,102.0,7.0,3.707,6.0,5.0,,0.7928,50.0,15.0,182.0,34.0,30.0,32.0,295.0,19.0,1807.0,1.0,,0.0,2.0,91.0,3.0,23.0,1.0,2903.0,1.0,,35.0,155.0,6.0,32.0,99.0,1374.0,16.0,40.4497,28.0,10.0,85.0,39.0,2.0,67.0,363.0,41.0,0.0,257.0,14.0,1.0,655.0,179.0,34.0,3.0,17.0,1.0,13.0,875.0,33.0,76.0,30.0,2.0,166.0,56.0,1653.0,10.0,9.0,429.0,33.0,11.0,20.0,503.0,23.0,29.0,138.0,286.0,2295.0,2.0,45.0,660.0,10.0,2.0,1.0167,113.0,63.0,6.0,,4.0,9.0,,,,,6.0,1.0,4.0,8.0,61.0,10.0,,,,,40.0,3.0,3.0,0.1775,,,1.0,,,,,,,,,,,,,,
547027,Habib Diarra,Midfielder,Sunderland,56,Senegal,2025-26,0.0,0.0,6.0,70.0,4.0,0.8293,4.0,8.0,,2.4923,14.0,22.0,68.0,20.0,19.0,15.0,79.0,28.0,436.0,2.0,3.0,1.0,5.0,24.0,,4.0,6.0,1407.0,6.0,1.0,13.0,58.0,1.0,33.0,47.0,353.0,46.0,19.1749,5.0,,13.0,19.0,2.0,57.0,98.0,27.0,1.0,128.0,8.0,1.0,102.0,48.0,20.0,,7.0,,16.0,215.0,18.0,28.0,30.0,2.0,104.0,11.0,418.0,14.0,9.0,152.0,7.0,6.0,,109.0,20.0,4.0,4.0,127.0,647.0,7.0,5.0,146.0,9.0,,3.4148,11.0,18.0,2.0,1.0,2.0,4.0,,1.0,2.0,,3.0,,2.0,3.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
547410,Harrison Jones,Midfielder,Sunderland,56,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570929,Jack Whittaker,Midfielder,Sunderland,56,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571087,Jaydon Jones,Midfielder,Sunderland,56,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167512,Luke O'Nien,Midfielder,Sunderland,56,England,2025-26,1.0,1.0,1.0,20.0,,0.1397,1.0,1.0,,0.0664,6.0,3.0,17.0,12.0,,5.0,40.0,7.0,245.0,,,,7.0,22.0,,,1.0,564.0,1.0,,13.0,24.0,2.0,6.0,15.0,189.0,9.0,8.3439,1.0,5.0,30.0,7.0,1.0,7.0,51.0,8.0,0.0,44.0,3.0,,107.0,10.0,12.0,,1.0,,,89.0,5.0,7.0,1.0,1.0,22.0,9.0,233.0,2.0,1.0,78.0,5.0,1.0,1.0,73.0,6.0,6.0,16.0,14.0,363.0,,13.0,116.0,3.0,,0.1493,23.0,9.0,1.0,,,2.0,,,,,12.0,1.0,,,,,6.0,6.0,,21.0,,,,,,,,,,,,,,,,,,,,,
