playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,ownGoalScored,lastPlayerTackle,foulWonPenalty,goals,awayGoals,homeGoals,rightFootGoals,leftFootGoals,headedGoals,otherGoals,attemptsFromSetPieces,hitWoodwork,redCards2ndYellow,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,penaltiesTaken,penaltyGoals
78827,Adam Reed,Midfielder,Sunderland,56,England,2010-11,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94738,Billy Knott,Midfielder,Sunderland,56,England,2010-11,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,Boudewijn Zenden,Midfielder,Sunderland,56,Netherlands,2010-11,0.0,1.0,0.0,77.0,6.0,11.0,11.0,2.0,23.0,22.0,5.0,116.0,27.0,3.0,30.0,10.0,142.0,27.0,524.0,1.0,17.0,36.0,38.0,2.0,15.0,1108.0,,19.0,64.0,,,45.0,355.0,8.0,23.0,,1.0,23.0,,19.0,17.0,58.0,148.0,15.0,2.0,141.0,164.0,63.0,27.0,4.0,7.0,256.0,17.0,65.0,28.0,103.0,19.0,504.0,11.0,14.0,254.0,19.0,7.0,2.0,130.0,22.0,23.0,26.0,,27.0,82.0,817.0,16.0,4.0,13.0,141.0,3.0,26.0,18.0,,,,2.0,2.0,0.0,1.0,,1.0,,5.0,2.0,1.0,,,,,,,,,,,,,,,,,
32275,Cristian Riveros,Midfielder,Sunderland,56,Paraguay,2010-11,0.0,0.0,1.0,29.0,,4.0,1.0,1.0,10.0,3.0,,31.0,12.0,,4.0,5.0,38.0,9.0,185.0,,7.0,,17.0,,,497.0,,9.0,29.0,1.0,,21.0,142.0,,10.0,,1.0,2.0,,6.0,11.0,20.0,51.0,10.0,0.0,58.0,63.0,32.0,12.0,3.0,2.0,83.0,10.0,9.0,6.0,41.0,8.0,184.0,2.0,1.0,59.0,7.0,1.0,2.0,39.0,7.0,12.0,,,5.0,32.0,258.0,,3.0,5.0,64.0,,7.0,8.0,,,,1.0,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
53371,David Meyler,Midfielder,Sunderland,56,Ireland,2010-11,0.0,0.0,2.0,18.0,,,,,6.0,,1.0,26.0,5.0,,7.0,4.0,29.0,,133.0,,1.0,,14.0,1.0,,261.0,1.0,4.0,21.0,,,11.0,95.0,,,,,,1.0,6.0,1.0,14.0,28.0,5.0,0.0,39.0,43.0,22.0,5.0,1.0,3.0,48.0,1.0,,6.0,25.0,10.0,132.0,,1.0,39.0,5.0,,1.0,32.0,7.0,6.0,,,9.0,30.0,174.0,1.0,3.0,2.0,56.0,,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58771,Jack Colback,Midfielder,Sunderland,56,England,2010-11,0.0,0.0,1.0,23.0,2.0,2.0,1.0,,14.0,4.0,2.0,26.0,11.0,,6.0,6.0,35.0,3.0,241.0,,5.0,,12.0,1.0,2.0,583.0,,8.0,32.0,2.0,,28.0,190.0,,5.0,6.0,1.0,6.0,4.0,9.0,14.0,15.0,60.0,9.0,0.0,55.0,94.0,35.0,11.0,6.0,5.0,122.0,12.0,3.0,10.0,43.0,4.0,239.0,3.0,2.0,60.0,8.0,5.0,1.0,41.0,3.0,12.0,,,16.0,46.0,346.0,6.0,1.0,3.0,86.0,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
56979,Jordan Henderson,Midfielder,Sunderland,56,England,2010-11,0.0,0.0,2.0,144.0,16.0,11.0,13.0,10.0,62.0,34.0,23.0,237.0,37.0,4.0,66.0,37.0,309.0,84.0,1643.0,5.0,,116.0,40.0,11.0,55.0,3219.0,1.0,24.0,116.0,6.0,,100.0,1204.0,34.0,33.0,,5.0,79.0,10.0,35.0,46.0,120.0,378.0,14.0,2.0,260.0,513.0,190.0,37.0,21.0,35.0,913.0,40.0,173.0,58.0,220.0,16.0,1592.0,21.0,25.0,604.0,41.0,24.0,6.0,520.0,27.0,64.0,60.0,2.0,130.0,232.0,2317.0,15.0,8.0,33.0,476.0,2.0,72.0,48.0,,,,3.0,0.0,3.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
28448,Lee Cattermole,Midfielder,Sunderland,56,England,2010-11,0.0,2.0,8.0,142.0,,6.0,8.0,2.0,89.0,15.0,8.0,141.0,23.0,,31.0,22.0,179.0,6.0,871.0,,1.0,2.0,40.0,8.0,1.0,1921.0,,24.0,135.0,3.0,,119.0,614.0,1.0,7.0,,3.0,16.0,5.0,35.0,32.0,118.0,243.0,22.0,0.0,277.0,298.0,141.0,23.0,27.0,16.0,393.0,29.0,7.0,37.0,237.0,16.0,865.0,7.0,3.0,249.0,62.0,8.0,11.0,237.0,44.0,69.0,1.0,3.0,78.0,93.0,1226.0,1.0,2.0,5.0,300.0,3.0,38.0,34.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
6596,Steed Malbranque,Midfielder,Sunderland,56,France,2010-11,0.0,0.0,3.0,221.0,9.0,16.0,11.0,5.0,77.0,28.0,25.0,169.0,35.0,3.0,94.0,24.0,181.0,50.0,952.0,4.0,11.0,6.0,33.0,3.0,11.0,2176.0,7.0,24.0,170.0,5.0,,161.0,742.0,,51.0,2.0,3.0,36.0,,11.0,34.0,197.0,249.0,46.0,0.0,391.0,346.0,180.0,35.0,22.0,56.0,540.0,29.0,55.0,127.0,358.0,9.0,944.0,17.0,17.0,432.0,55.0,38.0,4.0,157.0,35.0,51.0,4.0,1.0,29.0,200.0,1551.0,13.0,17.0,3.0,242.0,3.0,12.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
34392,Stéphane Sessegnon,Midfielder,Sunderland,56,Benin,2010-11,0.0,0.0,2.0,119.0,2.0,5.0,15.0,9.0,18.0,25.0,7.0,90.0,14.0,3.0,63.0,13.0,97.0,28.0,441.0,3.0,1.0,,35.0,2.0,2.0,1182.0,6.0,26.0,73.0,4.0,,64.0,334.0,,46.0,2.0,3.0,14.0,1.0,5.0,29.0,93.0,148.0,22.0,2.0,192.0,118.0,56.0,14.0,9.0,40.0,269.0,25.0,28.0,76.0,157.0,9.0,434.0,10.0,10.0,248.0,9.0,24.0,,76.0,14.0,9.0,,,10.0,99.0,737.0,6.0,,5.0,77.0,1.0,7.0,15.0,,,1.0,3.0,1.0,2.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0
14791,Sulley Muntari,Midfielder,Sunderland,56,Ghana,2010-11,0.0,0.0,2.0,40.0,1.0,4.0,1.0,1.0,28.0,8.0,4.0,57.0,9.0,2.0,8.0,7.0,75.0,,336.0,1.0,2.0,6.0,8.0,1.0,3.0,538.0,1.0,4.0,48.0,1.0,,44.0,243.0,1.0,4.0,,1.0,6.0,,7.0,14.0,36.0,100.0,4.0,2.0,88.0,135.0,44.0,9.0,11.0,1.0,169.0,13.0,9.0,14.0,80.0,4.0,326.0,7.0,2.0,112.0,17.0,12.0,,62.0,11.0,19.0,5.0,,18.0,39.0,470.0,,5.0,8.0,95.0,1.0,18.0,12.0,,,,1.0,1.0,0.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,
