season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243391,1,31,Crystal_Palace,Home,47992,60252,Andros Townsend,andros-townsend,F,False,,,1.0,10.0,4.0,14.0,,,,7.0,,,,,,,1.0,3.0,7.0,,,1.0,,,,,,1.0,90.0,,,,,,,19.0,,,7.0,,,,,,,3.0,6.0,,3.0,,22.0,5.0,21.0,,,0,3.0,42.0,3.0,2.0,2.0,3.0
2019-20,8243391,1,31,Crystal_Palace,Home,50294,66975,Luka Milivojević,luka-milivojevic,M,False,1.0,,4.0,12.0,11.0,22.0,,3.0,,7.0,,,,1.0,,,,8.0,7.0,,1.0,7.0,,,,,2.0,1.0,90.0,,,,,,,19.0,,,6.5,,,,,,,,3.0,,7.0,,22.0,17.0,36.0,,,0,3.0,51.0,3.0,1.0,,1.0
2019-20,8243391,1,31,Crystal_Palace,Home,50485,59125,Connor Wickham,connor-wickham,F,True,,,,2.0,,2.0,2.0,2.0,,,,,,,,,,3.0,2.0,,,1.0,,,,,,,12.0,,,,,,,3.0,,,6.5,,,,,,,,,,,1.0,4.0,1.0,5.0,,,0,,6.0,,,,
2019-20,8243391,1,31,Crystal_Palace,Home,74577,74230,Patrick van Aanholt,patrick-van-aanholt,D,False,,,,4.0,9.0,13.0,2.0,2.0,,5.0,,,,,1.0,,,3.0,5.0,,,,,,,,1.0,,90.0,,1.0,,,,,21.0,,,7.5,,,,,,2.0,1.0,1.0,,1.0,,8.0,13.0,20.0,,,0,2.0,58.0,2.0,1.0,,
2019-20,8243391,1,31,Crystal_Palace,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,9.0,3.0,12.0,,1.0,,6.0,,1.0,,1.0,,,2.0,3.0,8.0,,,,,,,,1.0,1.0,65.0,1.0,,,,,,11.0,,,6.9,,,,,,,1.0,,,,,13.0,4.0,17.0,,,1,1.0,36.0,2.0,5.0,1.0,1.0
2019-20,8243391,1,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,True,,,,3.0,,3.0,,,,1.0,,,1.0,,,,4.0,4.0,4.0,,,,,,,,,,25.0,,,,,,,8.0,,,6.7,,,,,,,2.0,,,,1.0,6.0,,6.0,,,1,1.0,19.0,,1.0,2.0,
2019-20,8243391,1,31,Crystal_Palace,Home,187431,141020,Max Meyer,max-meyer,M,False,,,,6.0,5.0,11.0,2.0,,,5.0,,,2.0,1.0,,,1.0,6.0,4.0,,,1.0,,,,,1.0,,90.0,1.0,,,,,,15.0,,,6.7,,,,,,1.0,2.0,3.0,,1.0,,16.0,8.0,21.0,,,3,3.0,41.0,,,1.0,2.0
2019-20,8243391,1,31,Crystal_Palace,Home,367096,175946,Víctor Camarasa,victor-camarasa,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243417,2,31,Crystal_Palace,Away,9628,19419,Gary Cahill,gary-cahill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243417,2,31,Crystal_Palace,Away,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243417,2,31,Crystal_Palace,Away,20278,19188,Scott Dann,scott-dann,D,False,,,4.0,19.0,45.0,64.0,2.0,5.0,,5.0,,,,,,,,2.0,6.0,,,,,,,,3.0,,90.0,,1.0,,,,,12.0,,,7.3,,,,,,6.0,1.0,,,9.0,,26.0,50.0,76.0,,,0,,89.0,,,1.0,
2019-20,8243417,2,31,Crystal_Palace,Away,32023,40836,Vicente Guaita,vicente-guaita,G,False,,1.0,3.0,3.0,20.0,23.0,,2.0,,8.0,,,,,,,,,2.0,,,,,,1.0,,,,90.0,,,,,,,10.0,,2.0,6.9,2.0,2.0,,,,4.0,,,1.0,11.0,,11.0,21.0,32.0,,,0,,44.0,,,,
2019-20,8243417,2,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,,,3.0,25.0,17.0,42.0,,1.0,,3.0,,,,1.0,,,,3.0,9.0,,,1.0,,,,,4.0,,90.0,,2.0,,,,,23.0,,,7.7,,,,,,8.0,2.0,2.0,,12.0,,36.0,23.0,57.0,,,0,6.0,102.0,2.0,1.0,1.0,3.0
2019-20,8243417,2,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,,,1.0,15.0,14.0,29.0,1.0,1.0,,3.0,,,,4.0,,,2.0,8.0,4.0,,,1.0,,,,,1.0,,82.0,,,,,,,9.0,,,6.4,,,,,,1.0,,,,3.0,,19.0,16.0,35.0,,,0,2.0,46.0,1.0,1.0,,2.0
2019-20,8243417,2,31,Crystal_Palace,Away,39283,50472,James McCarthy,james-mccarthy,M,True,,,1.0,6.0,3.0,9.0,,1.0,,,,,,1.0,,,,1.0,6.0,,,,,,,,1.0,,20.0,,,,,,,5.0,,,7.0,,,,,,,,,,3.0,,11.0,3.0,14.0,,,0,3.0,21.0,,2.0,,2.0
2019-20,8243417,2,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,False,,,1.0,13.0,36.0,49.0,4.0,3.0,,3.0,,,,,,,,5.0,5.0,,,1.0,,,,,,,90.0,,1.0,,,,,12.0,,,6.8,,,,,,2.0,1.0,,,7.0,,20.0,41.0,61.0,,,0,1.0,70.0,,,1.0,1.0
2019-20,8243417,2,31,Crystal_Palace,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243417,2,31,Crystal_Palace,Away,45970,54861,Christian Benteke,christian-benteke,F,False,,,1.0,6.0,7.0,13.0,8.0,8.0,,1.0,,,,,,,,9.0,13.0,,,,,,,,,1.0,90.0,1.0,,,,,,10.0,,,7.1,,,,,,2.0,1.0,,,1.0,,12.0,9.0,21.0,,,1,2.0,33.0,1.0,3.0,,2.0
2019-20,8243417,2,31,Crystal_Palace,Away,47992,60252,Andros Townsend,andros-townsend,F,False,,,1.0,15.0,5.0,20.0,,,,9.0,,,,1.0,,,2.0,3.0,8.0,,,,,,,,1.0,,70.0,2.0,,,,,,12.0,,,7.0,,,,,,1.0,4.0,1.0,,2.0,,18.0,7.0,24.0,,,2,2.0,48.0,5.0,2.0,4.0,2.0
2019-20,8243417,2,31,Crystal_Palace,Away,50294,66975,Luka Milivojević,luka-milivojevic,M,False,2.0,,3.0,21.0,29.0,48.0,1.0,3.0,,5.0,,,1.0,,,,3.0,7.0,5.0,,,3.0,,,,,,1.0,90.0,,,,,,,21.0,,,6.6,,,,,,1.0,,8.0,,7.0,,36.0,30.0,58.0,,,1,2.0,80.0,2.0,,,1.0
2019-20,8243417,2,31,Crystal_Palace,Away,50485,59125,Connor Wickham,connor-wickham,F,True,,,,2.0,1.0,3.0,2.0,,,,,,,,,,,3.0,,,,1.0,,,,,,,8.0,,,,,,,2.0,,,6.5,,,,,,,,,,,,4.0,1.0,5.0,,,0,,6.0,,,,
2019-20,8243417,2,31,Crystal_Palace,Away,74577,74230,Patrick van Aanholt,patrick-van-aanholt,D,False,,,2.0,31.0,25.0,56.0,3.0,,,4.0,,,,2.0,,,,7.0,3.0,,1.0,,,,,,2.0,1.0,90.0,,,,,,,16.0,,,6.0,,,,,,,3.0,1.0,,4.0,,40.0,29.0,68.0,,,0,2.0,98.0,,,1.0,1.0
2019-20,8243417,2,31,Crystal_Palace,Away,103045,80146,Jordan Ayew,jordan-ayew,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243417,2,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,1.0,17.0,2.0,19.0,,,,1.0,,,1.0,,,,2.0,8.0,7.0,,,1.0,,,,,,1.0,90.0,,,,,,,14.0,,,6.6,,,,,,,7.0,,,2.0,1.0,22.0,2.0,24.0,,,1,,45.0,2.0,5.0,2.0,
2019-20,8243417,2,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,True,,,,3.0,1.0,4.0,1.0,1.0,,,,,,,,,,3.0,2.0,,,2.0,,,,,1.0,,25.0,1.0,,,,,,4.0,,,6.6,,,,,,,1.0,,,,,5.0,1.0,6.0,,,1,,13.0,1.0,1.0,,
2019-20,8243417,2,31,Crystal_Palace,Away,187431,141020,Max Meyer,max-meyer,M,False,,,,8.0,5.0,13.0,1.0,2.0,,1.0,,,,,,,1.0,3.0,4.0,,,1.0,,,,,,,65.0,,1.0,,,,,6.0,,,6.7,,,,,,,,,,1.0,,10.0,7.0,17.0,,,0,1.0,23.0,1.0,1.0,,1.0
2019-20,8243419,3,31,Crystal_Palace,Away,9628,19419,Gary Cahill,gary-cahill,D,False,,,,2.0,9.0,11.0,2.0,2.0,,1.0,,,1.0,,,,,3.0,2.0,,,1.0,,,,,,,90.0,,1.0,,,,,4.0,,,6.5,,,,,,6.0,,,,2.0,,5.0,10.0,15.0,,,1,,23.0,,,,
2019-20,8243419,3,31,Crystal_Palace,Away,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243419,3,31,Crystal_Palace,Away,20278,19188,Scott Dann,scott-dann,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243419,3,31,Crystal_Palace,Away,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,12.0,12.0,2.0,14.0,,,,9.0,,,,,,,,,,,,,,,,,,,90.0,,,,,1.0,,25.0,,,6.4,1.0,2.0,,,,,,,,37.0,,37.0,2.0,39.0,,,0,,41.0,,,,
2019-20,8243419,3,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,,,1.0,7.0,4.0,11.0,2.0,,,4.0,,,,1.0,,,,6.0,5.0,,,3.0,,,,,2.0,,90.0,,1.0,,,,,8.0,,,6.8,,,,,,2.0,,,,2.0,,8.0,9.0,17.0,,,0,4.0,37.0,,1.0,,1.0
2019-20,8243419,3,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,,,,6.0,3.0,9.0,1.0,,,4.0,,,,1.0,,,1.0,5.0,1.0,,,2.0,,,,,6.0,,90.0,,1.0,,,,,7.0,,,6.6,,,,,,,,,,,,11.0,4.0,15.0,,,0,,28.0,,1.0,,
2019-20,8243419,3,31,Crystal_Palace,Away,39283,50472,James McCarthy,james-mccarthy,M,True,,,,,1.0,1.0,,,,2.0,,,,,,,,1.0,3.0,,,1.0,,,,,,,13.0,,,,,,,2.0,,,6.6,,,,,,,,1.0,,1.0,,1.0,2.0,2.0,,,0,3.0,6.0,,,,2.0
2019-20,8243419,3,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,False,,,1.0,2.0,6.0,8.0,2.0,2.0,,2.0,,,,1.0,,,,4.0,3.0,,,1.0,,,,,,,90.0,,1.0,,,,,6.0,,,6.7,,,,,,8.0,,,,2.0,,5.0,9.0,14.0,,,0,1.0,26.0,,,,1.0
2019-20,8243419,3,31,Crystal_Palace,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,1.0,8.0,8.0,16.0,3.0,,,5.0,,,,,,,,4.0,8.0,,,1.0,,,,,1.0,,83.0,,1.0,,,,,5.0,,,7.3,,,,,,1.0,1.0,,,2.0,,9.0,11.0,20.0,,,0,6.0,39.0,1.0,1.0,1.0,3.0
2019-20,8243419,3,31,Crystal_Palace,Away,45970,54861,Christian Benteke,christian-benteke,F,True,,,,1.0,2.0,3.0,2.0,2.0,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,15.0,,,,,,,5.0,,,6.6,,,,,,,,,,,,4.0,3.0,7.0,,,0,1.0,11.0,,,,1.0
2019-20,8243419,3,31,Crystal_Palace,Away,47992,60252,Andros Townsend,andros-townsend,F,True,,,1.0,,2.0,2.0,,,,1.0,,,,,,,,,3.0,,,,,,,,,,10.0,,,,,,,1.0,,,6.8,,,,,,1.0,,,,1.0,,,3.0,3.0,,,0,3.0,8.0,,,,2.0
2019-20,8243419,3,31,Crystal_Palace,Away,50294,66975,Luka Milivojević,luka-milivojevic,M,False,1.0,,2.0,11.0,8.0,18.0,1.0,1.0,,3.0,,,,,,,,4.0,5.0,,,3.0,,,,,4.0,1.0,90.0,,,,1.0,,,17.0,,,6.5,,,,,,4.0,,2.0,,6.0,,18.0,17.0,33.0,,,0,2.0,50.0,1.0,2.0,,
2019-20,8243419,3,31,Crystal_Palace,Away,50485,59125,Connor Wickham,connor-wickham,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243419,3,31,Crystal_Palace,Away,74577,74230,Patrick van Aanholt,patrick-van-aanholt,D,False,,,3.0,8.0,8.0,16.0,,2.0,,2.0,,,,,,,,1.0,3.0,,,1.0,,1.0,,,2.0,,90.0,1.0,1.0,,,,,7.0,,,7.5,,,,,,3.0,,,,4.0,,11.0,9.0,20.0,,,1,1.0,41.0,,,,
2019-20,8243419,3,31,Crystal_Palace,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,5.0,3.0,8.0,7.0,3.0,,2.0,,,,1.0,,,3.0,13.0,6.0,,,2.0,,1.0,,,,,75.0,1.0,,,,,,9.0,,,7.2,,,,,,,2.0,,,,,8.0,4.0,12.0,,,1,1.0,24.0,2.0,,2.0,1.0
2019-20,8243419,3,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,,7.0,7.0,14.0,,,,3.0,,1.0,,2.0,,,1.0,8.0,9.0,,,3.0,,,,,1.0,,90.0,1.0,,,,,,10.0,,,7.0,,,1.0,,,,8.0,2.0,,,,11.0,7.0,16.0,,,2,2.0,40.0,3.0,1.0,6.0,1.0
2019-20,8243419,3,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,False,,,,6.0,4.0,10.0,3.0,3.0,,1.0,1.0,,,1.0,,,,5.0,5.0,,,,1.0,,,,,1.0,80.0,,,,,,,16.0,,,6.9,,,,,,1.0,1.0,2.0,,,,15.0,5.0,18.0,,,0,1.0,35.0,4.0,1.0,,1.0
2019-20,8243419,3,31,Crystal_Palace,Away,187431,141020,Max Meyer,max-meyer,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243431,4,31,Crystal_Palace,Home,9628,19419,Gary Cahill,gary-cahill,D,False,,,3.0,19.0,29.0,48.0,4.0,3.0,,3.0,,,1.0,,,,,4.0,3.0,,,1.0,,,,,,,90.0,,2.0,,,,,9.0,,,7.3,,,,,,8.0,,,,6.0,,23.0,31.0,54.0,,,1,,71.0,3.0,,,
2019-20,8243431,4,31,Crystal_Palace,Home,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243431,4,31,Crystal_Palace,Home,21134,40784,Mamadou Sakho,mamadou-sakho,D,True,,,,2.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,6.5,,,,,,,,,,,,2.0,5.0,7.0,,,0,,7.0,,,,
2019-20,8243431,4,31,Crystal_Palace,Home,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,3.0,1.0,13.0,14.0,,1.0,,12.0,,,,,,,,,1.0,,,,,,,,,,90.0,,,,,,,7.0,,1.0,7.5,2.0,2.0,,,,1.0,,,,10.0,,8.0,13.0,21.0,,,0,,34.0,,1.0,,
2019-20,8243431,4,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,1.0,,3.0,30.0,10.0,39.0,1.0,1.0,,6.0,,,,1.0,,,,2.0,3.0,,,,,,,,1.0,1.0,90.0,,,,,,,6.0,,,7.1,,,,,,3.0,,1.0,,4.0,,33.0,13.0,45.0,,,0,,60.0,,2.0,,
2019-20,8243431,4,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,1.0,17.0,7.0,24.0,1.0,1.0,,3.0,,1.0,,,,,1.0,3.0,8.0,,,1.0,,,,,1.0,2.0,90.0,,,,,,,13.0,,,7.0,,,2.0,,,,1.0,1.0,,3.0,,24.0,8.0,31.0,,,2,4.0,51.0,4.0,2.0,1.0,3.0
2019-20,8243431,4,31,Crystal_Palace,Home,39283,50472,James McCarthy,james-mccarthy,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243431,4,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,False,,,1.0,8.0,16.0,24.0,1.0,1.0,,3.0,,,,,,,,2.0,1.0,,,1.0,,,,,2.0,,79.0,,,,,,,1.0,,,6.8,,,,,,4.0,,,,1.0,,8.0,16.0,24.0,,,0,,32.0,1.0,,,
2019-20,8243431,4,31,Crystal_Palace,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,1.0,10.0,9.0,19.0,,4.0,,2.0,,,,1.0,,,,4.0,6.0,,,3.0,,,,,1.0,1.0,90.0,1.0,,,,,,11.0,,,7.2,,,5.0,,,,,1.0,,3.0,,18.0,11.0,28.0,,,6,1.0,43.0,1.0,1.0,,1.0
2019-20,8243431,4,31,Crystal_Palace,Home,45970,54861,Christian Benteke,christian-benteke,F,True,,,,1.0,,1.0,2.0,1.0,,,,,,2.0,,,2.0,6.0,1.0,,,,,,,,,,12.0,,,,,,,2.0,,,6.2,,,1.0,,,,,,,,1.0,1.0,,1.0,,,1,,5.0,,,,
2019-20,8243431,4,31,Crystal_Palace,Home,47992,60252,Andros Townsend,andros-townsend,F,True,,,,2.0,1.0,3.0,,,,2.0,,,,2.0,,,,2.0,3.0,,,,,,,,1.0,1.0,14.0,,,,,,,2.0,,,6.7,,,,,,,,,,,,3.0,1.0,4.0,,,0,3.0,10.0,,,,1.0
2019-20,8243431,4,31,Crystal_Palace,Home,50294,66975,Luka Milivojević,luka-milivojevic,M,False,7.0,,6.0,40.0,26.0,59.0,1.0,,,4.0,,,,2.0,,,1.0,7.0,,,,3.0,,,,,,6.0,90.0,2.0,,,,,,20.0,,,8.0,,,,,,1.0,,19.0,,9.0,1.0,59.0,26.0,66.0,,,2,,90.0,,,,
2019-20,8243431,4,31,Crystal_Palace,Home,74577,74230,Patrick van Aanholt,patrick-van-aanholt,D,False,1.0,,2.0,19.0,20.0,38.0,,1.0,,5.0,,,1.0,1.0,,,1.0,4.0,3.0,,,,,,,,,1.0,90.0,,1.0,,,,,18.0,,,7.1,,,1.0,,,3.0,2.0,3.0,,2.0,,30.0,21.0,48.0,,,2,2.0,69.0,1.0,,,
2019-20,8243431,4,31,Crystal_Palace,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,13.0,4.0,17.0,1.0,,,3.0,,,1.0,,,,1.0,5.0,3.0,,,1.0,,1.0,,,,1.0,86.0,1.0,,,,,,7.0,,,7.3,,,1.0,,,,3.0,,,1.0,,15.0,4.0,19.0,,,3,2.0,32.0,2.0,,1.0,2.0
2019-20,8243431,4,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,,23.0,8.0,31.0,,,,7.0,,,2.0,,,,3.0,10.0,8.0,,,4.0,,,,,1.0,1.0,90.0,,,,,,,15.0,,,7.0,,,,,,,6.0,3.0,,,,30.0,8.0,35.0,,,2,2.0,60.0,2.0,3.0,3.0,1.0
2019-20,8243431,4,31,Crystal_Palace,Home,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,False,1.0,,1.0,14.0,6.0,19.0,2.0,,,3.0,1.0,,2.0,2.0,,,1.0,8.0,10.0,,,1.0,,,,,,2.0,84.0,1.0,1.0,,,,,12.0,,,7.6,,,,,,1.0,2.0,2.0,,2.0,,20.0,6.0,24.0,,,3,4.0,50.0,2.0,6.0,,1.0
2019-20,8243431,4,31,Crystal_Palace,Home,187431,141020,Max Meyer,max-meyer,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243431,4,31,Crystal_Palace,Home,367096,175946,Víctor Camarasa,victor-camarasa,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243454,5,31,Crystal_Palace,Away,9628,19419,Gary Cahill,gary-cahill,D,False,,,1.0,3.0,31.0,34.0,2.0,2.0,,2.0,,,,,,,,3.0,3.0,,,1.0,,,,,,,90.0,1.0,,,,,,1.0,,,6.2,,,,,,7.0,,,,2.0,,4.0,31.0,35.0,,,1,,45.0,,1.0,,
2019-20,8243454,5,31,Crystal_Palace,Away,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243454,5,31,Crystal_Palace,Away,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,2.0,12.0,26.0,38.0,1.0,1.0,,8.0,,,,,,,,1.0,2.0,,1.0,,,,,,3.0,1.0,90.0,,,,,,,10.0,,,6.2,,,,,,3.0,,,,4.0,,14.0,34.0,48.0,,,0,1.0,56.0,,,,
2019-20,8243454,5,31,Crystal_Palace,Away,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,9.0,6.0,15.0,21.0,,,,11.0,,,,,,,,,1.0,,,,,,,,,,90.0,,,,,,,15.0,,,5.9,1.0,2.0,,,,,,,,24.0,,19.0,17.0,36.0,,,0,,45.0,,1.0,,
2019-20,8243454,5,31,Crystal_Palace,Away,32124,49413,James Tomkins,james-tomkins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
