season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025277,10,31,Crystal_Palace,Home,984624,488024.0,Yéremy Pino,yeremy-pino,F,False,,,4.0,13.0,9.0,22.0,3.0,,11.0,5.0,,,1.0,2.0,,3.0,9.0,3.0,,,0.0239576,0.0976,,,0.0,,,,,,,,,,,,,78.0,,,,,,,,23.0,,,7.0,,,,101.87990952092,1.0,2.0,8.0,,5.0,,19.0,9.0,28.0,29.19,,1,1.0,53.0,5.0,1.0,1.0,1.0
2025-26,14025277,10,31,Crystal_Palace,Home,988275,244723.0,Tyrick Mitchell,tyrick-mitchell,M,False,,,,7.0,3.0,10.0,1.0,,8.0,5.0,,,,1.0,,1.0,4.0,,,,0.0433705,,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,15.0,3.0,,6.5,,,,86.714634058178,4.0,1.0,2.0,,3.0,,12.0,5.0,17.0,52.29,48.981743854541,0,,41.0,3.0,,,
2025-26,14025277,10,31,Crystal_Palace,Home,1084311,489706.0,Justin Devenny,devenny-justin,M,True,,,,,1.0,1.0,1.0,,,,,,,1.0,,,2.0,,,,1.865e-05,,,,0.0,,,,,,,,,,,,,12.0,,,,,,,,,,,6.5,,,,,,,,,,,,1.0,1.0,,,0,,1.0,,,,
2025-26,14025277,10,31,Crystal_Palace,Home,1438837,606921.0,Romain Esse,romain-esse,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025277,10,31,Crystal_Palace,Home,1469007,590014.0,Rio Cardines,rio-cardines,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025277,10,31,Crystal_Palace,Home,1471671,651426.0,Jaydee Canvot,jaydee-canvot,D,True,,,,1.0,1.0,2.0,,,2.0,,,,,,,,,,,,0.00020152,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,13.083392514794,,,,,,,1.0,1.0,2.0,-9.555,,0,,2.0,,,,
2025-26,14025277,10,31,Crystal_Palace,Home,1884145,660392.0,Christantus Uche,christantus-uche,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025033,11,31,Crystal_Palace,Home,43215,57328.0,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025033,11,31,Crystal_Palace,Home,193554,108413.0,Will Hughes,will-hughes,M,True,,,,2.0,,2.0,,,,,,,,,,,,,,,0.00016519,,,,0.0,,,,,,,,,,,,,16.0,,,,,,,,3.0,,,6.5,,,,,,,,,,,4.0,1.0,5.0,,,0,,5.0,,,,
2025-26,14025033,11,31,Crystal_Palace,Home,249859,121709.0,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025033,11,31,Crystal_Palace,Home,355796,152551.0,Jefferson Lerma,jefferson-lerma,M,False,,,3.0,20.0,20.0,40.0,1.0,7.0,,6.0,,,,2.0,,,5.0,7.0,,,0.0402537,,,2.0,0.0,,,,,1.0,2.0,,,,,,,90.0,,1.0,,,,,,12.0,,,7.4,,,,,1.0,,,,5.0,,25.0,22.0,47.0,,,0,,61.0,,,,
2025-26,14025033,11,31,Crystal_Palace,Home,357584,218364.0,Borna Sosa,borna-sosa,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025033,11,31,Crystal_Palace,Home,581610,169593.0,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025033,11,31,Crystal_Palace,Home,788134,172649.0,Dean Henderson,dean-henderson,G,False,,1.0,3.0,3.0,11.0,14.0,,1.0,,8.0,,,,,,,,1.0,,,0.00067213,,,,0.0,,0.3041,,,,,,,,,,,90.0,,,,,,,,20.0,,4.0,7.2,2.0,3.0,,,6.0,,,1.0,23.0,,18.0,16.0,34.0,,,0,,46.0,,,,
2025-26,14025033,11,31,Crystal_Palace,Home,794338,209400.0,Daichi Kamada,daichi-kamada,M,False,,,,14.0,10.0,24.0,1.0,,,6.0,,,,1.0,,2.0,4.0,4.0,,,0.0205965,0.1744,,1.0,0.0,,,,,1.0,,,,,,,,83.0,,,,,,,,11.0,,,6.7,,,2.0,,1.0,2.0,1.0,,,,20.0,10.0,30.0,,,2,2.0,44.0,2.0,,2.0,1.0
2025-26,14025033,11,31,Crystal_Palace,Home,845286,232185.0,Ismaïla Sarr,ismaila-sarr,F,False,,,,6.0,4.0,10.0,4.0,1.0,,1.0,,,,,,2.0,7.0,6.0,,,0.101482,0.1379,0.74,,0.0,,,,,1.0,2.0,,,,,,,90.0,1.0,,,,,,,10.0,,,6.9,,,1.0,,4.0,2.0,,,,1.0,9.0,5.0,14.0,,,2,,36.0,3.0,4.0,1.0,
2025-26,14025033,11,31,Crystal_Palace,Home,848276,231747.0,Jean-Philippe Mateta,jean-philippe-mateta,F,False,1.0,,,6.0,4.0,10.0,5.0,4.0,,2.0,,,,,,,6.0,6.0,,,0.110156,0.077,,,0.0,,,,,1.0,2.0,,,,,,,90.0,,,,,,,,7.0,,,6.9,,,1.0,,1.0,2.0,1.0,,,,10.0,5.0,15.0,,,1,1.0,25.0,1.0,,1.0,
2025-26,14025033,11,31,Crystal_Palace,Home,870360,247348.0,Daniel Muñoz,daniel-munoz,M,False,1.0,,1.0,3.0,8.0,11.0,2.0,1.0,,1.0,,,,,,1.0,5.0,3.0,,,0.016302,,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,13.0,,,6.5,,,,,3.0,1.0,2.0,,2.0,1.0,9.0,8.0,17.0,,,0,1.0,36.0,4.0,1.0,,1.0
2025-26,14025033,11,31,Crystal_Palace,Home,879674,437499.0,Maxence Lacroix,maxence-lacroix,D,False,,,1.0,7.0,16.0,23.0,2.0,2.0,,1.0,,,,,,,2.0,4.0,,,0.00095749,0.1461,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,12.0,,,6.7,,,1.0,,2.0,,,,5.0,,15.0,20.0,35.0,,,1,2.0,43.0,,,,1.0
2025-26,14025033,11,31,Crystal_Palace,Home,931844,427623.0,Chris Richards,chris-richards,D,False,,,1.0,11.0,23.0,34.0,2.0,3.0,,2.0,,,,1.0,,,3.0,6.0,,,0.0386188,,,,0.0,,,,,4.0,,,,,,,,90.0,,,,,,,,9.0,,,7.1,,,,,5.0,,,,4.0,,17.0,26.0,43.0,,,0,3.0,55.0,,,,2.0
2025-26,14025033,11,31,Crystal_Palace,Home,984624,488024.0,Yéremy Pino,yeremy-pino,F,True,2.0,,,4.0,6.0,10.0,,,,1.0,,,1.0,,,1.0,1.0,,,,0.159535,0.1511,0.1831,,0.0,,,,,,1.0,,,,,,,24.0,1.0,,,,,,,6.0,,,6.4,,,,,,,2.0,,1.0,,7.0,7.0,14.0,,,2,,22.0,1.0,,,
2025-26,14025033,11,31,Crystal_Palace,Home,988275,244723.0,Tyrick Mitchell,tyrick-mitchell,M,False,1.0,,4.0,13.0,20.0,33.0,,,,13.0,,,,,,2.0,5.0,12.0,,,0.179537,,,1.0,0.0,,,,,2.0,1.0,,,,,,,90.0,,,,,,,,25.0,,,7.8,,,,,,2.0,2.0,,10.0,,20.0,27.0,47.0,,,0,8.0,88.0,5.0,4.0,,6.0
2025-26,14025033,11,31,Crystal_Palace,Home,1084311,489706.0,Justin Devenny,devenny-justin,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025033,11,31,Crystal_Palace,Home,1109771,496221.0,Adam Wharton,adam-wharton,M,False,1.0,,1.0,8.0,11.0,19.0,2.0,1.0,,2.0,,,,,,2.0,6.0,4.0,,,0.0591442,0.0221,,1.0,0.0,,,,,1.0,,,,,,,,66.0,,,,,,,,14.0,,,6.8,,,1.0,,1.0,2.0,3.0,,3.0,,13.0,13.0,26.0,,,1,1.0,40.0,1.0,1.0,1.0,1.0
2025-26,14025033,11,31,Crystal_Palace,Home,1438837,606921.0,Romain Esse,romain-esse,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025033,11,31,Crystal_Palace,Home,1471671,651426.0,Jaydee Canvot,jaydee-canvot,D,False,,,3.0,10.0,32.0,42.0,1.0,1.0,,4.0,,,,,,,5.0,5.0,,,0.0728473,0.039,,4.0,0.0,,,,,2.0,,,,,,,,90.0,,2.0,,,,,,6.0,,,7.9,,,1.0,,8.0,,,,4.0,,12.0,34.0,46.0,,,1,3.0,69.0,1.0,1.0,,2.0
2025-26,14025033,11,31,Crystal_Palace,Home,1884145,660392.0,Christantus Uche,christantus-uche,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025090,12,31,Crystal_Palace,Away,43215,57328.0,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025090,12,31,Crystal_Palace,Away,193554,108413.0,Will Hughes,will-hughes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,,,0,,2.0,,,,
2025-26,14025090,12,31,Crystal_Palace,Away,249859,121709.0,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025090,12,31,Crystal_Palace,Away,355796,152551.0,Jefferson Lerma,jefferson-lerma,M,True,,,,2.0,1.0,3.0,,,,,,,,,,,2.0,,,,0.00077981,,,2.0,0.0,,,,,1.0,,,,,,,,9.0,,,,,,,,1.0,,,6.6,,,,,1.0,,,,,,3.0,1.0,4.0,,,0,,6.0,,,,
2025-26,14025090,12,31,Crystal_Palace,Away,357584,218364.0,Borna Sosa,borna-sosa,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025090,12,31,Crystal_Palace,Away,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,5.0,2.0,20.0,22.0,,,,8.0,,,,,,,,,,,0.0002717,,,,0.0,,0.0794,,,,,,,,,,,90.0,,,,,,,,8.0,,,6.9,,1.0,,,,,,,13.0,,8.0,22.0,30.0,,,0,,35.0,,,,
2025-26,14025090,12,31,Crystal_Palace,Away,794338,209400.0,Daichi Kamada,daichi-kamada,M,False,,,,10.0,14.0,24.0,2.0,2.0,,2.0,,,,2.0,,1.0,9.0,9.0,,,0.0104741,0.0464,0.4908,1.0,0.0,,,,,,,,,,,,,81.0,1.0,,,,,,,15.0,,,6.8,,,,,,4.0,2.0,,1.0,,14.0,17.0,31.0,,,1,4.0,51.0,2.0,2.0,1.0,4.0
2025-26,14025090,12,31,Crystal_Palace,Away,845286,232185.0,Ismaïla Sarr,ismaila-sarr,F,False,,,,13.0,7.0,20.0,1.0,,,1.0,,,,,,1.0,2.0,2.0,,,0.0534266,0.125,0.0639,1.0,0.0,,,,,,1.0,,,,,,,90.0,1.0,,,,,,,9.0,,,6.6,,,1.0,,2.0,,2.0,,,,16.0,7.0,23.0,,,2,1.0,36.0,2.0,1.0,,1.0
2025-26,14025090,12,31,Crystal_Palace,Away,848276,231747.0,Jean-Philippe Mateta,jean-philippe-mateta,F,False,,,1.0,4.0,2.0,6.0,,,,1.0,,1.0,,,,,,2.0,,,0.0138779,0.3633,,,0.0,,,,,,,,,,,,,60.0,,,,,,,,4.0,,,6.7,,,1.0,,,1.0,,,1.0,1.0,6.0,2.0,8.0,,,1,,15.0,2.0,1.0,1.0,
2025-26,14025090,12,31,Crystal_Palace,Away,858194,205533.0,Eddie Nketiah,eddie-nketiah,F,True,,,,3.0,4.0,7.0,,1.0,,3.0,,,,,,1.0,2.0,5.0,,,0.00093493,0.074,,,0.0,,,,,,1.0,,,,,,,30.0,,,,,,,,6.0,,,6.7,,,1.0,,1.0,3.0,1.0,,,,5.0,4.0,9.0,,,1,2.0,20.0,1.0,,2.0,
2025-26,14025090,12,31,Crystal_Palace,Away,870360,247348.0,Daniel Muñoz,daniel-munoz,M,False,,,,22.0,10.0,32.0,,3.0,,3.0,,,1.0,1.0,,,1.0,6.0,,,0.0239772,0.488,0.7555,,0.0,1.0,,,,,,,,,,,,90.0,1.0,,,,,,,10.0,,,7.5,,,,,8.0,,5.0,,3.0,2.0,24.0,13.0,37.0,,,2,1.0,65.0,,2.0,,1.0
2025-26,14025090,12,31,Crystal_Palace,Away,877994,209036.0,Marc Guéhi,marc-guehi,D,False,,,2.0,29.0,28.0,57.0,,1.0,,3.0,,,,,,,3.0,3.0,,,0.0174336,,,2.0,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,,5.0,,,7.3,,,,,3.0,2.0,,,3.0,,32.0,29.0,61.0,,,0,1.0,71.0,,,1.0,
2025-26,14025090,12,31,Crystal_Palace,Away,879674,437499.0,Maxence Lacroix,maxence-lacroix,D,False,,,3.0,9.0,36.0,45.0,4.0,,,6.0,1.0,,,2.0,,,7.0,4.0,,,0.00197737,,,1.0,1.0,,,,,1.0,1.0,,,,,,,90.0,,1.0,,,,,,5.0,,,7.3,,,,,3.0,,,,6.0,,12.0,38.0,50.0,,,0,3.0,61.0,,1.0,,
2025-26,14025090,12,31,Crystal_Palace,Away,931844,427623.0,Chris Richards,chris-richards,D,False,,,4.0,16.0,32.0,48.0,2.0,3.0,,5.0,,,,,,1.0,3.0,3.0,,1.0,0.0156006,,,,0.0,,,,,2.0,,,,,,,,83.0,,,,,,,,10.0,,,7.3,,,,,5.0,,,,5.0,,18.0,34.0,52.0,,,0,,70.0,1.0,,,
2025-26,14025090,12,31,Crystal_Palace,Away,984624,488024.0,Yéremy Pino,yeremy-pino,F,False,,,,23.0,5.0,28.0,1.0,,,6.0,1.0,,1.0,,,2.0,7.0,6.0,,,0.523257,0.1236,0.0902,1.0,0.0,1.0,,,,1.0,4.0,,,,,,,81.0,1.0,,,,,,,25.0,,,7.7,,,,,,5.0,7.0,,2.0,,31.0,7.0,38.0,,,2,2.0,69.0,2.0,2.0,2.0,1.0
2025-26,14025090,12,31,Crystal_Palace,Away,988275,244723.0,Tyrick Mitchell,tyrick-mitchell,M,False,,,1.0,13.0,8.0,21.0,1.0,2.0,,6.0,,,,1.0,,1.0,3.0,6.0,,,0.0195446,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,18.0,,,6.8,,,,,3.0,,,,4.0,,21.0,11.0,32.0,,,0,2.0,58.0,5.0,2.0,,2.0
2025-26,14025090,12,31,Crystal_Palace,Away,1084311,489706.0,Justin Devenny,devenny-justin,M,True,,,,1.0,1.0,2.0,,,,1.0,,,,1.0,,1.0,4.0,,,,0.0198308,,,,0.0,,,,,,,,,,,,,9.0,,,,,,,,5.0,,,6.3,,,,,,2.0,,,,,2.0,2.0,4.0,,,0,,9.0,,,,
2025-26,14025090,12,31,Crystal_Palace,Away,1109771,496221.0,Adam Wharton,adam-wharton,M,False,,,8.0,31.0,16.0,47.0,1.0,1.0,,5.0,,,1.0,,,2.0,4.0,5.0,,,0.112246,0.0544,,1.0,1.0,,,,,2.0,2.0,,,,,,,89.0,,,,,,,,19.0,,,8.2,,,,,2.0,,6.0,,12.0,,37.0,18.0,55.0,,,1,2.0,75.0,2.0,2.0,,2.0
2025-26,14025090,12,31,Crystal_Palace,Away,1471671,651426.0,Jaydee Canvot,jaydee-canvot,D,True,,,,,2.0,2.0,,,,,,,,,,1.0,1.0,1.0,,,5.471e-05,,,,0.0,,,,,1.0,,,,,,,,13.0,,,,,,,,1.0,,,6.7,,,,,1.0,,,,,,,2.0,2.0,,,0,1.0,6.0,,,,
2025-26,14025090,12,31,Crystal_Palace,Away,1884145,660392.0,Christantus Uche,christantus-uche,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025102,13,31,Crystal_Palace,Home,43215,57328.0,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025102,13,31,Crystal_Palace,Home,193554,108413.0,Will Hughes,will-hughes,M,True,,,,6.0,1.0,7.0,,1.0,4.0,,,,,,,,,2.0,,,0.0144541,,,,0.0,,,,,,,,,,,,,12.0,,,,,,,,3.0,,,6.7,,,,20.306956909399,,,2.0,,,,7.0,1.0,8.0,1.47,,0,,11.0,,1.0,,
2025-26,14025102,13,31,Crystal_Palace,Home,249859,121709.0,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025102,13,31,Crystal_Palace,Home,355796,152551.0,Jefferson Lerma,jefferson-lerma,M,True,,,1.0,7.0,2.0,9.0,2.0,1.0,,,,,,,,,3.0,1.0,,,0.0101463,,,1.0,0.0,,,,,,,,,,,,,11.0,,,,,,,,2.0,,,6.5,,,,,,,,,1.0,,8.0,3.0,11.0,,,0,,14.0,,,,
2025-26,14025102,13,31,Crystal_Palace,Home,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,4.0,4.0,8.0,12.0,,1.0,4.0,12.0,,,,,,,,2.0,,,0.00374695,,,,0.0,,-0.6993,,,,,,,,,,,90.0,,,,,,,,21.0,,4.0,7.4,3.0,4.0,,32.19993651708,4.0,,,,25.0,,24.0,9.0,33.0,7.875,,0,,47.0,,1.0,,
2025-26,14025102,13,31,Crystal_Palace,Home,794338,209400.0,Daichi Kamada,daichi-kamada,M,False,,,2.0,14.0,13.0,27.0,,1.0,10.0,6.0,,,,,,,2.0,4.0,,,0.014325,0.1279,0.2374,1.0,0.0,,,,,1.0,,,,,,,,85.0,1.0,,,,,,,12.0,,,6.8,,,,78.964758407742,3.0,1.0,,,6.0,,21.0,14.0,35.0,29.82,,1,2.0,49.0,2.0,1.0,,
2025-26,14025102,13,31,Crystal_Palace,Home,845286,232185.0,Ismaïla Sarr,ismaila-sarr,F,False,,,,5.0,,5.0,1.0,,4.0,1.0,,,,,,2.0,3.0,,,,0.0370472,,,,0.0,,,,,,1.0,,,,,,,38.0,,,,,,,,3.0,,,6.4,,,,95.517315630276,,,,,,,6.0,,6.0,-8.085,,0,,8.0,,,,
2025-26,14025102,13,31,Crystal_Palace,Home,848276,231747.0,Jean-Philippe Mateta,jean-philippe-mateta,F,False,,,,6.0,3.0,9.0,4.0,3.0,8.0,1.0,,1.0,,1.0,,,7.0,6.0,,,0.00523217,1.0158,0.7809,1.0,0.0,1.0,,,,,,,,,,,,90.0,1.0,,,,,,1.0,8.0,,,7.5,,,3.0,93.207947087668,4.0,2.0,,,,,10.0,4.0,14.0,55.86,,4,,31.0,2.0,2.0,1.0,
2025-26,14025102,13,31,Crystal_Palace,Home,858194,205533.0,Eddie Nketiah,eddie-nketiah,F,True,,,,2.0,4.0,6.0,5.0,1.0,6.0,1.0,,,3.0,,,2.0,9.0,6.0,,,0.00287844,0.2035,,1.0,0.0,,,,,1.0,1.0,,,,,,,52.0,,,,,,,,6.0,,,6.3,,,1.0,60.204994837944,,2.0,,,,1.0,2.0,5.0,7.0,35.91,,4,2.0,26.0,2.0,2.0,1.0,2.0
2025-26,14025102,13,31,Crystal_Palace,Home,870360,247348.0,Daniel Muñoz,daniel-munoz,M,False,,,3.0,10.0,8.0,18.0,3.0,,6.0,5.0,,,,,,,5.0,2.0,,,0.0114133,,,2.0,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,13.0,,,6.4,,,,65.79142319221,3.0,,3.0,,6.0,1.0,15.0,11.0,26.0,11.445,,0,2.0,47.0,1.0,,,1.0
2025-26,14025102,13,31,Crystal_Palace,Home,877994,209036.0,Marc Guéhi,marc-guehi,D,False,1.0,,,11.0,23.0,34.0,1.0,2.0,7.0,5.0,,,,,,1.0,4.0,4.0,,,0.0450778,,,2.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,9.0,,,6.1,,,,74.897769430377,4.0,,1.0,,3.0,,18.0,23.0,41.0,38.01,,0,,51.0,1.0,2.0,,
2025-26,14025102,13,31,Crystal_Palace,Home,879674,437499.0,Maxence Lacroix,maxence-lacroix,D,False,,,,9.0,18.0,27.0,3.0,2.0,6.0,3.0,,,,1.0,,1.0,6.0,4.0,,,0.00268964,0.0759,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,10.0,,,6.2,,,1.0,36.614470600722,12.0,1.0,,,2.0,,12.0,20.0,32.0,10.92,,1,2.0,57.0,2.0,,,2.0
2025-26,14025102,13,31,Crystal_Palace,Home,931844,427623.0,Chris Richards,chris-richards,D,False,,,1.0,10.0,21.0,31.0,5.0,8.0,10.0,1.0,,,,1.0,,1.0,7.0,10.0,,,0.0322676,0.0364,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,20.0,,,6.3,,,1.0,75.980783311316,6.0,,,,6.0,,21.0,27.0,48.0,6.195,,1,2.0,64.0,1.0,,,1.0
2025-26,14025102,13,31,Crystal_Palace,Home,984624,488024.0,Yéremy Pino,yeremy-pino,F,False,2.0,,3.0,11.0,11.0,22.0,1.0,3.0,9.0,4.0,,1.0,1.0,,,2.0,6.0,5.0,,,0.273283,0.182,,4.0,0.0,,,,,,3.0,,,,,,,78.0,,,,,,,,14.0,,,7.0,,,,98.836409312532,1.0,,3.0,,7.0,1.0,15.0,15.0,30.0,23.835,,1,1.0,43.0,2.0,1.0,,
2025-26,14025102,13,31,Crystal_Palace,Home,988275,244723.0,Tyrick Mitchell,tyrick-mitchell,M,False,,,,5.0,5.0,10.0,1.0,,2.0,1.0,,,,,,,4.0,1.0,,,0.00241761,,,2.0,0.0,,,,,,,,,,,,,85.0,,,,,,,,7.0,,,6.3,,,,22.690883965132,5.0,1.0,3.0,,1.0,,7.0,5.0,12.0,16.38,,0,,27.0,1.0,1.0,,
2025-26,14025102,13,31,Crystal_Palace,Home,1084311,489706.0,Justin Devenny,devenny-justin,M,True,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,0.00044089,0.0589,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,4.0,,,6.5,,,,9.0085404478195,,,2.0,,1.0,,2.0,,2.0,8.925,,1,,6.0,,,,
2025-26,14025102,13,31,Crystal_Palace,Home,1109771,496221.0,Adam Wharton,adam-wharton,M,False,1.0,,2.0,13.0,10.0,23.0,,,7.0,7.0,,,,1.0,,,2.0,5.0,,,0.0397573,0.1287,0.0468,,0.0,,,,,1.0,1.0,,,,,,,78.0,1.0,,,,,,,12.0,,,7.1,,,,45.205338063012,2.0,1.0,3.0,,3.0,,16.0,13.0,29.0,-4.305,,1,3.0,48.0,3.0,2.0,,3.0
2025-26,14025102,13,31,Crystal_Palace,Home,1438837,606921.0,Romain Esse,romain-esse,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025102,13,31,Crystal_Palace,Home,1471671,651426.0,Jaydee Canvot,jaydee-canvot,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025102,13,31,Crystal_Palace,Home,1884145,660392.0,Christantus Uche,christantus-uche,F,True,,,,3.0,,3.0,1.0,,2.0,,,,,1.0,,1.0,3.0,1.0,,,0.00213332,,,,0.0,,,,,,,,,,,,,12.0,,,,,,,,5.0,,,6.5,,,,12.208714055688,,,,,,,5.0,,5.0,11.655,,0,,9.0,2.0,1.0,,
2025-26,14025132,14,31,Crystal_Palace,Away,43215,57328.0,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025132,14,31,Crystal_Palace,Away,193554,108413.0,Will Hughes,will-hughes,M,True,,,,1.0,2.0,3.0,,,3.0,,,,,,,,,,,,4.196e-05,,,,0.0,,,,,1.0,,,,,,,,14.0,,1.0,,,,,,2.0,,,6.5,,,,14.722263230785,,,,,,,3.0,2.0,5.0,5.355,,0,,8.0,,,,
2025-26,14025132,14,31,Crystal_Palace,Away,249859,121709.0,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025132,14,31,Crystal_Palace,Away,355796,152551.0,Jefferson Lerma,jefferson-lerma,M,False,,,2.0,17.0,23.0,40.0,2.0,3.0,15.0,9.0,,,,,,,3.0,8.0,,,0.00905265,,,1.0,0.0,,,,,3.0,,,,,,,,90.0,,,,,,,,21.0,,,6.5,,,,87.516511751196,1.0,,,,4.0,,31.0,27.0,58.0,-25.095,,0,2.0,75.0,,3.0,,2.0
2025-26,14025132,14,31,Crystal_Palace,Away,581610,169593.0,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025132,14,31,Crystal_Palace,Away,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,4.0,2.0,16.0,18.0,1.0,,15.0,7.0,,,,,,,1.0,,,1.0,0.00037874,,,,0.0,,0.4603,1.0,,1.0,,,,,,,,90.0,,,,,,,,11.0,,,7.3,3.0,3.0,,120.29727769261,,,,,15.0,,13.0,16.0,29.0,-33.705,,0,,38.0,,,,
