season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896988,1,31,Crystal_Palace,Home,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,,,2.0,11.0,3.0,14.0,3.0,,7.0,,,,,,,1.0,5.0,7.0,,,,,,,,1.0,,,90.0,,,,,,,,22.0,,7.2,,,,2.0,1.0,1.0,,9.0,,17.0,7.0,23.0,0,6.0,59.0,2.0,1.0,,4.0
2020-21,8896928,2,31,Crystal_Palace,Away,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896928,2,31,Crystal_Palace,Away,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,2.0,8.0,9.0,17.0,1.0,2.0,3.0,,,,,,,,1.0,3.0,,,,,,,,3.0,,,90.0,,,,,,,,3.0,,7.0,,,,7.0,,,,4.0,,11.0,9.0,20.0,0,1.0,31.0,,,,
2020-21,8896928,2,31,Crystal_Palace,Away,32023,40836,Vicente Guaita,vicente-guaita,G,False,,1.0,6.0,5.0,2.0,7.0,,,5.0,,,,,,1.0,,,,,,,,,,,,,,90.0,,,,,,,,12.0,,6.5,,3.0,,1.0,,,1.0,18.0,,14.0,5.0,19.0,0,,23.0,,,,
2020-21,8896928,2,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,,,1.0,7.0,7.0,14.0,,4.0,5.0,,,,1.0,,,,2.0,7.0,,,1.0,,,,,4.0,1.0,,90.0,,1.0,,,,,,13.0,,7.3,,,,6.0,,,,6.0,,13.0,10.0,23.0,0,3.0,50.0,1.0,,,1.0
2020-21,8896928,2,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,,,,8.0,8.0,16.0,,1.0,6.0,,,,1.0,,,,2.0,10.0,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,,8.0,,7.7,,,,5.0,,,,1.0,,10.0,13.0,23.0,0,7.0,46.0,1.0,2.0,,3.0
2020-21,8896928,2,31,Crystal_Palace,Away,39283,50472,James McCarthy,james-mccarthy,M,False,,,2.0,10.0,10.0,20.0,,,6.0,,,,1.0,,,,2.0,3.0,,,1.0,,,,,1.0,,,88.0,,2.0,,,,,,14.0,,7.0,,,,4.0,1.0,2.0,,6.0,,17.0,15.0,30.0,0,2.0,48.0,2.0,,1.0,1.0
2020-21,8896928,2,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896928,2,31,Crystal_Palace,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,1.0,,7.0,7.0,1.0,2.0,4.0,,,,,,,,1.0,3.0,,,,,,,,2.0,1.0,,90.0,,2.0,,,,,,9.0,,7.1,,,,5.0,,,,6.0,,6.0,9.0,15.0,0,1.0,29.0,1.0,,,1.0
2020-21,8896928,2,31,Crystal_Palace,Away,47992,60252,Andros Townsend,andros-townsend,F,False,,,2.0,5.0,7.0,12.0,1.0,,11.0,,,1.0,5.0,,,,8.0,4.0,,,2.0,,1.0,,,3.0,2.0,,90.0,1.0,,,,,,,19.0,,7.4,,,2.0,1.0,1.0,4.0,,5.0,,18.0,11.0,25.0,4,2.0,49.0,,1.0,1.0,1.0
2020-21,8896928,2,31,Crystal_Palace,Away,50294,66975,Luka Milivojević,luka-milivojevic,M,True,,,,2.0,,2.0,,1.0,,,,,,,,,,2.0,,,,,,,,2.0,,,9.0,,1.0,,,,,,,,7.0,,,,,1.0,,,,,2.0,,2.0,0,,7.0,,,1.0,
2020-21,8896928,2,31,Crystal_Palace,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,2.0,,2.0,5.0,1.0,5.0,,,,2.0,,,2.0,11.0,6.0,,,1.0,,,,,,,,81.0,2.0,,,,,,,11.0,,6.8,,,1.0,,2.0,,,,,4.0,2.0,6.0,3,2.0,24.0,3.0,2.0,1.0,1.0
2020-21,8896928,2,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,,13.0,2.0,15.0,,2.0,7.0,,,1.0,1.0,,,,5.0,7.0,,,2.0,,2.0,,,,4.0,,90.0,2.0,,,,,,,12.0,,8.5,,,1.0,,2.0,,,1.0,2.0,18.0,3.0,21.0,4,,41.0,3.0,5.0,,
2020-21,8896928,2,31,Crystal_Palace,Away,147745,94245,Michy Batshuayi,michy-batshuayi,F,True,,,,,2.0,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,1.0,,,9.0,,,,,,,,4.0,,6.5,,,1.0,1.0,,,,,,,4.0,4.0,1,,10.0,,,,
2020-21,8896928,2,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,False,1.0,,,7.0,1.0,7.0,3.0,3.0,5.0,1.0,,1.0,,,,3.0,8.0,9.0,,,1.0,1.0,,,,2.0,3.0,,75.0,,1.0,,,,,,16.0,,7.5,,,1.0,1.0,6.0,3.0,,2.0,,15.0,3.0,15.0,2,,42.0,2.0,1.0,5.0,
2020-21,8896928,2,31,Crystal_Palace,Away,187431,141020,Max Meyer,max-meyer,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896928,2,31,Crystal_Palace,Away,190845,114536,Ryan Inniss,ryan-inniss,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896928,2,31,Crystal_Palace,Away,864921,232413,Eberechi Eze,eberechi-eze,M,True,,,,3.0,2.0,5.0,,,2.0,,,,,,,1.0,3.0,2.0,,,,,,,,,,,15.0,,1.0,,,,,,6.0,,6.4,,,,,2.0,,,,,4.0,3.0,7.0,0,2.0,14.0,1.0,,,2.0
2020-21,8896928,2,31,Crystal_Palace,Away,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,,,1.0,7.0,5.0,12.0,,,3.0,,,,2.0,,,,3.0,5.0,,,1.0,,,,,,,,90.0,,,,,,,,8.0,,6.9,,,,2.0,,,,2.0,,9.0,6.0,15.0,0,4.0,30.0,1.0,1.0,,2.0
2020-21,8896933,3,31,Crystal_Palace,Home,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896933,3,31,Crystal_Palace,Home,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,1.0,12.0,20.0,32.0,3.0,2.0,6.0,,,,,,,,3.0,2.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,4.0,,6.5,,,,2.0,,,,2.0,,15.0,21.0,36.0,0,,42.0,,,,
2020-21,8896933,3,31,Crystal_Palace,Home,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,4.0,4.0,6.0,10.0,,,4.0,,,,,,,,,,,,,,,,,,,,90.0,,,,1.0,,,,8.0,1.0,6.4,2.0,3.0,,1.0,,,,12.0,,12.0,6.0,18.0,0,,23.0,,,,
2020-21,8896933,3,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,,,1.0,13.0,12.0,25.0,6.0,1.0,6.0,,,,,,,1.0,11.0,6.0,,,4.0,,,,,,,,90.0,,,1.0,,,,,14.0,,6.0,,,,1.0,2.0,2.0,,2.0,,18.0,15.0,31.0,0,3.0,56.0,3.0,1.0,1.0,1.0
2020-21,8896933,3,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,1.0,24.0,17.0,41.0,,1.0,4.0,,,,2.0,,,1.0,6.0,7.0,,,2.0,,,,,2.0,1.0,,88.0,,,,,,,,14.0,,6.8,,,,1.0,1.0,1.0,,4.0,,32.0,20.0,51.0,0,5.0,67.0,1.0,1.0,,3.0
2020-21,8896933,3,31,Crystal_Palace,Home,39283,50472,James McCarthy,james-mccarthy,M,False,,,5.0,18.0,17.0,35.0,1.0,2.0,8.0,,,1.0,2.0,,,,3.0,7.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,15.0,,7.0,,,,2.0,,,,8.0,,26.0,22.0,48.0,1,4.0,66.0,2.0,1.0,,3.0
2020-21,8896933,3,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896933,3,31,Crystal_Palace,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,2.0,4.0,19.0,23.0,3.0,6.0,6.0,,,,,,,,4.0,8.0,,,2.0,,1.0,,1.0,3.0,,,90.0,1.0,1.0,,,,,,15.0,,7.5,,,1.0,2.0,1.0,1.0,,11.0,,12.0,25.0,36.0,2,1.0,50.0,1.0,,1.0,1.0
2020-21,8896933,3,31,Crystal_Palace,Home,45970,54861,Christian Benteke,christian-benteke,F,True,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,,,2.0,,6.5,,,,,,,,,,1.0,,1.0,0,,3.0,1.0,,,
2020-21,8896933,3,31,Crystal_Palace,Home,47992,60252,Andros Townsend,andros-townsend,F,False,4.0,,,17.0,4.0,17.0,1.0,,7.0,1.0,,,2.0,,,4.0,10.0,12.0,,,3.0,1.0,,,,1.0,2.0,,90.0,,,,,,,,26.0,,7.7,,,,,4.0,14.0,,,,33.0,4.0,23.0,0,5.0,62.0,5.0,3.0,4.0,1.0
2020-21,8896933,3,31,Crystal_Palace,Home,50294,66975,Luka Milivojević,luka-milivojevic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896933,3,31,Crystal_Palace,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,11.0,8.0,19.0,5.0,2.0,3.0,,,,,,,4.0,11.0,6.0,,,1.0,,,,,2.0,,,82.0,,,,,,,,12.0,,6.5,,,,2.0,1.0,1.0,,,,14.0,9.0,22.0,0,1.0,40.0,3.0,3.0,,
2020-21,8896933,3,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,,13.0,3.0,16.0,2.0,,5.0,,,2.0,,,,1.0,6.0,5.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,13.0,,6.6,,,,,2.0,2.0,,,1.0,20.0,3.0,21.0,2,1.0,41.0,3.0,4.0,,
2020-21,8896933,3,31,Crystal_Palace,Home,147745,94245,Michy Batshuayi,michy-batshuayi,F,True,,,,1.0,1.0,2.0,,,,,,,,,,,2.0,,,,1.0,,,,,1.0,,,15.0,,,,,,,,6.0,,6.4,,,,,1.0,,,,,1.0,3.0,4.0,0,,10.0,3.0,,,
2020-21,8896933,3,31,Crystal_Palace,Home,187431,141020,Max Meyer,max-meyer,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896933,3,31,Crystal_Palace,Home,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,1.0,,3.0,,3.0,0,,3.0,,,,
2020-21,8896933,3,31,Crystal_Palace,Home,864921,232413,Eberechi Eze,eberechi-eze,M,False,,,,26.0,7.0,33.0,,,8.0,,,2.0,1.0,,,1.0,3.0,4.0,,,,,,,,3.0,1.0,,75.0,,,,,,,,14.0,,6.8,,,1.0,,4.0,2.0,,2.0,,36.0,8.0,42.0,3,,58.0,1.0,1.0,3.0,
2020-21,8896933,3,31,Crystal_Palace,Home,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,1.0,,2.0,20.0,7.0,26.0,,,7.0,,,,,,,,1.0,6.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,12.0,,7.0,,,,1.0,1.0,3.0,,4.0,,27.0,10.0,34.0,0,6.0,58.0,1.0,,,3.0
2020-21,8897005,4,31,Crystal_Palace,Away,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897005,4,31,Crystal_Palace,Away,20278,19188,Scott Dann,scott-dann,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897005,4,31,Crystal_Palace,Away,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,1.0,10.0,15.0,25.0,3.0,1.0,5.0,,,,,,,1.0,5.0,3.0,,,1.0,,,,,,,,90.0,,1.0,1.0,,,,,7.0,,5.8,,,1.0,2.0,,,,3.0,,12.0,17.0,29.0,1,1.0,42.0,2.0,1.0,,1.0
2020-21,8897005,4,31,Crystal_Palace,Away,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,2.0,2.0,3.0,5.0,,,6.0,,,,,,,,,,,,,,,,,,,,90.0,,,,2.0,,,,15.0,,5.6,2.0,2.0,,,,,,17.0,,17.0,3.0,20.0,0,,25.0,,,,
2020-21,8897005,4,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,,,1.0,12.0,5.0,17.0,,1.0,2.0,,,,,,,,2.0,1.0,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,,18.0,,6.1,,,,3.0,1.0,2.0,,5.0,,17.0,8.0,23.0,0,,58.0,1.0,,,
2020-21,8897005,4,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,,,2.0,8.0,16.0,24.0,1.0,1.0,4.0,,,,1.0,,,2.0,5.0,4.0,,,1.0,,,,,2.0,2.0,,72.0,,1.0,,,,,,7.0,,6.8,,,1.0,,1.0,2.0,,3.0,,12.0,17.0,27.0,1,2.0,41.0,,,1.0,1.0
2020-21,8897005,4,31,Crystal_Palace,Away,39283,50472,James McCarthy,james-mccarthy,M,False,,,,6.0,8.0,14.0,,2.0,6.0,,,,2.0,,,,2.0,4.0,,,,,,,,1.0,,,67.0,,1.0,,,,,,11.0,,6.5,,,,1.0,1.0,,,3.0,,14.0,11.0,25.0,0,1.0,31.0,,,1.0,1.0
2020-21,8897005,4,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897005,4,31,Crystal_Palace,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,1.0,2.0,16.0,18.0,4.0,3.0,2.0,,,,1.0,,,,6.0,4.0,,,2.0,,,,,,,,90.0,,1.0,,,,,,10.0,,6.0,,,,5.0,,,,4.0,,6.0,20.0,26.0,0,1.0,36.0,2.0,,,1.0
2020-21,8897005,4,31,Crystal_Palace,Away,45970,54861,Christian Benteke,christian-benteke,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897005,4,31,Crystal_Palace,Away,47992,60252,Andros Townsend,andros-townsend,F,False,4.0,,1.0,16.0,3.0,15.0,,,2.0,,,,,,,,1.0,4.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,14.0,,7.0,,,,,1.0,9.0,,3.0,,27.0,4.0,22.0,0,,43.0,2.0,3.0,1.0,
2020-21,8897005,4,31,Crystal_Palace,Away,50294,66975,Luka Milivojević,luka-milivojevic,M,True,1.0,,1.0,13.0,5.0,17.0,,,2.0,,,,,,,,1.0,2.0,,,1.0,,,,,2.0,,,23.0,,,,,,,,3.0,,6.8,,,,1.0,1.0,1.0,,1.0,,16.0,5.0,20.0,0,,27.0,,1.0,1.0,
2020-21,8897005,4,31,Crystal_Palace,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,4.0,8.0,12.0,7.0,1.0,2.0,,,,,,,2.0,11.0,6.0,,,2.0,,,,,,,,90.0,,,,,,,,14.0,,6.5,,,,1.0,3.0,2.0,,,,9.0,8.0,15.0,0,1.0,34.0,6.0,2.0,2.0,1.0
2020-21,8897005,4,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,,9.0,3.0,12.0,,,1.0,,,2.0,,,,4.0,6.0,5.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,9.0,,6.5,,,,,3.0,1.0,,,,11.0,3.0,13.0,2,1.0,29.0,1.0,2.0,2.0,
2020-21,8897005,4,31,Crystal_Palace,Away,187431,141020,Max Meyer,max-meyer,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897005,4,31,Crystal_Palace,Away,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,,6.0,3.0,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,6.3,,,,,,,,,,6.0,3.0,9.0,0,,9.0,,,,
2020-21,8897005,4,31,Crystal_Palace,Away,864921,232413,Eberechi Eze,eberechi-eze,M,False,,,,12.0,9.0,21.0,1.0,,4.0,,,,1.0,,,2.0,5.0,8.0,,,2.0,,,,,,,,90.0,,,,,,,,9.0,,6.2,,,,,1.0,1.0,,1.0,,17.0,10.0,26.0,0,,41.0,1.0,7.0,1.0,
2020-21,8897005,4,31,Crystal_Palace,Away,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,,,,13.0,6.0,19.0,1.0,,2.0,,,,,,,,2.0,3.0,,,1.0,,,,,,,,90.0,,,1.0,,,,,8.0,,5.9,,,,2.0,,,,1.0,,18.0,7.0,25.0,0,3.0,39.0,1.0,,,2.0
2020-21,8896907,5,31,Crystal_Palace,Home,9628,19419,Gary Cahill,gary-cahill,D,False,,,1.0,6.0,20.0,26.0,4.0,4.0,3.0,,,,,,,,4.0,7.0,,,,,,,,,,,90.0,,2.0,,,,,,6.0,,7.1,,,,4.0,,,,3.0,,11.0,21.0,32.0,0,2.0,43.0,,1.0,,
2020-21,8896907,5,31,Crystal_Palace,Home,21134,40784,Mamadou Sakho,mamadou-sakho,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896907,5,31,Crystal_Palace,Home,26986,42525,Stephen Henderson,stephen-henderson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896907,5,31,Crystal_Palace,Home,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,7.0,7.0,2.0,9.0,,2.0,10.0,,,,,,,,,2.0,,,,,,1.0,,,,,90.0,,,,,,,,23.0,1.0,6.5,1.0,2.0,,2.0,,,,29.0,,26.0,5.0,31.0,0,,40.0,,,,
2020-21,8896907,5,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,,,2.0,8.0,6.0,14.0,,,4.0,,,,,,,1.0,2.0,2.0,1.0,,1.0,,,,,,,,90.0,,1.0,,,,,,9.0,,6.1,,,,5.0,,,,6.0,,12.0,8.0,20.0,0,1.0,39.0,,1.0,,1.0
2020-21,8896907,5,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,1.0,15.0,19.0,34.0,1.0,1.0,1.0,,,,1.0,,,,4.0,2.0,,,2.0,,,,,,,,90.0,,,,,,,,5.0,,6.5,,,,2.0,,,,1.0,,18.0,20.0,38.0,0,1.0,42.0,1.0,,,1.0
2020-21,8896907,5,31,Crystal_Palace,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896907,5,31,Crystal_Palace,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,3.0,2.0,12.0,14.0,,3.0,3.0,,,,,,,,,5.0,,,,,,,,,,,90.0,,1.0,,,,,,9.0,,6.8,,,,7.0,,1.0,,8.0,,7.0,16.0,22.0,0,,35.0,,2.0,,
