season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436879,1,31,Crystal_Palace,Away,43215,57328.0,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436879,1,31,Crystal_Palace,Away,98427,101982.0,Sam Johnstone,sam-johnstone,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436879,1,31,Crystal_Palace,Away,103045,80146.0,Jordan Ayew,jordan-ayew,F,True,,,1.0,5.0,3.0,8.0,1.0,1.0,1.0,,1.0,,,,1.0,3.0,2.0,,,0.0112969,0.4566,,1.0,0.0,,,,,,1.0,,20.0,,,,,,,,,3.0,,6.3,,,1.0,,,1.0,,1.0,,7.0,3.0,9.0,1,1.0,13.0,,,,
2024-25,12436879,1,31,Crystal_Palace,Away,148710,86417.0,Jeffrey Schlupp,jeffrey-schlupp,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436879,1,31,Crystal_Palace,Away,193554,108413.0,Will Hughes,will-hughes,M,False,,,,29.0,14.0,43.0,,,4.0,,,,,,,2.0,5.0,,,0.0466414,,,2.0,0.0,,,,,1.0,1.0,,84.0,,,,,,,,,7.0,,7.0,,,,,,1.0,,,,33.0,16.0,48.0,0,5.0,58.0,1.0,,,2.0
2024-25,12436879,1,31,Crystal_Palace,Away,355796,152551.0,Jefferson Lerma,jefferson-lerma,M,True,,,1.0,13.0,7.0,20.0,,1.0,2.0,1.0,,,,,,,1.0,,,0.316175,,,,0.0,,,,,,1.0,,16.0,,,,,,,,,2.0,,7.1,,,,,,,,2.0,,15.0,7.0,22.0,0,,24.0,,,,
2024-25,12436879,1,31,Crystal_Palace,Away,362682,174874.0,Joachim Andersen,joachim-andersen,D,False,,,5.0,34.0,27.0,61.0,,2.0,7.0,,,,1.0,,1.0,4.0,3.0,,,0.0238623,0.0449,0.464,2.0,0.0,,,,,,,,90.0,1.0,,,,,,,,23.0,,6.4,,,,7.0,,1.0,,20.0,,47.0,36.0,82.0,1,1.0,94.0,,,,1.0
2024-25,12436879,1,31,Crystal_Palace,Away,788134,172649.0,Dean Henderson,dean-henderson,G,False,,1.0,2.0,2.0,11.0,13.0,,,5.0,,,,,,,,,,,0.00029959,,,,0.0,,1.1136,,,,,,90.0,,,,,,,,,9.0,,6.6,3.0,3.0,,1.0,,,1.0,11.0,,11.0,11.0,22.0,0,,29.0,,,,
2024-25,12436879,1,31,Crystal_Palace,Away,794338,209400.0,Daichi Kamada,daichi-kamada,M,False,,,1.0,19.0,4.0,23.0,1.0,,1.0,,,,,,,7.0,2.0,,,0.0575117,,,4.0,0.0,,,,,1.0,2.0,,70.0,,,,,,,,,9.0,,6.8,,,,2.0,3.0,,,1.0,1.0,23.0,5.0,28.0,0,1.0,37.0,2.0,,1.0,1.0
2024-25,12436879,1,31,Crystal_Palace,Away,795228,199670.0,Odsonne Édouard,odsonne-edouard,F,True,,,,3.0,4.0,7.0,2.0,,4.0,,,,,,1.0,4.0,,,,0.0178412,0.0498,,1.0,0.0,,,,,,1.0,,45.0,,,,,,,,,8.0,,6.6,,,1.0,,,,,,1.0,7.0,5.0,12.0,1,,17.0,2.0,,,
