season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768065,6,31,Crystal_Palace,Away,84686,79228.0,Pape Souaré,pape-souare,M,False,1.0,,,13.0,11.0,23.0,,1.0,2.0,,,,,,,1.0,1.0,3.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,7.1,,,1.0,9.0,1.0,1.0,,1.0,,18.0,11.0,28.0,1,1.0,53.0,1.0,,1.0
2015-16,6768065,6,31,Crystal_Palace,Away,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,,,,2.0,4.0,6.0,,,4.0,,,,,,,3.0,3.0,1.0,,,,,,,,,1.0,,45.0,,,,,,,,6.3,,,,1.0,,,,1.0,,5.0,4.0,9.0,0,,15.0,1.0,1.0,
2015-16,6768065,6,31,Crystal_Palace,Away,204336,106617.0,Patrick Bamford,patrick-bamford,F,True,,,,3.0,,3.0,2.0,1.0,,,,,,,,1.0,3.0,1.0,,,1.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,4.0,,4.0,0,,6.0,,,
2015-16,6768076,7,31,Crystal_Palace,Away,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,False,1.0,,2.0,10.0,12.0,21.0,,,3.0,1.0,,1.0,,,,3.0,6.0,5.0,,,3.0,,1.0,,,,1.0,,77.0,1.0,,,,,,,7.2,,,,1.0,,6.0,,3.0,,24.0,12.0,30.0,2,2.0,48.0,,3.0,
2015-16,6768076,7,31,Crystal_Palace,Away,6381,15284.0,Brede Hangeland,brede-hangeland,D,False,,,1.0,5.0,15.0,20.0,5.0,3.0,3.0,,1.0,,,,,,8.0,6.0,,,5.0,,,,,1.0,,1.0,90.0,1.0,,,,,,,7.6,,,,19.0,1.0,,,2.0,,6.0,16.0,22.0,1,2.0,46.0,,,1.0
2015-16,6768076,7,31,Crystal_Palace,Away,9921,18805.0,Joe Ledley,joe-ledley,M,False,,,2.0,9.0,19.0,28.0,1.0,2.0,6.0,,,,,,,,3.0,3.0,,,2.0,,,,,1.0,,,90.0,,2.0,,,,,,6.8,,,,6.0,,,,5.0,,16.0,19.0,35.0,0,1.0,45.0,,,
2015-16,6768076,7,31,Crystal_Palace,Away,10597,20145.0,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768076,7,31,Crystal_Palace,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,2.0,11.0,10.0,1.0,11.0,,,8.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,7.0,,2.0,,,,,2.0,20.0,,18.0,2.0,20.0,0,,27.0,1.0,,
2015-16,6768076,7,31,Crystal_Palace,Away,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,,,3.0,29.0,4.0,33.0,1.0,,7.0,,,,1.0,,,,6.0,5.0,,,3.0,,,,,1.0,3.0,,90.0,1.0,,,,,,,7.2,,,2.0,1.0,3.0,1.0,,8.0,,39.0,6.0,44.0,3,1.0,56.0,,2.0,2.0
2015-16,6768076,7,31,Crystal_Palace,Away,20278,19188.0,Scott Dann,scott-dann,D,False,,,2.0,7.0,14.0,21.0,5.0,3.0,3.0,,,,,,,,5.0,5.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,7.2,,,,10.0,,,,6.0,,13.0,18.0,31.0,0,1.0,45.0,,1.0,
2015-16,6768076,7,31,Crystal_Palace,Away,27771,28541.0,Fraizer Campbell,fraizer-campbell,F,True,,,,2.0,,2.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,5.0,,,,,,,,6.4,,,,,,,,,,2.0,,2.0,0,,5.0,2.0,,
2015-16,6768076,7,31,Crystal_Palace,Away,39282,50471.0,James McArthur,james-mcarthur,M,True,,,,2.0,3.0,5.0,1.0,,3.0,,,,,,,,1.0,1.0,,,,,,,,,,,13.0,,,,,,,,6.6,,,,,,,,1.0,,2.0,4.0,6.0,0,1.0,7.0,,,
2015-16,6768076,7,31,Crystal_Palace,Away,39472,58786.0,Martin Kelly,martin-kelly,D,False,,,,9.0,7.0,16.0,2.0,,2.0,,,,,,,,4.0,3.0,,,2.0,,,,,,,,90.0,,,,,,,,6.9,,,,3.0,,1.0,,2.0,,16.0,10.0,25.0,0,3.0,39.0,,,
2015-16,6768076,7,31,Crystal_Palace,Away,45502,58376.0,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768076,7,31,Crystal_Palace,Away,46620,55452.0,Yannick Bolasie,yannick-bolasie,F,False,,,,7.0,5.0,12.0,,,5.0,1.0,,,2.0,,,2.0,7.0,5.0,,,2.0,,,,,,1.0,,90.0,,1.0,,,,,,6.8,,,3.0,3.0,5.0,5.0,,,,14.0,5.0,14.0,3,,41.0,1.0,1.0,4.0
2015-16,6768076,7,31,Crystal_Palace,Away,51455,44343.0,Bakary Sako,bakary-sako,F,False,,,1.0,17.0,4.0,21.0,,1.0,5.0,1.0,,4.0,,,,1.0,5.0,5.0,,,2.0,,,,,1.0,1.0,,62.0,,,,,,,,7.0,,,,,4.0,6.0,,2.0,,25.0,4.0,23.0,4,,45.0,1.0,2.0,2.0
2015-16,6768076,7,31,Crystal_Palace,Away,84686,79228.0,Pape Souaré,pape-souare,M,False,,,4.0,14.0,11.0,25.0,,,4.0,,,,,,,,1.0,2.0,,,,,,,,1.0,,,90.0,,,,,,,,6.9,,,,6.0,2.0,3.0,,10.0,,24.0,13.0,34.0,0,,56.0,,1.0,1.0
2015-16,6768076,7,31,Crystal_Palace,Away,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,True,1.0,,,7.0,1.0,7.0,1.0,,4.0,,,,,,,,6.0,3.0,,,2.0,,,,,,1.0,,28.0,,,,,,1.0,,6.8,,,,,3.0,1.0,,,,10.0,3.0,12.0,0,2.0,21.0,,1.0,
2015-16,6768076,7,31,Crystal_Palace,Away,232118,104547.0,Dwight Gayle,dwight-gayle,F,False,,,,10.0,2.0,12.0,3.0,1.0,2.0,,2.0,,,,,,4.0,8.0,,,1.0,,,,1.0,,1.0,,85.0,,,,,,,,6.7,,,3.0,1.0,,3.0,,,,16.0,2.0,15.0,3,1.0,31.0,1.0,6.0,
2015-16,6768076,7,31,Crystal_Palace,Away,785840,138006.0,Jake Gray,jake-gray,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768076,7,31,Crystal_Palace,Away,816903,138005.0,Luke Croll,luke-croll,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768085,8,31,Crystal_Palace,Home,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,False,1.0,,6.0,30.0,23.0,52.0,,,1.0,1.0,,1.0,4.0,,,3.0,11.0,5.0,,1.0,2.0,1.0,1.0,,,1.0,2.0,,90.0,2.0,,,,,,,7.9,,,3.0,,3.0,5.0,,9.0,,42.0,23.0,60.0,6,4.0,88.0,,,1.0
2015-16,6768085,8,31,Crystal_Palace,Home,6381,15284.0,Brede Hangeland,brede-hangeland,D,False,,,1.0,8.0,30.0,38.0,,6.0,5.0,,,,1.0,,,1.0,4.0,8.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,7.2,,,,12.0,1.0,,,2.0,,9.0,30.0,39.0,0,,58.0,1.0,1.0,1.0
2015-16,6768085,8,31,Crystal_Palace,Home,9921,18805.0,Joe Ledley,joe-ledley,M,True,,,,4.0,5.0,9.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,5.0,9.0,0,,9.0,,,
2015-16,6768085,8,31,Crystal_Palace,Home,10597,20145.0,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768085,8,31,Crystal_Palace,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,,5.0,4.0,7.0,11.0,,,13.0,,,,,,,,,,,,,,,3.0,,,,,90.0,,,,,,,,7.0,1.0,2.0,,,,,,29.0,,26.0,9.0,35.0,0,,46.0,,,
2015-16,6768085,8,31,Crystal_Palace,Home,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,,,5.0,38.0,7.0,45.0,,,8.0,,,2.0,1.0,,,1.0,5.0,4.0,,,1.0,,,,,1.0,3.0,,90.0,,1.0,,,,,,7.3,,,2.0,,4.0,6.0,,9.0,,55.0,7.0,56.0,4,2.0,80.0,1.0,,2.0
2015-16,6768085,8,31,Crystal_Palace,Home,20278,19188.0,Scott Dann,scott-dann,D,False,,,4.0,12.0,19.0,31.0,1.0,2.0,2.0,,,,,,,,1.0,5.0,,,,,,,,2.0,1.0,,90.0,,1.0,,,,,,7.6,,,,9.0,,,,11.0,,19.0,20.0,39.0,0,3.0,55.0,,,
2015-16,6768085,8,31,Crystal_Palace,Home,27771,28541.0,Fraizer Campbell,fraizer-campbell,F,True,,,,2.0,,2.0,,,1.0,,,,1.0,,,2.0,5.0,1.0,,,3.0,,,,,,,,15.0,,,,,,,,6.2,,,,,,,,,,4.0,,4.0,0,,8.0,1.0,1.0,
2015-16,6768085,8,31,Crystal_Palace,Home,39282,50471.0,James McArthur,james-mcarthur,M,False,,,2.0,25.0,22.0,47.0,2.0,,3.0,,,,4.0,,,,7.0,3.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,,6.8,,,1.0,,,,,3.0,,29.0,25.0,54.0,1,1.0,63.0,,2.0,
2015-16,6768085,8,31,Crystal_Palace,Home,39472,58786.0,Martin Kelly,martin-kelly,D,False,,,,16.0,12.0,28.0,1.0,2.0,4.0,,,,,,,1.0,3.0,5.0,,1.0,1.0,,,,,1.0,,,90.0,,,,,,,,6.7,,,,3.0,,1.0,,2.0,,25.0,14.0,38.0,0,2.0,60.0,,1.0,
2015-16,6768085,8,31,Crystal_Palace,Home,45502,58376.0,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768085,8,31,Crystal_Palace,Home,46620,55452.0,Yannick Bolasie,yannick-bolasie,F,False,,,,22.0,7.0,29.0,4.0,,4.0,,,,3.0,,,1.0,10.0,7.0,,,,,1.0,,,,1.0,,90.0,4.0,,,,,,,7.8,,,,1.0,6.0,1.0,,1.0,2.0,30.0,7.0,36.0,4,2.0,62.0,4.0,1.0,4.0
2015-16,6768085,8,31,Crystal_Palace,Home,51455,44343.0,Bakary Sako,bakary-sako,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768085,8,31,Crystal_Palace,Home,84686,79228.0,Pape Souaré,pape-souare,M,False,,,1.0,23.0,13.0,36.0,5.0,2.0,6.0,,,,,,,,6.0,4.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,6.6,,,,7.0,,14.0,,5.0,,42.0,13.0,41.0,0,1.0,83.0,1.0,1.0,
2015-16,6768085,8,31,Crystal_Palace,Home,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,3.0,,1.0,16.0,4.0,17.0,,1.0,4.0,,,1.0,,,,2.0,6.0,14.0,,,1.0,,,,,2.0,3.0,,89.0,2.0,,,,,1.0,,8.5,,,1.0,,12.0,7.0,,1.0,1.0,21.0,4.0,18.0,4,,55.0,2.0,4.0,9.0
2015-16,6768085,8,31,Crystal_Palace,Home,204336,106617.0,Patrick Bamford,patrick-bamford,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768085,8,31,Crystal_Palace,Home,232118,104547.0,Dwight Gayle,dwight-gayle,F,False,,,,9.0,2.0,11.0,3.0,1.0,4.0,,,2.0,,,,2.0,7.0,4.0,,,2.0,,,,,,,,75.0,,,,,,,,6.8,,,,,,,,,,11.0,3.0,14.0,2,1.0,22.0,1.0,2.0,
2015-16,6768085,8,31,Crystal_Palace,Home,785840,138006.0,Jake Gray,jake-gray,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768095,9,31,Crystal_Palace,Home,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,False,1.0,,1.0,12.0,18.0,29.0,,,4.0,,,,4.0,,,2.0,7.0,7.0,,,,,1.0,,,4.0,1.0,,77.0,1.0,,,,,,,7.3,,,,,1.0,1.0,,3.0,,17.0,21.0,37.0,1,5.0,56.0,1.0,2.0,
2015-16,6768095,9,31,Crystal_Palace,Home,6381,15284.0,Brede Hangeland,brede-hangeland,D,False,,,1.0,2.0,22.0,24.0,1.0,3.0,2.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,6.5,,,1.0,4.0,,,,3.0,,5.0,23.0,28.0,1,2.0,38.0,,,
2015-16,6768095,9,31,Crystal_Palace,Home,9921,18805.0,Joe Ledley,joe-ledley,M,True,,,,2.0,2.0,4.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,1.0,,,13.0,,2.0,,,,,,6.3,,,,,,,,1.0,,2.0,5.0,7.0,0,,11.0,1.0,,
2015-16,6768095,9,31,Crystal_Palace,Home,10038,7906.0,Damien Delaney,damien-delaney,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768095,9,31,Crystal_Palace,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,,6.0,6.0,3.0,9.0,,,4.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,5.9,1.0,1.0,,,,,,28.0,,27.0,4.0,31.0,0,,36.0,,,
2015-16,6768095,9,31,Crystal_Palace,Home,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,1.0,,4.0,19.0,10.0,28.0,,,9.0,,,1.0,2.0,,,4.0,6.0,3.0,,,,,,,,,1.0,,90.0,,1.0,,,,,,6.7,,,2.0,2.0,1.0,2.0,,7.0,,27.0,11.0,36.0,3,2.0,57.0,2.0,,1.0
2015-16,6768095,9,31,Crystal_Palace,Home,20278,19188.0,Scott Dann,scott-dann,D,False,,,4.0,7.0,19.0,26.0,2.0,5.0,7.0,,,,1.0,,,,3.0,8.0,,,,,,,,5.0,,,90.0,,1.0,,,,,,7.0,,,,6.0,,,,7.0,,13.0,21.0,34.0,0,3.0,51.0,,,
2015-16,6768095,9,31,Crystal_Palace,Home,24685,59115.0,Mile Jedinak,mile-jedinak,D,True,,,1.0,5.0,1.0,6.0,,2.0,2.0,,,,3.0,,,,4.0,3.0,,,1.0,,,,,2.0,,,27.0,,1.0,,,,,,6.2,,,,,,,,1.0,,8.0,1.0,9.0,0,,13.0,,1.0,
2015-16,6768095,9,31,Crystal_Palace,Home,27771,28541.0,Fraizer Campbell,fraizer-campbell,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768095,9,31,Crystal_Palace,Home,39282,50471.0,James McArthur,james-mcarthur,M,False,,,2.0,11.0,16.0,27.0,,,1.0,,,,1.0,,,1.0,4.0,,,,2.0,,,,,2.0,,,63.0,,,,,,,,6.3,,,,,,,,3.0,,13.0,17.0,30.0,0,,35.0,1.0,,
2015-16,6768095,9,31,Crystal_Palace,Home,39472,58786.0,Martin Kelly,martin-kelly,D,False,,,1.0,12.0,12.0,24.0,,,4.0,,,,3.0,,,2.0,5.0,3.0,,,,,,,,4.0,1.0,,90.0,,2.0,,,,,,6.0,,,,1.0,,,,5.0,,19.0,14.0,33.0,0,3.0,57.0,,,
2015-16,6768095,9,31,Crystal_Palace,Home,45502,58376.0,Alex McCarthy,alex-mccarthy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768095,9,31,Crystal_Palace,Home,46620,55452.0,Yannick Bolasie,yannick-bolasie,F,False,1.0,,1.0,17.0,5.0,21.0,1.0,,,,,,,,,3.0,11.0,6.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,5.8,,,,1.0,9.0,3.0,,2.0,1.0,25.0,5.0,27.0,0,1.0,53.0,4.0,2.0,3.0
2015-16,6768095,9,31,Crystal_Palace,Home,51455,44343.0,Bakary Sako,bakary-sako,F,True,,,,8.0,3.0,11.0,1.0,1.0,4.0,,,,1.0,,,4.0,6.0,4.0,,,,,,,,2.0,,,45.0,,,,,,,,6.3,,,,,2.0,2.0,,1.0,,13.0,5.0,16.0,0,1.0,31.0,,,2.0
2015-16,6768095,9,31,Crystal_Palace,Home,84686,79228.0,Pape Souaré,pape-souare,M,False,1.0,,2.0,9.0,7.0,15.0,2.0,,2.0,,,,1.0,,,,4.0,2.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,6.1,,,,,,4.0,,7.0,,16.0,11.0,23.0,0,1.0,47.0,,1.0,
2015-16,6768095,9,31,Crystal_Palace,Home,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,,,1.0,4.0,3.0,7.0,1.0,,4.0,,,1.0,,,,2.0,5.0,1.0,,,1.0,,,,,1.0,,,45.0,,,,,,,,6.2,,,,,1.0,2.0,,1.0,,6.0,3.0,7.0,1,,20.0,2.0,1.0,
2015-16,6768095,9,31,Crystal_Palace,Home,204336,106617.0,Patrick Bamford,patrick-bamford,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768095,9,31,Crystal_Palace,Home,232118,104547.0,Dwight Gayle,dwight-gayle,F,False,,,,4.0,1.0,5.0,5.0,1.0,,,,,,,,1.0,8.0,6.0,,,2.0,,,,,,2.0,,44.0,,,,,,1.0,,6.5,,,,,,1.0,,1.0,1.0,7.0,2.0,8.0,0,3.0,19.0,2.0,3.0,
2015-16,6768099,10,31,Crystal_Palace,Away,631,11554.0,Julián Speroni,julian-speroni,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768099,10,31,Crystal_Palace,Away,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,False,1.0,,3.0,21.0,20.0,40.0,1.0,2.0,5.0,,,,,,,1.0,2.0,3.0,,,,,,,,3.0,1.0,,90.0,1.0,,,,,,,7.3,,,1.0,1.0,,2.0,,3.0,,30.0,20.0,48.0,2,1.0,60.0,1.0,,
2015-16,6768099,10,31,Crystal_Palace,Away,6381,15284.0,Brede Hangeland,brede-hangeland,D,False,,,1.0,7.0,28.0,35.0,1.0,3.0,8.0,,,,,,,,1.0,5.0,1.0,,,,,,,1.0,,,90.0,,2.0,,,,,,6.4,,,,3.0,2.0,,,4.0,,12.0,32.0,44.0,0,,54.0,,,2.0
2015-16,6768099,10,31,Crystal_Palace,Away,9921,18805.0,Joe Ledley,joe-ledley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768099,10,31,Crystal_Palace,Away,10038,7906.0,Damien Delaney,damien-delaney,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768099,10,31,Crystal_Palace,Away,10597,20145.0,Adrian Mariappa,adrian-mariappa,D,False,1.0,,,13.0,22.0,34.0,3.0,4.0,7.0,,,,1.0,,,1.0,5.0,5.0,,,1.0,,,,,2.0,,,76.0,,,,,,,,6.5,,,,3.0,1.0,2.0,,2.0,,24.0,26.0,48.0,0,,72.0,1.0,,1.0
2015-16,6768099,10,31,Crystal_Palace,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,,11.0,8.0,10.0,18.0,,,12.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,90.0,,,,,,,,6.3,,2.0,,,,,1.0,30.0,,25.0,12.0,37.0,0,,45.0,,,
2015-16,6768099,10,31,Crystal_Palace,Away,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,,,3.0,17.0,9.0,26.0,,,5.0,,,,,,,,2.0,4.0,,,1.0,,,,,1.0,1.0,,68.0,,,,,,,,6.9,,,,,2.0,,,4.0,,20.0,10.0,30.0,0,1.0,41.0,3.0,2.0,1.0
2015-16,6768099,10,31,Crystal_Palace,Away,20278,19188.0,Scott Dann,scott-dann,D,False,,,6.0,11.0,32.0,43.0,3.0,8.0,6.0,,,,1.0,,,1.0,5.0,9.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,6.8,,,1.0,3.0,,,,10.0,,20.0,34.0,54.0,1,1.0,64.0,1.0,,
2015-16,6768099,10,31,Crystal_Palace,Away,24685,59115.0,Mile Jedinak,mile-jedinak,D,True,,,1.0,7.0,1.0,8.0,1.0,4.0,1.0,,,,1.0,,,,3.0,4.0,,,1.0,,,,,,,,14.0,,,,,,,,6.5,,,,,,,,3.0,,11.0,4.0,15.0,0,,19.0,,,
2015-16,6768099,10,31,Crystal_Palace,Away,27771,28541.0,Fraizer Campbell,fraizer-campbell,F,False,,,,5.0,1.0,6.0,4.0,1.0,1.0,,,,,,,1.0,7.0,2.0,,,1.0,,,,,1.0,,,57.0,,,,,,,,6.4,,,,,1.0,,,,1.0,7.0,1.0,8.0,0,1.0,15.0,2.0,,
2015-16,6768099,10,31,Crystal_Palace,Away,38130,49438.0,Jordon Mutch,jordon-mutch,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768099,10,31,Crystal_Palace,Away,39282,50471.0,James McArthur,james-mcarthur,M,False,,,8.0,17.0,31.0,48.0,2.0,1.0,6.0,,,,3.0,,,,7.0,6.0,,,2.0,,,,,5.0,,,90.0,,1.0,,,,,,7.2,,,1.0,,1.0,1.0,,12.0,,23.0,32.0,54.0,1,4.0,69.0,1.0,,1.0
2015-16,6768099,10,31,Crystal_Palace,Away,39472,58786.0,Martin Kelly,martin-kelly,D,False,,,3.0,14.0,16.0,30.0,,1.0,6.0,,,,1.0,,,,2.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,,7.0,,,,4.0,,3.0,,7.0,,23.0,21.0,41.0,0,5.0,73.0,,1.0,
2015-16,6768099,10,31,Crystal_Palace,Away,46620,55452.0,Yannick Bolasie,yannick-bolasie,F,False,1.0,,1.0,17.0,5.0,21.0,1.0,1.0,2.0,,,2.0,3.0,,,3.0,10.0,4.0,,,1.0,,,,,,2.0,,90.0,,,,,,,,5.9,,,,,4.0,7.0,,2.0,,32.0,6.0,31.0,2,,54.0,2.0,1.0,2.0
2015-16,6768099,10,31,Crystal_Palace,Away,51455,44343.0,Bakary Sako,bakary-sako,F,False,2.0,,1.0,20.0,9.0,27.0,4.0,,2.0,,,,1.0,,,5.0,12.0,4.0,,,2.0,,,,,1.0,2.0,,90.0,1.0,,,,,,,6.3,,,,,1.0,6.0,,1.0,1.0,28.0,10.0,32.0,1,1.0,53.0,1.0,3.0,
2015-16,6768099,10,31,Crystal_Palace,Away,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,True,1.0,,,7.0,2.0,8.0,,,4.0,,,,,,,1.0,4.0,3.0,,,1.0,,,,,,1.0,,22.0,,,,,,,,6.5,,,,,5.0,2.0,,,,8.0,2.0,8.0,0,1.0,21.0,,,2.0
2015-16,6768099,10,31,Crystal_Palace,Away,204336,106617.0,Patrick Bamford,patrick-bamford,F,True,,,,3.0,,3.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,,33.0,2.0,,,,,,,6.8,,,,,,,,,1.0,6.0,,6.0,2,,12.0,3.0,,
2015-16,6768108,11,31,Crystal_Palace,Home,631,11554.0,Julián Speroni,julian-speroni,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768108,11,31,Crystal_Palace,Home,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,False,3.0,,1.0,12.0,14.0,23.0,1.0,,3.0,,1.0,,1.0,,,1.0,6.0,4.0,,,2.0,,,,,4.0,3.0,,80.0,,,,,,,,6.9,,,1.0,,2.0,8.0,,5.0,,21.0,15.0,28.0,1,2.0,53.0,3.0,1.0,1.0
2015-16,6768108,11,31,Crystal_Palace,Home,6381,15284.0,Brede Hangeland,brede-hangeland,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768108,11,31,Crystal_Palace,Home,9921,18805.0,Joe Ledley,joe-ledley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768108,11,31,Crystal_Palace,Home,10038,7906.0,Damien Delaney,damien-delaney,D,False,,,6.0,8.0,33.0,41.0,,1.0,4.0,,,,,,,,,1.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,7.0,,,,2.0,,,,13.0,,18.0,35.0,53.0,0,,58.0,,,
2015-16,6768108,11,31,Crystal_Palace,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,False,,1.0,7.0,5.0,15.0,20.0,,,11.0,,,,,,,,,,,,,,,1.0,,1.0,,,90.0,,,,,,,,7.1,,1.0,,,,,1.0,15.0,,13.0,15.0,28.0,0,,37.0,,,
2015-16,6768108,11,31,Crystal_Palace,Home,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,,,2.0,13.0,23.0,36.0,,1.0,7.0,,,,2.0,,,,3.0,6.0,,,,,,,,,,,90.0,,,,,,,,6.8,,,1.0,1.0,2.0,5.0,,4.0,,24.0,25.0,44.0,1,3.0,58.0,,1.0,1.0
2015-16,6768108,11,31,Crystal_Palace,Home,20278,19188.0,Scott Dann,scott-dann,D,False,,,3.0,7.0,30.0,37.0,4.0,1.0,5.0,,,,,,,,5.0,2.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,7.2,,,1.0,1.0,,,,8.0,,15.0,31.0,46.0,2,1.0,53.0,1.0,,
2015-16,6768108,11,31,Crystal_Palace,Home,24685,59115.0,Mile Jedinak,mile-jedinak,D,True,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,10.0,,,,,,,,6.6,,,,2.0,,,,,,5.0,,5.0,0,,9.0,,,
2015-16,6768108,11,31,Crystal_Palace,Home,38639,75773.0,Chung-yong Lee,chung-yong-lee,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
