season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768039,5,31,Crystal_Palace,Home,24685,59115.0,Mile Jedinak,mile-jedinak,D,True,,,,6.0,2.0,8.0,,3.0,1.0,,,,,,,,1.0,3.0,,,1.0,,,,,1.0,,,10.0,,,,,,,,6.6,,,,2.0,,,,2.0,,9.0,2.0,11.0,0,,15.0,,1.0,
2015-16,6768039,5,31,Crystal_Palace,Home,27771,28541.0,Fraizer Campbell,fraizer-campbell,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768039,5,31,Crystal_Palace,Home,38130,49438.0,Jordon Mutch,jordon-mutch,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768039,5,31,Crystal_Palace,Home,38639,75773.0,Chung-yong Lee,chung-yong-lee,M,True,,,,1.0,4.0,5.0,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,0,,5.0,,,
2015-16,6768039,5,31,Crystal_Palace,Home,39282,50471.0,James McArthur,james-mcarthur,M,False,,,,16.0,19.0,35.0,1.0,2.0,10.0,,,,1.0,,,1.0,5.0,9.0,,,2.0,,,,,4.0,,,90.0,,,,,,,,7.1,,,1.0,2.0,,,,5.0,,22.0,21.0,43.0,1,3.0,65.0,2.0,4.0,
2015-16,6768039,5,31,Crystal_Palace,Home,39472,58786.0,Martin Kelly,martin-kelly,D,False,,,2.0,11.0,15.0,26.0,,2.0,6.0,,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,90.0,,1.0,,,,,,6.3,,,,2.0,,2.0,,4.0,,17.0,19.0,34.0,0,,57.0,,,
2015-16,6768039,5,31,Crystal_Palace,Home,45502,58376.0,Alex McCarthy,alex-mccarthy,G,False,,1.0,11.0,10.0,7.0,17.0,,,6.0,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,90.0,,,,,,,,6.5,4.0,6.0,,1.0,,,1.0,25.0,,22.0,9.0,31.0,0,,40.0,,,
2015-16,6768039,5,31,Crystal_Palace,Home,46620,55452.0,Yannick Bolasie,yannick-bolasie,F,False,,,,9.0,2.0,11.0,1.0,3.0,3.0,,,1.0,,,,2.0,4.0,4.0,,,1.0,,,,,,,,80.0,1.0,,,,,,,6.8,,,1.0,,1.0,4.0,,,,19.0,3.0,18.0,3,,32.0,1.0,1.0,1.0
2015-16,6768039,5,31,Crystal_Palace,Home,51455,44343.0,Bakary Sako,bakary-sako,F,False,1.0,,1.0,11.0,3.0,13.0,2.0,2.0,2.0,,,,,,,1.0,3.0,4.0,,,,,,,,2.0,1.0,,68.0,,1.0,,,,,,6.9,,,1.0,1.0,2.0,4.0,,1.0,1.0,15.0,4.0,15.0,1,,30.0,2.0,,2.0
2015-16,6768039,5,31,Crystal_Palace,Home,84686,79228.0,Pape Souaré,pape-souare,M,False,2.0,,1.0,14.0,13.0,25.0,1.0,,8.0,,,,,,,,3.0,3.0,,,1.0,,,,,2.0,2.0,,90.0,,1.0,,,,,,7.2,,,1.0,6.0,2.0,2.0,,3.0,,22.0,15.0,35.0,1,2.0,59.0,,,1.0
2015-16,6768039,5,31,Crystal_Palace,Home,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,2.0,,,10.0,4.0,12.0,,1.0,4.0,1.0,,,,,,1.0,5.0,14.0,,,3.0,,,,,3.0,2.0,,90.0,,,,,,,,8.1,,,,,6.0,3.0,,,2.0,17.0,4.0,18.0,0,6.0,51.0,7.0,2.0,5.0
2015-16,6768039,5,31,Crystal_Palace,Home,232118,104547.0,Dwight Gayle,dwight-gayle,F,True,1.0,,,5.0,,4.0,1.0,,,,1.0,,,,,1.0,3.0,1.0,,,1.0,,,,,1.0,,,22.0,,,,,,,,6.2,,,1.0,,,1.0,,,,7.0,,6.0,1,,11.0,,1.0,
2015-16,6768065,6,31,Crystal_Palace,Away,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,False,1.0,,4.0,13.0,17.0,29.0,,,5.0,,,,3.0,,,1.0,4.0,12.0,,,,,,,1.0,8.0,1.0,,90.0,,,,,,,,8.1,,,1.0,1.0,,3.0,,9.0,,21.0,20.0,38.0,1,8.0,68.0,,4.0,
2015-16,6768065,6,31,Crystal_Palace,Away,6381,15284.0,Brede Hangeland,brede-hangeland,D,False,,,4.0,5.0,20.0,25.0,2.0,7.0,5.0,,,1.0,1.0,,,,3.0,14.0,,,1.0,,,,,,,,90.0,1.0,1.0,,,,,,7.9,,,,10.0,2.0,,,7.0,1.0,10.0,20.0,30.0,2,5.0,50.0,,,2.0
2015-16,6768065,6,31,Crystal_Palace,Away,9921,18805.0,Joe Ledley,joe-ledley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768065,6,31,Crystal_Palace,Away,10038,7906.0,Damien Delaney,damien-delaney,D,False,,,4.0,7.0,13.0,20.0,,3.0,1.0,,,,,,,,2.0,5.0,,,2.0,,,,,4.0,1.0,,90.0,,3.0,,,,,,7.3,,,,6.0,,,,8.0,,10.0,14.0,24.0,0,2.0,42.0,,,
2015-16,6768065,6,31,Crystal_Palace,Away,10597,20145.0,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768065,6,31,Crystal_Palace,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768065,6,31,Crystal_Palace,Away,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,3.0,,4.0,20.0,15.0,32.0,,,10.0,,,,3.0,,,3.0,7.0,4.0,,,1.0,,,,,1.0,2.0,,90.0,,,,,,,,6.8,,,,,2.0,5.0,,5.0,1.0,29.0,16.0,40.0,0,2.0,58.0,3.0,,2.0
2015-16,6768065,6,31,Crystal_Palace,Away,27771,28541.0,Fraizer Campbell,fraizer-campbell,F,True,,,,5.0,2.0,7.0,1.0,1.0,1.0,,,,,,,2.0,4.0,2.0,,,1.0,,,,,,,,45.0,,,,,,,,6.5,,,1.0,,,,,,1.0,6.0,3.0,9.0,1,1.0,15.0,1.0,,
2015-16,6768065,6,31,Crystal_Palace,Away,38130,49438.0,Jordon Mutch,jordon-mutch,M,True,,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,14.0,,,,,,,,6.2,,,,,1.0,4.0,,1.0,,8.0,2.0,6.0,0,,13.0,,1.0,
2015-16,6768065,6,31,Crystal_Palace,Away,38639,75773.0,Chung-yong Lee,chung-yong-lee,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768065,6,31,Crystal_Palace,Away,39282,50471.0,James McArthur,james-mcarthur,M,False,,,,9.0,16.0,25.0,,2.0,6.0,,,,3.0,,,3.0,9.0,7.0,,,1.0,,,,,2.0,,,76.0,,2.0,,,,,,6.2,,,,2.0,2.0,,,1.0,,11.0,17.0,28.0,0,4.0,49.0,3.0,1.0,
2015-16,6768065,6,31,Crystal_Palace,Away,39472,58786.0,Martin Kelly,martin-kelly,D,False,,,2.0,14.0,11.0,25.0,3.0,1.0,5.0,,,1.0,1.0,,,2.0,8.0,6.0,,,2.0,,,,,,2.0,,90.0,,,,,,,,6.8,,,,3.0,,1.0,,7.0,,24.0,15.0,38.0,1,5.0,70.0,,,
2015-16,6768065,6,31,Crystal_Palace,Away,45502,58376.0,Alex McCarthy,alex-mccarthy,G,False,,,7.0,7.0,3.0,10.0,,,6.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,6.8,1.0,5.0,,1.0,,,,21.0,,19.0,5.0,24.0,0,,32.0,,,
2015-16,6768065,6,31,Crystal_Palace,Away,46620,55452.0,Yannick Bolasie,yannick-bolasie,F,False,1.0,,,12.0,1.0,12.0,1.0,,3.0,,,1.0,,,,3.0,9.0,7.0,,,1.0,,,,,,,,90.0,1.0,1.0,,,,,,6.8,,,1.0,,8.0,6.0,,,,23.0,2.0,19.0,3,2.0,47.0,2.0,1.0,4.0
2015-16,6768065,6,31,Crystal_Palace,Away,51455,44343.0,Bakary Sako,bakary-sako,F,False,,,1.0,7.0,11.0,18.0,,1.0,3.0,,,1.0,,,,3.0,7.0,4.0,,,1.0,,,,,1.0,,,84.0,2.0,2.0,,,,,,6.5,,,,2.0,4.0,2.0,,4.0,,15.0,13.0,26.0,3,1.0,51.0,1.0,1.0,1.0
