season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576149,1,11,Everton,Home,24048,41823,Fabian Delph,fabian-delph,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576149,1,11,Everton,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,2.0,16.0,16.0,32.0,1.0,4.0,10.0,,,1.0,2.0,,2.0,6.0,11.0,,,1.0,,1.0,,,,,,,90.0,1.0,,,,,,,11.0,,7.4,,,,,2.0,2.0,,,4.0,,22.0,18.0,40.0,2,2.0,55.0,1.0,3.0,2.0,
2021-22,9576149,1,11,Everton,Home,158277,119765,Allan,allan,M,False,,,,15.0,9.0,24.0,2.0,,3.0,,,,4.0,,1.0,11.0,4.0,,,4.0,,,,,,,,,90.0,1.0,,,,,,,11.0,,6.3,,,,,3.0,,1.0,,1.0,,20.0,12.0,31.0,1,3.0,48.0,2.0,1.0,,
2021-22,9576149,1,11,Everton,Home,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,,5.0,1.0,6.0,,,,,1.0,,,,,2.0,1.0,,,,1.0,,,,,1.0,1.0,,20.0,1.0,,,,,,,3.0,,6.6,,,1.0,,1.0,2.0,,,,,6.0,1.0,7.0,2,,16.0,,1.0,,
2021-22,9576149,1,11,Everton,Home,355152,172632,Demarai Gray,demarai-gray,M,False,1.0,,,10.0,5.0,14.0,,,4.0,,,,1.0,,1.0,3.0,4.0,,,1.0,,,,,,,1.0,,83.0,,,,,,,,8.0,,6.8,,,,,,,3.0,,1.0,,16.0,5.0,18.0,0,4.0,30.0,1.0,,,3.0
2021-22,9576149,1,11,Everton,Home,795058,173807,Tom Davies,tom-davies,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576170,2,11,Everton,Away,24048,41823,Fabian Delph,fabian-delph,M,True,,,,,7.0,7.0,,,,,,,,,,,3.0,,,,,,,,,1.0,,,12.0,,,,,,,,,,7.0,,,,,,,,,,,,7.0,7.0,0,3.0,11.0,,,,2.0
2021-22,9576170,2,11,Everton,Away,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,4.0,16.0,17.0,33.0,,1.0,7.0,,,1.0,1.0,,1.0,3.0,3.0,,,1.0,1.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,11.0,,7.0,,,1.0,,2.0,1.0,,,7.0,,23.0,19.0,42.0,3,1.0,53.0,1.0,,1.0,1.0
2021-22,9576170,2,11,Everton,Away,158277,119765,Allan,allan,M,False,,,1.0,7.0,9.0,16.0,,,11.0,,,,2.0,,,4.0,7.0,,,1.0,,,,,,1.0,2.0,,90.0,,2.0,,,,,,10.0,,7.3,,,,,3.0,4.0,,,3.0,,12.0,12.0,24.0,0,4.0,43.0,1.0,,3.0,2.0
2021-22,9576170,2,11,Everton,Away,352770,153133,Alex Iwobi,alex-iwobi,M,False,1.0,,,9.0,6.0,14.0,3.0,,3.0,1.0,,,1.0,,3.0,8.0,4.0,,,1.0,,,,,,1.0,2.0,,75.0,,,,,,,,6.0,,7.1,,,1.0,,1.0,2.0,1.0,,1.0,,10.0,7.0,16.0,1,2.0,36.0,1.0,,2.0,
2021-22,9576170,2,11,Everton,Away,355152,172632,Demarai Gray,demarai-gray,M,False,1.0,,1.0,9.0,3.0,11.0,,,2.0,,,,1.0,,2.0,6.0,3.0,,,1.0,,1.0,,,,1.0,1.0,,83.0,1.0,,,,,,,10.0,,6.9,,,,,3.0,4.0,4.0,,2.0,,12.0,4.0,12.0,1,1.0,31.0,2.0,,2.0,1.0
2021-22,9576170,2,11,Everton,Away,795058,173807,Tom Davies,tom-davies,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576147,3,11,Everton,Away,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,,22.0,14.0,36.0,,,9.0,,,,1.0,,,5.0,1.0,,,4.0,,,,,,,1.0,,90.0,1.0,,,,,,,9.0,,6.9,,,1.0,,1.0,,,,,,26.0,17.0,43.0,2,1.0,51.0,2.0,,,
2021-22,9576147,3,11,Everton,Away,158277,119765,Allan,allan,M,False,1.0,,1.0,20.0,12.0,31.0,1.0,,7.0,,,,4.0,,2.0,7.0,5.0,,,,1.0,,,,,1.0,3.0,,90.0,,,,,,,,6.0,,7.2,,,,,2.0,,1.0,,2.0,,21.0,13.0,33.0,0,5.0,49.0,2.0,,,4.0
2021-22,9576147,3,11,Everton,Away,235460,120250,André Gomes,andre-gomes,M,True,,,1.0,9.0,3.0,12.0,,,1.0,,,1.0,,,2.0,3.0,,,,1.0,,,,,,1.0,,,9.0,1.0,,,,,,,4.0,,6.6,,,,,,,,,1.0,,11.0,3.0,14.0,2,,19.0,,,,
2021-22,9576147,3,11,Everton,Away,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,,9.0,3.0,12.0,,,3.0,,,1.0,,,1.0,4.0,1.0,,,,,,,,,,2.0,,21.0,,,,,,,,7.0,,6.6,,,,,,4.0,,,,,11.0,3.0,14.0,1,,22.0,1.0,,1.0,
2021-22,9576147,3,11,Everton,Away,355152,172632,Demarai Gray,demarai-gray,M,False,,,,12.0,3.0,15.0,,,1.0,,,2.0,1.0,,,6.0,,,,,,1.0,,,,1.0,2.0,,81.0,1.0,,,,,,,10.0,,6.7,,,,,1.0,5.0,,,,,16.0,3.0,19.0,3,,32.0,,,,
2021-22,9576114,4,11,Everton,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,2.0,19.0,21.0,40.0,,,9.0,1.0,,,,,,1.0,2.0,,,1.0,2.0,,,,,3.0,2.0,,90.0,1.0,,,,,,,16.0,,8.2,,,,,,,,,5.0,1.0,27.0,26.0,53.0,1,2.0,65.0,3.0,,,1.0
2021-22,9576114,4,11,Everton,Home,158277,119765,Allan,allan,M,False,,,4.0,15.0,21.0,36.0,,,7.0,,,,2.0,,1.0,4.0,5.0,,,,,,,,,,,,90.0,,,,,,,,17.0,,6.6,,,,,1.0,3.0,,,7.0,,26.0,24.0,50.0,0,2.0,64.0,1.0,1.0,2.0,2.0
2021-22,9576114,4,11,Everton,Home,235460,120250,André Gomes,andre-gomes,M,True,,,2.0,13.0,8.0,21.0,1.0,,6.0,,1.0,,2.0,,1.0,4.0,1.0,,,,,,,,,,1.0,,29.0,,,,,,,,5.0,,6.4,,,2.0,,,1.0,,,3.0,,15.0,8.0,23.0,2,,31.0,2.0,,1.0,
2021-22,9576114,4,11,Everton,Home,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,3.0,5.0,0,,5.0,,,,
2021-22,9576114,4,11,Everton,Home,355152,172632,Demarai Gray,demarai-gray,M,False,,,,16.0,5.0,21.0,1.0,,3.0,,,2.0,1.0,,1.0,4.0,3.0,,,1.0,,1.0,,,,2.0,,,88.0,1.0,,,,,,,10.0,,7.4,,,1.0,,,2.0,2.0,,,,18.0,7.0,23.0,4,,41.0,5.0,1.0,2.0,
2021-22,9576114,4,11,Everton,Home,795058,173807,Tom Davies,tom-davies,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576229,5,11,Everton,Away,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,1.0,15.0,18.0,33.0,1.0,3.0,10.0,,,,2.0,,,5.0,10.0,,,1.0,,,,,,,1.0,,90.0,,1.0,,,,,,11.0,,7.0,,,,,1.0,2.0,,,1.0,,19.0,22.0,41.0,0,6.0,55.0,2.0,,1.0,2.0
2021-22,9576229,5,11,Everton,Away,158277,119765,Allan,allan,M,False,,,3.0,10.0,13.0,23.0,,,4.0,,,,2.0,,1.0,5.0,5.0,,,1.0,,,,,,,,,72.0,,,,,,,,10.0,,6.5,,,,,3.0,1.0,2.0,,5.0,,17.0,14.0,29.0,0,4.0,43.0,,1.0,,1.0
2021-22,9576229,5,11,Everton,Away,235460,120250,André Gomes,andre-gomes,M,True,,,1.0,2.0,4.0,6.0,,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,27.0,,,,,,,,3.0,,6.3,,,,,,,,,2.0,,3.0,5.0,8.0,1,1.0,11.0,1.0,,,1.0
2021-22,9576229,5,11,Everton,Away,352770,153133,Alex Iwobi,alex-iwobi,M,False,,,,12.0,7.0,19.0,,,3.0,,,,1.0,,1.0,3.0,3.0,,,1.0,,,,,,,,,81.0,,,,,,,,8.0,,6.5,,,1.0,,2.0,1.0,1.0,,,,16.0,8.0,23.0,1,2.0,35.0,1.0,,1.0,
2021-22,9576229,5,11,Everton,Away,355152,172632,Demarai Gray,demarai-gray,M,False,1.0,,,14.0,3.0,16.0,,,3.0,,,1.0,1.0,,,4.0,4.0,,,,,,,,,,2.0,,90.0,,,,,,,,12.0,,6.8,,,1.0,,,5.0,2.0,,1.0,,16.0,5.0,19.0,2,,35.0,5.0,2.0,2.0,
2021-22,9576229,5,11,Everton,Away,795058,173807,Tom Davies,tom-davies,M,True,,,,3.0,4.0,7.0,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,9.0,,,,,,,,3.0,,6.5,,,,,,,,,1.0,,4.0,6.0,10.0,1,,12.0,,,,
2021-22,9576417,6,11,Everton,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,3.0,27.0,24.0,51.0,2.0,,13.0,,,1.0,2.0,,1.0,7.0,6.0,,,,,1.0,,,,,,,90.0,1.0,,,,,,,12.0,,7.5,,,,,2.0,2.0,1.0,,3.0,,34.0,25.0,58.0,2,4.0,76.0,1.0,2.0,,3.0
2021-22,9576417,6,11,Everton,Home,158277,119765,Allan,allan,M,False,,,,14.0,10.0,24.0,,,7.0,,,,4.0,,1.0,6.0,4.0,,,1.0,,,,,,,,,90.0,,,,,,,1.0,9.0,,6.7,,,,,,1.0,,,,,20.0,11.0,31.0,0,2.0,38.0,1.0,1.0,1.0,1.0
2021-22,9576417,6,11,Everton,Home,352770,153133,Alex Iwobi,alex-iwobi,M,False,,,2.0,26.0,9.0,35.0,1.0,,4.0,,,,1.0,,1.0,3.0,2.0,,,,,,,,,1.0,2.0,,89.0,,1.0,,,,,,11.0,,7.1,,,1.0,,1.0,1.0,1.0,,2.0,,30.0,9.0,38.0,1,1.0,54.0,4.0,,1.0,1.0
2021-22,9576417,6,11,Everton,Home,355152,172632,Demarai Gray,demarai-gray,M,False,,,2.0,16.0,8.0,24.0,,,2.0,1.0,,1.0,1.0,,1.0,5.0,4.0,,,,1.0,,,,,2.0,1.0,,83.0,,,,,,,,11.0,,7.1,,,,,,4.0,5.0,,2.0,1.0,22.0,9.0,26.0,1,2.0,47.0,,1.0,1.0,1.0
2021-22,9576417,6,11,Everton,Home,795058,173807,Tom Davies,tom-davies,M,True,,,,4.0,,4.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,13.0,,,,,,,,1.0,,6.6,,,,,,,,,,,5.0,,5.0,1,,8.0,,,,
2021-22,9576409,7,11,Everton,Away,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,1.0,14.0,15.0,29.0,1.0,1.0,5.0,1.0,,2.0,1.0,,,5.0,5.0,,,2.0,1.0,,,,,2.0,2.0,,90.0,,,,,,,,8.0,,7.5,,,,,1.0,2.0,1.0,,2.0,,18.0,17.0,34.0,2,3.0,48.0,1.0,,1.0,2.0
2021-22,9576409,7,11,Everton,Away,158277,119765,Allan,allan,M,False,,,1.0,7.0,9.0,16.0,,,6.0,,,,3.0,,,5.0,2.0,,,2.0,,,,,,1.0,,,90.0,,1.0,,,,,,8.0,,6.6,,,,,3.0,,,,3.0,,11.0,13.0,24.0,0,1.0,34.0,,1.0,,1.0
2021-22,9576409,7,11,Everton,Away,355152,172632,Demarai Gray,demarai-gray,M,False,,,2.0,13.0,7.0,20.0,4.0,,4.0,,,,,,,7.0,6.0,,,2.0,,,,,,,2.0,,89.0,1.0,,,,,,,9.0,,7.3,,,1.0,,3.0,4.0,1.0,,4.0,,19.0,7.0,25.0,2,1.0,41.0,2.0,2.0,3.0,1.0
2021-22,9576409,7,11,Everton,Away,795058,173807,Tom Davies,tom-davies,M,True,,,,3.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,3.0,,6.5,,,,,,,,,1.0,,4.0,,4.0,0,,7.0,1.0,,,
2021-22,9576391,8,11,Everton,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,2.0,20.0,10.0,30.0,1.0,2.0,9.0,,,,1.0,,1.0,5.0,5.0,,,1.0,,,,,,3.0,2.0,,90.0,,,,,,,,8.0,,7.1,,,2.0,,2.0,3.0,1.0,,2.0,,22.0,11.0,32.0,2,1.0,50.0,3.0,,2.0,
2021-22,9576391,8,11,Everton,Home,158277,119765,Allan,allan,M,False,1.0,,1.0,14.0,17.0,30.0,,1.0,10.0,,,,2.0,,,2.0,4.0,,,,,,,,,,,,90.0,,1.0,,,,,,15.0,,6.9,,,,,3.0,,1.0,,6.0,,24.0,21.0,44.0,0,3.0,58.0,1.0,,,3.0
2021-22,9576391,8,11,Everton,Home,352770,153133,Alex Iwobi,alex-iwobi,M,False,,,1.0,8.0,4.0,12.0,1.0,,3.0,,1.0,2.0,1.0,,1.0,3.0,,,,,,,,,,,,,79.0,,,,,,,,11.0,,6.0,,,2.0,,,,2.0,,2.0,,13.0,6.0,17.0,4,,29.0,2.0,,,
2021-22,9576391,8,11,Everton,Home,355152,172632,Demarai Gray,demarai-gray,M,False,3.0,,1.0,19.0,7.0,23.0,1.0,1.0,6.0,1.0,,1.0,,,,3.0,3.0,,,,,,,,,,3.0,,90.0,1.0,,,,,,,19.0,,7.4,,,,,1.0,3.0,8.0,,2.0,,28.0,11.0,31.0,2,1.0,51.0,3.0,,1.0,
2021-22,9576391,8,11,Everton,Home,795058,173807,Tom Davies,tom-davies,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576422,9,11,Everton,Home,158277,119765,Allan,allan,M,False,,,2.0,20.0,15.0,35.0,1.0,1.0,10.0,,,2.0,5.0,,,7.0,4.0,,,2.0,,,,,,,1.0,,90.0,,,,,,,,13.0,,6.1,,,,,1.0,,,,6.0,,23.0,22.0,45.0,2,3.0,63.0,3.0,,,2.0
2021-22,9576422,9,11,Everton,Home,352770,153133,Alex Iwobi,alex-iwobi,M,True,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,13.0,,,,,,,,1.0,,6.4,,,,,,,1.0,,,,5.0,,4.0,0,,7.0,,,,
2021-22,9576422,9,11,Everton,Home,355152,172632,Demarai Gray,demarai-gray,M,False,,,1.0,18.0,6.0,24.0,,,5.0,1.0,,,,,1.0,4.0,,,,,1.0,,,,,1.0,3.0,,77.0,,,,,,,,14.0,,6.9,,,,,,3.0,2.0,,2.0,,23.0,6.0,27.0,0,,43.0,5.0,,,
