season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436873,1,11,Everton,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,,6.0,6.0,12.0,1.0,3.0,5.0,1.0,,,1.0,,,,1.0,2.0,5.0,,,0.00609245,0.1383,,,0.0,,,,,,,,63.0,,,,,,,8.0,1.0,,6.5,,,,,55.114122374451,,1.0,2.0,,,4.0,12.0,7.0,17.0,34.800375858329,22.168852947322,1,1.0,23.0,,,1.0,
2024-25,12436873,1,11,Everton,Home,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,3.0,11.0,18.0,29.0,,2.0,9.0,4.0,,,,,,,2.0,5.0,5.0,,,0.01271,0.0237,,1.0,0.0,,,,,,,,90.0,,,,,,,10.0,0.0,,6.4,,,1.0,,77.527681605997,,2.0,,,6.0,,15.0,20.0,35.0,28.450677001199,,1,2.0,48.0,,1.0,,1.0
2024-25,12436873,1,11,Everton,Home,914309,440993,Iliman Ndiaye,iliman-ndiaye,M,True,,,,,3.0,3.0,,,3.0,1.0,,,,,,,,2.0,3.0,,,5.525e-05,,,1.0,0.0,,,,,,,,27.0,,,,,,,4.0,1.0,,6.5,,,,,34.270917749928,,1.0,,,,,,4.0,4.0,16.4044642749,22.091532518139,0,3.0,10.0,1.0,,,2.0
2024-25,12436873,1,11,Everton,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,False,2.0,,,13.0,9.0,20.0,,,10.0,4.0,,,,1.0,,,1.0,3.0,2.0,,,0.157903,,,1.0,0.0,,,,,2.0,1.0,,90.0,,,,,,,9.0,1.0,,6.5,,,,,138.5124439378,1.0,,5.0,,4.0,,19.0,11.0,25.0,40.5390568945,52.245988946521,0,2.0,40.0,,,,1.0
2024-25,12436873,1,11,Everton,Home,947929,463903,Jesper Lindstrøm,jesper-lindstrom,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436873,1,11,Everton,Home,1085950,490094,Tim Iroegbunam,tim-iroegbunam,M,False,,,3.0,7.0,10.0,17.0,1.0,1.0,13.0,13.0,,,1.0,,,,5.0,9.0,12.0,,1.0,0.00661872,0.1371,,2.0,0.0,,,,,4.0,,,90.0,,,,,,,19.0,2.0,,6.8,,,1.0,,172.71732854341,1.0,2.0,,,5.0,,16.0,12.0,28.0,19.07722095811,44.259033347971,2,9.0,56.0,1.0,1.0,1.0,5.0
2024-25,12436873,1,11,Everton,Home,1118002,491557,Jenson Metcalfe,metcalfe-jenson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436873,1,11,Everton,Home,1627560,609873,Harrison Armstrong,harrison-armstrong,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436902,2,11,Everton,Away,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,False,,,1.0,1.0,6.0,7.0,1.0,,,3.0,,,1.0,,,,,2.0,,,,0.00118669,0.0677,,,0.0,,,,,,,,57.0,,,,,,,3.0,,,6.3,,,,,,1.0,1.0,,,2.0,,3.0,6.0,9.0,,,1,,13.0,,,,
2024-25,12436902,2,11,Everton,Away,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,2.0,11.0,13.0,24.0,,,,6.0,,,,1.0,,,,4.0,10.0,,,0.0106943,,,2.0,0.0,,,,,1.0,,,89.0,,,,,,,5.0,,,6.8,,,,,,1.0,1.0,,,4.0,,14.0,14.0,28.0,,,0,8.0,43.0,,2.0,,4.0
2024-25,12436902,2,11,Everton,Away,914309,440993,Iliman Ndiaye,iliman-ndiaye,M,True,,,,5.0,1.0,6.0,,,,2.0,,,1.0,,,,3.0,7.0,6.0,,,0.016638,0.0407,,1.0,0.0,,,,,1.0,,,33.0,,,,,,,11.0,,,6.6,,,,,,,5.0,1.0,,,2.0,8.0,1.0,8.0,,,1,4.0,29.0,2.0,,2.0,2.0
2024-25,12436902,2,11,Everton,Away,935543,433154,Dwight McNeil,dwight-mcneil,M,False,6.0,,,21.0,11.0,26.0,1.0,1.0,,8.0,,,1.0,2.0,,,,5.0,6.0,,,0.634996,0.0287,,1.0,0.0,,,,,1.0,6.0,,90.0,,,,,,,13.0,,,7.6,,,,,,,3.0,10.0,,2.0,,30.0,13.0,33.0,,,1,1.0,55.0,1.0,2.0,2.0,1.0
2024-25,12436902,2,11,Everton,Away,947929,463903,Jesper Lindstrøm,jesper-lindstrom,M,True,1.0,,,4.0,1.0,4.0,,,,2.0,,,,1.0,,,,3.0,2.0,,,0.00587974,0.0408,0.141,,0.0,,,,,,,,33.0,1.0,,,,,,4.0,,,6.4,,,,,,,2.0,2.0,,,,6.0,1.0,5.0,,,1,2.0,12.0,,,,1.0
2024-25,12436902,2,11,Everton,Away,1085950,490094,Tim Iroegbunam,tim-iroegbunam,M,False,,,,5.0,5.0,10.0,,,,2.0,,,,,,,,8.0,3.0,,,0.011901,,,5.0,0.0,,,,,,,,90.0,,,,,,,7.0,,,5.9,,,,,,1.0,4.0,,,1.0,,7.0,6.0,13.0,,,0,1.0,22.0,,1.0,1.0,1.0
2024-25,12436902,2,11,Everton,Away,1118002,491557,Jenson Metcalfe,metcalfe-jenson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436902,2,11,Everton,Away,1627560,609873,Harrison Armstrong,harrison-armstrong,M,True,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,,8.932e-05,,,,0.0,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,1.0,,1.0,,2.0,1.0,2.0,,,0,,5.0,,1.0,,
2024-25,12436912,3,11,Everton,Home,96535,121599,Abdoulaye Doucouré,abdoulaye-doucoure,M,True,,,1.0,4.0,3.0,7.0,,,,1.0,,,,,,,,,1.0,,,0.00551927,,,,0.0,,,,,,,,15.0,,,,,,,2.0,,,6.4,,,,,,,1.0,,,1.0,,6.0,3.0,9.0,,,0,,10.0,,,1.0,
2024-25,12436912,3,11,Everton,Home,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,4.0,20.0,18.0,38.0,,2.0,,6.0,,,,1.0,,,3.0,7.0,4.0,,,0.0555003,0.1053,0.1108,2.0,0.0,,,,,3.0,,,90.0,1.0,1.0,,,,,10.0,,,7.0,,,1.0,,,,1.0,,,5.0,,23.0,19.0,42.0,,,2,2.0,58.0,2.0,,,2.0
2024-25,12436912,3,11,Everton,Home,914309,440993,Iliman Ndiaye,iliman-ndiaye,M,False,,,,11.0,6.0,17.0,,,,12.0,,,,,,,4.0,7.0,6.0,,,0.040647,0.2657,0.3393,,0.0,,,,,1.0,,,83.0,2.0,,,,,,13.0,,,7.1,,,1.0,,,,4.0,1.0,,2.0,1.0,16.0,7.0,22.0,,,3,4.0,43.0,,1.0,1.0,3.0
2024-25,12436912,3,11,Everton,Home,927361,232928,James Garner,james-garner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
