season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089876,1,11,Everton,Home,544,1632,Gareth Barry,gareth-barry,M,False,,,4.0,16.0,10.0,26.0,1.0,1.0,7.0,,,,1.0,,,4.0,6.0,,,3.0,,,,,,2.0,,85.0,,,,,,,,,11.0,,7.1,,,,,3.0,2.0,1.0,,5.0,,23.0,11.0,33.0,0,3.0,49.0,2.0,,2.0,2.0
2016-17,7089876,1,11,Everton,Home,3593,26901,Kevin Mirallas,kevin-mirallas,M,False,1.0,,1.0,12.0,8.0,19.0,2.0,,1.0,,,,1.0,,3.0,9.0,4.0,,,2.0,,,,,2.0,1.0,,76.0,2.0,,,,,,,,16.0,,7.0,,,,,,2.0,7.0,,1.0,,22.0,8.0,23.0,2,,46.0,1.0,3.0,1.0,
2016-17,7089876,1,11,Everton,Home,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,1.0,2.0,,2.0,1.0,,1.0,,,,1.0,,1.0,3.0,2.0,,,,,,,,,,,14.0,,1.0,,,,,,,3.0,,6.7,,,,,,,,,1.0,,3.0,,3.0,0,2.0,9.0,,,,2.0
2016-17,7089876,1,11,Everton,Home,39283,50472,James McCarthy,james-mccarthy,M,False,,,3.0,13.0,5.0,18.0,1.0,,4.0,,,,2.0,,1.0,6.0,3.0,,,2.0,,,,,4.0,,,90.0,,2.0,,,,,,,15.0,,6.9,,,,,3.0,1.0,1.0,,7.0,,21.0,8.0,28.0,0,1.0,61.0,,1.0,1.0,1.0
2016-17,7089876,1,11,Everton,Home,46432,43250,Tom Cleverley,tom-cleverley,M,True,,,,1.0,3.0,4.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,5.0,,,,,,,,,2.0,,,,,,,,,,,2.0,,2.0,4.0,6.0,0,1.0,8.0,,,,1.0
2016-17,7089876,1,11,Everton,Home,98435,88894,Ross Barkley,ross-barkley,M,False,,,2.0,20.0,5.0,25.0,3.0,3.0,6.0,,,1.0,2.0,,4.0,11.0,6.0,,,1.0,,1.0,,,1.0,3.0,,90.0,1.0,,,,,,,,21.0,,7.6,,,2.0,,3.0,1.0,2.0,,3.0,1.0,28.0,9.0,35.0,4,2.0,58.0,4.0,1.0,,2.0
2016-17,7089876,1,11,Everton,Home,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,1.0,13.0,18.0,31.0,,2.0,8.0,,,1.0,1.0,,1.0,4.0,11.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,,12.0,,7.2,,,,,2.0,3.0,,,3.0,,19.0,19.0,38.0,1,6.0,60.0,2.0,1.0,2.0,5.0
2016-17,7089876,1,11,Everton,Home,795058,173807,Tom Davies,tom-davies,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090016,2,11,Everton,Away,544,1632,Gareth Barry,gareth-barry,M,False,,,9.0,40.0,25.0,65.0,1.0,5.0,8.0,,,,1.0,,1.0,4.0,11.0,,,1.0,,1.0,,,1.0,,,90.0,2.0,,,,,,,,18.0,,8.0,,,,,1.0,1.0,1.0,,14.0,,56.0,26.0,81.0,2,3.0,94.0,,2.0,1.0,2.0
2016-17,7090016,2,11,Everton,Away,3593,26901,Kevin Mirallas,kevin-mirallas,M,False,2.0,,3.0,23.0,11.0,32.0,1.0,,2.0,,1.0,,,,3.0,7.0,3.0,,,2.0,,1.0,,,,1.0,,81.0,2.0,,,,,,,,13.0,,7.2,,,,,,3.0,3.0,,4.0,,31.0,11.0,39.0,2,,55.0,1.0,1.0,2.0,
