season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243397,1,49,Sheffield_United,Away,15033,27436,David McGoldrick,david-mcgoldrick,F,False,,,,10.0,7.0,17.0,4.0,3.0,3.0,,2.0,,,,,8.0,9.0,,,3.0,,,,,,,,63.0,1.0,,,,,,7.0,,6.3,,,1.0,,,3.0,,,,,14.0,7.0,21.0,2,1.0,35.0,2.0,3.0,2.0,1.0
2019-20,8243397,1,49,Sheffield_United,Away,20514,18867,Billy Sharp,billy-sharp,F,True,,,,2.0,,2.0,,1.0,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,8.0,1.0,,,,,,2.0,,7.5,,,,,,,,,,,3.0,,3.0,1,,5.0,,,,
2019-20,8243397,1,49,Sheffield_United,Away,190851,171975,Callum Robinson,callum-robinson,F,False,,,,5.0,6.0,11.0,1.0,1.0,5.0,,,1.0,1.0,,5.0,10.0,3.0,,,4.0,,,,,2.0,,,90.0,1.0,,,,,,8.0,,6.6,,,,,,1.0,,,,,6.0,6.0,12.0,2,1.0,30.0,2.0,,1.0,1.0
2019-20,8243397,1,49,Sheffield_United,Away,367228,169432,Oli McBurnie,oli-mcburnie,F,True,,,,6.0,1.0,7.0,,1.0,,,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,27.0,,,,,,,6.0,,6.7,,,1.0,,2.0,1.0,,,,,8.0,2.0,10.0,1,,19.0,2.0,,1.0,
2019-20,8243417,2,49,Sheffield_United,Home,15033,27436,David McGoldrick,david-mcgoldrick,F,False,,,,12.0,3.0,15.0,7.0,2.0,2.0,,1.0,1.0,,,2.0,12.0,7.0,,,,,,,,,,,89.0,1.0,,,,,,12.0,,6.2,,,,,,4.0,,,,,17.0,3.0,20.0,2,3.0,39.0,2.0,1.0,1.0,3.0
2019-20,8243417,2,49,Sheffield_United,Home,20514,18867,Billy Sharp,billy-sharp,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243417,2,49,Sheffield_United,Home,190851,171975,Callum Robinson,callum-robinson,F,False,,,,5.0,5.0,10.0,2.0,,2.0,,,1.0,,,1.0,4.0,2.0,,,,,,,,,,,56.0,,,,,,,11.0,,6.4,,,1.0,,,1.0,2.0,,,,10.0,5.0,13.0,2,1.0,26.0,4.0,1.0,,
2019-20,8243417,2,49,Sheffield_United,Home,367228,169432,Oli McBurnie,oli-mcburnie,F,True,,,,3.0,,3.0,4.0,4.0,6.0,,,,2.0,,3.0,10.0,5.0,,,1.0,,,,,1.0,,,34.0,,,,,,,14.0,,6.6,,,2.0,,3.0,1.0,,,1.0,,8.0,2.0,10.0,2,,28.0,4.0,,1.0,
2019-20,8243432,3,49,Sheffield_United,Home,15033,27436,David McGoldrick,david-mcgoldrick,F,False,,,1.0,9.0,2.0,11.0,4.0,4.0,2.0,,,,,,,4.0,9.0,,,,,,,,,,,54.0,,,,,,,7.0,,7.1,,,,,,1.0,1.0,,1.0,,13.0,3.0,15.0,0,2.0,23.0,2.0,2.0,1.0,2.0
2019-20,8243432,3,49,Sheffield_United,Home,20514,18867,Billy Sharp,billy-sharp,F,True,,,,11.0,1.0,12.0,2.0,1.0,2.0,,,,,,1.0,3.0,2.0,,,,,,,,1.0,,,36.0,,,,,,,6.0,,6.9,,,,,,1.0,,,1.0,,16.0,1.0,17.0,0,,21.0,,,1.0,
2019-20,8243432,3,49,Sheffield_United,Home,190851,171975,Callum Robinson,callum-robinson,F,False,,,1.0,8.0,5.0,13.0,1.0,,4.0,,,,,,3.0,6.0,2.0,,,2.0,,,,,2.0,,,54.0,,,,,,,10.0,,6.5,,,,,,2.0,2.0,,1.0,,13.0,5.0,16.0,0,,28.0,2.0,,2.0,
2019-20,8243432,3,49,Sheffield_United,Home,367228,169432,Oli McBurnie,oli-mcburnie,F,True,,,,9.0,1.0,10.0,7.0,6.0,1.0,,,,1.0,,,10.0,7.0,,,1.0,,1.0,,,,,,36.0,1.0,,,,,,6.0,,7.0,,,,,1.0,1.0,,,,1.0,12.0,1.0,13.0,1,,21.0,2.0,1.0,,
2019-20,8243430,4,49,Sheffield_United,Away,15033,27436,David McGoldrick,david-mcgoldrick,F,True,,,,4.0,5.0,9.0,1.0,,,,,,,,,4.0,1.0,,,3.0,,,,,,,,27.0,,,,,,,2.0,,6.5,,,,,,,,,,,5.0,5.0,10.0,0,1.0,12.0,1.0,,,1.0
2019-20,8243430,4,49,Sheffield_United,Away,20514,18867,Billy Sharp,billy-sharp,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243430,4,49,Sheffield_United,Away,190851,171975,Callum Robinson,callum-robinson,F,False,,,,13.0,8.0,21.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,9.0,1.0,,,1.0,,1.0,,,1.0,,,90.0,1.0,,,,,,8.0,,6.8,,,2.0,,2.0,5.0,2.0,,,,15.0,8.0,21.0,4,,39.0,,,,
2019-20,8243430,4,49,Sheffield_United,Away,367228,169432,Oli McBurnie,oli-mcburnie,F,False,,,1.0,6.0,2.0,8.0,5.0,7.0,1.0,,,,,,1.0,6.0,9.0,,,1.0,,,,,1.0,1.0,,63.0,,,,,,,9.0,,6.8,,,,,1.0,1.0,,,1.0,,11.0,4.0,15.0,0,1.0,22.0,1.0,,1.0,1.0
2019-20,8243430,4,49,Sheffield_United,Away,377108,178304,Lys Mousset,lys-mousset,F,True,,,,2.0,,2.0,2.0,1.0,,,,,,,,2.0,1.0,,,,,,,,1.0,1.0,,11.0,,,,,,,1.0,,6.8,,,,,,,,,,,3.0,,3.0,0,,5.0,,,,
2019-20,8243456,5,49,Sheffield_United,Home,15033,27436,David McGoldrick,david-mcgoldrick,F,False,,,2.0,15.0,4.0,19.0,8.0,,2.0,,3.0,,,,3.0,12.0,8.0,,,1.0,,,,,,,,90.0,3.0,,,,,,8.0,,6.2,,,3.0,,2.0,5.0,1.0,,2.0,1.0,17.0,5.0,21.0,6,2.0,45.0,2.0,1.0,5.0,1.0
2019-20,8243456,5,49,Sheffield_United,Home,20514,18867,Billy Sharp,billy-sharp,F,True,,,,6.0,1.0,7.0,,,1.0,1.0,,,,,,2.0,1.0,,,2.0,,,,,,3.0,,20.0,,,,,,,2.0,,6.8,,,,,,1.0,,,,,8.0,1.0,9.0,0,,11.0,,,1.0,
