season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352254,1,49,Sheffield_United,Home,1049860,487836,Antwoine Hackford,antwoine-hackford,F,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,9.0,,,,,,,,,6.5,,,,,,,,,,,,,,0,,,,,,
2023-24,11352254,1,49,Sheffield_United,Home,1122603,538207,William Osula,william-osula,F,False,1.0,,,4.0,2.0,5.0,12.0,1.0,2.0,,,1.0,,,,2.0,18.0,4.0,,,0.0105906,0.2386,0.0,3.0,,,,,,,,,90.0,,1.0,,,,,11.0,,6.3,,,1.0,,,1.0,1.0,,,2.0,7.0,2.0,8.0,2,,26.0,3.0,3.0,,
2023-24,11352254,1,49,Sheffield_United,Home,1426132,532377,Louie Marsh,louie-marsh,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352399,2,49,Sheffield_United,Away,1049860,487836,Antwoine Hackford,antwoine-hackford,F,True,,,,1.0,1.0,2.0,1.0,,,,,,,,,,2.0,,,,0.00020179,0.0,0.0,,,,,,,,,,8.0,,,,,,,2.0,,6.3,,,,,,1.0,,,,,1.0,1.0,2.0,0,,4.0,1.0,,,
2023-24,11352399,2,49,Sheffield_United,Away,1122603,538207,William Osula,william-osula,F,False,,,,5.0,,5.0,8.0,3.0,,,,,,,,,10.0,5.0,,,0.0458909,0.0461,0.0,,,,,,,,,,74.0,,,,,,,9.0,,6.6,,,1.0,,,2.0,,,,,8.0,1.0,9.0,1,,20.0,3.0,2.0,,
2023-24,11352399,2,49,Sheffield_United,Away,1426132,532377,Louie Marsh,louie-marsh,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352524,3,49,Sheffield_United,Home,367228,169432,Oli McBurnie,oli-mcburnie,F,True,1.0,,,2.0,,1.0,,,,1.0,,,,,,,1.0,,,,0.41179,0.024,0.0,1.0,,,,,,,1.0,,19.0,,,,,,,6.0,,6.9,,,1.0,,1.0,,1.0,,,,8.0,,7.0,1,,11.0,,,,
2023-24,11352524,3,49,Sheffield_United,Home,1122603,538207,William Osula,william-osula,F,False,,,,2.0,1.0,3.0,3.0,1.0,,,,,,,,2.0,8.0,1.0,,,0.00054639,0.0,0.0,2.0,,,,,,,,,71.0,,,,,,,15.0,,6.0,,,,,1.0,2.0,,,,1.0,10.0,1.0,11.0,0,,22.0,3.0,,,
2023-24,11352524,3,49,Sheffield_United,Home,1426132,532377,Louie Marsh,louie-marsh,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352597,4,49,Sheffield_United,Home,367228,169432,Oli McBurnie,oli-mcburnie,F,False,,,,10.0,4.0,14.0,7.0,6.0,,,2.0,,,,,,8.0,11.0,,,0.117159,0.3694,0.6115,,1.0,,,,2.0,1.0,1.0,,90.0,2.0,,,,,,9.0,,6.9,,,,,1.0,2.0,,,,1.0,15.0,7.0,22.0,2,1.0,38.0,,4.0,1.0,
