playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,substituteOn,aerialDuels,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,setPiecesGoals,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,penaltyGoalsConceded,keyPassesAttemptAssists,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,freekickTotal,attemptsFromSetPieces,throwInsToOwnPlayer,hitWoodwork,handballsConceded,expectedGoalsFreekick,overruns,goalAssists,foulWonPenalty,unsuccessfulCrossesOpenPlay,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,homeGoals,penaltiesTaken,oboxTarget,headedGoals,cornersWon,penaltyGoals,substituteOff,shotsBlockedOutsideBox,successfulCrossesOpenPlay,throwInsToOppositionPlayer,successfulLaunches,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,clearancesOffTheLine,lastPlayerTackle,ownGoalScored,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,secondGoalAssists
40142,Andy Carroll,Forward,West Ham,21,England,2012-13,229.0,2.5988,0.0,17.0,17.0,64.0,260.0,26.0,41.0,22.0,273.0,698.0,4.0,349.0,1957.0,303.0,9.0,76.0,405.0,158.0,32.1246,60.0,29.0,18.0,107.0,142.0,53.0,2.0,532.0,262.0,65.0,26.0,4.0,327.0,20.0,62.0,18.0,183.0,227.0,0.0,698.0,41.0,401.0,13.0,6.0,7.0,123.0,41.0,13.0,20.0,171.0,1086.0,3.0,99.0,6.595,6.0,13.0,21.0,23.0,3.589,3.0,1.0,7.0,10.0,3.0,10.0,21.0,21.0,122.0,2.0,30.0,2.0,2.0,12.0,13.0,4.0,3.0,4.0,1.0,1.0,0.1931,2.0,4.0,1.0,13.0,5.0,14.0,1.0,5.0,4.0,1.0,14.0,3.0,12.0,1.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
12799,Carlton Cole,Forward,West Ham,21,England,2012-13,204.0,1.0748,1.0,5.0,2.0,31.0,171.0,27.0,10.0,14.0,173.0,428.0,13.0,216.0,1360.0,128.0,8.0,23.0,251.0,83.0,23.6876,28.0,23.0,3.0,93.0,75.0,17.0,0.0,332.0,173.0,33.0,27.0,,213.0,15.0,53.0,3.0,116.0,105.0,1.0,428.0,15.0,279.0,2.0,4.0,3.0,93.0,40.0,3.0,4.0,87.0,653.0,,45.0,4.7593,2.0,2.0,7.0,16.0,2.3226,,,2.0,9.0,0.0,6.0,22.0,22.0,111.0,,10.0,1.0,,7.0,13.0,,,1.0,,4.0,,,1.0,,13.0,2.0,6.0,3.0,6.0,2.0,,6.0,1.0,8.0,,7.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
15675,Marouane Chamakh,Forward,West Ham,21,Morocco,2012-13,18.0,0.0513,0.0,,3.0,5.0,24.0,3.0,7.0,2.0,24.0,67.0,1.0,27.0,151.0,22.0,1.0,6.0,42.0,11.0,1.8553,,4.0,,7.0,19.0,2.0,0.0,40.0,23.0,7.0,3.0,1.0,37.0,3.0,6.0,,13.0,16.0,0.0,67.0,3.0,36.0,2.0,1.0,,16.0,,,1.0,9.0,93.0,,6.0,1.1155,0.0,,2.0,2.0,1.5293,,,,,,,4.0,4.0,11.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
42954,Modibo Maiga,Forward,West Ham,21,Mali,2012-13,48.0,0.5827,0.0,4.0,8.0,10.0,42.0,17.0,2.0,2.0,43.0,153.0,15.0,27.0,410.0,24.0,,13.0,109.0,31.0,7.5051,3.0,6.0,6.0,32.0,34.0,1.0,0.0,72.0,37.0,28.0,17.0,2.0,66.0,6.0,21.0,6.0,45.0,11.0,0.0,153.0,7.0,87.0,6.0,4.0,,34.0,10.0,1.0,1.0,48.0,236.0,,47.0,1.7586,2.0,1.0,7.0,3.0,0.6961,,,2.0,4.0,0.0,2.0,1.0,1.0,16.0,,6.0,,2.0,6.0,11.0,2.0,1.0,1.0,,,0.0645,1.0,2.0,,11.0,,,3.0,3.0,2.0,,,,4.0,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
17353,Ricardo Vaz Te,Forward,West Ham,21,Portugal,2012-13,123.0,2.4803,0.0,10.0,30.0,34.0,126.0,24.0,21.0,18.0,141.0,518.0,6.0,61.0,1610.0,103.0,4.0,77.0,368.0,69.0,26.6552,25.0,22.0,7.0,88.0,89.0,30.0,2.0,226.0,170.0,105.0,24.0,11.0,259.0,18.0,57.0,7.0,165.0,26.0,0.0,516.0,21.0,290.0,19.0,17.0,1.0,134.0,19.0,25.0,9.0,125.0,886.0,15.0,132.0,3.0584,3.0,15.0,22.0,13.0,2.7574,4.0,,3.0,10.0,1.0,9.0,11.0,11.0,35.0,2.0,25.0,2.0,,30.0,45.0,3.0,2.0,5.0,3.0,,0.1171,11.0,4.0,,44.0,3.0,11.0,14.0,1.0,2.0,,11.0,1.0,20.0,,12.0,9.0,14.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,
105321,Rob Hall,Forward,West Ham,21,England,2012-13,2.0,,0.0,1.0,,,,1.0,,,,,1.0,1.0,12.0,,,,,1.0,0.5457,,,2.0,1.0,,,0.0,2.0,,,1.0,,,,,2.0,1.0,,0.0,,,2.0,,,,,1.0,,,,4.0,,,0.1062,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52419,Wellington Paulista,Forward,West Ham,21,Brazil,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
