season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896986,1,49,Sheffield_United,Home,10507,7645,Phil Jagielka,phil-jagielka,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896986,1,49,Sheffield_United,Home,33854,40386,Chris Basham,chris-basham,D,False,,,,11.0,14.0,25.0,2.0,4.0,4.0,,,,,,,,3.0,7.0,,,1.0,,,,,1.0,,,71.0,,,,,,,,6.0,,6.7,,,,,3.0,,1.0,,,,15.0,14.0,28.0,0,3.0,41.0,2.0,,,3.0
2020-21,8896986,1,49,Sheffield_United,Home,100578,108416,John Egan,john-egan,D,False,,,3.0,17.0,16.0,33.0,1.0,4.0,4.0,,,,,,,,3.0,5.0,,,2.0,,,,,,,,90.0,,,,,,,,15.0,,6.4,,,1.0,,3.0,,1.0,,8.0,,29.0,18.0,46.0,1,1.0,57.0,,,,
2020-21,8896986,1,49,Sheffield_United,Home,112928,82691,George Baldock,george-baldock,D,False,,,,27.0,11.0,38.0,,1.0,6.0,1.0,,1.0,1.0,,,,6.0,2.0,,,4.0,,,,,1.0,1.0,,90.0,,,,,,,,9.0,,6.5,,,,,,1.0,6.0,,2.0,,35.0,11.0,40.0,1,,57.0,,1.0,,
2020-21,8896986,1,49,Sheffield_United,Home,282649,146610,Jack O'Connell,jack-oconnell,D,False,,,2.0,16.0,23.0,39.0,6.0,1.0,5.0,,,,1.0,,,,8.0,3.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,18.0,,6.4,,,,,,1.0,1.0,,10.0,1.0,26.0,27.0,52.0,0,2.0,63.0,2.0,,,1.0
2020-21,8896986,1,49,Sheffield_United,Home,372324,63426,Enda Stevens,enda-stevens,D,False,,,6.0,33.0,13.0,46.0,1.0,1.0,8.0,,,,3.0,,,1.0,7.0,6.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,10.0,,7.0,,,1.0,,1.0,3.0,1.0,,8.0,,38.0,13.0,50.0,1,3.0,78.0,1.0,,2.0,1.0
2020-21,8896950,2,49,Sheffield_United,Away,33854,40386,Chris Basham,chris-basham,D,False,,,,5.0,4.0,9.0,3.0,3.0,4.0,,,,1.0,,,,6.0,7.0,,,2.0,,,,,,,,68.0,,,,,,,1.0,7.0,,6.9,,,,,9.0,,,,3.0,,9.0,6.0,15.0,0,1.0,31.0,1.0,3.0,,1.0
2020-21,8896950,2,49,Sheffield_United,Away,98454,83427,Jack Robinson,jack-robinson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896950,2,49,Sheffield_United,Away,100578,108416,John Egan,john-egan,D,False,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,12.0,,,,,,,,2.0,,3.0,,,,,,,,,2.0,,3.0,1.0,4.0,0,1.0,5.0,,,,1.0
2020-21,8896950,2,49,Sheffield_United,Away,112928,82691,George Baldock,george-baldock,D,False,,,,14.0,5.0,19.0,3.0,1.0,4.0,,,,,,,,4.0,4.0,,,1.0,,,,,1.0,,,90.0,,2.0,,,,,,9.0,,6.9,,,,,1.0,,2.0,,1.0,,17.0,5.0,20.0,0,2.0,42.0,2.0,1.0,,1.0
