playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,totalFoulsConceded,interceptions,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesConceded,aerialDuelsWon,blocks,punches,catches,savesMade,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,attemptsFromSetPieces,clearancesOffTheLine,savesMadeFromOutsideBox,savesMadeCaught,drops,setPiecesGoals,unsuccessfulCornersIntoBox,penaltiesSaved,penaltiesFaced,savesFromPenalty,goalkeeperSmother,forwardPasses,crossesNotClaimed,penaltiesTaken,foulWonPenalty,penaltyGoals,lastPlayerTackle,headedGoals,ownGoalScored,redCards2ndYellow
17349,Aaron Lennon,Midfielder,Spurs,6,England,2009-10,84.0,29.0,0.0,8.0,13.0,27.0,17.0,5.0,82.0,22.0,9.0,32.0,20.0,90.0,77.0,564.0,3.0,4.0,1.0,2.0,2.0,7.0,2.0,31.0,1791.0,4.0,7.0,110.0,4.0,110.0,459.0,2.0,71.0,1.0,2.0,32.0,3.0,9.0,24.0,77.0,43.0,4.0,194.0,2.0,85.0,22.0,2.0,3.0,1.0,45.0,368.0,20.0,77.0,69.0,187.0,0.0,562.0,4.0,24.0,243.0,24.0,40.0,6.0,20.0,15.0,962.0,13.0,5.0,1.0,4.0,137.0,1.0,1.0,8.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60252,Andros Townsend,Midfielder,Spurs,6,England,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15440,David Bentley,Midfielder,Spurs,6,England,2009-10,55.0,16.0,0.0,12.0,12.0,22.0,23.0,3.0,55.0,15.0,1.0,18.0,11.0,80.0,52.0,391.0,2.0,5.0,0.0,4.0,73.0,9.0,4.0,32.0,984.0,,5.0,70.0,1.0,66.0,285.0,18.0,19.0,,2.0,29.0,2.0,7.0,9.0,50.0,25.0,0.0,125.0,2.0,69.0,15.0,2.0,7.0,,9.0,243.0,8.0,97.0,26.0,116.0,0.0,356.0,11.0,21.0,214.0,15.0,19.0,18.0,9.0,26.0,705.0,5.0,4.0,1.0,15.0,100.0,3.0,1.0,25.0,13.0,,4.0,2.0,,,,,,,,,6.0,,,,,2.0,38.0,,,,,,,,,,,,,
59032,Dean Parrett,Midfielder,Spurs,6,England,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49944,Jake Livermore,Midfielder,Spurs,6,England,2009-10,,,0.0,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,0.0,,,,1.0,,,,,1.0,,,,,0.0,1.0,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28568,Jamie O'Hara,Midfielder,Spurs,6,England,2009-10,147.0,23.0,0.0,27.0,21.0,47.0,54.0,13.0,207.0,28.0,4.0,86.0,25.0,280.0,77.0,1423.0,2.0,2.0,1.0,3.0,103.0,41.0,6.0,46.0,2265.0,5.0,23.0,114.0,6.0,96.0,1029.0,14.0,41.0,1.0,7.0,55.0,7.0,26.0,44.0,124.0,31.0,0.0,261.0,1.0,147.0,28.0,,16.0,2.0,27.0,806.0,38.0,190.0,75.0,220.0,0.0,1336.0,33.0,32.0,575.0,31.0,18.0,29.0,48.0,114.0,2117.0,24.0,4.0,1.0,14.0,383.0,,8.0,73.0,52.0,,18.0,7.0,,,,,,,,,15.0,,,,,1.0,65.0,,,,,,,1.0,,,,,,
10451,Jermaine Jenas,Midfielder,Spurs,6,England,2009-10,64.0,1.0,0.0,4.0,4.0,30.0,12.0,8.0,55.0,19.0,2.0,20.0,9.0,63.0,6.0,552.0,1.0,2.0,0.0,10.0,3.0,15.0,3.0,2.0,931.0,3.0,12.0,67.0,2.0,64.0,424.0,1.0,16.0,,1.0,11.0,2.0,14.0,15.0,52.0,21.0,0.0,131.0,1.0,46.0,19.0,1.0,6.0,,10.0,298.0,13.0,7.0,29.0,116.0,0.0,541.0,8.0,5.0,108.0,24.0,13.0,12.0,40.0,65.0,757.0,3.0,1.0,,1.0,193.0,,6.0,8.0,11.0,,3.0,3.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
37055,Luka Modric,Midfielder,Spurs,6,Croatia,2009-10,115.0,2.0,0.0,11.0,13.0,36.0,40.0,18.0,122.0,25.0,3.0,49.0,21.0,144.0,26.0,1034.0,3.0,,1.0,4.0,27.0,16.0,5.0,6.0,1916.0,,12.0,131.0,3.0,127.0,817.0,5.0,47.0,,6.0,41.0,2.0,10.0,21.0,103.0,42.0,4.0,246.0,2.0,155.0,25.0,2.0,12.0,1.0,31.0,603.0,18.0,46.0,66.0,230.0,0.0,1003.0,27.0,16.0,268.0,24.0,49.0,18.0,50.0,73.0,1456.0,5.0,7.0,1.0,3.0,293.0,1.0,2.0,22.0,23.0,1.0,4.0,2.0,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,
28097,Niko Kranjcar,Midfielder,Spurs,6,Croatia,2009-10,178.0,12.0,0.0,17.0,22.0,65.0,46.0,16.0,145.0,28.0,6.0,69.0,23.0,203.0,36.0,974.0,6.0,2.0,2.0,5.0,85.0,31.0,4.0,39.0,2020.0,4.0,22.0,135.0,2.0,126.0,688.0,23.0,58.0,2.0,2.0,52.0,4.0,13.0,23.0,156.0,40.0,4.0,313.0,4.0,121.0,28.0,6.0,23.0,,30.0,534.0,21.0,100.0,85.0,282.0,0.0,935.0,24.0,25.0,413.0,42.0,21.0,36.0,35.0,83.0,1536.0,16.0,10.0,1.0,23.0,276.0,1.0,3.0,58.0,38.0,,9.0,2.0,,,,,,,,,6.0,,,,,,46.0,,,,,,,,,,,,,
15109,Tom Huddlestone,Midfielder,Spurs,6,England,2009-10,148.0,3.0,0.0,36.0,14.0,123.0,47.0,15.0,260.0,33.0,3.0,85.0,33.0,364.0,7.0,1727.0,2.0,,0.0,,27.0,55.0,12.0,16.0,2851.0,,28.0,195.0,5.0,168.0,1070.0,10.0,26.0,,3.0,51.0,10.0,89.0,29.0,120.0,33.0,2.0,343.0,2.0,198.0,33.0,2.0,29.0,,6.0,753.0,24.0,28.0,43.0,288.0,0.0,1667.0,33.0,19.0,507.0,94.0,12.0,57.0,74.0,293.0,2319.0,5.0,5.0,2.0,48.0,626.0,5.0,8.0,104.0,84.0,,27.0,18.0,,,,,,,,,6.0,,,,,,14.0,,,,,,,,,,1.0,,,
34296,Wilson Palacios,Midfielder,Spurs,6,Honduras,2009-10,162.0,2.0,0.0,7.0,5.0,128.0,16.0,14.0,182.0,33.0,1.0,46.0,29.0,219.0,9.0,1350.0,1.0,,1.0,4.0,,40.0,8.0,2.0,2531.0,,18.0,215.0,6.0,193.0,977.0,,19.0,,5.0,27.0,7.0,42.0,33.0,144.0,44.0,2.0,377.0,0.0,154.0,33.0,,31.0,1.0,19.0,644.0,27.0,9.0,62.0,337.0,0.0,1332.0,11.0,7.0,316.0,97.0,21.0,58.0,71.0,154.0,1826.0,6.0,7.0,,16.0,489.0,1.0,8.0,37.0,54.0,2.0,22.0,7.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
