playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLayoffs,cornersTakenInclShortCorners,successfulCornersIntoBox,goalAssists,goals,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,penaltiesTaken,rightFootGoals,leftFootGoals,penaltyGoals,handballsConceded,expectedGoalsFreekick,penaltiesConceded,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,foulWonPenalty,headedGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,clearancesOffTheLine,secondGoalAssists,ownGoalScored,redCards2ndYellow
108823,Dele Alli,Midfielder,Spurs,6,England,2019-20,0.0,0.0,2.0,150.0,,2.8567,7.0,19.0,8.2872,34.0,35.0,4.0,164.0,25.0,21.0,192.0,7.0,810.0,6.0,1.0,4.0,59.0,,3.0,,1851.0,40.0,115.0,3.0,66.0,96.0,601.0,83.0,4.0,4.0,27.8257,19.0,1.0,14.0,26.0,6.0,110.0,268.0,33.0,265.0,32.0,231.0,103.0,25.0,3.0,18.0,37.0,401.0,23.0,7.0,6.0,206.0,19.0,753.0,16.0,12.0,342.0,16.0,29.0,3.0,116.0,12.0,17.0,17.0,195.0,1241.0,14.0,9.0,,1.0,8.0,217.0,2.0,8.1301,28.0,41.0,15.0,4.0,,4.0,8.0,8.0,8.0,4.0,1.0,6.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
195774,Gedson Fernandes,Midfielder,Spurs,6,Portugal,2019-20,0.0,0.0,0.0,9.0,2.0,0.0795,1.0,,,2.0,,,6.0,7.0,,6.0,5.0,39.0,,1.0,7.0,1.0,,,2.0,62.0,1.0,6.0,,4.0,6.0,33.0,5.0,3.0,1.0,1.2893,2.0,,,1.0,,8.0,8.0,2.0,15.0,1.0,11.0,7.0,7.0,,2.0,6.0,26.0,1.0,5.0,,14.0,,39.0,,2.0,23.0,,2.0,,7.0,,1.0,,13.0,75.0,4.0,,,1.0,,9.0,,0.0261,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200826,Giovani Lo Celso,Midfielder,Spurs,6,Argentina,2019-20,0.0,0.0,6.0,146.0,,1.4616,6.0,3.0,0.4747,51.0,12.0,9.0,123.0,28.0,15.0,144.0,11.0,964.0,,4.0,13.0,30.0,2.0,1.0,12.0,1486.0,23.0,135.0,3.0,32.0,128.0,778.0,30.0,1.0,2.0,22.9716,27.0,,17.0,18.0,2.0,123.0,252.0,45.0,281.0,16.0,283.0,123.0,28.0,1.0,22.0,19.0,558.0,15.0,45.0,2.0,251.0,7.0,919.0,9.0,11.0,295.0,29.0,32.0,4.0,283.0,28.0,9.0,42.0,146.0,1374.0,7.0,8.0,,4.0,1.0,274.0,19.0,1.3266,21.0,33.0,14.0,40.0,10.0,2.0,,2.0,2.0,1.0,,,,,2.0,0.0477,,1.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,
157668,Harry Winks,Midfielder,Spurs,6,England,2019-20,0.0,0.0,9.0,89.0,5.0,1.4713,4.0,2.0,0.3928,40.0,10.0,5.0,116.0,31.0,26.0,165.0,18.0,1694.0,,3.0,5.0,22.0,4.0,2.0,6.0,2228.0,8.0,92.0,3.0,31.0,78.0,1451.0,4.0,,2.0,36.6813,18.0,6.0,30.0,30.0,1.0,81.0,592.0,23.0,181.0,19.0,495.0,162.0,31.0,2.0,16.0,6.0,875.0,27.0,22.0,1.0,159.0,14.0,1630.0,8.0,7.0,240.0,24.0,15.0,8.0,413.0,24.0,36.0,78.0,194.0,2000.0,7.0,10.0,,3.0,20.0,660.0,12.0,0.5305,49.0,48.0,6.0,6.0,1.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
448791,Harvey White,Midfielder,Spurs,6,England,2019-20,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45268,Moussa Sissoko,Midfielder,Spurs,6,France,2019-20,0.0,0.0,8.0,144.0,2.0,1.375,3.0,4.0,2.1222,39.0,12.0,3.0,135.0,29.0,28.0,156.0,21.0,1246.0,2.0,1.0,1.0,52.0,5.0,1.0,2.0,2455.0,26.0,121.0,3.0,27.0,95.0,1054.0,32.0,7.0,4.0,36.8903,15.0,3.0,35.0,31.0,2.0,118.0,275.0,16.0,265.0,15.0,298.0,204.0,29.0,1.0,14.0,27.0,596.0,28.0,21.0,2.0,213.0,26.0,1222.0,8.0,9.0,276.0,25.0,40.0,4.0,419.0,44.0,27.0,36.0,254.0,1671.0,43.0,5.0,1.0,1.0,13.0,496.0,27.0,2.1691,21.0,64.0,12.0,,,1.0,2.0,1.0,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
209042,Oliver Skipp,Midfielder,Spurs,6,England,2019-20,0.0,0.0,0.0,7.0,,0.0064,,,,2.0,,,3.0,7.0,1.0,4.0,,38.0,,,6.0,2.0,,,,75.0,2.0,2.0,,1.0,2.0,32.0,,,,1.6196,,,,1.0,,5.0,9.0,,9.0,1.0,10.0,5.0,7.0,,,,15.0,1.0,,,7.0,,38.0,,,6.0,2.0,,2.0,17.0,1.0,,2.0,2.0,47.0,,1.0,,,,19.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
184349,Ryan Sessegnon,Midfielder,Spurs,6,England,2019-20,0.0,0.0,0.0,15.0,1.0,0.1245,1.0,,,6.0,,,29.0,6.0,4.0,36.0,11.0,159.0,2.0,,2.0,11.0,,,1.0,342.0,5.0,18.0,1.0,9.0,12.0,119.0,9.0,3.0,1.0,3.3182,2.0,1.0,10.0,5.0,1.0,10.0,55.0,2.0,33.0,,65.0,18.0,6.0,,2.0,2.0,91.0,4.0,12.0,1.0,22.0,6.0,158.0,,6.0,65.0,4.0,4.0,,5.0,4.0,3.0,4.0,34.0,242.0,21.0,1.0,,,3.0,33.0,4.0,0.0665,7.0,12.0,2.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
231372,Tanguy Ndombélé,Midfielder,Spurs,6,France,2019-20,0.0,0.0,3.0,70.0,1.0,1.0125,3.0,4.0,0.4602,24.0,6.0,4.0,78.0,21.0,12.0,91.0,7.0,632.0,,1.0,9.0,16.0,,2.0,2.0,1007.0,9.0,97.0,4.0,31.0,90.0,522.0,19.0,,1.0,18.042,10.0,,6.0,17.0,2.0,61.0,187.0,29.0,167.0,17.0,195.0,79.0,21.0,2.0,8.0,11.0,341.0,13.0,10.0,2.0,151.0,7.0,612.0,2.0,3.0,167.0,16.0,38.0,3.0,171.0,14.0,14.0,19.0,79.0,877.0,,10.0,,1.0,2.0,202.0,10.0,0.3773,13.0,18.0,5.0,6.0,1.0,2.0,2.0,,,,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
62974,Érik Lamela,Midfielder,Spurs,6,Argentina,2019-20,0.0,0.0,3.0,123.0,1.0,1.3781,10.0,10.0,2.1978,24.0,19.0,2.0,84.0,25.0,12.0,88.0,11.0,541.0,1.0,5.0,13.0,24.0,3.0,5.0,7.0,1211.0,18.0,86.0,,30.0,80.0,436.0,34.0,,,22.2558,17.0,,9.0,12.0,5.0,105.0,119.0,26.0,209.0,9.0,107.0,74.0,25.0,5.0,4.0,14.0,323.0,12.0,42.0,5.0,185.0,6.0,523.0,9.0,10.0,215.0,20.0,30.0,3.0,183.0,30.0,8.0,17.0,132.0,849.0,1.0,8.0,,5.0,1.0,137.0,25.0,3.0553,4.0,17.0,8.0,40.0,6.0,1.0,2.0,3.0,3.0,,,,2.0,,,0.247,,4.0,4.0,30.0,1.0,,,,,,,,,,,,,,,,,1.0,,
