playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,throughBalls,setPiecesGoals,goals,offsides,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,goalAssists,shotsOnTargetOutsideBox,oboxTarget,foulWonPenalty,headedGoals,clearancesOffTheLine,penaltiesConceded,ownGoalScored,penaltiesTaken,penaltyGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow
80607,Christian Eriksen,Midfielder,Spurs,6,Denmark,2018-19,0.0,0.0,3.0,140.0,15.0,7.6736,28.0,30.0,6.7772,41.0,55.0,275.0,35.0,37.0,30.0,355.0,37.0,1872.0,19.0,5.0,67.0,47.0,6.0,33.0,7.0,2771.0,7.0,2.0,34.0,88.0,4.0,60.0,75.0,1438.0,16.0,72.0,,3.0,42.3385,61.0,2.0,7.0,37.0,9.0,106.0,466.0,16.0,228.0,23.0,564.0,188.0,35.0,16.0,18.0,1053.0,33.0,84.0,9.0,181.0,13.0,1794.0,25.0,28.0,560.0,25.0,18.0,3.0,516.0,17.0,15.0,33.0,79.0,326.0,2392.0,10.0,3.0,19.0,11.0,497.0,9.0,1.0,5.4401,80.0,60.0,1.0,24.0,1.0,8.0,2.0,5.0,3.0,12.0,12.0,3.0,0.7775,12.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,
108823,Dele Alli,Midfielder,Spurs,6,England,2018-19,0.0,0.0,4.0,116.0,2.0,2.1944,7.0,19.0,5.9268,33.0,32.0,180.0,25.0,22.0,22.0,203.0,8.0,1028.0,3.0,3.0,3.0,40.0,5.0,2.0,12.0,1833.0,12.0,2.0,20.0,102.0,3.0,61.0,82.0,799.0,,100.0,1.0,1.0,20.6028,24.0,1.0,17.0,21.0,4.0,96.0,370.0,20.0,218.0,28.0,247.0,124.0,25.0,14.0,25.0,543.0,18.0,8.0,4.0,178.0,20.0,995.0,13.0,21.0,333.0,19.0,29.0,5.0,171.0,23.0,19.0,,26.0,240.0,1408.0,9.0,12.0,3.0,3.0,284.0,19.0,,4.7647,23.0,28.0,,18.0,,5.0,3.0,1.0,,,,,,3.0,2.0,2.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,
204820,George Marsh,Midfielder,Spurs,6,England,2018-19,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168566,Georges-Kévin N'Koudou,Midfielder,Spurs,6,Cameroon,2018-19,0.0,0.0,0.0,,1.0,0.3676,,,,,,1.0,1.0,,,1.0,1.0,3.0,,1.0,,,,1.0,,4.0,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,,,1.0,1.0,,,3.0,,1.0,,1.0,,3.0,,,2.0,,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
157668,Harry Winks,Midfielder,Spurs,6,England,2018-19,0.0,0.0,4.0,83.0,1.0,0.5445,1.0,2.0,0.8745,22.0,8.0,87.0,26.0,5.0,17.0,114.0,6.0,1388.0,1.0,9.0,2.0,27.0,6.0,1.0,,1592.0,,,14.0,67.0,1.0,31.0,54.0,1217.0,,9.0,,2.0,23.1815,7.0,2.0,19.0,17.0,,69.0,496.0,15.0,150.0,16.0,302.0,137.0,26.0,9.0,6.0,704.0,16.0,7.0,,123.0,13.0,1355.0,6.0,3.0,167.0,13.0,17.0,3.0,415.0,16.0,21.0,1.0,57.0,175.0,1594.0,2.0,3.0,1.0,5.0,571.0,9.0,,1.0439,27.0,33.0,1.0,1.0,,1.0,2.0,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
168764,Luke Amos,Midfielder,Spurs,6,England,2018-19,0.0,0.0,0.0,1.0,,0.0001,,,,1.0,,2.0,1.0,,,2.0,,3.0,,1.0,,2.0,,,,2.0,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,3.0,,3.0,,1.0,1.0,,1.0,,,,1.0,1.0,3.0,,,2.0,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45268,Moussa Sissoko,Midfielder,Spurs,6,France,2018-19,0.0,0.0,2.0,113.0,4.0,1.7908,5.0,3.0,0.4535,36.0,10.0,157.0,29.0,22.0,27.0,179.0,23.0,1348.0,3.0,2.0,,45.0,7.0,4.0,3.0,2337.0,3.0,,21.0,114.0,4.0,55.0,90.0,1128.0,,41.0,,3.0,33.2219,22.0,2.0,21.0,28.0,2.0,92.0,266.0,19.0,227.0,27.0,311.0,208.0,29.0,11.0,26.0,639.0,24.0,23.0,2.0,182.0,24.0,1338.0,7.0,10.0,311.0,25.0,36.0,4.0,495.0,24.0,16.0,,41.0,276.0,1739.0,24.0,8.0,3.0,7.0,534.0,15.0,,0.9243,22.0,48.0,1.0,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
209042,Oliver Skipp,Midfielder,Spurs,6,England,2018-19,0.0,0.0,0.0,12.0,,0.0522,1.0,,,7.0,1.0,18.0,8.0,3.0,2.0,23.0,,143.0,1.0,6.0,,14.0,,,,216.0,,,4.0,22.0,,6.0,12.0,116.0,,1.0,,,3.2543,1.0,,6.0,1.0,,8.0,49.0,3.0,34.0,1.0,39.0,13.0,8.0,4.0,,52.0,1.0,,,20.0,10.0,140.0,1.0,,30.0,3.0,2.0,1.0,19.0,4.0,1.0,,4.0,36.0,180.0,2.0,2.0,1.0,3.0,68.0,3.0,,0.0775,5.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54756,Victor Wanyama,Midfielder,Spurs,6,Kenya,2018-19,0.0,0.0,2.0,37.0,1.0,0.1258,2.0,2.0,0.8413,13.0,5.0,54.0,13.0,2.0,4.0,62.0,2.0,326.0,2.0,9.0,,28.0,2.0,1.0,1.0,513.0,1.0,,14.0,39.0,,15.0,25.0,263.0,,7.0,,,7.3288,2.0,,9.0,4.0,,23.0,102.0,6.0,76.0,6.0,81.0,39.0,13.0,,3.0,160.0,4.0,2.0,,48.0,14.0,322.0,3.0,,79.0,13.0,6.0,3.0,108.0,10.0,7.0,,1.0,35.0,414.0,,2.0,2.0,7.0,105.0,9.0,,0.9823,8.0,24.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62974,Érik Lamela,Midfielder,Spurs,6,Argentina,2018-19,0.0,0.0,2.0,80.0,2.0,1.8949,9.0,11.0,3.5547,17.0,20.0,68.0,19.0,17.0,9.0,71.0,4.0,422.0,5.0,10.0,20.0,19.0,,10.0,6.0,972.0,6.0,4.0,15.0,58.0,,32.0,54.0,343.0,7.0,60.0,,2.0,16.4382,21.0,,1.0,12.0,4.0,65.0,71.0,18.0,138.0,14.0,75.0,59.0,19.0,4.0,14.0,267.0,12.0,18.0,4.0,119.0,4.0,416.0,9.0,3.0,157.0,13.0,20.0,,160.0,23.0,7.0,11.0,8.0,116.0,650.0,1.0,7.0,5.0,,94.0,16.0,1.0,3.3289,3.0,13.0,,6.0,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0553,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
