playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesConceded,leftFootGoals,blocks,clearancesOffTheLine,lastPlayerTackle,punches,catches,savesMade,drops,savesMadeFromOutsideBox,crossesNotClaimed,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,headedGoals,otherGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,goalkeeperSmother,penaltiesTaken,penaltyGoals,ownGoalScored
17349,Aaron Lennon,Midfielder,Spurs,6,England,2010-11,139.0,34.0,0.0,9.0,7.0,8.0,18.0,17.0,6.0,123.0,34.0,2.0,44.0,2.0,25.0,130.0,77.0,834.0,3.0,2.0,1.0,9.0,9.0,17.0,6.0,34.0,2365.0,2.0,13.0,112.0,7.0,108.0,685.0,1.0,107.0,1.0,2.0,64.0,1.0,13.0,26.0,126.0,137.0,35.0,4.0,251.0,2.0,142.0,105.0,34.0,3.0,6.0,60.0,528.0,19.0,82.0,103.0,234.0,4.0,0.0,824.0,10.0,30.0,351.0,12.0,55.0,1.0,299.0,14.0,23.0,5.0,19.0,256.0,1301.0,15.0,9.0,1.0,9.0,210.0,3.0,1.0,7.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15440,David Bentley,Midfielder,Spurs,6,England,2010-11,69.0,16.0,0.0,11.0,6.0,6.0,17.0,21.0,3.0,53.0,15.0,1.0,18.0,,10.0,74.0,61.0,364.0,,1.0,,5.0,32.0,15.0,2.0,27.0,920.0,,9.0,66.0,5.0,60.0,268.0,10.0,17.0,1.0,,20.0,1.0,6.0,21.0,60.0,71.0,23.0,0.0,135.0,,115.0,45.0,15.0,,2.0,31.0,225.0,16.0,82.0,49.0,120.0,6.0,0.0,348.0,15.0,15.0,236.0,15.0,20.0,5.0,88.0,9.0,11.0,15.0,22.0,90.0,696.0,19.0,2.0,,10.0,92.0,1.0,1.0,21.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
49944,Jake Livermore,Midfielder,Spurs,6,England,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10451,Jermaine Jenas,Midfielder,Spurs,6,England,2010-11,60.0,2.0,0.0,5.0,4.0,2.0,26.0,17.0,8.0,89.0,19.0,1.0,29.0,,14.0,108.0,6.0,877.0,,1.0,,5.0,,16.0,2.0,2.0,1320.0,,6.0,65.0,2.0,55.0,684.0,,15.0,,1.0,19.0,2.0,23.0,19.0,54.0,246.0,16.0,0.0,125.0,,241.0,94.0,19.0,,10.0,8.0,413.0,17.0,6.0,28.0,109.0,10.0,0.0,861.0,13.0,3.0,162.0,16.0,13.0,2.0,271.0,13.0,41.0,,85.0,119.0,1114.0,6.0,2.0,1.0,10.0,358.0,,2.0,19.0,20.0,,,12.0,,1.0,,,,,,,,,,,,,,,,,,,,,
48897,John Bostock,Midfielder,Spurs,6,Trinidad & Tobago,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37055,Luka Modric,Midfielder,Spurs,6,Croatia,2010-11,166.0,4.0,0.0,17.0,16.0,4.0,61.0,37.0,20.0,224.0,32.0,2.0,59.0,,32.0,270.0,27.0,2001.0,3.0,3.0,2.0,,47.0,35.0,6.0,14.0,2800.0,1.0,17.0,194.0,9.0,176.0,1553.0,11.0,65.0,,4.0,64.0,3.0,18.0,39.0,149.0,671.0,46.0,0.0,360.0,1.0,550.0,230.0,32.0,2.0,22.0,40.0,1100.0,30.0,52.0,106.0,325.0,18.0,0.0,1948.0,21.0,20.0,482.0,39.0,69.0,,532.0,16.0,80.0,22.0,178.0,248.0,2604.0,6.0,5.0,2.0,10.0,645.0,5.0,3.0,46.0,44.0,,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,
28097,Niko Kranjcar,Midfielder,Spurs,6,Croatia,2010-11,27.0,1.0,0.0,3.0,4.0,1.0,9.0,10.0,7.0,30.0,13.0,,22.0,,2.0,37.0,10.0,216.0,2.0,,1.0,11.0,13.0,9.0,,4.0,368.0,1.0,3.0,26.0,1.0,20.0,164.0,2.0,10.0,,1.0,5.0,1.0,4.0,9.0,24.0,81.0,5.0,4.0,53.0,1.0,54.0,17.0,13.0,1.0,5.0,2.0,121.0,8.0,22.0,15.0,44.0,6.0,0.0,212.0,6.0,7.0,85.0,4.0,6.0,2.0,44.0,5.0,6.0,9.0,15.0,37.0,323.0,5.0,1.0,,3.0,62.0,1.0,1.0,7.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
4611,Rafael van der Vaart,Midfielder,Spurs,6,Netherlands,2010-11,154.0,8.0,0.0,33.0,41.0,3.0,60.0,80.0,25.0,142.0,28.0,8.0,88.0,,28.0,195.0,29.0,1235.0,13.0,4.0,5.0,,105.0,29.0,2.0,37.0,2238.0,7.0,24.0,130.0,6.0,125.0,933.0,23.0,97.0,,1.0,59.0,,4.0,24.0,130.0,289.0,45.0,6.0,284.0,8.0,291.0,113.0,28.0,3.0,20.0,16.0,704.0,18.0,119.0,76.0,255.0,5.0,0.0,1176.0,39.0,29.0,454.0,40.0,20.0,20.0,430.0,36.0,23.0,62.0,107.0,225.0,1852.0,12.0,15.0,2.0,4.0,373.0,2.0,4.0,53.0,22.0,,8.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,5.0,4.0,
52876,Sandro,Midfielder,Spurs,6,Brazil,2010-11,81.0,5.0,0.0,8.0,3.0,,70.0,13.0,2.0,85.0,19.0,,15.0,,11.0,107.0,11.0,593.0,1.0,,1.0,8.0,,30.0,3.0,5.0,1075.0,,16.0,102.0,4.0,88.0,447.0,,18.0,,2.0,11.0,1.0,32.0,14.0,65.0,168.0,12.0,0.0,183.0,0.0,176.0,90.0,19.0,1.0,17.0,9.0,245.0,10.0,11.0,28.0,153.0,14.0,0.0,590.0,10.0,6.0,162.0,53.0,6.0,,175.0,27.0,41.0,,39.0,74.0,857.0,,2.0,,17.0,246.0,1.0,4.0,22.0,29.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
7525,Steven Pienaar,Midfielder,Spurs,6,South Africa,2010-11,168.0,11.0,0.0,21.0,14.0,1.0,45.0,33.0,25.0,175.0,26.0,1.0,39.0,1.0,23.0,196.0,40.0,1074.0,1.0,1.0,0.0,3.0,5.0,33.0,2.0,14.0,2068.0,1.0,25.0,163.0,5.0,155.0,836.0,3.0,60.0,3.0,3.0,36.0,,21.0,32.0,143.0,337.0,66.0,0.0,331.0,1.0,332.0,159.0,26.0,1.0,10.0,18.0,656.0,27.0,43.0,84.0,298.0,8.0,0.0,1070.0,19.0,15.0,375.0,35.0,44.0,,200.0,39.0,43.0,1.0,42.0,205.0,1593.0,8.0,10.0,1.0,10.0,236.0,4.0,3.0,21.0,24.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
15109,Tom Huddlestone,Midfielder,Spurs,6,England,2010-11,52.0,5.0,0.0,14.0,4.0,1.0,22.0,16.0,6.0,91.0,14.0,2.0,33.0,,13.0,140.0,6.0,781.0,2.0,,1.0,1.0,,13.0,1.0,5.0,1165.0,1.0,7.0,39.0,3.0,33.0,515.0,,10.0,1.0,1.0,21.0,5.0,25.0,17.0,45.0,203.0,7.0,2.0,91.0,1.0,246.0,76.0,14.0,1.0,3.0,2.0,336.0,14.0,7.0,16.0,78.0,6.0,0.0,763.0,12.0,5.0,180.0,19.0,4.0,1.0,261.0,18.0,14.0,,126.0,71.0,954.0,1.0,2.0,1.0,24.0,310.0,2.0,3.0,49.0,22.0,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
34296,Wilson Palacios,Midfielder,Spurs,6,Honduras,2010-11,89.0,1.0,0.0,2.0,2.0,2.0,46.0,7.0,6.0,75.0,21.0,,35.0,,16.0,90.0,3.0,676.0,,,,5.0,,31.0,2.0,1.0,1222.0,,23.0,79.0,4.0,71.0,530.0,,5.0,,1.0,10.0,3.0,25.0,15.0,66.0,202.0,15.0,0.0,168.0,,166.0,72.0,21.0,,12.0,2.0,280.0,11.0,3.0,23.0,137.0,8.0,0.0,671.0,5.0,2.0,127.0,34.0,10.0,,227.0,25.0,13.0,,56.0,81.0,852.0,1.0,8.0,,6.0,307.0,1.0,5.0,15.0,29.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
