playerId,playerName,position,team_name,team_id,nationality,season,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,substituteOn,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,groundDuelsLost,putthroughBlockedDistributionWon,homeGoals,rightFootGoals,tacklesLost,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,leftFootGoals,offsides,cornersTakenInclShortCorners,successfulCornersIntoBox,handballsConceded,lastPlayerTackle,redCards2ndYellow,secondGoalAssists,shotsOnTargetOutsideBox,oboxTarget,unsuccessfulLayoffs,savesMadeCaught,goalkeeperSmother,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,clearancesOffTheLine,penaltiesConceded
547701,Archie Gray,Midfielder,Spurs,6,England,2025-26,1.1764,0.0,,,24.0,18.0,91.0,539.0,,25.0,2.0,,1479.0,29.0,8.0,20.0,427.0,,1.0,20.4105,1.0,44.0,28.0,123.0,,2.0,1.0,84.0,177.0,57.0,24.0,,229.0,20.0,59.0,9.0,0.0,,526.0,4.0,150.0,,,154.0,21.0,766.0,17.0,223.0,,5.0,31.0,29.0,55.0,4.0,3.0,5.0,1.0,2.2144,11.0,8.0,2.0,60.0,2.0,4.0,8.0,2.0,1.0,1.0,6.0,4.0,3.0,3.0,16.0,24.0,26.0,8.0,6.0,2.0,39.0,12.0,1.0,1.0,3.0,9.0,1.0,8.0,26.0,2.0,3.0,8.0,7.0,4.0,12.0,17.0,85.0,27.0,9.0,1.0,8.0,1.4754,,,,,,,,,,,,,,,,,,,,
499726,Callum Olusesi,Midfielder,Spurs,6,England,2025-26,0.0053,0.0,,,1.0,,,8.0,,,,,14.0,,,,7.0,,,0.5388,,,,,,,0.0,,2.0,2.0,1.0,,7.0,,,,0.0,,8.0,,,,,3.0,1.0,9.0,,1.0,,0.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
232787,Conor Gallagher,Midfielder,Spurs,6,England,2025-26,0.7174,0.0,,,16.0,14.0,80.0,524.0,,23.0,,,1190.0,66.0,4.0,57.0,424.0,,1.0,17.4141,5.0,6.0,23.0,121.0,,22.0,0.0,138.0,138.0,73.0,16.0,,248.0,19.0,115.0,9.0,0.0,,504.0,7.0,146.0,,,128.0,20.0,748.0,6.0,202.0,,2.0,12.0,25.0,72.0,6.0,2.0,4.0,1.0,1.1036,23.0,9.0,,68.0,1.0,13.0,17.0,1.0,1.0,1.0,2.0,6.0,3.0,3.0,14.0,37.0,35.0,,12.0,2.0,58.0,21.0,0.0,1.0,7.0,8.0,,17.0,21.0,2.0,5.0,16.0,13.0,4.0,26.0,18.0,137.0,8.0,9.0,1.0,12.0,1.0738,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
445044,Dejan Kulusevski,Midfielder,Spurs,6,Sweden,2025-26,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172780,James Maddison,Midfielder,Spurs,6,England,2025-26,0.0592,0.0,,,3.0,,2.0,37.0,,,,,34.0,2.0,,2.0,32.0,,,0.6049,,,,8.0,,1.0,0.0,6.0,13.0,4.0,3.0,,25.0,,6.0,,0.0,,36.0,3.0,13.0,,,10.0,3.0,54.0,1.0,11.0,,0.0,1.0,1.0,4.0,,1.0,,,,1.0,1.0,,1.0,,3.0,2.0,,,,3.0,1.0,,,,2.0,5.0,,,1.0,4.0,1.0,,,,1.0,,5.0,2.0,1.0,1.0,1.0,,,1.0,,6.0,,,,,0.2101,,,4.0,1.0,,,,,,,,,,0.0548,1.0,1.0,3.0,,,
154296,João Palhinha,Midfielder,Spurs,6,Portugal,2025-26,0.6624,0.0,,,33.0,23.0,188.0,1044.0,,62.0,3.0,,2197.0,193.0,10.0,157.0,815.0,,2.0,31.9492,2.0,58.0,37.0,305.0,,37.0,2.0,313.0,314.0,92.0,33.0,,377.0,27.0,251.0,36.0,0.0,,1017.0,9.0,270.0,,,269.0,41.0,1521.0,24.0,479.0,,8.0,59.0,66.0,120.0,,14.0,9.0,1.0,4.9804,110.0,19.0,1.0,129.0,2.0,20.0,4.0,5.0,3.0,8.0,10.0,,2.0,2.0,26.0,49.0,45.0,,6.0,6.0,94.0,31.0,2.0,4.0,44.0,13.0,,4.0,43.0,6.0,10.0,66.0,10.0,12.0,28.0,30.0,156.0,4.0,8.0,8.0,18.0,2.6989,1.0,,,,1.0,1.0,,,2.0,2.0,,,,,,,,2.0,,
570526,Lucas Bergvall,Midfielder,Spurs,6,Sweden,2025-26,0.4326,0.0,,,23.0,11.0,56.0,305.0,,19.0,,,966.0,49.0,5.0,44.0,239.0,,,16.446,3.0,13.0,18.0,83.0,,7.0,0.0,112.0,85.0,39.0,23.0,,146.0,13.0,93.0,5.0,0.0,,293.0,4.0,132.0,,,57.0,10.0,494.0,2.0,106.0,,2.0,8.0,12.0,63.0,3.0,1.0,5.0,,0.6696,22.0,11.0,3.0,48.0,3.0,14.0,17.0,1.0,1.0,,12.0,3.0,3.0,3.0,14.0,12.0,30.0,23.0,2.0,1.0,49.0,7.0,0.0,,8.0,9.0,1.0,17.0,16.0,1.0,6.0,14.0,15.0,2.0,24.0,2.0,80.0,9.0,11.0,,15.0,1.397,,3.0,,,,,,,1.0,1.0,,,,,,,,,,
611917,Lucá Williams-Barnett,Midfielder,Spurs,6,England,2025-26,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460842,Mohammed Kudus,Midfielder,Spurs,6,Ghana,2025-26,2.4015,0.0,,,19.0,19.0,64.0,444.0,,29.0,2.0,,1545.0,107.0,7.0,96.0,361.0,,1.0,22.7051,,6.0,20.0,45.0,,15.0,1.0,263.0,75.0,95.0,19.0,,294.0,13.0,234.0,11.0,0.0,,436.0,20.0,331.0,,,156.0,19.0,931.0,3.0,114.0,,3.0,8.0,17.0,156.0,18.0,10.0,9.0,4.0,2.6064,29.0,16.0,,56.0,5.0,15.0,56.0,2.0,1.0,3.0,,28.0,5.0,5.0,18.0,30.0,57.0,2.0,18.0,7.0,138.0,9.0,1.0,,10.0,50.0,,94.0,104.0,7.0,7.0,19.0,52.0,,23.0,3.0,168.0,7.0,11.0,3.0,13.0,1.9301,2.0,10.0,49.0,9.0,1.0,,,2.0,2.0,2.0,,,,0.1802,2.0,2.0,35.0,1.0,,
482442,Pape Matar Sarr,Midfielder,Spurs,6,Senegal,2025-26,1.1011,0.0,,,26.0,13.0,95.0,633.0,,65.0,3.0,,1391.0,86.0,2.0,59.0,518.0,,2.0,22.1641,2.0,47.0,23.0,195.0,,13.0,1.0,188.0,163.0,77.0,26.0,,297.0,21.0,123.0,27.0,0.0,,610.0,2.0,151.0,,,144.0,20.0,908.0,11.0,243.0,,3.0,15.0,31.0,102.0,2.0,7.0,6.0,,2.006,33.0,10.0,3.0,80.0,4.0,17.0,6.0,2.0,2.0,5.0,13.0,2.0,2.0,2.0,38.0,25.0,27.0,1.0,7.0,2.0,64.0,12.0,0.0,,12.0,9.0,2.0,6.0,27.0,2.0,4.0,21.0,13.0,10.0,29.0,18.0,131.0,4.0,2.0,5.0,18.0,1.7231,,3.0,,,,,,,2.0,2.0,,,,,,,,,,
