playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCornersIntoBox,successfulLaunches,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltiesConceded,secondGoalAssists,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,expectedAssists,expectedGoalsOnTarget,oboxBlocked,shotsOnTargetOutsideBox,expectedGoalsOnTargetConceded,shotsBlockedInBox,oboxTarget,lastPlayerTackle,iboxBlocked,shotsBlockedOutsideBox,expectedGoals,headedGoals,setPiecesGoals,ownGoalScored,drops,crossesNotClaimed
17349,Aaron Lennon,Midfielder,Spurs,6,England,2012-13,127.0,14.0,0.0,13.0,8.0,8.0,41.0,16.0,10.0,133.0,34.0,7.0,43.0,33.0,136.0,62.0,879.0,4.0,6.0,1.0,1.0,2.0,16.0,4.0,14.0,2838.0,2.0,10.0,132.0,1.0,126.0,727.0,123.0,1.0,2.0,60.0,15.0,32.0,117.0,105.0,42.0,4.0,259.0,3.0,200.0,113.0,34.0,3.0,12.0,1.0,52.0,563.0,31.0,62.0,89.0,243.0,6.0,0.0,873.0,8.0,39.0,330.0,29.0,43.0,4.0,281.0,14.0,28.0,1.0,16.0,293.0,1347.0,23.0,15.0,1.0,2.0,194.0,1.0,1.0,3.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60252,Andros Townsend,Midfielder,Spurs,6,England,2012-13,85.0,8.0,0.0,14.0,7.0,6.0,37.0,23.0,2.0,59.0,17.0,1.0,8.0,12.0,70.0,37.0,338.0,2.0,,1.0,5.0,7.0,5.0,1.0,9.0,1047.0,,5.0,111.0,5.0,111.0,263.0,16.0,1.0,2.0,19.0,7.0,21.0,80.0,44.0,23.0,0.0,196.0,1.0,111.0,75.0,17.0,,4.0,2.0,28.0,196.0,16.0,44.0,61.0,191.0,,0.0,334.0,16.0,7.0,211.0,33.0,51.0,1.0,127.0,7.0,16.0,,5.0,56.0,687.0,7.0,2.0,,11.0,81.0,,2.0,11.0,23.0,1.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55422,Gylfi Sigurdsson,Midfielder,Spurs,6,Iceland,2012-13,106.0,5.0,0.0,19.0,17.0,5.0,27.0,34.0,10.0,74.0,33.0,4.0,18.0,12.0,84.0,27.0,432.0,3.0,1.0,2.0,21.0,46.0,31.0,,15.0,1219.0,1.0,25.0,55.0,1.0,49.0,338.0,46.0,,1.0,21.0,13.0,22.0,81.0,141.0,15.0,0.0,161.0,1.0,104.0,64.0,33.0,3.0,7.0,,21.0,233.0,21.0,69.0,48.0,130.0,6.0,0.0,429.0,17.0,15.0,233.0,20.0,7.0,,74.0,16.0,35.0,,10.0,113.0,782.0,4.0,8.0,2.0,4.0,130.0,1.0,0.0,10.0,19.0,9.0,,3.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49944,Jake Livermore,Midfielder,Spurs,6,England,2012-13,35.0,1.0,0.0,2.0,,,14.0,,,32.0,11.0,,5.0,4.0,39.0,1.0,280.0,,,,7.0,,13.0,,1.0,415.0,,9.0,21.0,,17.0,214.0,3.0,,2.0,5.0,9.0,10.0,26.0,102.0,2.0,0.0,56.0,,79.0,29.0,11.0,,5.0,,2.0,130.0,10.0,1.0,8.0,43.0,4.0,0.0,280.0,,,55.0,9.0,1.0,,73.0,13.0,10.0,,27.0,26.0,342.0,,1.0,,7.0,112.0,,3.0,7.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49318,Lewis Holtby,Midfielder,Spurs,6,Germany,2012-13,41.0,,0.0,3.0,2.0,,14.0,7.0,6.0,52.0,11.0,2.0,41.0,4.0,55.0,9.0,351.0,,,,7.0,11.0,9.0,,1.0,508.0,3.0,6.0,22.0,1.0,19.0,271.0,13.0,,1.0,11.0,2.0,7.0,35.0,99.0,3.0,0.0,63.0,,73.0,15.0,11.0,,3.0,,1.0,193.0,6.0,19.0,13.0,54.0,3.0,0.0,348.0,5.0,7.0,95.0,11.0,2.0,,92.0,15.0,12.0,,25.0,87.0,449.0,4.0,3.0,,2.0,104.0,1.0,2.0,3.0,12.0,1.0,2.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39104,Mousa Dembélé,Midfielder,Spurs,6,Belgium,2012-13,164.0,1.0,0.0,5.0,8.0,5.0,90.0,20.0,4.0,128.0,32.0,3.0,35.0,28.0,138.0,6.0,1588.0,1.0,,0.0,4.0,,57.0,4.0,1.0,2389.0,2.0,29.0,223.0,,195.0,1348.0,22.0,,2.0,55.0,20.0,27.0,135.0,477.0,38.0,0.0,387.0,1.0,354.0,161.0,32.0,,14.0,1.0,27.0,889.0,27.0,6.0,69.0,330.0,28.0,0.0,1571.0,12.0,6.0,248.0,76.0,67.0,1.0,483.0,53.0,43.0,,102.0,274.0,2018.0,10.0,15.0,1.0,2.0,562.0,2.0,4.0,10.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58791,Ryan Mason,Midfielder,Spurs,6,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52876,Sandro,Midfielder,Spurs,6,Brazil,2012-13,111.0,4.0,0.0,9.0,6.0,,72.0,16.0,3.0,116.0,22.0,2.0,17.0,22.0,133.0,12.0,931.0,1.0,,1.0,,,53.0,5.0,4.0,1779.0,1.0,34.0,136.0,1.0,117.0,743.0,11.0,,1.0,21.0,78.0,24.0,77.0,311.0,29.0,2.0,247.0,0.0,284.0,134.0,22.0,1.0,25.0,,10.0,442.0,23.0,12.0,35.0,194.0,19.0,0.0,925.0,10.0,6.0,196.0,47.0,16.0,9.0,241.0,34.0,80.0,,55.0,95.0,1329.0,,6.0,,12.0,360.0,2.0,4.0,17.0,34.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,Scott Parker,Midfielder,Spurs,6,England,2012-13,87.0,2.0,0.0,4.0,2.0,3.0,52.0,11.0,11.0,127.0,21.0,1.0,26.0,15.0,149.0,9.0,932.0,,,,6.0,,27.0,1.0,2.0,1363.0,,17.0,101.0,1.0,91.0,750.0,15.0,,2.0,17.0,23.0,19.0,70.0,248.0,30.0,0.0,188.0,,318.0,120.0,21.0,,12.0,,13.0,454.0,18.0,9.0,37.0,161.0,10.0,0.0,922.0,9.0,5.0,216.0,40.0,9.0,5.0,259.0,21.0,46.0,,33.0,107.0,1210.0,6.0,7.0,,10.0,331.0,2.0,1.0,22.0,34.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48759,Simon Dawkins,Midfielder,Spurs,6,Jamaica,2012-13,10.0,,0.0,2.0,,1.0,1.0,,,4.0,4.0,,,,4.0,2.0,35.0,,,,4.0,,,,,71.0,,,8.0,,8.0,29.0,5.0,,,,,2.0,10.0,15.0,5.0,0.0,18.0,,7.0,7.0,4.0,,,,1.0,21.0,2.0,2.0,6.0,18.0,,0.0,35.0,,,16.0,1.0,2.0,,8.0,1.0,1.0,,2.0,5.0,59.0,,,,,10.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
