playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,goalKicks,cleanSheets,penaltiesFaced,punches,groundDuelsLost,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeFromInsideBox,throwInsToOppositionPlayer,timesTackled,successfulDribbles,totalFoulsConceded,overruns,throughBalls,successfulLayoffs,putthroughBlockedDistributionWon,unsuccessfulDribbles,shotsOffTargetIncWoodwork,foulAttemptedTackle,shotsBlockedInBox,blockedShots,offsides,iboxBlocked,unsuccessfulLayoffs,expectedGoalsFreekick,oboxBlocked,freekickTotal,attemptsFromSetPieces,shotsBlockedOutsideBox,penaltiesConceded,shotsOnTargetOutsideBox,oboxTarget,clearancesOffTheLine
547701,Archie Gray,Midfielder,Spurs,6,England,2026-27,3.0,,0.0162,0.0,,,1.0,,10.0,2.0,2.0,12.0,2.0,59.0,,,1.0,,,154.0,,2.0,7.0,,6.0,47.0,,,3.0203,,,3.0,4.0,2.0,4.0,0.0,10.0,24.0,5.0,2.0,,,27.0,4.0,2.0,9.0,1.0,0.0,55.0,1.0,18.0,1.0,,18.0,2.0,,,15.0,80.0,4.0,2.0,2.0,20.0,,0.0,2.0,7.0,,,,,,,3.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
232787,Conor Gallagher,Midfielder,Spurs,6,England,2026-27,7.0,,0.1178,0.0,,,5.0,1.0,5.0,2.0,2.0,5.0,2.0,51.0,,,5.0,,,128.0,,4.0,12.0,3.0,11.0,44.0,,1.0,1.5109,,,,2.0,14.0,6.0,0.0,19.0,11.0,8.0,2.0,2.0,,24.0,2.0,2.0,14.0,1.0,0.0,46.0,2.0,11.0,3.0,,10.0,1.0,,2.0,16.0,74.0,,2.0,,22.0,0.017,1.0,,2.0,,,,,,,3.0,,,,,,,2.0,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
172780,James Maddison,Midfielder,Spurs,6,England,2026-27,6.0,1.0,0.0142,0.0,,,,,1.0,1.0,,1.0,,16.0,1.0,,1.0,1.0,,22.0,,1.0,2.0,,2.0,15.0,,4.0,0.4753,,,1.0,,4.0,2.0,0.0,8.0,5.0,1.0,1.0,,,13.0,,,7.0,,0.0,16.0,,8.0,,,4.0,,,,3.0,29.0,,,,3.0,,0.0,,1.0,,,,,,,5.0,,,,,,,5.0,,,,,2.0,,4.0,,,,,,,,,,,,,,,,
611917,Luca Williams-Barnett,Midfielder,Spurs,6,England,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570526,Lucas Bergvall,Midfielder,Spurs,6,Sweden,2026-27,2.0,,0.0122,0.0,,,1.0,,2.0,1.0,1.0,2.0,1.0,20.0,,,,,,45.0,,,2.0,1.0,2.0,18.0,,1.0,1.496,,,,2.0,8.0,,0.0,4.0,3.0,7.0,1.0,1.0,,10.0,2.0,1.0,4.0,,0.0,20.0,,5.0,,,3.0,,,,6.0,27.0,,1.0,,8.0,,0.0,,,,,,,,,2.0,,,,,,,2.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,
551226,Mateus Fernandes,Midfielder,Spurs,6,Portugal,2026-27,7.0,1.0,0.2307,0.0,,,4.0,1.0,3.0,3.0,1.0,4.0,3.0,95.0,2.0,4.0,2.0,2.0,,142.0,,1.0,6.0,3.0,5.0,84.0,1.0,1.0,2.3106,5.0,,,3.0,27.0,,0.0,13.0,16.0,6.0,3.0,2.0,,64.0,3.0,5.0,11.0,1.0,0.0,86.0,2.0,11.0,2.0,,30.0,,2.0,7.0,22.0,116.0,2.0,,1.0,29.0,0.0085,1.0,1.0,3.0,,,,,,,6.0,,,,,,,1.0,1.0,5.0,,,7.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
460842,Mohammed Kudus,Midfielder,Spurs,6,Ghana,2026-27,4.0,1.0,0.1697,0.0,,,,,2.0,2.0,,2.0,7.0,22.0,2.0,2.0,,1.0,,51.0,,,6.0,1.0,6.0,19.0,,5.0,0.4423,1.0,,,1.0,1.0,3.0,0.0,10.0,3.0,5.0,2.0,,,14.0,1.0,8.0,10.0,,0.0,21.0,1.0,18.0,,,5.0,,1.0,1.0,13.0,45.0,,,,7.0,0.0382,0.0,,,,,,,,,4.0,,,,,,,3.0,3.0,1.0,2.0,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,
465920,Mykhailo Mudryk,Midfielder,Spurs,6,Ukraine,2026-27,1.0,,0.0001,0.0,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,16.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,0.0,2.0,2.0,,1.0,,,1.0,,1.0,2.0,,0.0,2.0,,2.0,,,,,,,,4.0,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
202993,Rodrigo Bentancur,Midfielder,Spurs,6,Uruguay,2026-27,24.0,1.0,0.0427,0.0,,,6.0,1.0,11.0,3.0,2.0,13.0,,124.0,1.0,,17.0,1.0,,225.0,,10.0,14.0,4.0,7.0,108.0,,1.0,2.3255,1.0,,10.0,3.0,39.0,,0.0,38.0,28.0,13.0,3.0,1.0,,49.0,3.0,,21.0,7.0,0.0,122.0,,18.0,5.0,1.0,34.0,3.0,,3.0,23.0,155.0,1.0,,1.0,63.0,0.016,0.0,2.0,5.0,,,,1.0,,,14.0,,,,,,,3.0,1.0,8.0,,,4.0,1.0,1.0,1.0,5.0,,,,,,,,,,,1.0,,,
432422,Sandro Tonali,Midfielder,Spurs,6,Italy,2026-27,8.0,,0.0881,0.0,1.0,0.1677,5.0,3.0,17.0,3.0,3.0,20.0,2.0,140.0,,,1.0,,,255.0,,,11.0,4.0,10.0,117.0,,1.0,3.8215,2.0,,1.0,5.0,40.0,4.0,0.0,19.0,37.0,10.0,3.0,4.0,,68.0,5.0,3.0,18.0,1.0,0.0,134.0,,30.0,1.0,2.0,31.0,2.0,,3.0,32.0,178.0,,1.0,,52.0,0.0916,0.0,3.0,2.0,,,,1.0,,,8.0,,,,,,,5.0,1.0,1.0,,3.0,2.0,4.0,1.0,2.0,,,,2.0,,,,,,,,,1.0,1.0,1.0
