playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,goalAssists,successfulLaunches,headedGoals,clearancesOffTheLine,successfulCornersIntoBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,cornersTakenInclShortCorners,handballsConceded,savesMade,drops,savesMadeFromOutsideBox,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeFromInsideBox,throwInsToOppositionPlayer,catches,penaltiesFaced,penaltiesConceded,punches,ownGoalScored,goalkeeperSmother,crossesNotClaimed,savesMadeParried,foulWonPenalty,redCards2ndYellow,penaltiesTaken,penaltyGoals,setPiecesGoals
184754,Hwang Hee-Chan,Forward,Wolves,39,South Korea,2021-22,138.0,2.0,1.3025,58.0,0.0,9.0,12.0,4.7475,27.0,18.0,7.0,105.0,30.0,20.0,25.0,20.0,119.0,5.0,626.0,5.0,3.0,3.0,3.0,10.0,29.0,,3.0,2.0,4.0,1819.0,4.0,2.0,21.0,109.0,3.0,23.0,101.0,487.0,81.0,5.0,29.3534,15.0,7.0,22.0,6.0,117.0,203.0,42.0,1.0,247.0,10.0,2.0,114.0,92.0,30.0,3.0,14.0,2.0,36.0,303.0,19.0,5.0,60.0,6.0,218.0,8.0,0.0,619.0,6.0,10.0,236.0,13.0,33.0,,115.0,29.0,13.0,20.0,194.0,951.0,4.0,16.0,,3.0,5.0,206.0,14.0,4.4161,2.0,14.0,32.0,,1.0,,,,,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
518504,James Storer,Goalkeeper,Wolves,39,Ireland,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19236,John Ruddy,Goalkeeper,Wolves,39,England,2021-22,,,0.0003,,0.0,,,,,,,1.0,2.0,,,1.0,11.0,,29.0,,,0.0,,1.0,1.0,,,,,135.0,,,,1.0,,,,16.0,,,2.9199,,3.0,3.0,,,10.0,,0.0,1.0,,0.0,14.0,6.0,2.0,,,,,1.0,3.0,,,,,1.0,0.0,11.0,,,11.0,,,,5.0,,,2.0,,41.0,,,,,5.0,17.0,,,0.0,10.0,3.0,,,1.0,,,,,,,,,,,4.0,1.0,1.0,14.0,1.0,4.0,3.0,,,,,,,,,,,,,,
114128,Jonny,Defender,Wolves,39,Spain,2021-22,57.0,6.0,0.6947,28.0,0.0,2.0,5.0,0.5685,25.0,8.0,1.0,76.0,13.0,1.0,16.0,10.0,86.0,8.0,507.0,2.0,,0.0,,3.0,19.0,1.0,1.0,6.0,2.0,1022.0,2.0,1.0,8.0,66.0,3.0,22.0,55.0,402.0,22.0,4.0,21.2341,11.0,8.0,22.0,2.0,49.0,57.0,16.0,0.0,123.0,11.0,2.0,144.0,49.0,13.0,1.0,10.0,,11.0,212.0,19.0,8.0,31.0,2.0,104.0,11.0,0.0,501.0,3.0,6.0,154.0,15.0,14.0,3.0,192.0,10.0,13.0,19.0,114.0,784.0,82.0,2.0,,,3.0,215.0,4.0,1.0132,1.0,10.0,33.0,,,3.0,,,,2.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,
149065,José Sá,Goalkeeper,Wolves,39,Portugal,2021-22,5.0,,0.0319,1.0,0.0,,,,2.0,,,5.0,37.0,,,37.0,329.0,,889.0,,,0.0,,,13.0,11.0,,,,3285.0,,,,30.0,6.0,,17.0,417.0,,9.0,48.0355,2.0,39.0,40.0,,5.0,186.0,12.0,0.0,35.0,,0.0,509.0,381.0,37.0,,1.0,,,86.0,34.0,,,,22.0,13.0,0.0,448.0,,,341.0,1.0,4.0,,194.0,3.0,2.0,143.0,,1347.0,,1.0,,,127.0,474.0,3.0,,3.0,324.0,78.0,,1.0,23.0,,,,,,,,,,,121.0,2.0,34.0,400.0,2.0,77.0,87.0,,41.0,10.0,3.0,20.0,1.0,3.0,2.0,32.0,,,,,
19624,João Moutinho,Midfielder,Wolves,39,Portugal,2021-22,159.0,4.0,2.3264,93.0,0.0,5.0,7.0,1.1748,74.0,15.0,5.0,181.0,35.0,26.0,53.0,34.0,255.0,22.0,1920.0,2.0,,2.0,3.0,1.0,38.0,10.0,5.0,28.0,,2975.0,,,23.0,120.0,6.0,75.0,105.0,1533.0,12.0,8.0,45.9314,38.0,32.0,40.0,2.0,136.0,639.0,15.0,1.0,279.0,40.0,0.0,478.0,254.0,35.0,5.0,35.0,,5.0,883.0,34.0,80.0,25.0,2.0,241.0,15.0,0.0,1825.0,8.0,7.0,399.0,39.0,16.0,8.0,488.0,36.0,34.0,132.0,315.0,2396.0,7.0,6.0,,3.0,35.0,810.0,32.0,1.2518,4.0,74.0,104.0,,1.0,6.0,,,18.0,2.0,4.0,4.0,42.0,0.3216,77.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,
441271,Ki-Jana Hoever,Defender,Wolves,39,Netherlands,2021-22,19.0,1.0,0.1129,16.0,0.0,,,,10.0,1.0,,32.0,8.0,,5.0,4.0,36.0,7.0,118.0,,1.0,0.0,,4.0,6.0,1.0,,1.0,,307.0,,,3.0,21.0,,12.0,18.0,81.0,3.0,1.0,6.3329,1.0,7.0,5.0,,16.0,2.0,4.0,0.0,40.0,6.0,0.0,39.0,13.0,8.0,,4.0,,3.0,44.0,5.0,7.0,7.0,,34.0,3.0,0.0,116.0,1.0,3.0,60.0,6.0,4.0,,48.0,5.0,6.0,1.0,29.0,211.0,27.0,1.0,,,3.0,39.0,3.0,0.0404,1.0,4.0,16.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
151589,Leander Dendoncker,Midfielder,Wolves,39,Belgium,2021-22,88.0,,0.361,54.0,0.0,3.0,10.0,2.1746,42.0,20.0,,90.0,30.0,21.0,31.0,21.0,106.0,5.0,812.0,2.0,,1.0,1.0,9.0,63.0,4.0,1.0,,7.0,1946.0,7.0,1.0,33.0,83.0,5.0,38.0,53.0,688.0,32.0,5.0,31.7393,9.0,34.0,29.0,2.0,55.0,202.0,6.0,0.0,171.0,27.0,1.0,154.0,107.0,30.0,1.0,25.0,1.0,5.0,300.0,24.0,5.0,14.0,2.0,108.0,30.0,0.0,800.0,10.0,6.0,152.0,17.0,5.0,10.0,250.0,13.0,9.0,18.0,206.0,1059.0,3.0,4.0,,1.0,8.0,406.0,8.0,2.2488,4.0,16.0,45.0,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
242510,Louie Moulden,Goalkeeper,Wolves,39,England,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245923,Luke Cundle,Midfielder,Wolves,39,England,2021-22,7.0,,0.2402,6.0,0.0,,,,4.0,,2.0,7.0,4.0,,,2.0,7.0,,103.0,,,0.0,,2.0,2.0,,,,,180.0,,,2.0,5.0,,,5.0,90.0,1.0,1.0,1.8813,2.0,1.0,1.0,,5.0,26.0,1.0,0.0,12.0,,0.0,22.0,12.0,4.0,,1.0,,1.0,39.0,1.0,2.0,2.0,,10.0,,0.0,103.0,,,13.0,3.0,,,34.0,3.0,1.0,6.0,21.0,120.0,,1.0,,,,57.0,1.0,,0.0,,2.0,,,1.0,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
111291,Marçal,Defender,Wolves,39,Brazil,2021-22,75.0,10.0,0.7105,45.0,0.0,4.0,1.0,0.0133,42.0,7.0,,118.0,18.0,,20.0,17.0,154.0,47.0,690.0,,1.0,0.0,2.0,1.0,44.0,6.0,,10.0,1.0,1453.0,1.0,,18.0,84.0,2.0,43.0,58.0,516.0,25.0,5.0,19.3086,10.0,39.0,14.0,2.0,57.0,285.0,9.0,0.0,159.0,21.0,0.0,222.0,94.0,18.0,,20.0,,7.0,285.0,12.0,50.0,13.0,2.0,115.0,26.0,0.0,686.0,6.0,5.0,258.0,22.0,7.0,4.0,22.0,29.0,28.0,20.0,161.0,1127.0,123.0,5.0,1.0,2.0,16.0,261.0,19.0,0.3814,3.0,36.0,54.0,,,6.0,,,,,,,2.0,,3.0,1.0,,,,,,,,7.0,,,1.0,,,,,,,,,,
214048,Maximilian Kilman,Defender,Wolves,39,England,2021-22,76.0,,0.3647,50.0,0.0,3.0,4.0,0.11,50.0,10.0,,124.0,30.0,,28.0,30.0,217.0,2.0,1523.0,1.0,,0.0,,,105.0,10.0,,,3.0,2688.0,3.0,,39.0,144.0,3.0,30.0,78.0,1223.0,23.0,7.0,35.5773,3.0,106.0,25.0,3.0,37.0,138.0,11.0,0.0,220.0,15.0,1.0,658.0,155.0,30.0,,24.0,,3.0,448.0,22.0,2.0,8.0,3.0,115.0,66.0,0.0,1505.0,6.0,3.0,251.0,26.0,17.0,21.0,629.0,17.0,45.0,83.0,98.0,1902.0,7.0,2.0,2.0,,42.0,858.0,8.0,1.1476,3.0,93.0,103.0,,,7.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,
222531,Morgan Gibbs-White,Midfielder,Wolves,39,England,2021-22,4.0,,0.0036,2.0,0.0,1.0,,,,1.0,,2.0,2.0,,1.0,,2.0,,9.0,,,0.0,,2.0,2.0,,,,,7.0,,,2.0,,,2.0,,7.0,3.0,,,,,,1.0,2.0,2.0,,0.0,4.0,1.0,0.0,3.0,2.0,2.0,,,,,5.0,,1.0,,1.0,2.0,,0.0,9.0,1.0,1.0,3.0,,,,2.0,2.0,,,2.0,14.0,,,,,,2.0,,0.1404,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
200402,Nélson Semedo,Defender,Wolves,39,Portugal,2021-22,125.0,5.0,1.3806,57.0,0.0,5.0,4.0,1.1747,58.0,14.0,1.0,136.0,25.0,3.0,28.0,25.0,206.0,27.0,912.0,,4.0,0.0,1.0,,42.0,6.0,,5.0,4.0,2137.0,4.0,,27.0,136.0,3.0,60.0,121.0,687.0,54.0,5.0,26.1027,17.0,52.0,18.0,4.0,98.0,38.0,24.0,0.0,261.0,19.0,0.0,327.0,155.0,25.0,,19.0,,25.0,450.0,15.0,27.0,52.0,4.0,219.0,15.0,0.0,909.0,10.0,7.0,365.0,39.0,39.0,4.0,339.0,23.0,21.0,19.0,208.0,1581.0,205.0,6.0,,1.0,42.0,261.0,10.0,1.6123,1.0,70.0,81.0,,1.0,4.0,,,,,,,,,,1.0,,,,,,,,15.0,,,1.0,,,,,,,,,,
247632,Pedro Neto,Forward,Wolves,39,Portugal,2021-22,40.0,3.0,0.9086,17.0,0.0,7.0,4.0,1.569,4.0,10.0,1.0,25.0,13.0,3.0,8.0,5.0,30.0,15.0,199.0,1.0,1.0,1.0,4.0,8.0,9.0,,,11.0,3.0,465.0,3.0,,6.0,25.0,3.0,8.0,22.0,167.0,27.0,3.0,14.1264,12.0,1.0,14.0,3.0,34.0,50.0,6.0,0.0,65.0,,0.0,31.0,21.0,13.0,,,1.0,11.0,128.0,11.0,26.0,23.0,3.0,56.0,3.0,0.0,187.0,6.0,7.0,104.0,4.0,12.0,,41.0,2.0,6.0,2.0,77.0,343.0,1.0,5.0,1.0,4.0,1.0,52.0,,1.5123,3.0,5.0,8.0,,1.0,,,,7.0,,1.0,1.0,7.0,0.0752,17.0,,,,,,,,,,,,,,,,,,,,,,
448514,Rayan Aït-Nouri,Defender,Wolves,39,Algeria,2021-22,115.0,12.0,1.1205,50.0,0.0,2.0,4.0,0.637,64.0,11.0,1.0,107.0,23.0,2.0,25.0,20.0,176.0,48.0,754.0,1.0,3.0,0.0,1.0,3.0,30.0,5.0,1.0,24.0,2.0,1827.0,2.0,,13.0,143.0,4.0,41.0,126.0,550.0,43.0,3.0,28.6009,15.0,30.0,26.0,1.0,102.0,253.0,20.0,0.0,258.0,22.0,1.0,281.0,128.0,23.0,1.0,28.0,,39.0,301.0,22.0,72.0,66.0,1.0,228.0,17.0,0.0,751.0,7.0,14.0,378.0,36.0,42.0,2.0,30.0,14.0,22.0,28.0,190.0,1398.0,161.0,3.0,,1.0,46.0,301.0,7.0,0.5649,4.0,69.0,92.0,,2.0,7.0,1.0,,8.0,,,,19.0,,29.0,,,,,,,,,11.0,,,,,,,,,1.0,,,,
102057,Raúl Jiménez,Forward,Wolves,39,Mexico,2021-22,258.0,3.0,3.1856,107.0,2.0,14.0,16.0,5.3276,29.0,43.0,8.0,193.0,34.0,38.0,44.0,30.0,212.0,7.0,751.0,6.0,23.0,2.0,4.0,4.0,148.0,5.0,4.0,3.0,6.0,2637.0,6.0,8.0,85.0,176.0,4.0,57.0,113.0,514.0,133.0,4.0,33.5579,34.0,26.0,28.0,10.0,173.0,169.0,48.0,5.0,434.0,26.0,4.0,186.0,88.0,34.0,4.0,15.0,1.0,51.0,335.0,24.0,7.0,108.0,10.0,286.0,63.0,0.0,705.0,27.0,14.0,442.0,14.0,36.0,5.0,173.0,43.0,13.0,25.0,223.0,1290.0,7.0,8.0,1.0,4.0,6.0,207.0,20.0,6.5968,5.0,19.0,52.0,,4.0,1.0,,1.0,,5.0,1.0,1.0,,0.0193,,2.0,,,,,,,,2.0,,,,,,,,,,2.0,1.0,1.0,
107613,Romain Saïss,Midfielder,Wolves,39,Morocco,2021-22,100.0,,0.2594,85.0,0.0,,6.0,2.6019,40.0,18.0,1.0,194.0,31.0,1.0,50.0,31.0,355.0,9.0,1781.0,2.0,3.0,2.0,,,123.0,11.0,,,4.0,2708.0,4.0,,50.0,134.0,4.0,33.0,61.0,1318.0,33.0,7.0,38.1419,7.0,149.0,30.0,,50.0,594.0,15.0,1.0,234.0,20.0,0.0,937.0,157.0,31.0,,13.0,1.0,3.0,520.0,26.0,9.0,8.0,,111.0,73.0,0.0,1736.0,12.0,5.0,390.0,27.0,7.0,21.0,168.0,30.0,58.0,108.0,82.0,2207.0,11.0,4.0,2.0,,74.0,906.0,19.0,2.7361,6.0,161.0,159.0,,,17.0,,,,1.0,1.0,1.0,,0.0481,,2.0,,,,,,,,2.0,,,2.0,,,,,,,,,,
232351,Ryan Giles,Defender,Wolves,39,England,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171317,Rúben Neves,Midfielder,Wolves,39,Portugal,2021-22,137.0,7.0,2.6677,80.0,0.0,10.0,16.0,2.1418,68.0,32.0,16.0,188.0,33.0,14.0,39.0,31.0,308.0,31.0,1929.0,4.0,1.0,2.0,10.0,2.0,46.0,9.0,11.0,10.0,1.0,2662.0,1.0,2.0,26.0,125.0,4.0,63.0,105.0,1424.0,6.0,7.0,39.617,23.0,46.0,34.0,,111.0,606.0,12.0,2.0,262.0,34.0,2.0,500.0,243.0,33.0,11.0,31.0,,6.0,778.0,30.0,34.0,23.0,,216.0,20.0,0.0,1869.0,16.0,15.0,416.0,37.0,26.0,5.0,568.0,25.0,41.0,197.0,255.0,2365.0,4.0,4.0,,10.0,38.0,853.0,20.0,1.1199,9.0,120.0,112.0,1.0,2.0,4.0,,,3.0,4.0,4.0,4.0,,0.1502,5.0,,,,,,,,,,,,,,,,,,,,,,1.0
510362,Toti Gomes,Defender,Wolves,39,Portugal,2021-22,17.0,,0.0156,4.0,0.0,1.0,,,11.0,,,27.0,4.0,,4.0,4.0,49.0,1.0,201.0,,1.0,0.0,,,23.0,,,,,360.0,,,10.0,32.0,1.0,4.0,19.0,146.0,6.0,,5.519,,14.0,6.0,1.0,7.0,67.0,3.0,0.0,49.0,3.0,0.0,100.0,17.0,4.0,,4.0,,1.0,55.0,5.0,1.0,3.0,1.0,26.0,13.0,0.0,199.0,,,56.0,7.0,5.0,3.0,25.0,2.0,8.0,6.0,9.0,268.0,1.0,,,,10.0,97.0,1.0,0.0425,1.0,22.0,20.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222564,Trincão,Forward,Wolves,39,Portugal,2021-22,105.0,5.0,1.5728,60.0,0.0,7.0,14.0,2.1149,28.0,25.0,2.0,72.0,28.0,17.0,27.0,16.0,82.0,12.0,427.0,2.0,1.0,1.0,1.0,12.0,22.0,,6.0,9.0,6.0,1339.0,6.0,2.0,16.0,100.0,1.0,35.0,94.0,329.0,55.0,3.0,17.9056,13.0,,15.0,6.0,89.0,81.0,22.0,0.0,205.0,16.0,1.0,64.0,73.0,28.0,6.0,13.0,2.0,42.0,248.0,14.0,24.0,60.0,6.0,183.0,6.0,0.0,421.0,11.0,9.0,224.0,15.0,44.0,1.0,159.0,13.0,12.0,16.0,123.0,762.0,2.0,15.0,2.0,1.0,2.0,106.0,11.0,3.7245,0.0,10.0,19.0,,1.0,,,,1.0,,1.0,1.0,9.0,0.0558,14.0,,,,,,,,,,,,,,,,,,,,,,
