season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025053,1,31,Crystal_Palace,Away,249859,121709,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025053,1,31,Crystal_Palace,Away,788134,172649,Dean Henderson,dean-henderson,G,False,,,8.0,7.0,13.0,20.0,,,,5.0,,,,,,,,,,,0.00233413,,,,0.0,,0.6538,,,,1.0,,0.0,0.82,0.04,0.0,3.74,90.0,,,,,,,,9.0,,,7.4,2.0,2.0,,,,2.0,,,,16.0,,14.0,14.0,28.0,,,0,,34.0,,,,
2025-26,14025074,2,31,Crystal_Palace,Home,249859,121709,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025074,2,31,Crystal_Palace,Home,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025074,2,31,Crystal_Palace,Home,788134,172649,Dean Henderson,dean-henderson,G,False,,,1.0,1.0,26.0,27.0,,1.0,,4.0,,,,,,,,1.0,,,0.00093758,,,,0.0,,-0.7416,1.0,,,,,,,,,,90.0,,,,,,,,12.0,,,5.9,,,,,,,,,,13.0,,13.0,26.0,39.0,,,0,,42.0,,,,
2025-26,14025091,3,31,Crystal_Palace,Away,249859,121709,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025091,3,31,Crystal_Palace,Away,788134,172649,Dean Henderson,dean-henderson,G,False,,,6.0,5.0,11.0,16.0,,,,8.0,,,,,,,,,,,0.00081871,,,,0.0,,1.0148,4.0,,,,,,,,,,90.0,,,,,,,,12.0,,,8.5,3.0,4.0,,,,,,,,17.0,,15.0,12.0,27.0,,,0,,41.0,,,,
2025-26,14025133,4,31,Crystal_Palace,Home,249859,121709,Walter Benítez,walter-benitez,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025133,4,31,Crystal_Palace,Home,788134,172649,Dean Henderson,dean-henderson,G,False,,1.0,8.0,5.0,22.0,27.0,,,,8.0,,,,,,,,,,,0.00110756,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,10.0,,,6.8,,,,,,1.0,,,1.0,18.0,,14.0,23.0,37.0,,,0,,43.0,,,,
2025-26,14025175,5,31,Crystal_Palace,Away,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
