season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385741,1,31,Crystal_Palace,Home,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,10.0,1.0,34.0,35.0,,,6.0,,,,,,,,,,,,0.00039428,0.0,0.0,,,,-1.6531,1.0,,,,,90.0,,,,,,,,2.0,1.0,6.3,1.0,1.0,,,1.0,,,,12.0,,3.0,34.0,37.0,0,,42.0,,,,
2022-23,10385741,1,31,Crystal_Palace,Home,98427,101982,Sam Johnstone,sam-johnstone,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385740,2,31,Crystal_Palace,Away,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,12.0,7.0,16.0,23.0,,,13.0,,,,,,,,,,,,0.0005906,0.0,0.0,,,,0.2341,2.0,,,,,90.0,,,,,,,,9.0,1.0,6.8,3.0,3.0,,,1.0,,,,21.0,,13.0,19.0,32.0,0,,47.0,,,,
2022-23,10385740,2,31,Crystal_Palace,Away,98427,101982,Sam Johnstone,sam-johnstone,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385520,3,31,Crystal_Palace,Home,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,4.0,1.0,15.0,16.0,1.0,,6.0,,,,,,1.0,,1.0,,,,0.00010838,0.0,0.0,,,,0.169,,,,,,90.0,,,,,,,,2.0,,6.8,3.0,4.0,,,,,,,6.0,,3.0,15.0,18.0,0,,26.0,,,,
2022-23,10385520,3,31,Crystal_Palace,Home,98427,101982,Sam Johnstone,sam-johnstone,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385520,3,31,Crystal_Palace,Home,1134718,487818,Joe Whitworth,joe-whitworth,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385554,4,31,Crystal_Palace,Away,32023,40836,Vicente Guaita,vicente-guaita,G,False,,,7.0,3.0,15.0,18.0,,,10.0,,,,,,,,,,,,0.00098907,0.0,0.0,,,,-2.2257,2.0,,,,,90.0,,,,,,,,12.0,1.0,5.6,1.0,1.0,,,2.0,,,,19.0,,11.0,19.0,30.0,0,,42.0,,,,
2022-23,10385554,4,31,Crystal_Palace,Away,98427,101982,Sam Johnstone,sam-johnstone,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385554,4,31,Crystal_Palace,Away,1134718,487818,Joe Whitworth,joe-whitworth,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
