season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352254,1,31,Crystal_Palace,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,7.0,1.0,16.0,17.0,,,7.0,,,,,,,,,,,,0.00044746,0.0,0.0,,,,0.0475,1.0,,,,,90.0,,,,,,,6.0,,7.1,,1.0,,,,,,,13.0,,7.0,16.0,23.0,0,,30.0,,,,
2023-24,11352254,1,31,Crystal_Palace,Away,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352346,2,31,Crystal_Palace,Home,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,6.0,1.0,13.0,14.0,,,8.0,,,,,,,,1.0,,,,0.000154,0.0,0.0,1.0,,,0.0757,3.0,,,,,90.0,,,,1.0,1.0,,8.0,1.0,6.7,,2.0,,,1.0,,,,14.0,,6.0,16.0,22.0,0,,33.0,,,,
2023-24,11352346,2,31,Crystal_Palace,Home,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352456,3,31,Crystal_Palace,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,4.0,4.0,5.0,9.0,,,6.0,,,,,,,,,,,,0.00081934,0.0,0.0,,,,-0.4441,1.0,,,,,90.0,,,,,,,13.0,,6.2,,,,,,,,,16.0,,14.0,7.0,21.0,0,,25.0,,,,
2023-24,11352456,3,31,Crystal_Palace,Away,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352578,4,31,Crystal_Palace,Home,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,5.0,1.0,20.0,21.0,,,7.0,,,,,,,,,,,,0.00013838,0.0,0.0,,,,-1.2681,1.0,,,,,90.0,,,,,,,11.0,,6.3,1.0,2.0,,,,,,,16.0,,8.0,24.0,32.0,0,,39.0,,,,
2023-24,11352578,4,31,Crystal_Palace,Home,788134,172649,Dean Henderson,dean-henderson,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352602,5,31,Crystal_Palace,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,1.0,6.0,6.0,3.0,9.0,,,8.0,,,,,,,,,,,,0.0016325,0.0,0.0,,,,-0.5495,2.0,,,,,90.0,,,,,1.0,,10.0,,6.7,1.0,2.0,,,2.0,,,1.0,16.0,,14.0,5.0,19.0,0,,29.0,,,,
2023-24,11352602,5,31,Crystal_Palace,Away,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352602,5,31,Crystal_Palace,Away,788134,172649,Dean Henderson,dean-henderson,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352632,6,31,Crystal_Palace,Home,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,7.0,4.0,12.0,16.0,,,6.0,,,,,,,,,,,,0.00052181,0.0,0.0,,,,0.5131,,,,,,90.0,,,,,,,11.0,,8.2,4.0,5.0,,,,,,,17.0,,11.0,15.0,26.0,0,,38.0,,,,
2023-24,11352632,6,31,Crystal_Palace,Home,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352632,6,31,Crystal_Palace,Home,788134,172649,Dean Henderson,dean-henderson,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352641,7,31,Crystal_Palace,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,7.0,6.0,4.0,10.0,,,3.0,,,,,,,,,,,,0.0011959,0.0,0.0,,,,0.3261,2.0,,,,,90.0,,,,,,,14.0,2.0,7.4,2.0,3.0,,,2.0,,,,21.0,,18.0,6.0,24.0,0,,31.0,,,,
2023-24,11352641,7,31,Crystal_Palace,Away,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352650,8,31,Crystal_Palace,Home,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,5.0,1.0,30.0,31.0,,,13.0,,,,,,,,,,,,0.00024995,0.0,0.0,,,,0.8103,2.0,,,,,90.0,,,,,,,5.0,1.0,8.3,3.0,5.0,,,1.0,,,,10.0,,6.0,30.0,36.0,0,,53.0,,,,
2023-24,11352650,8,31,Crystal_Palace,Home,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352664,9,31,Crystal_Palace,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,3.0,1.0,5.0,6.0,,,3.0,,,,,,,,,,,,9.787e-05,,,,,,-0.9887,1.0,,,,,90.0,,,,,,,9.0,,6.3,2.0,3.0,,,1.0,,,,12.0,,8.0,7.0,15.0,0,,22.0,,,,
2023-24,11352664,9,31,Crystal_Palace,Away,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352673,10,31,Crystal_Palace,Home,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,9.0,8.0,2.0,10.0,,,8.0,,,,,,,,,,,,0.00159307,,,,,,-1.2218,2.0,,,,,90.0,,,,,,,14.0,,6.3,,,,,,,,,22.0,,18.0,5.0,23.0,0,,28.0,,,,
2023-24,11352673,10,31,Crystal_Palace,Home,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352305,11,31,Crystal_Palace,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,16.0,11.0,8.0,19.0,,,5.0,,,,,,,,,,,,0.00214227,,,,,,0.5556,,,,,,90.0,,,,,,,15.0,,8.2,3.0,5.0,,,,,,,31.0,,25.0,9.0,34.0,0,,40.0,,,,
2023-24,11352305,11,31,Crystal_Palace,Away,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352335,12,31,Crystal_Palace,Home,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,4.0,1.0,20.0,21.0,,,3.0,,,,,,,,,,,,0.00016508,,,,,,-1.2718,,,,,,90.0,,,,,,,6.0,1.0,6.2,1.0,1.0,,,1.0,,,,9.0,,4.0,22.0,26.0,0,,31.0,,,,
2023-24,11352335,12,31,Crystal_Palace,Home,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352370,13,31,Crystal_Palace,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,4.0,1.0,8.0,9.0,,1.0,5.0,,,,,,,,,1.0,,,0.00028918,,,,,,-0.5235,1.0,,,,,90.0,,,,,,,11.0,,6.2,,1.0,,,,,,,14.0,,11.0,9.0,20.0,0,,25.0,,,,
2023-24,11352370,13,31,Crystal_Palace,Away,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352414,14,31,Crystal_Palace,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,12.0,7.0,13.0,20.0,,,9.0,,,,,,,,,,,,0.00177932,,,,,,-0.3145,3.0,,,,,90.0,,,,,,,16.0,,6.9,1.0,2.0,,,,,,,26.0,,19.0,16.0,35.0,0,,46.0,,,,
2023-24,11352414,14,31,Crystal_Palace,Away,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352414,14,31,Crystal_Palace,Away,1134718,487818,Joe Whitworth,joe-whitworth,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
