season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,10045752,18,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,False,,,,12.0,,12.0,,1.0,5.0,,,,1.0,,,1.0,3.0,7.0,,,1.0,,,,,,,,70.0,,,,,,,14.0,,6.7,,,1.0,,1.0,3.0,2.0,,2.0,,20.0,1.0,19.0,1,1.0,35.0,3.0,2.0,3.0,1.0
2021-22,10045752,18,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,False,,,,3.0,,3.0,8.0,2.0,3.0,,,,,,,1.0,11.0,3.0,,,1.0,,1.0,,,,,,78.0,1.0,,,,,,10.0,,7.0,,,,,,2.0,2.0,,1.0,,8.0,1.0,7.0,1,,21.0,1.0,,1.0,
2021-22,9576092,19,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576092,19,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576092,19,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,True,,,,2.0,2.0,4.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,9.0,,,,,,,3.0,,6.5,,,,,,,,,,,4.0,2.0,6.0,0,,8.0,1.0,,,
2021-22,9576092,19,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,8.0,1.0,9.0,6.0,,3.0,,,,,,,6.0,14.0,10.0,,,1.0,,,,,,,,81.0,,,,,,1.0,14.0,,7.0,,,1.0,,1.0,7.0,,,,,12.0,3.0,15.0,1,,39.0,1.0,4.0,6.0,
2021-22,9576191,20,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,False,,,,8.0,1.0,9.0,2.0,8.0,2.0,,,,,,,1.0,6.0,10.0,,,3.0,,,,,,,,71.0,,,,,,,10.0,,6.8,,,,,,,,,,1.0,15.0,1.0,16.0,0,2.0,26.0,2.0,,,1.0
2021-22,9576191,20,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,3.0,7.0,7.0,14.0,,2.0,5.0,,,,1.0,,,,3.0,2.0,,,1.0,,,,,,,,83.0,,,,,,,7.0,,6.6,,,2.0,,1.0,1.0,,,5.0,1.0,9.0,8.0,17.0,2,,27.0,3.0,,,
2021-22,9576191,20,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576191,20,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,1.0,,1.0,6.0,1.0,,,,1.0,,,,1.0,8.0,2.0,,,,,,,,,,,19.0,,,,,,,2.0,,6.4,,,,,,2.0,,,,,1.0,,1.0,1,,6.0,,,1.0,
2021-22,10144889,21,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,1.0,,1.0,2.0,1.0,,,,,,,,1.0,3.0,3.0,,,,,,,,,,,11.0,,,,,,,2.0,,6.6,,,,,,,,,,,2.0,,2.0,0,2.0,6.0,,,,2.0
2021-22,10144889,21,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,8.0,,8.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,17.0,,,,,,,7.0,,6.4,,,1.0,,,2.0,1.0,,,,10.0,1.0,10.0,1,,17.0,2.0,,,
2021-22,10144889,21,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,1.0,,,12.0,5.0,16.0,5.0,3.0,2.0,1.0,,1.0,1.0,,,,7.0,4.0,,,,,,,,1.0,,1.0,90.0,,,,,,,9.0,,7.0,,,1.0,,1.0,2.0,3.0,,,1.0,18.0,6.0,21.0,2,,31.0,1.0,,1.0,
2021-22,10144889,21,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,3.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,2.0,,6.6,,,,,,,1.0,,,,5.0,3.0,7.0,0,,9.0,,,,
2021-22,10144889,21,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,False,,,,6.0,1.0,7.0,1.0,2.0,1.0,,1.0,,,,,2.0,4.0,4.0,,,,,,,,,,,73.0,1.0,,,,,,10.0,,6.3,,,,,,2.0,,,,,8.0,2.0,10.0,1,,23.0,4.0,1.0,1.0,
2021-22,9576316,22,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576316,22,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,4.0,,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,12.0,,,,,,,4.0,,6.4,,,,,,,2.0,,,,7.0,,5.0,0,,9.0,,,,
2021-22,9576316,22,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,True,,,,4.0,1.0,5.0,1.0,3.0,,,,,,,,2.0,3.0,3.0,,,,,,,,,,,45.0,1.0,,,,,,6.0,,6.6,,,,,,,,,1.0,,7.0,1.0,8.0,1,,13.0,,,,
2021-22,9576316,22,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,False,,,,5.0,3.0,8.0,1.0,1.0,7.0,,,,3.0,,,4.0,10.0,8.0,,,1.0,,,,,,1.0,,71.0,,,,,,,17.0,,5.9,,,,,1.0,2.0,1.0,,1.0,,10.0,4.0,13.0,0,1.0,37.0,3.0,5.0,1.0,
2021-22,9576316,22,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,7.0,1.0,8.0,6.0,3.0,,,,,1.0,,,2.0,12.0,3.0,,,1.0,,,,,,,,78.0,1.0,,,,,,11.0,,6.3,,,,,,2.0,,,,1.0,11.0,2.0,13.0,1,,24.0,2.0,,,
2021-22,9576439,23,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576439,23,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576439,23,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,,7.0,8.0,15.0,4.0,1.0,4.0,,,,3.0,,,5.0,14.0,5.0,,,2.0,,,,,,2.0,,90.0,,,,,,,15.0,,6.3,,,,,1.0,2.0,,,2.0,,9.0,12.0,21.0,0,1.0,41.0,3.0,1.0,2.0,
2021-22,9576439,23,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,False,,,,6.0,5.0,11.0,5.0,6.0,2.0,,1.0,1.0,2.0,,,1.0,13.0,8.0,,,3.0,,,,,1.0,,,90.0,,,,,,,14.0,,6.1,,,1.0,,1.0,2.0,,,1.0,2.0,12.0,9.0,21.0,2,1.0,31.0,1.0,1.0,,
2021-22,9576317,24,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,3.0,,3.0,1.0,1.0,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,9.0,,,,,,,4.0,,6.6,,,,,,1.0,,,,,6.0,,6.0,0,,11.0,,,1.0,
2021-22,9576317,24,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576317,24,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,1.0,5.0,1.0,6.0,2.0,3.0,,1.0,1.0,,1.0,,,3.0,6.0,5.0,,,,,1.0,,,,,2.0,88.0,2.0,,,,,,10.0,,7.2,,,1.0,,,,,,1.0,,9.0,1.0,10.0,3,,22.0,3.0,2.0,,
2021-22,9576317,24,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576317,24,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,13.0,1.0,14.0,14.0,6.0,7.0,,1.0,,,,,6.0,24.0,8.0,,,2.0,,1.0,,,,,1.0,89.0,2.0,,,,,,19.0,,6.9,,,2.0,,,3.0,,,,1.0,20.0,2.0,22.0,4,1.0,42.0,3.0,,1.0,1.0
2021-22,9576432,25,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576432,25,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576432,25,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,1.0,5.0,6.0,11.0,4.0,1.0,6.0,,,,1.0,,,1.0,10.0,2.0,,,3.0,,1.0,,,,2.0,1.0,90.0,1.0,,,,,,8.0,,7.3,,,2.0,,1.0,1.0,,,1.0,1.0,10.0,6.0,16.0,3,,29.0,1.0,1.0,,
2021-22,9576432,25,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576432,25,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,7.0,5.0,12.0,6.0,6.0,5.0,,,1.0,,,,1.0,10.0,11.0,,,1.0,,,,,,,,90.0,1.0,,,,,,18.0,,6.9,,,,,,5.0,,,1.0,,18.0,6.0,24.0,2,,40.0,3.0,2.0,3.0,
2021-22,9576226,26,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,1.0,,1.0,,1.0,,,,,,,,1.0,2.0,2.0,,,,,1.0,,,,,,12.0,1.0,,,,,,4.0,,7.3,,,,,,1.0,,,,,2.0,,2.0,1,,9.0,1.0,1.0,,
2021-22,9576226,26,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,1.0,,1.0,,
2021-22,9576226,26,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,2.0,11.0,5.0,16.0,,,8.0,,1.0,1.0,,,,,4.0,5.0,,,1.0,1.0,,,,,,3.0,89.0,1.0,,,,,,17.0,,6.7,,,,,,4.0,,,5.0,1.0,19.0,6.0,25.0,2,2.0,40.0,5.0,2.0,1.0,1.0
2021-22,9576226,26,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576226,26,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,False,,,,8.0,4.0,12.0,2.0,5.0,4.0,,,1.0,,,,3.0,7.0,7.0,,,1.0,,,,,,,,83.0,2.0,,,,,,18.0,,6.9,,,1.0,,1.0,2.0,,,,2.0,15.0,4.0,19.0,4,1.0,41.0,7.0,,1.0,
2021-22,9576208,27,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,11.0,,,,,,,1.0,,6.4,,,,,,1.0,,,,,,1.0,1.0,0,,3.0,,,,
2021-22,9576208,27,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576208,27,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,,5.0,5.0,10.0,1.0,3.0,1.0,,1.0,2.0,,,,3.0,7.0,5.0,,,2.0,,1.0,,,,,,83.0,1.0,,,,,,9.0,,6.8,,,1.0,,,1.0,,,,1.0,8.0,6.0,14.0,4,,29.0,1.0,2.0,,
2021-22,9576208,27,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,0,,1.0,1.0,,,
2021-22,9576208,27,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,False,,,,18.0,1.0,19.0,2.0,4.0,5.0,1.0,,,,,,1.0,4.0,5.0,,,1.0,,,,,,,2.0,81.0,1.0,,,,,,10.0,,7.5,,,2.0,,,1.0,1.0,,,1.0,25.0,2.0,26.0,3,,33.0,1.0,,1.0,
2021-22,9576200,28,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576200,28,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,,9.0,1.0,10.0,2.0,,1.0,,2.0,,,,,1.0,3.0,5.0,,,,,,,,,,,90.0,1.0,,,,,,9.0,,6.0,,,1.0,,1.0,1.0,,,,,11.0,1.0,12.0,2,1.0,30.0,6.0,3.0,1.0,
2021-22,9576200,28,20,Southampton,Away,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576200,28,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,13.0,1.0,14.0,5.0,,4.0,,,,1.0,,,1.0,7.0,4.0,,,,,,,,,1.0,1.0,90.0,,,,,,,11.0,,6.7,,,,,1.0,3.0,1.0,,1.0,1.0,19.0,2.0,20.0,0,,34.0,3.0,1.0,3.0,
2021-22,9576325,29,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,1.0,,1.0,3.0,,,,,,,,,,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,2.0,,,,
2021-22,9576325,29,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576325,29,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,,12.0,2.0,14.0,5.0,3.0,2.0,1.0,,,1.0,,,2.0,8.0,5.0,,,1.0,1.0,,,,,,1.0,90.0,1.0,,,,,,14.0,,7.0,,,,,,,,,1.0,,21.0,3.0,24.0,1,,32.0,2.0,2.0,,
2021-22,9576325,29,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,6.0,,6.0,3.0,,,,,,,,,1.0,4.0,1.0,,,,,,,,,,,44.0,,,,,,,5.0,,6.4,,,,,,,,,,,9.0,,9.0,0,,14.0,1.0,1.0,,
2021-22,10196713,30,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196713,30,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196713,30,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,True,,,,5.0,4.0,9.0,1.0,,,,1.0,1.0,,,,,2.0,1.0,,,1.0,,,,,,,,24.0,1.0,,,,,,,,6.4,,,,,,1.0,,,,,5.0,4.0,9.0,2,,12.0,,,1.0,
2021-22,10196713,30,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196713,30,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,12.0,,12.0,3.0,1.0,4.0,,,1.0,1.0,,,,9.0,2.0,,,2.0,,,,,,,,90.0,,,,,,,12.0,,6.2,,,,,1.0,4.0,,,,,17.0,2.0,19.0,1,,29.0,2.0,,1.0,
2021-22,9576234,31,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,2.0,,2.0,,1.0,,,,1.0,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,2.0,1,,5.0,,2.0,,
2021-22,9576234,31,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576234,31,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,2.0,15.0,1.0,16.0,5.0,3.0,3.0,,1.0,1.0,1.0,,,1.0,10.0,7.0,,,1.0,,,,,,,2.0,87.0,1.0,,,,,,19.0,,6.5,,,,,,4.0,1.0,,2.0,,26.0,1.0,26.0,2,1.0,44.0,4.0,1.0,2.0,
2021-22,9576234,31,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,,,,1.0,,1.0,1.0,,,,,,,,,,3.0,,,,1.0,,,,,,,,9.0,,,,,,,2.0,,6.2,,,,,,1.0,,,1.0,,2.0,,2.0,0,,3.0,,,,
2021-22,9576234,31,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,8.0,2.0,10.0,13.0,5.0,1.0,,,,,,,1.0,17.0,7.0,,,1.0,,,,,,,2.0,89.0,,,,,,,20.0,,6.6,,,1.0,,,2.0,1.0,,,,18.0,2.0,19.0,1,,39.0,7.0,2.0,,
2021-22,9576284,32,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,,5.0,11.0,16.0,3.0,1.0,2.0,,,1.0,1.0,,,,7.0,2.0,,,,,,,,,,,45.0,,,,,,,7.0,,6.2,,,,,,4.0,,,,,6.0,11.0,17.0,1,,27.0,3.0,,1.0,
2021-22,9576284,32,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,1.0,11.0,2.0,13.0,7.0,3.0,1.0,,1.0,1.0,1.0,,,1.0,12.0,8.0,,,2.0,,,,,,,,90.0,1.0,,,,,,9.0,,6.3,,,,,1.0,2.0,,,1.0,,14.0,3.0,17.0,2,1.0,33.0,3.0,3.0,1.0,1.0
2021-22,9576284,32,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576435,33,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,3.0,3.0,,,1.0,,,,,,,,16.0,,,,,,,2.0,,6.6,,,,,,,,,,,1.0,1.0,2.0,0,1.0,8.0,2.0,1.0,,
2021-22,9576435,33,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576435,33,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576435,33,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576435,33,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,False,,,,1.0,3.0,4.0,5.0,1.0,1.0,1.0,,1.0,,,,1.0,10.0,2.0,,,1.0,,,,,,,2.0,74.0,,,,,,,10.0,,6.5,,,,,1.0,4.0,,,1.0,1.0,4.0,4.0,8.0,1,,21.0,2.0,,1.0,
2021-22,9576428,34,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,False,,,,7.0,3.0,10.0,4.0,2.0,1.0,,,,,,,2.0,7.0,3.0,,,1.0,,,,,,,,79.0,3.0,,,,,,11.0,,6.8,,,1.0,,,,,,,2.0,11.0,4.0,15.0,4,,31.0,4.0,1.0,,
2021-22,9576428,34,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576428,34,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,False,,,2.0,17.0,7.0,24.0,3.0,4.0,2.0,,,,1.0,,,2.0,7.0,9.0,,,1.0,,,,,,1.0,4.0,90.0,,,,,,,15.0,,7.1,,,,,,2.0,1.0,,2.0,,26.0,11.0,36.0,0,1.0,47.0,,2.0,2.0,
2021-22,9576428,34,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,False,,,1.0,7.0,,7.0,1.0,,1.0,,,1.0,,,,2.0,5.0,5.0,,,1.0,,,,,,1.0,1.0,66.0,,,,,,,10.0,,6.5,,,,,,1.0,1.0,,2.0,,10.0,2.0,11.0,1,,30.0,2.0,5.0,,
2021-22,9576428,34,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,True,,,,3.0,1.0,4.0,3.0,,1.0,,,,,,,,3.0,3.0,,,1.0,,,,,,,,11.0,,,,,,,1.0,,6.8,,,,,1.0,1.0,,,,1.0,3.0,2.0,5.0,0,2.0,10.0,,,1.0,
2021-22,9576275,35,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,False,,,,5.0,3.0,8.0,4.0,6.0,1.0,,,1.0,,,,2.0,9.0,8.0,,,3.0,,,,,,,1.0,65.0,,,,,,,11.0,,6.8,,,,,,,,,,,13.0,3.0,16.0,1,1.0,25.0,1.0,1.0,,
2021-22,9576275,35,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576275,35,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,False,,,,9.0,3.0,12.0,1.0,4.0,1.0,,,1.0,1.0,,,,3.0,4.0,,,1.0,,,,,,,1.0,65.0,1.0,,,,,,11.0,,6.8,,,,,1.0,,1.0,,,,15.0,3.0,17.0,2,,26.0,4.0,,,
2021-22,9576275,35,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576275,35,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,False,,,,6.0,2.0,8.0,2.0,1.0,5.0,,,,1.0,,,2.0,7.0,5.0,,,,,,,,,2.0,,80.0,1.0,,,,,,16.0,,6.6,,,,,2.0,2.0,,,2.0,,12.0,2.0,14.0,1,3.0,35.0,6.0,1.0,,3.0
2021-22,9576275,35,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,2.0,2.0,4.0,3.0,1.0,2.0,,,,,,,,4.0,1.0,,,1.0,,,,,,,,25.0,,,,,,,3.0,,6.6,,,,,,,1.0,,,,4.0,2.0,5.0,0,,11.0,1.0,,,
2021-22,9576330,36,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576330,36,20,Southampton,Away,361352,155511,Adam Armstrong,adam-armstrong,F,False,,,,5.0,7.0,12.0,3.0,1.0,1.0,,,,,,,1.0,5.0,3.0,,,1.0,,,,,,,,90.0,,,,,,,15.0,,6.5,,,1.0,,,1.0,1.0,,,1.0,14.0,8.0,21.0,1,,34.0,4.0,1.0,1.0,
2021-22,9576330,36,20,Southampton,Away,773409,200439,Che Adams,che-adams,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576330,36,20,Southampton,Away,920379,203389,Nathan Tella,nathan-tella,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576330,36,20,Southampton,Away,996985,440323,Armando Broja,armando-broja,F,False,,,,14.0,,14.0,4.0,3.0,3.0,,,1.0,,,,2.0,10.0,6.0,,,2.0,,,,,,,,90.0,1.0,,,,,,9.0,,6.7,,,3.0,,,2.0,,,,1.0,17.0,,17.0,5,1.0,36.0,1.0,2.0,,
2021-22,9576430,37,20,Southampton,Home,10486,20452,Shane Long,shane-long,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576430,37,20,Southampton,Home,361352,155511,Adam Armstrong,adam-armstrong,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576430,37,20,Southampton,Home,773409,200439,Che Adams,che-adams,F,True,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,8.0,,,,,,,2.0,,6.3,,,,,,1.0,,,,,1.0,,1.0,0,,4.0,1.0,,,
2021-22,9576430,37,20,Southampton,Home,869910,431131,Moussa Djenepo,moussa-djenepo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576430,37,20,Southampton,Home,920379,203389,Nathan Tella,nathan-tella,F,False,,,1.0,4.0,4.0,8.0,,,3.0,,,,1.0,,,1.0,7.0,2.0,,,1.0,1.0,,,,,,1.0,71.0,,,,,,,12.0,,6.1,,,,,2.0,4.0,1.0,,1.0,,5.0,4.0,8.0,0,2.0,28.0,5.0,,,
2021-22,9576430,37,20,Southampton,Home,996985,440323,Armando Broja,armando-broja,F,False,,,,5.0,1.0,6.0,6.0,5.0,4.0,,,,,,,1.0,9.0,9.0,,,,,,,,,,,82.0,,1.0,,,,,13.0,,6.6,,,,,,3.0,,,,,9.0,1.0,10.0,0,1.0,27.0,6.0,2.0,1.0,1.0
2021-22,9576355,38,20,Southampton,Away,10486,20452,Shane Long,shane-long,F,True,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,14.0,,,,,,,1.0,,6.5,,,,,,,,,,,1.0,,1.0,0,,3.0,1.0,1.0,,
